county,precinct,office,district,party,candidate,election_day,mail,early_voting,votes
Jefferson,Precinct 1-1,County Council Member At Large,,REP,Pam Crozier,78,8,99,185
Jefferson,Precinct 1-1,County Council Member At Large,,REP,Heather Traylor Foy,80,6,95,181
Jefferson,Precinct 1-1,Madison School Board District 1,,,Dustin N. Bentz,81,11,87,179
Jefferson,Precinct 1-1,Madison School Board District 1,,,Tanya M. Burnette,45,6,65,116
Jefferson,Precinct 1-1,Madison School Board District 1,,,David L. Storie,50,12,80,142
Jefferson,Precinct 1-1,IN Supreme Court-Rush,,,Yes,73,10,104,187
Jefferson,Precinct 1-1,IN Supreme Court-Rush,,,No,45,7,44,96
Jefferson,Precinct 1-1,IN Supreme Court-Massa,,,Yes,75,11,93,179
Jefferson,Precinct 1-1,IN Supreme Court-Massa,,,No,42,6,54,102
Jefferson,Precinct 1-1,IN Supreme Court-Molter,,,Yes,73,9,90,172
Jefferson,Precinct 1-1,IN Supreme Court-Molter,,,No,40,8,59,107
Jefferson,Precinct 1-1,Court of Appeals Dist 1-Foley,,,Yes,78,9,94,181
Jefferson,Precinct 1-1,Court of Appeals Dist 1-Foley,,,No,39,8,54,101
Jefferson,Precinct 1-1,Court of Appeals Dist 4-Pyle III,,,Yes,78,9,92,179
Jefferson,Precinct 1-1,Court of Appeals Dist 4-Pyle III,,,No,41,7,61,109
Jefferson,Precinct 1-1,Straight Party Votes,,DEM,Democratic Party,,,,62
Jefferson,Precinct 1-1,Straight Party Votes,,REP,Republican Party,,,,104
Jefferson,Precinct 1-1,Ballots Cast,,,,177,15,152,344
Jefferson,Precinct 1-1,Registered Voters,,,,,,,543
Jefferson,Precinct 1-2,Public Question-Const Amendment,,,Yes,75,7,78,160
Jefferson,Precinct 1-2,Public Question-Const Amendment,,,No,78,4,50,132
Jefferson,Precinct 1-2,President,,REP,Donald J. Trump,88,2,69,159
Jefferson,Precinct 1-2,President,,DEM,Kamala D. Harris,81,13,81,175
Jefferson,Precinct 1-2,President,,LIB,Chase Oliver,1,0,0,1
Jefferson,Precinct 1-2,President,,WTP,Robert F. Kennedy Jr.,5,0,1,6
Jefferson,Precinct 1-2,President,,,Write-ins,0,0,0,0
Jefferson,Precinct 1-2,U.S. Senate,,REP,Jim Banks,82,1,66,149
Jefferson,Precinct 1-2,U.S. Senate,,DEM,Valerie McCray,78,12,80,170
Jefferson,Precinct 1-2,U.S. Senate,,LIB,Andrew Horning,2,0,0,2
Jefferson,Precinct 1-2,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 1-2,Governor,,REP,Braun \ Beckwith,79,1,66,146
Jefferson,Precinct 1-2,Governor,,DEM,Mccormick \ Goodin,85,12,81,178
Jefferson,Precinct 1-2,Governor,,LIB,Rainwater \ Hudson,3,0,2,5
Jefferson,Precinct 1-2,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 1-2,Attorney General,,REP,Todd Rokita,86,1,68,155
Jefferson,Precinct 1-2,Attorney General,,DEM,Destiny Wells,81,12,78,171
Jefferson,Precinct 1-2,U.S. House,9,REP,Erin Houchin,78,1,70,149
Jefferson,Precinct 1-2,U.S. House,9,DEM,Timothy (Tim) Peck,83,12,76,171
Jefferson,Precinct 1-2,U.S. House,9,LIB,Russell (Russ) Brooksbank,5,0,0,5
Jefferson,Precinct 1-2,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 1-2,State House,67,REP,Alex Zimmerman,109,5,86,200
Jefferson,Precinct 1-2,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,109,5,97,211
Jefferson,Precinct 1-2,County Recorder,,REP,Amy Storm Stephens,82,1,68,151
Jefferson,Precinct 1-2,County Recorder,,DEM,Jenny Beverly,74,11,76,161
Jefferson,Precinct 1-2,County Treasurer,,REP,Meghan Crowley Hoskins,110,5,92,207
Jefferson,Precinct 1-2,County Coroner,,REP,Joshua Daniel Webb,106,5,94,205
Jefferson,Precinct 1-2,County Surveyor,,REP,Mike Pittman,116,5,92,213
Jefferson,Precinct 1-2,County Commissioner Lower District,,REP,David Bramer,113,6,92,211
Jefferson,Precinct 1-2,County Commissioner Middle District,,REP,Robert Little,117,8,97,222
Jefferson,Precinct 1-2,County Council Member At Large,,REP,Gary Copeland,95,2,67,164
Jefferson,Precinct 1-2,County Council Member At Large,,REP,Pam Crozier,77,3,73,153
Jefferson,Precinct 1-2,County Council Member At Large,,REP,Heather Traylor Foy,80,3,65,148
Jefferson,Precinct 1-2,Madison School Board District 1,,,Dustin N. Bentz,90,5,61,156
Jefferson,Precinct 1-2,Madison School Board District 1,,,Tanya M. Burnette,52,9,55,116
Jefferson,Precinct 1-2,Madison School Board District 1,,,David L. Storie,58,4,54,116
Jefferson,Precinct 1-2,IN Supreme Court-Rush,,,Yes,85,7,78,170
Jefferson,Precinct 1-2,IN Supreme Court-Rush,,,No,39,4,29,72
Jefferson,Precinct 1-2,IN Supreme Court-Massa,,,Yes,91,6,70,167
Jefferson,Precinct 1-2,IN Supreme Court-Massa,,,No,35,5,35,75
Jefferson,Precinct 1-2,IN Supreme Court-Molter,,,Yes,86,6,67,159
Jefferson,Precinct 1-2,IN Supreme Court-Molter,,,No,41,5,38,84
Jefferson,Precinct 1-2,Court of Appeals Dist 1-Foley,,,Yes,83,6,67,156
Jefferson,Precinct 1-2,Court of Appeals Dist 1-Foley,,,No,38,5,35,78
Jefferson,Precinct 1-2,Court of Appeals Dist 4-Pyle III,,,Yes,85,6,71,162
Jefferson,Precinct 1-2,Court of Appeals Dist 4-Pyle III,,,No,40,5,34,79
Jefferson,Precinct 1-2,Straight Party Votes,,DEM,Democratic Party,,,,43
Jefferson,Precinct 1-2,Straight Party Votes,,REP,Republican Party,,,,66
Jefferson,Precinct 1-2,Ballots Cast,,,,237,33,277,547
Jefferson,Precinct 1-2,Registered Voters,,,,,,,861
Jefferson,Precinct 2-1,Public Question-Const Amendment,,,Yes,110,11,122,243
Jefferson,Precinct 2-1,Public Question-Const Amendment,,,No,96,9,104,209
Jefferson,Precinct 2-1,President,,REP,Donald J. Trump,131,12,139,282
Jefferson,Precinct 2-1,President,,DEM,Kamala D. Harris,99,20,128,247
Jefferson,Precinct 2-1,President,,LIB,Chase Oliver,2,0,5,7
Jefferson,Precinct 2-1,President,,WTP,Robert F. Kennedy Jr.,2,1,4,7
Jefferson,Precinct 2-1,President,,,Write-ins,2,0,0,2
Jefferson,Precinct 2-1,U.S. Senate,,REP,Jim Banks,124,12,136,272
Jefferson,Precinct 2-1,U.S. Senate,,DEM,Valerie McCray,89,20,121,230
Jefferson,Precinct 2-1,U.S. Senate,,LIB,Andrew Horning,4,0,6,10
Jefferson,Precinct 2-1,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 2-1,Governor,,REP,Braun \ Beckwith,112,12,128,252
Jefferson,Precinct 2-1,Governor,,DEM,Mccormick \ Goodin,106,21,130,257
Jefferson,Precinct 2-1,Governor,,LIB,Rainwater \ Hudson,2,0,5,7
Jefferson,Precinct 2-1,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 2-1,Attorney General,,REP,Todd Rokita,130,12,136,278
Jefferson,Precinct 2-1,Attorney General,,DEM,Destiny Wells,92,21,131,244
Jefferson,Precinct 2-1,U.S. House,9,REP,Erin Houchin,131,13,143,287
Jefferson,Precinct 2-1,U.S. House,9,DEM,Timothy (Tim) Peck,91,20,126,237
Jefferson,Precinct 2-1,U.S. House,9,LIB,Russell (Russ) Brooksbank,6,0,2,8
Jefferson,Precinct 2-1,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 2-1,State House,67,REP,Alex Zimmerman,153,16,179,348
Jefferson,Precinct 2-1,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,151,16,187,354
Jefferson,Precinct 2-1,County Recorder,,REP,Amy Storm Stephens,125,13,128,266
Jefferson,Precinct 2-1,County Recorder,,DEM,Jenny Beverly,86,19,126,231
Jefferson,Precinct 2-1,County Treasurer,,REP,Meghan Crowley Hoskins,153,16,172,341
Jefferson,Precinct 2-1,County Coroner,,REP,Joshua Daniel Webb,160,19,179,358
Jefferson,Precinct 2-1,County Surveyor,,REP,Mike Pittman,167,15,169,351
Jefferson,Precinct 2-1,County Commissioner Lower District,,REP,David Bramer,156,16,176,348
Jefferson,Precinct 2-1,County Commissioner Middle District,,REP,Robert Little,161,19,183,363
Jefferson,Precinct 2-1,County Council Member At Large,,REP,Gary Copeland,116,7,129,252
Jefferson,Precinct 2-1,County Council Member At Large,,REP,Pam Crozier,123,12,138,273
Jefferson,Precinct 2-1,County Council Member At Large,,REP,Heather Traylor Foy,117,10,136,263
Jefferson,Precinct 2-1,Madison School Board District 1,,,Dustin N. Bentz,135,12,97,244
Jefferson,Precinct 2-1,Madison School Board District 1,,,Tanya M. Burnette,74,7,97,178
Jefferson,Precinct 2-1,Madison School Board District 1,,,David L. Storie,78,6,99,183
Jefferson,Precinct 2-1,IN Supreme Court-Rush,,,Yes,111,8,127,246
Jefferson,Precinct 2-1,IN Supreme Court-Rush,,,No,58,7,59,124
Jefferson,Precinct 2-1,IN Supreme Court-Massa,,,Yes,109,7,117,233
Jefferson,Precinct 2-1,IN Supreme Court-Massa,,,No,55,7,69,131
Jefferson,Precinct 2-1,IN Supreme Court-Molter,,,Yes,116,9,121,246
Jefferson,Precinct 2-1,IN Supreme Court-Molter,,,No,51,6,68,125
Jefferson,Precinct 2-1,Court of Appeals Dist 1-Foley,,,Yes,117,9,126,252
Jefferson,Precinct 2-1,Court of Appeals Dist 1-Foley,,,No,50,6,66,122
Jefferson,Precinct 2-1,Court of Appeals Dist 4-Pyle III,,,Yes,124,8,129,261
Jefferson,Precinct 2-1,Court of Appeals Dist 4-Pyle III,,,No,47,6,66,119
Jefferson,Precinct 2-1,Straight Party Votes,,DEM,Democratic Party,,,,68
Jefferson,Precinct 2-1,Straight Party Votes,,REP,Republican Party,,,,100
Jefferson,Precinct 2-1,Ballots Cast,,,,277,42,332,651
Jefferson,Precinct 2-1,Registered Voters,,,,,,,916
Jefferson,Precinct 2-2,Public Question-Const Amendment,,,Yes,141,7,160,308
Jefferson,Precinct 2-2,Public Question-Const Amendment,,,No,116,18,129,263
Jefferson,Precinct 2-2,President,,REP,Donald J. Trump,188,14,193,395
Jefferson,Precinct 2-2,President,,DEM,Kamala D. Harris,80,26,133,239
Jefferson,Precinct 2-2,President,,LIB,Chase Oliver,2,0,1,3
Jefferson,Precinct 2-2,President,,WTP,Robert F. Kennedy Jr.,3,1,4,8
Jefferson,Precinct 2-2,President,,,Write-ins,2,0,0,2
Jefferson,Precinct 2-2,U.S. Senate,,REP,Jim Banks,161,16,184,361
Jefferson,Precinct 2-2,U.S. Senate,,DEM,Valerie McCray,78,23,121,222
Jefferson,Precinct 2-2,U.S. Senate,,LIB,Andrew Horning,13,0,5,18
Jefferson,Precinct 2-2,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 2-2,Governor,,REP,Braun \ Beckwith,141,16,173,330
Jefferson,Precinct 2-2,Governor,,DEM,Mccormick \ Goodin,101,23,137,261
Jefferson,Precinct 2-2,Governor,,LIB,Rainwater \ Hudson,15,0,3,18
Jefferson,Precinct 2-2,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 2-2,Attorney General,,REP,Todd Rokita,174,17,195,386
Jefferson,Precinct 2-2,Attorney General,,DEM,Destiny Wells,81,22,125,228
Jefferson,Precinct 2-2,U.S. House,9,REP,Erin Houchin,173,18,196,387
Jefferson,Precinct 2-2,U.S. House,9,DEM,Timothy (Tim) Peck,73,21,121,215
Jefferson,Precinct 2-2,U.S. House,9,LIB,Russell (Russ) Brooksbank,8,0,2,10
Jefferson,Precinct 2-2,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 2-2,State House,67,REP,Alex Zimmerman,206,22,222,450
Jefferson,Precinct 2-2,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,221,21,242,484
Jefferson,Precinct 2-2,County Recorder,,REP,Amy Storm Stephens,170,15,188,373
Jefferson,Precinct 2-2,County Recorder,,DEM,Jenny Beverly,79,23,114,216
Jefferson,Precinct 2-2,County Treasurer,,REP,Meghan Crowley Hoskins,214,21,229,464
Jefferson,Precinct 2-2,County Coroner,,REP,Joshua Daniel Webb,209,24,242,475
Jefferson,Precinct 2-2,County Surveyor,,REP,Mike Pittman,207,22,238,467
Jefferson,Precinct 2-2,County Commissioner Lower District,,REP,David Bramer,208,22,226,456
Jefferson,Precinct 2-2,County Commissioner Middle District,,REP,Robert Little,211,27,237,475
Jefferson,Precinct 2-2,County Council Member At Large,,REP,Gary Copeland,155,15,174,344
Jefferson,Precinct 2-2,County Council Member At Large,,REP,Pam Crozier,155,21,185,361
Jefferson,Precinct 2-2,County Council Member At Large,,REP,Heather Traylor Foy,160,16,182,358
Jefferson,Precinct 2-2,Madison School Board District 1,,,Dustin N. Bentz,161,11,183,355
Jefferson,Precinct 2-2,Madison School Board District 1,,,Tanya M. Burnette,86,8,107,201
Jefferson,Precinct 2-2,Madison School Board District 1,,,David L. Storie,109,16,149,274
Jefferson,Precinct 2-2,IN Supreme Court-Rush,,,Yes,138,14,170,322
Jefferson,Precinct 2-2,IN Supreme Court-Rush,,,No,64,5,68,137
Jefferson,Precinct 2-2,IN Supreme Court-Massa,,,Yes,145,15,157,317
Jefferson,Precinct 2-2,IN Supreme Court-Massa,,,No,57,4,72,133
Jefferson,Precinct 2-2,IN Supreme Court-Molter,,,Yes,144,13,161,318
Jefferson,Precinct 2-2,IN Supreme Court-Molter,,,No,58,4,69,131
Jefferson,Precinct 2-2,Court of Appeals Dist 1-Foley,,,Yes,148,14,162,324
Jefferson,Precinct 2-2,Court of Appeals Dist 1-Foley,,,No,55,3,69,127
Jefferson,Precinct 2-2,Court of Appeals Dist 4-Pyle III,,,Yes,155,14,164,333
Jefferson,Precinct 2-2,Court of Appeals Dist 4-Pyle III,,,No,52,3,69,124
Jefferson,Precinct 2-2,Straight Party Votes,,DEM,Democratic Party,,,,51
Jefferson,Precinct 2-2,Straight Party Votes,,REP,Republican Party,,,,153
Jefferson,Precinct 2-2,Ballots Cast,,,,158,36,240,434
Jefferson,Precinct 2-2,Registered Voters,,,,,,,616
Jefferson,Precinct 3RD WARD,Public Question-Const Amendment,,,Yes,69,11,126,206
Jefferson,Precinct 3RD WARD,Public Question-Const Amendment,,,No,71,15,78,164
Jefferson,Precinct 3RD WARD,President,,REP,Donald J. Trump,93,12,132,237
Jefferson,Precinct 3RD WARD,President,,DEM,Kamala D. Harris,59,23,101,183
Jefferson,Precinct 3RD WARD,President,,LIB,Chase Oliver,1,0,1,2
Jefferson,Precinct 3RD WARD,President,,WTP,Robert F. Kennedy Jr.,3,0,2,5
Jefferson,Precinct 3RD WARD,President,,,Write-ins,1,0,1,2
Jefferson,Precinct 3RD WARD,U.S. Senate,,REP,Jim Banks,85,16,130,231
Jefferson,Precinct 3RD WARD,U.S. Senate,,DEM,Valerie McCray,58,20,96,174
Jefferson,Precinct 3RD WARD,U.S. Senate,,LIB,Andrew Horning,4,0,3,7
Jefferson,Precinct 3RD WARD,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 3RD WARD,Governor,,REP,Braun \ Beckwith,88,15,126,229
Jefferson,Precinct 3RD WARD,Governor,,DEM,Mccormick \ Goodin,58,21,97,176
Jefferson,Precinct 3RD WARD,Governor,,LIB,Rainwater \ Hudson,3,0,6,9
Jefferson,Precinct 3RD WARD,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 3RD WARD,Attorney General,,REP,Todd Rokita,97,14,132,243
Jefferson,Precinct 3RD WARD,Attorney General,,DEM,Destiny Wells,55,22,101,178
Jefferson,Precinct 3RD WARD,U.S. House,9,REP,Erin Houchin,91,14,137,242
Jefferson,Precinct 3RD WARD,U.S. House,9,DEM,Timothy (Tim) Peck,59,21,94,174
Jefferson,Precinct 3RD WARD,U.S. House,9,LIB,Russell (Russ) Brooksbank,5,0,4,9
Jefferson,Precinct 3RD WARD,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 3RD WARD,State House,67,REP,Alex Zimmerman,112,17,156,285
Jefferson,Precinct 3RD WARD,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,113,21,166,300
Jefferson,Precinct 3RD WARD,County Recorder,,REP,Amy Storm Stephens,87,14,135,236
Jefferson,Precinct 3RD WARD,County Recorder,,DEM,Jenny Beverly,54,22,94,170
Jefferson,Precinct 3RD WARD,County Treasurer,,REP,Meghan Crowley Hoskins,112,17,155,284
Jefferson,Precinct 3RD WARD,County Coroner,,REP,Joshua Daniel Webb,108,18,160,286
Jefferson,Precinct 3RD WARD,County Surveyor,,REP,Mike Pittman,108,16,161,285
Jefferson,Precinct 3RD WARD,County Commissioner Lower District,,REP,David Bramer,110,17,154,281
Jefferson,Precinct 3RD WARD,County Commissioner Middle District,,REP,Robert Little,111,19,167,297
Jefferson,Precinct 3RD WARD,County Council Member At Large,,REP,Gary Copeland,72,13,116,201
Jefferson,Precinct 3RD WARD,County Council Member At Large,,REP,Pam Crozier,85,12,119,216
Jefferson,Precinct 3RD WARD,County Council Member At Large,,REP,Heather Traylor Foy,82,13,114,209
Jefferson,Precinct 3RD WARD,Madison School Board District 1,,,Dustin N. Bentz,84,11,112,207
Jefferson,Precinct 3RD WARD,Madison School Board District 1,,,Tanya M. Burnette,46,10,86,142
Jefferson,Precinct 3RD WARD,Madison School Board District 1,,,David L. Storie,58,11,99,168
Jefferson,Precinct 3RD WARD,IN Supreme Court-Rush,,,Yes,71,9,112,192
Jefferson,Precinct 3RD WARD,IN Supreme Court-Rush,,,No,43,13,56,112
Jefferson,Precinct 3RD WARD,IN Supreme Court-Massa,,,Yes,73,8,110,191
Jefferson,Precinct 3RD WARD,IN Supreme Court-Massa,,,No,42,13,56,111
Jefferson,Precinct 3RD WARD,IN Supreme Court-Molter,,,Yes,72,9,111,192
Jefferson,Precinct 3RD WARD,IN Supreme Court-Molter,,,No,40,13,56,109
Jefferson,Precinct 3RD WARD,Court of Appeals Dist 1-Foley,,,Yes,75,10,115,200
Jefferson,Precinct 3RD WARD,Court of Appeals Dist 1-Foley,,,No,39,12,55,106
Jefferson,Precinct 3RD WARD,Court of Appeals Dist 4-Pyle III,,,Yes,77,9,112,198
Jefferson,Precinct 3RD WARD,Court of Appeals Dist 4-Pyle III,,,No,42,13,61,116
Jefferson,Precinct 3RD WARD,Straight Party Votes,,DEM,Democratic Party,,,,54
Jefferson,Precinct 3RD WARD,Straight Party Votes,,REP,Republican Party,,,,96
Jefferson,Precinct 3RD WARD,Ballots Cast,,,,299,50,331,680
Jefferson,Precinct 3RD WARD,Registered Voters,,,,,,,978
Jefferson,Precinct 4-1,Public Question-Const Amendment,,,Yes,138,15,152,305
Jefferson,Precinct 4-1,Public Question-Const Amendment,,,No,129,15,130,274
Jefferson,Precinct 4-1,President,,REP,Donald J. Trump,207,18,206,431
Jefferson,Precinct 4-1,President,,DEM,Kamala D. Harris,83,30,115,228
Jefferson,Precinct 4-1,President,,LIB,Chase Oliver,3,0,1,4
Jefferson,Precinct 4-1,President,,WTP,Robert F. Kennedy Jr.,4,0,3,7
Jefferson,Precinct 4-1,President,,,Write-ins,0,0,1,1
Jefferson,Precinct 4-1,U.S. Senate,,REP,Jim Banks,183,20,202,405
Jefferson,Precinct 4-1,U.S. Senate,,DEM,Valerie McCray,74,27,104,205
Jefferson,Precinct 4-1,U.S. Senate,,LIB,Andrew Horning,7,0,2,9
Jefferson,Precinct 4-1,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1,Governor,,REP,Braun \ Beckwith,160,18,190,368
Jefferson,Precinct 4-1,Governor,,DEM,Mccormick \ Goodin,103,29,119,251
Jefferson,Precinct 4-1,Governor,,LIB,Rainwater \ Hudson,10,1,8,19
Jefferson,Precinct 4-1,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1,Attorney General,,REP,Todd Rokita,192,19,206,417
Jefferson,Precinct 4-1,Attorney General,,DEM,Destiny Wells,75,30,106,211
Jefferson,Precinct 4-1,U.S. House,9,REP,Erin Houchin,192,20,210,422
Jefferson,Precinct 4-1,U.S. House,9,DEM,Timothy (Tim) Peck,78,28,108,214
Jefferson,Precinct 4-1,U.S. House,9,LIB,Russell (Russ) Brooksbank,7,0,2,9
Jefferson,Precinct 4-1,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1,State House,67,REP,Alex Zimmerman,219,28,241,488
Jefferson,Precinct 4-1,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,219,26,244,489
Jefferson,Precinct 4-1,County Recorder,,REP,Amy Storm Stephens,180,19,200,399
Jefferson,Precinct 4-1,County Recorder,,DEM,Jenny Beverly,74,30,109,213
Jefferson,Precinct 4-1,County Treasurer,,REP,Meghan Crowley Hoskins,220,28,242,490
Jefferson,Precinct 4-1,County Coroner,,REP,Joshua Daniel Webb,217,29,245,491
Jefferson,Precinct 4-1,County Surveyor,,REP,Mike Pittman,221,28,248,497
Jefferson,Precinct 4-1,County Commissioner Lower District,,REP,David Bramer,217,26,247,490
Jefferson,Precinct 4-1,County Commissioner Middle District,,REP,Robert Little,224,27,253,504
Jefferson,Precinct 4-1,County Council Member At Large,,REP,Gary Copeland,159,19,180,358
Jefferson,Precinct 4-1,County Council Member At Large,,REP,Pam Crozier,163,23,187,373
Jefferson,Precinct 4-1,County Council Member At Large,,REP,Heather Traylor Foy,166,18,185,369
Jefferson,Precinct 4-1,Madison School Board District 1,,,Dustin N. Bentz,183,24,153,360
Jefferson,Precinct 4-1,Madison School Board District 1,,,Tanya M. Burnette,87,6,127,220
Jefferson,Precinct 4-1,Madison School Board District 1,,,David L. Storie,133,19,150,302
Jefferson,Precinct 4-1,IN Supreme Court-Rush,,,Yes,168,20,172,360
Jefferson,Precinct 4-1,IN Supreme Court-Rush,,,No,56,3,67,126
Jefferson,Precinct 4-1,IN Supreme Court-Massa,,,Yes,160,16,165,341
Jefferson,Precinct 4-1,IN Supreme Court-Massa,,,No,59,7,68,134
Jefferson,Precinct 4-1,IN Supreme Court-Molter,,,Yes,166,16,170,352
Jefferson,Precinct 4-1,IN Supreme Court-Molter,,,No,57,6,65,128
Jefferson,Precinct 4-1,Court of Appeals Dist 1-Foley,,,Yes,167,18,168,353
Jefferson,Precinct 4-1,Court of Appeals Dist 1-Foley,,,No,56,5,66,127
Jefferson,Precinct 4-1,Court of Appeals Dist 4-Pyle III,,,Yes,176,18,174,368
Jefferson,Precinct 4-1,Court of Appeals Dist 4-Pyle III,,,No,55,5,71,131
Jefferson,Precinct 4-1,Straight Party Votes,,DEM,Democratic Party,,,,54
Jefferson,Precinct 4-1,Straight Party Votes,,REP,Republican Party,,,,157
Jefferson,Precinct 4-1,Ballots Cast,,,,192,20,227,439
Jefferson,Precinct 4-1,Registered Voters,,,,,,,588
Jefferson,Precinct 4-1A,Public Question-Const Amendment,,,Yes,95,8,120,223
Jefferson,Precinct 4-1A,Public Question-Const Amendment,,,No,78,7,81,166
Jefferson,Precinct 4-1A,President,,REP,Donald J. Trump,136,6,141,283
Jefferson,Precinct 4-1A,President,,DEM,Kamala D. Harris,52,14,80,146
Jefferson,Precinct 4-1A,President,,LIB,Chase Oliver,2,0,1,3
Jefferson,Precinct 4-1A,President,,WTP,Robert F. Kennedy Jr.,0,0,3,3
Jefferson,Precinct 4-1A,President,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1A,U.S. Senate,,REP,Jim Banks,127,5,143,275
Jefferson,Precinct 4-1A,U.S. Senate,,DEM,Valerie McCray,44,15,71,130
Jefferson,Precinct 4-1A,U.S. Senate,,LIB,Andrew Horning,3,0,1,4
Jefferson,Precinct 4-1A,U.S. Senate,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1A,Governor,,REP,Braun \ Beckwith,114,4,127,245
Jefferson,Precinct 4-1A,Governor,,DEM,Mccormick \ Goodin,66,14,88,168
Jefferson,Precinct 4-1A,Governor,,LIB,Rainwater \ Hudson,2,0,2,4
Jefferson,Precinct 4-1A,Governor,,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1A,Attorney General,,REP,Todd Rokita,128,6,149,283
Jefferson,Precinct 4-1A,Attorney General,,DEM,Destiny Wells,52,14,71,137
Jefferson,Precinct 4-1A,U.S. House,9,REP,Erin Houchin,135,6,152,293
Jefferson,Precinct 4-1A,U.S. House,9,DEM,Timothy (Tim) Peck,41,14,69,124
Jefferson,Precinct 4-1A,U.S. House,9,LIB,Russell (Russ) Brooksbank,3,0,1,4
Jefferson,Precinct 4-1A,U.S. House,9,,Write-ins,0,0,0,0
Jefferson,Precinct 4-1A,State House,67,REP,Alex Zimmerman,153,12,170,335
Jefferson,Precinct 4-1A,Judge of the Circuit Court 5th Judicial,,REP,D.J. Mote,162,11,174,347
