county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Jasper,003 Carpenter East,Registered Voters,,,,,649,,,
Jasper,003 Carpenter East,Ballots Cast,,,,,416,,,
Jasper,003 Carpenter East,Public Question-Const Amendment,,,,Yes,205,50,148,7
Jasper,003 Carpenter East,Public Question-Const Amendment,,,,No,151,31,117,3
Jasper,003 Carpenter East,President,,1,REP,Donald J. TRUMP / JD VANCE,315,75,232,8
Jasper,003 Carpenter East,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,85,23,55,7
Jasper,003 Carpenter East,President,,1,LBT,Chase OLIVER / Mike terr MAAT,5,1,4,0
Jasper,003 Carpenter East,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6,1,4,1
Jasper,003 Carpenter East,President,,1,,Write-In,1,0,1,0
Jasper,003 Carpenter East,U.S. Senate,,1,REP,Jim BANKS,290,70,213,7
Jasper,003 Carpenter East,U.S. Senate,,1,DEM,Valerie McCRAY,84,23,54,7
Jasper,003 Carpenter East,U.S. Senate,,1,LBT,Andrew HORNING,9,2,7,0
Jasper,003 Carpenter East,U.S. Senate,,1,,Write-In,0,0,0,0
Jasper,003 Carpenter East,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,273,70,196,7
Jasper,003 Carpenter East,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,99,23,69,7
Jasper,003 Carpenter East,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,21,4,16,1
Jasper,003 Carpenter East,Governor,,1,,Write-In,0,0,0,0
Jasper,003 Carpenter East,Attorney General,,1,REP,Todd ROKITA,308,75,225,8
Jasper,003 Carpenter East,Attorney General,,1,DEM,Destiny WELLS,86,22,57,7
Jasper,003 Carpenter East,U.S. House,4,1,REP,Jim BAIRD,306,75,224,7
Jasper,003 Carpenter East,U.S. House,4,1,DEM,Derrick HOLDER,73,22,44,7
Jasper,003 Carpenter East,U.S. House,4,1,LBT,Ashley GROFF,15,2,13,0
Jasper,003 Carpenter East,U.S. House,4,1,,Write-In,0,0,0,0
Jasper,003 Carpenter East,State House,13,1,REP,Matthew (Matt) COMMONS,307,74,225,8
Jasper,003 Carpenter East,State House,13,1,DEM,Edward (Ed) MOYER JR.,81,23,51,7
Jasper,003 Carpenter East,Judge of the Circuit Court 30th Circuit,,1,REP,Emily WADDLE,340,78,253,9
Jasper,003 Carpenter East,County Auditor,,1,REP,Diana J. BOERSMA,326,75,244,7
Jasper,003 Carpenter East,County Recorder,,1,REP,Kimberly K. GROW,328,76,245,7
Jasper,003 Carpenter East,County Treasurer,,1,REP,Tammy McEWAN,339,79,252,8
Jasper,003 Carpenter East,County Coroner,,1,REP,Andrew R BOERSMA,336,77,251,8
Jasper,003 Carpenter East,County Commissioner,1,1,REP,Ryan T HILTON,330,78,245,7
Jasper,003 Carpenter East,County Commissioner,2,1,REP,Craig A STANDISH,336,82,247,7
Jasper,003 Carpenter East,County Council Member,At Large,3,REP,Jacob MISCH,234,66,159,9
Jasper,003 Carpenter East,County Council Member,At Large,3,REP,Brian R. MOORE,254,71,176,7
Jasper,003 Carpenter East,County Council Member,At Large,3,REP,Scott WALSTRA,226,60,159,7
Jasper,003 Carpenter East,County Council Member,At Large,3,DEM,Eldon Butch Jeffries,69,18,45,6
Jasper,003 Carpenter East,County Council Member,At Large,3,DEM,Bruce W LUTTRINGER,65,13,45,7
Jasper,003 Carpenter East,Tri County School Board,At Large,2,,Brandon (Brandi) SCHEMERHORN,276,69,198,9
Jasper,003 Carpenter East,Tri County School Board,At Large,2,,Frank ZUSSMAN,217,59,151,7
Jasper,003 Carpenter East,Tri County School Board,East,1,,Jason KILMER,314,75,233,6
Jasper,003 Carpenter East,Tri County School Board,West,1,,Spencer James GEIB,321,76,236,9
Jasper,003 Carpenter East,IN Supreme Court-Rush,,,,Yes,240,51,180,9
Jasper,003 Carpenter East,IN Supreme Court-Rush,,,,No,71,22,48,1
Jasper,003 Carpenter East,IN Supreme Court-Rush,,,,Yes,235,51,177,7
Jasper,003 Carpenter East,IN Supreme Court-Rush,,,,No,72,20,49,3
Jasper,003 Carpenter East,IN Supreme Court-Molter,,,,Yes,257,57,192,8
Jasper,003 Carpenter East,IN Supreme Court-Molter,,,,No,60,19,40,1
Jasper,003 Carpenter East,Court of Appeals Dist 4-Pyle III,,,,Yes,241,50,185,6
Jasper,003 Carpenter East,Court of Appeals Dist 4-Pyle III,,,,No,68,22,43,3
Jasper,003 Carpenter East,Straight Party,,,DEM,,22,,,
Jasper,003 Carpenter East,Straight Party,,,REP,,121,,,
Jasper,003 Carpenter East,Straight Party,,,WTP,,1,,,
Jasper,004 Carpenter West,Registered Voters,,,,,634,,,
Jasper,004 Carpenter West,Ballots Cast,,,,,430,,,
Jasper,004 Carpenter West,Public Question-Const Amendment,,,,Yes,203,41,160,2
Jasper,004 Carpenter West,Public Question-Const Amendment,,,,No,159,44,109,6
Jasper,004 Carpenter West,President,,1,REP,Donald J. TRUMP / JD VANCE,323,73,243,7
Jasper,004 Carpenter West,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,89,23,60,6
Jasper,004 Carpenter West,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
Jasper,004 Carpenter West,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,7,1,6,0
Jasper,004 Carpenter West,President,,1,,Write-In,0,0,0,0
Jasper,004 Carpenter West,U.S. Senate,,1,REP,Jim BANKS,316,72,237,7
Jasper,004 Carpenter West,U.S. Senate,,1,DEM,Valerie McCRAY,76,17,53,6
Jasper,004 Carpenter West,U.S. Senate,,1,LBT,Andrew HORNING,9,2,7,0
Jasper,004 Carpenter West,U.S. Senate,,1,,Write-In,0,0,0,0
Jasper,004 Carpenter West,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,300,72,221,7
Jasper,004 Carpenter West,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,94,20,68,6
Jasper,004 Carpenter West,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,13,1,12,0
Jasper,004 Carpenter West,Governor,,1,,Write-In,0,0,0,0
Jasper,004 Carpenter West,Attorney General,,1,REP,Todd ROKITA,326,76,243,7
Jasper,004 Carpenter West,Attorney General,,1,DEM,Destiny WELLS,85,21,59,5
Jasper,004 Carpenter West,U.S. House,4,1,REP,Jim BAIRD,333,79,247,7
Jasper,004 Carpenter West,U.S. House,4,1,DEM,Derrick HOLDER,70,19,46,5
Jasper,004 Carpenter West,U.S. House,4,1,LBT,Ashley GROFF,11,1,9,1
Jasper,004 Carpenter West,U.S. House,4,1,,Write-In,0,0,0,0
Jasper,004 Carpenter West,State House,13,1,REP,Matthew (Matt) COMMONS,324,75,242,7
Jasper,004 Carpenter West,State House,13,1,DEM,Edward (Ed) MOYER JR.,76,19,51,6
Jasper,004 Carpenter West,Judge of the Circuit Court 30th Circuit,,1,REP,Emily WADDLE,360,88,263,9
Jasper,004 Carpenter West,County Auditor,,1,REP,Diana J. BOERSMA,349,81,259,9
Jasper,004 Carpenter West,County Recorder,,1,REP,Kimberly K. GROW,358,85,262,11
Jasper,004 Carpenter West,County Treasurer,,1,REP,Tammy McEWAN,361,87,263,11
Jasper,004 Carpenter West,County Coroner,,1,REP,Andrew R BOERSMA,362,88,263,11
Jasper,004 Carpenter West,County Commissioner,1,1,REP,Ryan T HILTON,347,83,255,9
Jasper,004 Carpenter West,County Commissioner,2,1,REP,Craig A STANDISH,356,86,260,10
Jasper,004 Carpenter West,County Council Member,At Large,3,REP,Jacob MISCH,267,68,193,6
Jasper,004 Carpenter West,County Council Member,At Large,3,REP,Brian R. MOORE,273,70,199,4
Jasper,004 Carpenter West,County Council Member,At Large,3,REP,Scott WALSTRA,259,66,188,5
Jasper,004 Carpenter West,County Council Member,At Large,3,DEM,Eldon Butch Jeffries,71,19,47,5
Jasper,004 Carpenter West,County Council Member,At Large,3,DEM,Bruce W LUTTRINGER,51,14,32,5
Jasper,004 Carpenter West,Tri County School Board,At Large,2,,Brandon (Brandi) SCHEMERHORN,270,67,194,9
Jasper,004 Carpenter West,Tri County School Board,At Large,2,,Frank ZUSSMAN,221,60,155,6
Jasper,004 Carpenter West,Tri County School Board,East,1,,Jason KILMER,305,79,219,7
Jasper,004 Carpenter West,Tri County School Board,West,1,,Spencer James GEIB,319,78,233,8
Jasper,004 Carpenter West,IN Supreme Court-Rush,,,,Yes,276,70,200,6
Jasper,004 Carpenter West,IN Supreme Court-Rush,,,,No,56,12,44,0
Jasper,004 Carpenter West,IN Supreme Court-Massa,,,,Yes,264,67,191,6
Jasper,004 Carpenter West,IN Supreme Court-Massa,,,,No,64,14,50,0
Jasper,004 Carpenter West,IN Supreme Court-Molter,,,,Yes,276,69,201,6
Jasper,004 Carpenter West,IN Supreme Court-Molter,,,,No,55,14,41,0
Jasper,004 Carpenter West,Court of Appeals Dist 4-Pyle III,,,,Yes,271,70,196,5
Jasper,004 Carpenter West,Court of Appeals Dist 4-Pyle III,,,,No,58,12,45,1
Jasper,004 Carpenter West,Straight Party,,,DEM,,17,,,
Jasper,004 Carpenter West,Straight Party,,,REP,,132,,,
Jasper,005 Gillam,Registered Voters,,,,,410,,,
Jasper,005 Gillam,Ballots Cast,,,,,287,,,
Jasper,005 Gillam,Public Question-Const Amendment,,,,Yes,133,55,73,5
Jasper,005 Gillam,Public Question-Const Amendment,,,,No,100,34,56,10
Jasper,005 Gillam,President,,1,REP,Donald J. TRUMP / JD VANCE,240,96,132,12
Jasper,005 Gillam,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,40,7,23,10
Jasper,005 Gillam,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0,0
Jasper,005 Gillam,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,2,1,0
Jasper,005 Gillam,President,,1,,Write-In,1,1,0,0
Jasper,005 Gillam,U.S. Senate,,1,REP,Jim BANKS,215,91,114,10
Jasper,005 Gillam,U.S. Senate,,1,DEM,Valerie McCRAY,41,7,25,9
Jasper,005 Gillam,U.S. Senate,,1,LBT,Andrew HORNING,9,3,6,0
Jasper,005 Gillam,U.S. Senate,,1,,Write-In,0,0,0,0
Jasper,005 Gillam,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,194,82,102,10
Jasper,005 Gillam,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,47,10,27,10
Jasper,005 Gillam,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,30,11,19,0
Jasper,005 Gillam,Governor,,1,,Write-In,0,0,0,0
Jasper,005 Gillam,Attorney General,,1,REP,Todd ROKITA,220,93,118,9
Jasper,005 Gillam,Attorney General,,1,DEM,Destiny WELLS,40,7,23,10
Jasper,005 Gillam,U.S. House,4,1,REP,Jim BAIRD,216,91,115,10
Jasper,005 Gillam,U.S. House,4,1,DEM,Derrick HOLDER,42,7,25,10
Jasper,005 Gillam,U.S. House,4,1,LBT,Ashley GROFF,10,4,6,0
Jasper,005 Gillam,U.S. House,4,1,,Write-In,1,1,0,0
Jasper,005 Gillam,State Senate,5,1,REP,Ed CHARBONNEAU,224,94,120,10
Jasper,005 Gillam,State Senate,5,1,DEM,Leslie Nuss BAMESBERGER,44,9,25,10
Jasper,005 Gillam,State House,16,1,REP,Kendell CULP,217,87,120,10
Jasper,005 Gillam,State House,16,1,DEM,Dennis COLLINS,42,10,22,10
Jasper,005 Gillam,Judge of the Circuit Court 30th Circuit,,1,REP,Emily WADDLE,230,94,127,9
Jasper,005 Gillam,County Auditor,,1,REP,Diana J. BOERSMA,226,88,126,12
Jasper,005 Gillam,County Recorder,,1,REP,Kimberly K. GROW,219,87,123,9
Jasper,005 Gillam,County Treasurer,,1,REP,Tammy McEWAN,220,91,120,9
Jasper,005 Gillam,County Coroner,,1,REP,Andrew R BOERSMA,238,95,130,13
Jasper,005 Gillam,County Commissioner,1,1,REP,Ryan T HILTON,226,91,124,11
Jasper,005 Gillam,County Commissioner,2,1,REP,Craig A STANDISH,228,93,124,11
Jasper,005 Gillam,County Council Member,At Large,3,REP,Jacob MISCH,182,76,96,10
Jasper,005 Gillam,County Council Member,At Large,3,REP,Brian R. MOORE,173,69,95,9
Jasper,005 Gillam,County Council Member,At Large,3,REP,Scott WALSTRA,172,69,96,7
Jasper,005 Gillam,County Council Member,At Large,3,DEM,Eldon Butch Jeffries,46,14,25,7
Jasper,005 Gillam,County Council Member,At Large,3,DEM,Bruce W LUTTRINGER,37,8,22,7
Jasper,005 Gillam,West Central School Board,At Large,1,,Dennis GUTWEIN,189,70,109,10
Jasper,005 Gillam,West Central School Board,Gillam Township,1,,Jonathan GUTWEIN,171,56,107,8
Jasper,005 Gillam,West Central School Board,Jefferson Township,1,,Jacob E TANNER,164,54,105,5
Jasper,005 Gillam,West Central School Board,White Post Township,1,,Darin GUDEMAN,173,62,104,7
Jasper,005 Gillam,IN Supreme Court-Rush,,,,Yes,144,55,83,6
Jasper,005 Gillam,IN Supreme Court-Rush,,,,No,47,14,27,6
Jasper,005 Gillam,IN Supreme Court-Massa,,,,Yes,137,51,79,7
Jasper,005 Gillam,IN Supreme Court-Massa,,,,No,48,17,26,5
Jasper,005 Gillam,IN Supreme Court-Massa,,,,Yes,141,52,82,7
Jasper,005 Gillam,IN Supreme Court-Massa,,,,No,45,16,24,5
Jasper,005 Gillam,Court of Appeals Dist 4-Pyle III,,,,Yes,132,51,76,5
Jasper,005 Gillam,Court of Appeals Dist 4-Pyle III,,,,No,53,16,30,7
Jasper,005 Gillam,Straight Party,,,DEM,,10,,,
Jasper,005 Gillam,Straight Party,,,REP,,78,,,
Jasper,006 Hanging Grove,Registered Voters,,,,,170,,,
Jasper,006 Hanging Grove,Ballots Cast,,,,,135,,,
Jasper,006 Hanging Grove,Public Question-Const Amendment,,,,Yes,80,38,38,4
Jasper,006 Hanging Grove,Public Question-Const Amendment,,,,No,39,20,18,1
Jasper,006 Hanging Grove,President,,1,REP,Donald J. TRUMP / JD VANCE,123,57,59,7
Jasper,006 Hanging Grove,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,7,3,2,2
Jasper,006 Hanging Grove,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
Jasper,006 Hanging Grove,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,2,1,0
Jasper,006 Hanging Grove,President,,1,,Write-In,0,0,0,0
Jasper,006 Hanging Grove,U.S. Senate,,1,REP,Jim BANKS,118,57,54,7
Jasper,006 Hanging Grove,U.S. Senate,,1,DEM,Valerie McCRAY,7,4,1,2
Jasper,006 Hanging Grove,U.S. Senate,,1,LBT,Andrew HORNING,3,0,3,0
Jasper,006 Hanging Grove,U.S. Senate,,1,,Write-In,0,0,0,0
Jasper,006 Hanging Grove,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,107,50,51,6
Jasper,006 Hanging Grove,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,13,6,5,2
Jasper,006 Hanging Grove,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,9,5,3,1
Jasper,006 Hanging Grove,Governor,,1,,Write-In,0,0,0,0
Jasper,006 Hanging Grove,Attorney General,,1,REP,Todd ROKITA,121,55,59,7
Jasper,006 Hanging Grove,Attorney General,,1,DEM,Destiny WELLS,7,5,0,2
Jasper,006 Hanging Grove,U.S. House,4,1,REP,Jim BAIRD,119,56,56,7
Jasper,006 Hanging Grove,U.S. House,4,1,DEM,Derrick HOLDER,5,4,0,1
Jasper,006 Hanging Grove,U.S. House,4,1,LBT,Ashley GROFF,4,2,2,0
Jasper,006 Hanging Grove,U.S. House,4,1,,Write-In,0,0,0,0
Jasper,006 Hanging Grove,State Senate,5,1,REP,Ed CHARBONNEAU,120,56,57,7
Jasper,006 Hanging Grove,State Senate,5,1,DEM,Leslie Nuss BAMESBERGER,9,6,1,2
Jasper,006 Hanging Grove,State House,16,1,REP,Kendell CULP,112,47,57,8
Jasper,006 Hanging Grove,State House,16,1,DEM,Dennis COLLINS,9,7,1,1
Jasper,006 Hanging Grove,Judge of the Circuit Court 30th Circuit,,1,REP,Emily WADDLE,107,47,52,8
Jasper,006 Hanging Grove,County Auditor,,1,REP,Diana J. BOERSMA,107,48,51,8
Jasper,006 Hanging Grove,County Recorder,,1,REP,Kimberly K. GROW,114,51,55,8
Jasper,006 Hanging Grove,County Treasurer,,1,REP,Tammy McEWAN,117,54,55,8
Jasper,006 Hanging Grove,County Coroner,,1,REP,Andrew R BOERSMA,108,49,51,8
Jasper,006 Hanging Grove,County Commissioner,1,1,REP,Ryan T HILTON,115,52,55,8
Jasper,006 Hanging Grove,County Commissioner,2,1,REP,Craig A STANDISH,111,49,54,8
Jasper,006 Hanging Grove,County Council Member,At Large,3,REP,Jacob MISCH,97,45,49,3
Jasper,006 Hanging Grove,County Council Member,At Large,3,REP,Brian R. MOORE,109,51,50,8
Jasper,006 Hanging Grove,County Council Member,At Large,3,REP,Scott WALSTRA,93,43,47,3
Jasper,006 Hanging Grove,County Council Member,At Large,3,DEM,Eldon Butch Jeffries,16,9,5,2
Jasper,006 Hanging Grove,County Council Member,At Large,3,DEM,Bruce W LUTTRINGER,12,6,5,1
Jasper,006 Hanging Grove,County Council Member,,,,Yes,90,46,39,5
Jasper,006 Hanging Grove,County Council Member,,,,No,14,4,9,1
Jasper,006 Hanging Grove,IN Supreme Court-Massa,,,,Yes,81,43,35,3
Jasper,006 Hanging Grove,IN Supreme Court-Massa,,,,No,19,5,12,2
Jasper,006 Hanging Grove,IN Supreme Court-Molter,,,,Yes,82,42,36,4
Jasper,006 Hanging Grove,IN Supreme Court-Molter,,,,No,17,4,10,3
Jasper,006 Hanging Grove,Court of Appeals Dist 4-Pyle III,,,,Yes,83,44,33,6
Jasper,006 Hanging Grove,Court of Appeals Dist 4-Pyle III,,,,No,19,5,14,0
Jasper,006 Hanging Grove,Straight Party,,,DEM,,1,,,
Jasper,007 Jordan,Registered Voters,,,,,238,,,
Jasper,007 Jordan,Ballots Cast,,,,,177,,,
Jasper,007 Jordan,Public Question-Const Amendment,,,,Yes,75,16,52,7
Jasper,007 Jordan,Public Question-Const Amendment,,,,No,79,25,51,3
Jasper,007 Jordan,President,,1,REP,Donald J. TRUMP / JD VANCE,130,35,91,4
Jasper,007 Jordan,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,43,11,26,6
Jasper,007 Jordan,President,,1,,Chase OLIVER / Mike terr MAAT,0,0,0,0
Jasper,007 Jordan,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,0,2,0
Jasper,007 Jordan,President,,1,,Write-In,0,0,0,0
Jasper,007 Jordan,U.S. Senate,,1,REP,Jim BANKS,121,32,84,5
Jasper,007 Jordan,U.S. Senate,,1,DEM,Valerie McCRAY,42,11,26,5
Jasper,007 Jordan,U.S. Senate,,1,LBT,Andrew HORNING,2,1,1,0
Jasper,007 Jordan,U.S. Senate,,1,,Write-In,0,0,0,0
Jasper,007 Jordan,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,111,32,76,3
Jasper,007 Jordan,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,45,11,29,5
