county,precinct,office,district,seats,party,candidate,votes,election_day,absentee
Dearborn,0012 HARRISON 2,U.S. Senate,,1,DEM,Valerie McCRAY,133,58,75
Dearborn,0012 HARRISON 2,U.S. Senate,,1,LBT,Andrew HORNING,16,10,6
Dearborn,0012 HARRISON 2,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0012 HARRISON 2,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,650,296,354
Dearborn,0012 HARRISON 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,141,59,82
Dearborn,0012 HARRISON 2,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,21,18,3
Dearborn,0012 HARRISON 2,Governor,,1,,Write-In,0,0,0
Dearborn,0012 HARRISON 2,Attorney General,,1,REP,Todd ROKITA,668,312,356
Dearborn,0012 HARRISON 2,Attorney General,,1,DEM,Destiny WELLS,141,61,80
Dearborn,0012 HARRISON 2,U.S. House,9,1,REP,Erin HOUCHIN,671,304,367
Dearborn,0012 HARRISON 2,U.S. House,9,1,DEM,Timothy (Tim) PECK,123,55,68
Dearborn,0012 HARRISON 2,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,16,12,4
Dearborn,0012 HARRISON 2,U.S. House,9,1,,Write-In,1,0,1
Dearborn,0012 HARRISON 2,State House,68,1,REP,Garret R. BASCOM,673,310,363
Dearborn,0012 HARRISON 2,State House,68,1,DEM,Lisa BARKER,138,62,76
Dearborn,0012 HARRISON 2,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,757,353,404
Dearborn,0012 HARRISON 2,Circuit Court Clerk,,1,REP,Wendy BEATTY,755,356,399
Dearborn,0012 HARRISON 2,County Treasurer,,1,REP,Hayley M. HATFIELD,757,353,404
Dearborn,0012 HARRISON 2,County Coroner,,1,REP,Cameron McCREARY,756,353,403
Dearborn,0012 HARRISON 2,County Surveyor,,1,REP,Dennis KRAUS JR,760,356,404
Dearborn,0012 HARRISON 2,County Commissioner,1,1,REP,Jim THATCHER,752,354,398
Dearborn,0012 HARRISON 2,County Commissioner,2,1,REP,Duane BISCHOFF,751,352,399
Dearborn,0012 HARRISON 2,County Council,,3,,Mark G. DOLE,619,293,326
Dearborn,0012 HARRISON 2,County Council,,3,,Tim DOLL,624,292,332
Dearborn,0012 HARRISON 2,County Council,,3,,Glenn D. WRIGHT,588,265,323
Dearborn,0012 HARRISON 2,County Council,,3,,Hunter COLLINS,133,65,68
Dearborn,0012 HARRISON 2,County Council,,3,,Dawn VICTOR,127,58,69
Dearborn,0012 HARRISON 2,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,643,310,333
Dearborn,0012 HARRISON 2,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,658,319,339
Dearborn,0012 HARRISON 2,IN Supreme Court-Rush,,,,Yes,576,258,318
Dearborn,0012 HARRISON 2,IN Supreme Court-Rush,,,,No,125,66,59
Dearborn,0012 HARRISON 2,IN Supreme Court-Massa,,,,Yes,585,265,320
Dearborn,0012 HARRISON 2,IN Supreme Court-Massa,,,,No,113,58,55
Dearborn,0012 HARRISON 2,IN Supreme Court-Molter,,,,Yes,578,264,314
Dearborn,0012 HARRISON 2,IN Supreme Court-Molter,,,,No,118,57,61
Dearborn,0012 HARRISON 2,Court of Appeals Dist 1-Foley,,,,Yes,581,265,316
Dearborn,0012 HARRISON 2,Court of Appeals Dist 1-Foley,,,,No,112,57,55
Dearborn,0012 HARRISON 2,Court of Appeals Dist 4-Pyle III,,,,Yes,570,263,307
Dearborn,0012 HARRISON 2,Court of Appeals Dist 4-Pyle III,,,,No,119,57,62
Dearborn,0013 HARRISON 3,Registered Voters,,,,,1393,,
Dearborn,0013 HARRISON 3,Ballots Cast,,,,,922,433,489
Dearborn,0013 HARRISON 3,Public Question-Const Amendment,,,,Yes,483,236,247
Dearborn,0013 HARRISON 3,Public Question-Const Amendment,,,,No,365,173,192
Dearborn,0013 HARRISON 3,Straight Party,,,REP,Republican,595,281,314
Dearborn,0013 HARRISON 3,Straight Party,,,DEM,Democratic,78,31,47
Dearborn,0013 HARRISON 3,Straight Party,,,LBT,Libertarian,1,0,1
Dearborn,0013 HARRISON 3,Straight Party,,,WTP,We The People,1,1,0
Dearborn,0013 HARRISON 3,President,,1,REP,Donald J. TRUMP / JD VANCE,773,371,402
Dearborn,0013 HARRISON 3,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,131,51,80
Dearborn,0013 HARRISON 3,President,,1,LBT,Chase OLIVER / Mike terr MAAT,6,4,2
Dearborn,0013 HARRISON 3,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,2,1
Dearborn,0013 HARRISON 3,President,,1,,Write-In,3,3,0
Dearborn,0013 HARRISON 3,U.S. Senate,,1,REP,Jim BANKS,768,363,405
Dearborn,0013 HARRISON 3,U.S. Senate,,1,DEM,Valerie McCRAY,126,54,72
Dearborn,0013 HARRISON 3,U.S. Senate,,1,LBT,Andrew HORNING,15,10,5
Dearborn,0013 HARRISON 3,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0013 HARRISON 3,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,761,358,403
Dearborn,0013 HARRISON 3,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,129,58,71
Dearborn,0013 HARRISON 3,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,19,11,8
Dearborn,0013 HARRISON 3,Governor,,1,,Write-In,0,0,0
Dearborn,0013 HARRISON 3,Attorney General,,1,REP,Todd ROKITA,773,366,407
Dearborn,0013 HARRISON 3,Attorney General,,1,DEM,Destiny WELLS,132,59,73
Dearborn,0013 HARRISON 3,U.S. House,9,1,REP,Erin HOUCHIN,769,362,407
Dearborn,0013 HARRISON 3,U.S. House,9,1,DEM,Timothy (Tim) PECK,122,53,69
Dearborn,0013 HARRISON 3,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,19,14,5
Dearborn,0013 HARRISON 3,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0013 HARRISON 3,State House,68,1,REP,Garret R. BASCOM,772,367,405
Dearborn,0013 HARRISON 3,State House,68,1,DEM,Lisa BARKER,133,61,72
Dearborn,0013 HARRISON 3,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,842,401,441
Dearborn,0013 HARRISON 3,Circuit Court Clerk,,1,REP,Wendy BEATTY,842,403,439
Dearborn,0013 HARRISON 3,County Treasurer,,1,REP,Hayley M. HATFIELD,842,402,440
Dearborn,0013 HARRISON 3,County Coroner,,1,REP,Cameron McCREARY,850,407,443
Dearborn,0013 HARRISON 3,County Surveyor,,1,REP,Dennis KRAUS JR,848,407,441
Dearborn,0013 HARRISON 3,County Commissioner,1,1,REP,Jim THATCHER,841,405,436
Dearborn,0013 HARRISON 3,County Commissioner,2,1,REP,Duane BISCHOFF,841,405,436
Dearborn,0013 HARRISON 3,County Council,,3,,Mark G. DOLE,720,339,381
Dearborn,0013 HARRISON 3,County Council,,3,,Tim DOLL,686,325,361
Dearborn,0013 HARRISON 3,County Council,,3,,Glenn D. WRIGHT,658,312,346
Dearborn,0013 HARRISON 3,County Council,,3,,Hunter COLLINS,116,59,57
Dearborn,0013 HARRISON 3,County Council,,3,,Dawn VICTOR,110,50,60
Dearborn,0013 HARRISON 3,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,718,340,378
Dearborn,0013 HARRISON 3,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,718,351,367
Dearborn,0013 HARRISON 3,IN Supreme Court-Rush,,,,Yes,648,301,347
Dearborn,0013 HARRISON 3,IN Supreme Court-Rush,,,,No,113,60,53
Dearborn,0013 HARRISON 3,IN Supreme Court-Massa,,,,Yes,646,304,342
Dearborn,0013 HARRISON 3,IN Supreme Court-Massa,,,,No,114,52,62
Dearborn,0013 HARRISON 3,IN Supreme Court-Molter,,,,Yes,648,305,343
Dearborn,0013 HARRISON 3,IN Supreme Court-Molter,,,,No,112,54,58
Dearborn,0013 HARRISON 3,Court of Appeals Dist 1-Foley,,,,Yes,640,301,339
Dearborn,0013 HARRISON 3,Court of Appeals Dist 1-Foley,,,,No,111,55,56
Dearborn,0013 HARRISON 3,Court of Appeals Dist 4-Pyle III,,,,Yes,625,294,331
Dearborn,0013 HARRISON 3,Court of Appeals Dist 4-Pyle III,,,,No,119,62,57
Dearborn,0014 JACKSON 1,Registered Voters,,,,,1402,,
Dearborn,0014 JACKSON 1,Ballots Cast,,,,,1004,650,354
Dearborn,0014 JACKSON 1,Public Question-Const Amendment,,,,Yes,495,334,161
Dearborn,0014 JACKSON 1,Public Question-Const Amendment,,,,No,442,291,151
Dearborn,0014 JACKSON 1,Straight Party,,,REP,Republican,571,370,201
Dearborn,0014 JACKSON 1,Straight Party,,,DEM,Democratic,63,36,27
Dearborn,0014 JACKSON 1,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0014 JACKSON 1,Straight Party,,,WTP,We The People,3,2,1
Dearborn,0014 JACKSON 1,President,,1,REP,Donald J. TRUMP / JD VANCE,844,561,283
Dearborn,0014 JACKSON 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,134,71,63
Dearborn,0014 JACKSON 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,6,4,2
Dearborn,0014 JACKSON 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,11,8,3
Dearborn,0014 JACKSON 1,President,,1,,Write-In,2,2,0
Dearborn,0014 JACKSON 1,U.S. Senate,,1,REP,Jim BANKS,848,560,288
Dearborn,0014 JACKSON 1,U.S. Senate,,1,DEM,Valerie McCRAY,127,67,60
Dearborn,0014 JACKSON 1,U.S. Senate,,1,LBT,Andrew HORNING,16,15,1
Dearborn,0014 JACKSON 1,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0014 JACKSON 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,812,535,277
Dearborn,0014 JACKSON 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,144,80,64
Dearborn,0014 JACKSON 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,37,30,7
Dearborn,0014 JACKSON 1,Governor,,1,,Write-In,0,0,0
Dearborn,0014 JACKSON 1,Attorney General,,1,REP,Todd ROKITA,853,564,289
Dearborn,0014 JACKSON 1,Attorney General,,1,DEM,Destiny WELLS,136,77,59
Dearborn,0014 JACKSON 1,U.S. House,9,1,REP,Erin HOUCHIN,839,554,285
Dearborn,0014 JACKSON 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,123,65,58
Dearborn,0014 JACKSON 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,27,22,5
Dearborn,0014 JACKSON 1,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0014 JACKSON 1,State House,68,1,REP,Garret R. BASCOM,849,565,284
Dearborn,0014 JACKSON 1,State House,68,1,DEM,Lisa BARKER,140,76,64
Dearborn,0014 JACKSON 1,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,941,618,323
Dearborn,0014 JACKSON 1,Circuit Court Clerk,,1,REP,Wendy BEATTY,937,616,321
Dearborn,0014 JACKSON 1,County Treasurer,,1,REP,Hayley M. HATFIELD,935,612,323
Dearborn,0014 JACKSON 1,County Coroner,,1,REP,Cameron McCREARY,936,615,321
Dearborn,0014 JACKSON 1,County Surveyor,,1,REP,Dennis KRAUS JR,943,618,325
Dearborn,0014 JACKSON 1,County Commissioner,1,1,REP,Jim THATCHER,933,613,320
Dearborn,0014 JACKSON 1,County Commissioner,2,1,REP,Duane BISCHOFF,934,614,320
Dearborn,0014 JACKSON 1,County Council,,3,,Mark G. DOLE,768,506,262
Dearborn,0014 JACKSON 1,County Council,,3,,Tim DOLL,791,528,263
Dearborn,0014 JACKSON 1,County Council,,3,,Glenn D. WRIGHT,814,531,283
Dearborn,0014 JACKSON 1,County Council,,3,,Hunter COLLINS,116,68,48
Dearborn,0014 JACKSON 1,County Council,,3,,Dawn VICTOR,122,70,52
Dearborn,0014 JACKSON 1,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,831,544,287
Dearborn,0014 JACKSON 1,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,860,558,302
Dearborn,0014 JACKSON 1,IN Supreme Court-Rush,,,,Yes,711,472,239
Dearborn,0014 JACKSON 1,IN Supreme Court-Rush,,,,No,177,107,70
Dearborn,0014 JACKSON 1,IN Supreme Court-Massa,,,,Yes,721,479,242
Dearborn,0014 JACKSON 1,IN Supreme Court-Massa,,,,No,155,91,64
Dearborn,0014 JACKSON 1,IN Supreme Court-Molter,,,,Yes,713,473,240
Dearborn,0014 JACKSON 1,IN Supreme Court-Molter,,,,No,159,93,66
Dearborn,0014 JACKSON 1,Court of Appeals Dist 1-Foley,,,,Yes,722,476,246
Dearborn,0014 JACKSON 1,Court of Appeals Dist 1-Foley,,,,No,143,86,57
Dearborn,0014 JACKSON 1,Court of Appeals Dist 4-Pyle III,,,,Yes,712,471,241
Dearborn,0014 JACKSON 1,Court of Appeals Dist 4-Pyle III,,,,No,153,91,62
Dearborn,0015 KELSO 1,Registered Voters,,,,,539,,
Dearborn,0015 KELSO 1,Ballots Cast,,,,,366,248,118
Dearborn,0015 KELSO 1,Public Question-Const Amendment,,,,Yes,188,122,66
Dearborn,0015 KELSO 1,Public Question-Const Amendment,,,,No,151,113,38
Dearborn,0015 KELSO 1,Straight Party,,,REP,Republican,200,132,68
Dearborn,0015 KELSO 1,Straight Party,,,DEM,Democratic,23,12,11
Dearborn,0015 KELSO 1,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0015 KELSO 1,Straight Party,,,WTP,We The People,1,1,0
Dearborn,0015 KELSO 1,President,,1,REP,Donald J. TRUMP / JD VANCE,302,205,97
Dearborn,0015 KELSO 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,50,32,18
Dearborn,0015 KELSO 1,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,2,1
Dearborn,0015 KELSO 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,8,6,2
Dearborn,0015 KELSO 1,President,,1,,Write-In,0,0,0
Dearborn,0015 KELSO 1,U.S. Senate,,1,REP,Jim BANKS,308,212,96
Dearborn,0015 KELSO 1,U.S. Senate,,1,DEM,Valerie McCRAY,47,30,17
Dearborn,0015 KELSO 1,U.S. Senate,,1,LBT,Andrew HORNING,6,3,3
Dearborn,0015 KELSO 1,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0015 KELSO 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,305,209,96
Dearborn,0015 KELSO 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,49,32,17
Dearborn,0015 KELSO 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,8,5,3
Dearborn,0015 KELSO 1,Governor,,1,,Write-In,0,0,0
Dearborn,0015 KELSO 1,Attorney General,,1,REP,Todd ROKITA,314,216,98
Dearborn,0015 KELSO 1,Attorney General,,1,DEM,Destiny WELLS,45,29,16
Dearborn,0015 KELSO 1,U.S. House,9,1,REP,Erin HOUCHIN,313,218,95
Dearborn,0015 KELSO 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,40,22,18
Dearborn,0015 KELSO 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,6,3,3
Dearborn,0015 KELSO 1,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0015 KELSO 1,State House,68,1,REP,Garret R. BASCOM,307,210,97
Dearborn,0015 KELSO 1,State House,68,1,DEM,Lisa BARKER,52,33,19
Dearborn,0015 KELSO 1,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,336,232,104
Dearborn,0015 KELSO 1,Circuit Court Clerk,,1,REP,Wendy BEATTY,336,232,104
Dearborn,0015 KELSO 1,County Treasurer,,1,REP,Hayley M. HATFIELD,336,232,104
Dearborn,0015 KELSO 1,County Coroner,,1,REP,Cameron McCREARY,338,234,104
Dearborn,0015 KELSO 1,County Surveyor,,1,REP,Dennis KRAUS JR,340,234,106
Dearborn,0015 KELSO 1,County Commissioner,1,1,REP,Jim THATCHER,327,226,101
Dearborn,0015 KELSO 1,County Commissioner,2,1,REP,Duane BISCHOFF,326,228,98
Dearborn,0015 KELSO 1,County Council,,3,,Mark G. DOLE,299,206,93
Dearborn,0015 KELSO 1,County Council,,3,,Tim DOLL,263,184,79
Dearborn,0015 KELSO 1,County Council,,3,,Glenn D. WRIGHT,277,197,80
Dearborn,0015 KELSO 1,County Council,,3,,Hunter COLLINS,37,25,12
Dearborn,0015 KELSO 1,County Council,,3,,Dawn VICTOR,37,24,13
Dearborn,0015 KELSO 1,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,285,202,83
Dearborn,0015 KELSO 1,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,293,206,87
Dearborn,0015 KELSO 1,IN Supreme Court-Rush,,,,Yes,251,179,72
Dearborn,0015 KELSO 1,IN Supreme Court-Rush,,,,No,54,38,16
Dearborn,0015 KELSO 1,IN Supreme Court-Massa,,,,Yes,256,184,72
Dearborn,0015 KELSO 1,IN Supreme Court-Massa,,,,No,46,32,14
Dearborn,0015 KELSO 1,IN Supreme Court-Molter,,,,Yes,255,185,70
Dearborn,0015 KELSO 1,IN Supreme Court-Molter,,,,No,45,31,14
Dearborn,0015 KELSO 1,Court of Appeals Dist 1-Foley,,,,Yes,255,182,73
Dearborn,0015 KELSO 1,Court of Appeals Dist 1-Foley,,,,No,44,31,13
Dearborn,0015 KELSO 1,Court of Appeals Dist 4-Pyle III,,,,Yes,247,176,71
Dearborn,0015 KELSO 1,Court of Appeals Dist 4-Pyle III,,,,No,50,36,14
Dearborn,0016 KELSO 2,Registered Voters,,,,,585,,
Dearborn,0016 KELSO 2,Ballots Cast,,,,,434,287,147
Dearborn,0016 KELSO 2,Public Question-Const Amendment,,,,Yes,224,145,79
Dearborn,0016 KELSO 2,Public Question-Const Amendment,,,,No,165,120,45
Dearborn,0016 KELSO 2,Straight Party,,,REP,Republican,253,167,86
Dearborn,0016 KELSO 2,Straight Party,,,DEM,Democratic,34,19,15
Dearborn,0016 KELSO 2,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0016 KELSO 2,Straight Party,,,WTP,We The People,1,1,0
Dearborn,0016 KELSO 2,President,,1,REP,Donald J. TRUMP / JD VANCE,351,232,119
Dearborn,0016 KELSO 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,75,48,27
Dearborn,0016 KELSO 2,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,3,0
Dearborn,0016 KELSO 2,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,1,0
Dearborn,0016 KELSO 2,President,,1,,Write-In,1,0,1
Dearborn,0016 KELSO 2,U.S. Senate,,1,REP,Jim BANKS,352,236,116
Dearborn,0016 KELSO 2,U.S. Senate,,1,DEM,Valerie McCRAY,72,46,26
Dearborn,0016 KELSO 2,U.S. Senate,,1,LBT,Andrew HORNING,5,2,3
Dearborn,0016 KELSO 2,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0016 KELSO 2,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,347,229,118
Dearborn,0016 KELSO 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,73,48,25
Dearborn,0016 KELSO 2,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,10,7,3
Dearborn,0016 KELSO 2,Governor,,1,,Write-In,0,0,0
Dearborn,0016 KELSO 2,Attorney General,,1,REP,Todd ROKITA,361,241,120
Dearborn,0016 KELSO 2,Attorney General,,1,DEM,Destiny WELLS,68,42,26
Dearborn,0016 KELSO 2,U.S. House,9,1,REP,Erin HOUCHIN,360,239,121
Dearborn,0016 KELSO 2,U.S. House,9,1,DEM,Timothy (Tim) PECK,65,41,24
Dearborn,0016 KELSO 2,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,7,5,2
Dearborn,0016 KELSO 2,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0016 KELSO 2,State House,68,1,REP,Garret R. BASCOM,351,231,120
Dearborn,0016 KELSO 2,State House,68,1,DEM,Lisa BARKER,77,51,26
Dearborn,0016 KELSO 2,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,398,267,131
Dearborn,0016 KELSO 2,Circuit Court Clerk,,1,REP,Wendy BEATTY,393,265,128
Dearborn,0016 KELSO 2,County Treasurer,,1,REP,Hayley M. HATFIELD,395,267,128
Dearborn,0016 KELSO 2,County Coroner,,1,REP,Cameron McCREARY,400,270,130
Dearborn,0016 KELSO 2,County Surveyor,,1,REP,Dennis KRAUS JR,401,269,132
Dearborn,0016 KELSO 2,County Commissioner,1,1,REP,Jim THATCHER,394,265,129
Dearborn,0016 KELSO 2,County Commissioner,2,1,REP,Duane BISCHOFF,392,261,131
Dearborn,0016 KELSO 2,County Council,,3,,Mark G. DOLE,338,228,110
Dearborn,0016 KELSO 2,County Council,,3,,Tim DOLL,333,222,111
Dearborn,0016 KELSO 2,County Council,,3,,Glenn D. WRIGHT,309,208,101
Dearborn,0016 KELSO 2,County Council,,3,,Hunter COLLINS,61,38,23
Dearborn,0016 KELSO 2,County Council,,3,,Dawn VICTOR,58,40,18
Dearborn,0016 KELSO 2,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,343,233,110
Dearborn,0016 KELSO 2,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,356,244,112
Dearborn,0016 KELSO 2,IN Supreme Court-Rush,,,,Yes,298,200,98
Dearborn,0016 KELSO 2,IN Supreme Court-Rush,,,,No,57,37,20
Dearborn,0016 KELSO 2,IN Supreme Court-Massa,,,,Yes,294,199,95
Dearborn,0016 KELSO 2,IN Supreme Court-Massa,,,,No,59,36,23
Dearborn,0016 KELSO 2,IN Supreme Court-Molter,,,,Yes,290,196,94
Dearborn,0016 KELSO 2,IN Supreme Court-Molter,,,,No,60,37,23
Dearborn,0016 KELSO 2,Court of Appeals Dist 1-Foley,,,,Yes,293,205,88
Dearborn,0016 KELSO 2,Court of Appeals Dist 1-Foley,,,,No,54,29,25
Dearborn,0016 KELSO 2,Court of Appeals Dist 4-Pyle III,,,,Yes,287,200,87
Dearborn,0016 KELSO 2,Court of Appeals Dist 4-Pyle III,,,,No,57,30,27
Dearborn,0017 KELSO 3,Registered Voters,,,,,947,,
Dearborn,0017 KELSO 3,Ballots Cast,,,,,695,447,248
Dearborn,0017 KELSO 3,Public Question-Const Amendment,,,,Yes,353,243,110
Dearborn,0017 KELSO 3,Public Question-Const Amendment,,,,No,302,184,118
Dearborn,0017 KELSO 3,Straight Party,,,REP,Republican,388,263,125
Dearborn,0017 KELSO 3,Straight Party,,,DEM,Democratic,41,13,28
Dearborn,0017 KELSO 3,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0017 KELSO 3,Straight Party,,,WTP,We The People,0,0,0
Dearborn,0017 KELSO 3,President,,1,REP,Donald J. TRUMP / JD VANCE,592,399,193
Dearborn,0017 KELSO 3,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,97,44,53
Dearborn,0017 KELSO 3,President,,1,LBT,Chase OLIVER / Mike terr MAAT,1,1,0
Dearborn,0017 KELSO 3,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,0,0,0
Dearborn,0017 KELSO 3,President,,1,,Write-In,3,2,1
Dearborn,0017 KELSO 3,U.S. Senate,,1,REP,Jim BANKS,577,389,188
Dearborn,0017 KELSO 3,U.S. Senate,,1,DEM,Valerie McCRAY,96,41,55
Dearborn,0017 KELSO 3,U.S. Senate,,1,LBT,Andrew HORNING,12,10,2
Dearborn,0017 KELSO 3,U.S. Senate,,1,,Write-In,1,0,1
Dearborn,0017 KELSO 3,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,557,372,185
Dearborn,0017 KELSO 3,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,109,50,59
Dearborn,0017 KELSO 3,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,22,19,3
Dearborn,0017 KELSO 3,Governor,,1,,Write-In,0,0,0
Dearborn,0017 KELSO 3,Attorney General,,1,REP,Todd ROKITA,589,398,191
Dearborn,0017 KELSO 3,Attorney General,,1,DEM,Destiny WELLS,92,38,54
Dearborn,0017 KELSO 3,U.S. House,9,1,REP,Erin HOUCHIN,587,396,191
Dearborn,0017 KELSO 3,U.S. House,9,1,DEM,Timothy (Tim) PECK,85,35,50
Dearborn,0017 KELSO 3,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,12,9,3
Dearborn,0017 KELSO 3,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0017 KELSO 3,State House,68,1,REP,Garret R. BASCOM,585,390,195
Dearborn,0017 KELSO 3,State House,68,1,DEM,Lisa BARKER,100,48,52
Dearborn,0017 KELSO 3,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,648,427,221
Dearborn,0017 KELSO 3,Circuit Court Clerk,,1,REP,Wendy BEATTY,641,427,214
Dearborn,0017 KELSO 3,County Treasurer,,1,REP,Hayley M. HATFIELD,643,426,217
Dearborn,0017 KELSO 3,County Coroner,,1,REP,Cameron McCREARY,644,427,217
Dearborn,0017 KELSO 3,County Surveyor,,1,REP,Dennis KRAUS JR,656,429,227
Dearborn,0017 KELSO 3,County Commissioner,1,1,REP,Jim THATCHER,634,423,211
Dearborn,0017 KELSO 3,County Commissioner,2,1,REP,Duane BISCHOFF,647,427,220
Dearborn,0017 KELSO 3,County Council,,3,,Mark G. DOLE,537,368,169
Dearborn,0017 KELSO 3,County Council,,3,,Tim DOLL,541,366,175
Dearborn,0017 KELSO 3,County Council,,3,,Glenn D. WRIGHT,568,378,190
Dearborn,0017 KELSO 3,County Council,,3,,Hunter COLLINS,85,42,43
Dearborn,0017 KELSO 3,County Council,,3,,Dawn VICTOR,81,37,44
Dearborn,0017 KELSO 3,Community School Corp,2 Sunman-Dearborn,1,,Robert S. DAVIS,546,365,181
Dearborn,0017 KELSO 3,Community School Corp,7 Sunman-Dearborn,1,,James D. (Jamie) GRAF,582,384,198
Dearborn,0017 KELSO 3,IN Supreme Court-Rush,,,,Yes,472,314,158
Dearborn,0017 KELSO 3,IN Supreme Court-Rush,,,,No,105,66,39
Dearborn,0017 KELSO 3,IN Supreme Court-Massa,,,,Yes,472,313,159
Dearborn,0017 KELSO 3,IN Supreme Court-Massa,,,,No,104,67,37
Dearborn,0017 KELSO 3,IN Supreme Court-Molter,,,,Yes,474,313,161
Dearborn,0017 KELSO 3,IN Supreme Court-Molter,,,,No,94,59,35
Dearborn,0017 KELSO 3,Court of Appeals Dist 1-Foley,,,,Yes,476,318,158
Dearborn,0017 KELSO 3,Court of Appeals Dist 1-Foley,,,,No,94,58,36
Dearborn,0017 KELSO 3,Court of Appeals Dist 4-Pyle III,,,,Yes,470,312,158
Dearborn,0017 KELSO 3,Court of Appeals Dist 4-Pyle III,,,,No,102,66,36
Dearborn,0018 LAWRENCEBURG 1,Registered Voters,,,,,1055,,
Dearborn,0018 LAWRENCEBURG 1,Ballots Cast,,,,,507,271,236
Dearborn,0018 LAWRENCEBURG 1,Public Question-Const Amendment,,,,Yes,240,147,93
Dearborn,0018 LAWRENCEBURG 1,Public Question-Const Amendment,,,,No,202,104,98
Dearborn,0018 LAWRENCEBURG 1,Straight Party,,,REP,Republican,241,140,101
Dearborn,0018 LAWRENCEBURG 1,Straight Party,,,DEM,Democratic,101,36,65
