county,precinct,office,district,seats,party,candidate,votes,election_day,absentee
Dearborn,0002 CENTER 1,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,179,107,72
Dearborn,0002 CENTER 1,Circuit Court Clerk,,1,REP,Wendy BEATTY,176,107,69
Dearborn,0002 CENTER 1,County Treasurer,,1,REP,Hayley M. HATFIELD,173,106,67
Dearborn,0002 CENTER 1,County Coroner,,1,REP,Cameron McCREARY,180,107,73
Dearborn,0002 CENTER 1,County Surveyor,,1,REP,Dennis KRAUS JR,179,108,71
Dearborn,0002 CENTER 1,County Commissioner,1,1,REP,Jim THATCHER,176,106,70
Dearborn,0002 CENTER 1,County Commissioner,2,1,REP,Duane BISCHOFF,176,106,70
Dearborn,0002 CENTER 1,County Council,,3,,Mark G. DOLE,130,83,47
Dearborn,0002 CENTER 1,County Council,,3,,Tim DOLL,132,81,51
Dearborn,0002 CENTER 1,County Council,,3,,Glenn D. WRIGHT,122,75,47
Dearborn,0002 CENTER 1,County Council,,3,,Hunter COLLINS,67,29,38
Dearborn,0002 CENTER 1,County Council,,3,,Dawn VICTOR,61,25,36
Dearborn,0002 CENTER 1,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,166,101,65
Dearborn,0002 CENTER 1,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,154,96,58
Dearborn,0002 CENTER 1,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,130,82,48
Dearborn,0002 CENTER 1,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,170,104,66
Dearborn,0002 CENTER 1,IN Supreme Court-Rush,,,,Yes,150,89,61
Dearborn,0002 CENTER 1,IN Supreme Court-Rush,,,,No,37,15,22
Dearborn,0002 CENTER 1,IN Supreme Court-Massa,,,,Yes,138,84,54
Dearborn,0002 CENTER 1,IN Supreme Court-Massa,,,,No,43,20,23
Dearborn,0002 CENTER 1,IN Supreme Court-Molter,,,,Yes,142,87,55
Dearborn,0002 CENTER 1,IN Supreme Court-Molter,,,,No,38,16,22
Dearborn,0002 CENTER 1,Court of Appeals Dist 1-Foley,,,,Yes,135,82,53
Dearborn,0002 CENTER 1,Court of Appeals Dist 1-Foley,,,,No,45,21,24
Dearborn,0002 CENTER 1,Court of Appeals Dist 4-Pyle III,,,,Yes,136,83,53
Dearborn,0002 CENTER 1,Court of Appeals Dist 4-Pyle III,,,,No,43,19,24
Dearborn,0003 CENTER 2,Registered Voters,,,,,659,,
Dearborn,0003 CENTER 2,Ballots Cast,,,,,367,199,168
Dearborn,0003 CENTER 2,Public Question-Const Amendment,,,,Yes,187,108,79
Dearborn,0003 CENTER 2,Public Question-Const Amendment,,,,No,150,84,66
Dearborn,0003 CENTER 2,Straight Party,,,REP,Republican,182,87,95
Dearborn,0003 CENTER 2,Straight Party,,,DEM,Democratic,54,27,27
Dearborn,0003 CENTER 2,Straight Party,,,LBT,Libertarian,2,1,1
Dearborn,0003 CENTER 2,Straight Party,,,WTP,We The People,2,1,1
Dearborn,0003 CENTER 2,President,,1,REP,Donald J. TRUMP / JD VANCE,257,136,121
Dearborn,0003 CENTER 2,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,98,55,43
Dearborn,0003 CENTER 2,President,,1,LBT,Chase OLIVER / Mike terr MAAT,7,4,3
Dearborn,0003 CENTER 2,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,3,1
Dearborn,0003 CENTER 2,President,,1,,Write-In,0,0,0
Dearborn,0003 CENTER 2,U.S. Senate,,1,REP,Jim BANKS,254,134,120
Dearborn,0003 CENTER 2,U.S. Senate,,1,DEM,Valerie McCRAY,91,48,43
Dearborn,0003 CENTER 2,U.S. Senate,,1,LBT,Andrew HORNING,19,14,5
Dearborn,0003 CENTER 2,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0003 CENTER 2,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,245,124,121
Dearborn,0003 CENTER 2,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,101,59,42
Dearborn,0003 CENTER 2,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,16,11,5
Dearborn,0003 CENTER 2,Governor,,1,,Write-In,1,1,0
Dearborn,0003 CENTER 2,Attorney General,,1,REP,Todd ROKITA,261,136,125
Dearborn,0003 CENTER 2,Attorney General,,1,DEM,Destiny WELLS,99,57,42
Dearborn,0003 CENTER 2,U.S. House,9,1,REP,Erin HOUCHIN,249,131,118
Dearborn,0003 CENTER 2,U.S. House,9,1,DEM,Timothy (Tim) PECK,91,49,42
Dearborn,0003 CENTER 2,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,21,14,7
Dearborn,0003 CENTER 2,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0003 CENTER 2,State House,68,1,REP,Garret R. BASCOM,261,139,122
Dearborn,0003 CENTER 2,State House,68,1,DEM,Lisa BARKER,99,53,46
Dearborn,0003 CENTER 2,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,325,178,147
Dearborn,0003 CENTER 2,Circuit Court Clerk,,1,REP,Wendy BEATTY,324,178,146
Dearborn,0003 CENTER 2,County Treasurer,,1,REP,Hayley M. HATFIELD,323,178,145
Dearborn,0003 CENTER 2,County Coroner,,1,REP,Cameron McCREARY,328,179,149
Dearborn,0003 CENTER 2,County Surveyor,,1,REP,Dennis KRAUS JR,328,179,149
Dearborn,0003 CENTER 2,County Commissioner,1,1,REP,Jim THATCHER,327,179,148
Dearborn,0003 CENTER 2,County Commissioner,2,1,REP,Duane BISCHOFF,325,178,147
Dearborn,0003 CENTER 2,County Council,,3,,Mark G. DOLE,235,126,109
Dearborn,0003 CENTER 2,County Council,,3,,Tim DOLL,224,115,109
Dearborn,0003 CENTER 2,County Council,,3,,Glenn D. WRIGHT,231,125,106
Dearborn,0003 CENTER 2,County Council,,3,,Hunter COLLINS,98,62,36
Dearborn,0003 CENTER 2,County Council,,3,,Dawn VICTOR,93,55,38
Dearborn,0003 CENTER 2,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,302,168,134
Dearborn,0003 CENTER 2,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,280,157,123
Dearborn,0003 CENTER 2,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,247,135,112
Dearborn,0003 CENTER 2,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,300,168,132
Dearborn,0003 CENTER 2,IN Supreme Court-Rush,,,,Yes,228,119,109
Dearborn,0003 CENTER 2,IN Supreme Court-Rush,,,,No,95,61,34
Dearborn,0003 CENTER 2,IN Supreme Court-Massa,,,,Yes,230,123,107
Dearborn,0003 CENTER 2,IN Supreme Court-Massa,,,,No,88,53,35
Dearborn,0003 CENTER 2,IN Supreme Court-Molter,,,,Yes,223,117,106
Dearborn,0003 CENTER 2,IN Supreme Court-Molter,,,,No,90,57,33
Dearborn,0003 CENTER 2,Court of Appeals Dist 1-Foley,,,,Yes,237,131,106
Dearborn,0003 CENTER 2,Court of Appeals Dist 1-Foley,,,,No,82,47,35
Dearborn,0003 CENTER 2,Court of Appeals Dist 4-Pyle III,,,,Yes,214,116,98
Dearborn,0003 CENTER 2,Court of Appeals Dist 4-Pyle III,,,,No,101,60,41
Dearborn,0004 CENTER 3,Registered Voters,,,,,560,,
Dearborn,0004 CENTER 3,Ballots Cast,,,,,373,203,170
Dearborn,0004 CENTER 3,Public Question-Const Amendment,,,,Yes,199,113,86
Dearborn,0004 CENTER 3,Public Question-Const Amendment,,,,No,152,81,71
Dearborn,0004 CENTER 3,Straight Party,,,REP,Republican,190,101,89
Dearborn,0004 CENTER 3,Straight Party,,,DEM,Democratic,41,18,23
Dearborn,0004 CENTER 3,Straight Party,,,LBT,Libertarian,0,0,0
Dearborn,0004 CENTER 3,Straight Party,,,WTP,We The People,0,0,0
Dearborn,0004 CENTER 3,President,,1,REP,Donald J. TRUMP / JD VANCE,270,151,119
Dearborn,0004 CENTER 3,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,92,47,45
Dearborn,0004 CENTER 3,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,2,1
Dearborn,0004 CENTER 3,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,3,2
Dearborn,0004 CENTER 3,President,,1,,Write-In,0,0,0
Dearborn,0004 CENTER 3,U.S. Senate,,1,REP,Jim BANKS,267,144,123
Dearborn,0004 CENTER 3,U.S. Senate,,1,DEM,Valerie McCRAY,90,48,42
Dearborn,0004 CENTER 3,U.S. Senate,,1,LBT,Andrew HORNING,11,8,3
Dearborn,0004 CENTER 3,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0004 CENTER 3,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,266,144,122
Dearborn,0004 CENTER 3,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,97,51,46
Dearborn,0004 CENTER 3,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,8,6,2
Dearborn,0004 CENTER 3,Governor,,1,,Write-In,0,0,0
Dearborn,0004 CENTER 3,Attorney General,,1,REP,Todd ROKITA,274,151,123
Dearborn,0004 CENTER 3,Attorney General,,1,DEM,Destiny WELLS,91,48,43
Dearborn,0004 CENTER 3,U.S. House,9,1,REP,Erin HOUCHIN,273,151,122
Dearborn,0004 CENTER 3,U.S. House,9,1,DEM,Timothy (Tim) PECK,82,39,43
Dearborn,0004 CENTER 3,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,11,8,3
Dearborn,0004 CENTER 3,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0004 CENTER 3,State House,68,1,REP,Garret R. BASCOM,282,157,125
Dearborn,0004 CENTER 3,State House,68,1,DEM,Lisa BARKER,88,44,44
Dearborn,0004 CENTER 3,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,333,185,148
Dearborn,0004 CENTER 3,Circuit Court Clerk,,1,REP,Wendy BEATTY,332,188,144
Dearborn,0004 CENTER 3,County Treasurer,,1,REP,Hayley M. HATFIELD,331,187,144
Dearborn,0004 CENTER 3,County Coroner,,1,REP,Cameron McCREARY,329,185,144
Dearborn,0004 CENTER 3,County Surveyor,,1,REP,Dennis KRAUS JR,333,189,144
Dearborn,0004 CENTER 3,County Commissioner,1,1,REP,Jim THATCHER,323,181,142
Dearborn,0004 CENTER 3,County Commissioner,2,1,REP,Duane BISCHOFF,327,184,143
Dearborn,0004 CENTER 3,County Council,,3,,Mark G. DOLE,246,134,112
Dearborn,0004 CENTER 3,County Council,,3,,Tim DOLL,240,137,103
Dearborn,0004 CENTER 3,County Council,,3,,Glenn D. WRIGHT,253,144,109
Dearborn,0004 CENTER 3,County Council,,3,,Hunter COLLINS,84,43,41
Dearborn,0004 CENTER 3,County Council,,3,,Dawn VICTOR,79,42,37
Dearborn,0004 CENTER 3,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,306,179,127
Dearborn,0004 CENTER 3,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,284,164,120
Dearborn,0004 CENTER 3,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,257,147,110
Dearborn,0004 CENTER 3,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,310,177,133
Dearborn,0004 CENTER 3,IN Supreme Court-Rush,,,,Yes,254,146,108
Dearborn,0004 CENTER 3,IN Supreme Court-Rush,,,,No,74,35,39
Dearborn,0004 CENTER 3,IN Supreme Court-Massa,,,,Yes,241,137,104
Dearborn,0004 CENTER 3,IN Supreme Court-Massa,,,,No,82,41,41
Dearborn,0004 CENTER 3,IN Supreme Court-Molter,,,,Yes,249,143,106
Dearborn,0004 CENTER 3,IN Supreme Court-Molter,,,,No,75,37,38
Dearborn,0004 CENTER 3,Court of Appeals Dist 1-Foley,,,,Yes,246,141,105
Dearborn,0004 CENTER 3,Court of Appeals Dist 1-Foley,,,,No,76,38,38
Dearborn,0004 CENTER 3,Court of Appeals Dist 4-Pyle III,,,,Yes,253,143,110
Dearborn,0004 CENTER 3,Court of Appeals Dist 4-Pyle III,,,,No,67,34,33
Dearborn,0005 CENTER 4,Registered Voters,,,,,760,,
Dearborn,0005 CENTER 4,Ballots Cast,,,,,356,224,132
Dearborn,0005 CENTER 4,Public Question-Const Amendment,,,,Yes,199,119,80
Dearborn,0005 CENTER 4,Public Question-Const Amendment,,,,No,139,97,42
Dearborn,0005 CENTER 4,Straight Party,,,REP,Republican,186,111,75
Dearborn,0005 CENTER 4,Straight Party,,,DEM,Democratic,53,36,17
Dearborn,0005 CENTER 4,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0005 CENTER 4,Straight Party,,,WTP,We The People,2,0,2
Dearborn,0005 CENTER 4,President,,1,REP,Donald J. TRUMP / JD VANCE,262,160,102
Dearborn,0005 CENTER 4,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,87,58,29
Dearborn,0005 CENTER 4,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,2,0
Dearborn,0005 CENTER 4,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,1,1
Dearborn,0005 CENTER 4,President,,1,,Write-In,1,1,0
Dearborn,0005 CENTER 4,U.S. Senate,,1,REP,Jim BANKS,254,154,100
Dearborn,0005 CENTER 4,U.S. Senate,,1,DEM,Valerie McCRAY,93,64,29
Dearborn,0005 CENTER 4,U.S. Senate,,1,LBT,Andrew HORNING,7,5,2
Dearborn,0005 CENTER 4,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0005 CENTER 4,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,243,147,96
Dearborn,0005 CENTER 4,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,97,67,30
Dearborn,0005 CENTER 4,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,14,9,5
Dearborn,0005 CENTER 4,Governor,,1,,Write-In,0,0,0
Dearborn,0005 CENTER 4,Attorney General,,1,REP,Todd ROKITA,255,156,99
Dearborn,0005 CENTER 4,Attorney General,,1,DEM,Destiny WELLS,99,67,32
Dearborn,0005 CENTER 4,U.S. House,9,1,REP,Erin HOUCHIN,255,155,100
Dearborn,0005 CENTER 4,U.S. House,9,1,DEM,Timothy (Tim) PECK,82,54,28
Dearborn,0005 CENTER 4,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,16,13,3
Dearborn,0005 CENTER 4,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0005 CENTER 4,State House,68,1,REP,Garret R. BASCOM,265,164,101
Dearborn,0005 CENTER 4,State House,68,1,DEM,Lisa BARKER,88,58,30
Dearborn,0005 CENTER 4,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,326,205,121
Dearborn,0005 CENTER 4,Circuit Court Clerk,,1,REP,Wendy BEATTY,321,202,119
Dearborn,0005 CENTER 4,County Treasurer,,1,REP,Hayley M. HATFIELD,326,205,121
Dearborn,0005 CENTER 4,County Coroner,,1,REP,Cameron McCREARY,325,206,119
Dearborn,0005 CENTER 4,County Surveyor,,1,REP,Dennis KRAUS JR,325,207,118
Dearborn,0005 CENTER 4,County Commissioner,1,1,REP,Jim THATCHER,326,207,119
Dearborn,0005 CENTER 4,County Commissioner,2,1,REP,Duane BISCHOFF,328,206,122
Dearborn,0005 CENTER 4,County Council,,3,,Mark G. DOLE,225,139,86
Dearborn,0005 CENTER 4,County Council,,3,,Tim DOLL,232,141,91
Dearborn,0005 CENTER 4,County Council,,3,,Glenn D. WRIGHT,229,137,92
Dearborn,0005 CENTER 4,County Council,,3,,Hunter COLLINS,83,58,25
Dearborn,0005 CENTER 4,County Council,,3,,Dawn VICTOR,86,60,26
Dearborn,0005 CENTER 4,Community School Corp,1 South Dearborn,1,,Daryl L. CUTTER,290,185,105
Dearborn,0005 CENTER 4,Community School Corp,2 South Dearborn,2,,Kelli J. GENTRUP-PETTIT,272,173,99
Dearborn,0005 CENTER 4,Community School Corp,2 South Dearborn,2,,Steven M. HAMLETT,235,143,92
Dearborn,0005 CENTER 4,Community School Corp,3 South Dearborn,1,,Chris DAUGHERTY,287,184,103
Dearborn,0005 CENTER 4,IN Supreme Court-Rush,,,,Yes,244,157,87
Dearborn,0005 CENTER 4,IN Supreme Court-Rush,,,,No,71,43,28
Dearborn,0005 CENTER 4,IN Supreme Court-Massa,,,,Yes,239,152,87
Dearborn,0005 CENTER 4,IN Supreme Court-Massa,,,,No,69,41,28
Dearborn,0005 CENTER 4,IN Supreme Court-Molter,,,,Yes,250,163,87
Dearborn,0005 CENTER 4,IN Supreme Court-Molter,,,,No,60,33,27
Dearborn,0005 CENTER 4,Court of Appeals Dist 1-Foley,,,,Yes,243,158,85
Dearborn,0005 CENTER 4,Court of Appeals Dist 1-Foley,,,,No,68,38,30
Dearborn,0005 CENTER 4,Court of Appeals Dist 4-Pyle III,,,,Yes,243,157,86
Dearborn,0005 CENTER 4,Court of Appeals Dist 4-Pyle III,,,,No,68,40,28
Dearborn,0006 CENTER 5,Registered Voters,,,,,662,,
Dearborn,0006 CENTER 5,Ballots Cast,,,,,446,228,218
Dearborn,0006 CENTER 5,Public Question-Const Amendment,,,,Yes,254,125,129
Dearborn,0006 CENTER 5,Public Question-Const Amendment,,,,No,172,93,79
Dearborn,0006 CENTER 5,Straight Party,,,REP,Republican,245,105,140
Dearborn,0006 CENTER 5,Straight Party,,,DEM,Democratic,55,28,27
Dearborn,0006 CENTER 5,Straight Party,,,LBT,Libertarian,1,1,0
Dearborn,0006 CENTER 5,Straight Party,,,WTP,We The People,0,0,0
Dearborn,0006 CENTER 5,President,,1,REP,Donald J. TRUMP / JD VANCE,342,173,169
Dearborn,0006 CENTER 5,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,91,47,44
Dearborn,0006 CENTER 5,President,,1,LBT,Chase OLIVER / Mike terr MAAT,3,2,1
Dearborn,0006 CENTER 5,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,6,3,3
Dearborn,0006 CENTER 5,President,,1,,Write-In,1,1,0
Dearborn,0006 CENTER 5,U.S. Senate,,1,REP,Jim BANKS,335,169,166
Dearborn,0006 CENTER 5,U.S. Senate,,1,DEM,Valerie McCRAY,90,46,44
Dearborn,0006 CENTER 5,U.S. Senate,,1,LBT,Andrew HORNING,11,9,2
Dearborn,0006 CENTER 5,U.S. Senate,,1,,Write-In,0,0,0
Dearborn,0006 CENTER 5,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,327,161,166
Dearborn,0006 CENTER 5,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,95,50,45
Dearborn,0006 CENTER 5,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,17,15,2
Dearborn,0006 CENTER 5,Governor,,1,,Write-In,0,0,0
Dearborn,0006 CENTER 5,Attorney General,,1,REP,Todd ROKITA,346,176,170
Dearborn,0006 CENTER 5,Attorney General,,1,DEM,Destiny WELLS,93,50,43
Dearborn,0006 CENTER 5,U.S. House,9,1,REP,Erin HOUCHIN,339,170,169
Dearborn,0006 CENTER 5,U.S. House,9,1,DEM,Timothy (Tim) PECK,88,46,42
Dearborn,0006 CENTER 5,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,12,9,3
Dearborn,0006 CENTER 5,U.S. House,9,1,,Write-In,0,0,0
Dearborn,0006 CENTER 5,State House,68,1,REP,Garret R. BASCOM,352,177,175
Dearborn,0006 CENTER 5,State House,68,1,DEM,Lisa BARKER,85,47,38
Dearborn,0006 CENTER 5,Judge of the Superior Court No. 2,,1,REP,Sally A. McLAUGHLIN,394,202,192
Dearborn,0006 CENTER 5,Circuit Court Clerk,,1,REP,Wendy BEATTY,391,198,193
