county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Ripley,ADAMS 1 - BATESVILLE,State House,55,Under Votes,,8,2,0,10
Ripley,ADAMS 1 - BATESVILLE,State House,55,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,State House,55,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,CIRCUIT COURT CLERK,,LIZ BAUMGARTNER,REP,269,142,15,426
Ripley,ADAMS 1 - BATESVILLE,CIRCUIT COURT CLERK,,Under Votes,,33,21,3,57
Ripley,ADAMS 1 - BATESVILLE,CIRCUIT COURT CLERK,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,CIRCUIT COURT CLERK,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY RECORDER,,MONICA L HANSEN,REP,270,141,15,426
Ripley,ADAMS 1 - BATESVILLE,COUNTY RECORDER,,Under Votes,,32,22,3,57
Ripley,ADAMS 1 - BATESVILLE,COUNTY RECORDER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY RECORDER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY TREASURER,,LISA VESTAL,REP,269,140,15,424
Ripley,ADAMS 1 - BATESVILLE,COUNTY TREASURER,,Under Votes,,33,23,3,59
Ripley,ADAMS 1 - BATESVILLE,COUNTY TREASURER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY TREASURER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY CORONER,,JASON BAILEY,REP,268,140,15,423
Ripley,ADAMS 1 - BATESVILLE,COUNTY CORONER,,Under Votes,,34,23,3,60
Ripley,ADAMS 1 - BATESVILLE,COUNTY CORONER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY CORONER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 2",,JEFFREY J VOLZ,REP,266,141,15,422
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 2",,Under Votes,,36,22,3,61
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 2",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 2",,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 3",,ROGER GULLION,REP,267,140,15,422
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 3",,Under Votes,,35,23,3,61
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 3",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,"COUNTY COMMISSIONER, DISTRICT 3",,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,STEPHANIE M. BACK,REP,175,88,10,273
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,ANDREW DECKER,REP,181,95,12,288
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,PEGGY ANN EHLERS,REP,119,74,10,203
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,PHILLIP G MORGAN,DEM,75,38,6,119
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,Under Votes,,356,194,16,566
Ripley,ADAMS 1 - BATESVILLE,COUNTY COUNCIL MEMBER AT LARGE,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,SCHOOL BOARD MEMBER BATESVILLE COMMUNITY SCHOOL DISTRICT 3,,JEREMY P RAVER,NON,171,91,10,272
Ripley,ADAMS 1 - BATESVILLE,SCHOOL BOARD MEMBER BATESVILLE COMMUNITY SCHOOL DISTRICT 3,,BLAINE J TIMONERA,NON,124,67,10,201
Ripley,ADAMS 1 - BATESVILLE,SCHOOL BOARD MEMBER BATESVILLE COMMUNITY SCHOOL DISTRICT 3,,Under Votes,,309,168,16,493
Ripley,ADAMS 1 - BATESVILLE,SCHOOL BOARD MEMBER BATESVILLE COMMUNITY SCHOOL DISTRICT 3,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,152,86,14,252
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,67,30,0,97
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,83,47,4,134
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,157,81,11,249
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,59,33,2,94
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,86,49,5,140
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,155,75,11,241
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,56,36,2,94
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,91,52,5,148
Ripley,ADAMS 1 - BATESVILLE,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,156,77,13,246
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,57,32,0,89
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,89,54,5,148
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,153,74,13,240
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,60,33,0,93
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,89,56,5,150
Ripley,ADAMS 1 - BATESVILLE,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Registered Voters,,,,,,,587
Ripley,ADAMS 1 - SUN DEAR,Ballots Cast,,,,,,,410
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,REPUBLICAN PARTY,REP,134,91,3,228
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,DEMOCRATIC PARTY,DEM,17,13,3,33
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,LIBERTARIAN PARTY,LIB,1,0,0,1
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,WE THE PEOPLE PARTY,WTP,4,0,0,4
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,Under Votes,,74,50,20,144
Ripley,ADAMS 1 - SUN DEAR,STRAIGHT PARTY,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,PUBLIC QUESTION #1,,YES,,94,68,9,171
Ripley,ADAMS 1 - SUN DEAR,PUBLIC QUESTION #1,,NO,,99,66,12,177
Ripley,ADAMS 1 - SUN DEAR,PUBLIC QUESTION #1,,Under Votes,,37,20,5,62
Ripley,ADAMS 1 - SUN DEAR,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,Donald J. Trump,REP,192,129,12,333
Ripley,ADAMS 1 - SUN DEAR,President,,Kamala D. Harris,DEM,32,24,13,69
Ripley,ADAMS 1 - SUN DEAR,President,,Chase Oliver,LIB,2,0,0,2
Ripley,ADAMS 1 - SUN DEAR,President,,Robert F. Kennedy Jr.,WTP,4,0,0,4
Ripley,ADAMS 1 - SUN DEAR,President,,ANDRE RAMON McNEIL SR. (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,CAROL ASHER (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,CHERUNDA LYNN FOX (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,CLAUDIA De la CRUZ/KARINA GARCIA (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,CORNEL WEST/MELINA ABDULLAH (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,DOUG JENKINS (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,NALA BAOZUN SCOTT JOHNSON JR. (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,PAIJ BORING (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,PETER SONSKI (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,SHONDRA IRVING (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,SUSAN MAUDE BUCHSER (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,TOM HOEFLING/ANDY PRIOR (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,WILLIAM CODY NALBACH (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,Under Votes,,0,1,1,2
Ripley,ADAMS 1 - SUN DEAR,President,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,President,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,JIM BANKS,REP,193,126,12,331
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,VALERIE McCRAY,DEM,31,24,14,69
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,ANDREW HORNING,LIB,2,0,0,2
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,ANTONIO XAVIER ALVAREZ (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,PHILLIP D. BEACHY (PHIL) (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,Under Votes,,4,4,0,8
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. Senate,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Governor,,MIKE BRAUN,REP,181,123,13,317
Ripley,ADAMS 1 - SUN DEAR,Governor,,JENNIFER G. McCORMICK,DEM,38,25,13,76
Ripley,ADAMS 1 - SUN DEAR,Governor,,DONALD RAINWATER,LIB,8,2,0,10
Ripley,ADAMS 1 - SUN DEAR,Governor,,CHRISTOPHER RYAN STRIED (W),,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Governor,,Under Votes,,3,4,0,7
Ripley,ADAMS 1 - SUN DEAR,Governor,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Governor,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Attorney General,,TODD ROKITA,REP,195,124,14,333
Ripley,ADAMS 1 - SUN DEAR,Attorney General,,DESTINY WELLS,DEM,33,26,12,71
Ripley,ADAMS 1 - SUN DEAR,Attorney General,,Under Votes,,2,4,0,6
Ripley,ADAMS 1 - SUN DEAR,Attorney General,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,Attorney General,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,ERIN HOUCHIN,REP,196,131,16,343
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,TIMOTHY (TIM) PECK,DEM,30,21,10,61
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,RUSSELL (RUSS) BROOKSBANK,LIB,1,0,0,1
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,Under Votes,,3,2,0,5
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,U.S. House,9,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,State Senate,42,JEAN LEISING,REP,210,142,19,371
Ripley,ADAMS 1 - SUN DEAR,State Senate,42,Under Votes,,20,12,7,39
Ripley,ADAMS 1 - SUN DEAR,State Senate,42,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,State Senate,42,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,State House,55,LINDSAY PATTERSON,REP,195,127,16,338
Ripley,ADAMS 1 - SUN DEAR,State House,55,VICTORIA C MARTZ,DEM,29,24,10,63
Ripley,ADAMS 1 - SUN DEAR,State House,55,Under Votes,,6,3,0,9
Ripley,ADAMS 1 - SUN DEAR,State House,55,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,State House,55,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,CIRCUIT COURT CLERK,,LIZ BAUMGARTNER,REP,206,140,18,364
Ripley,ADAMS 1 - SUN DEAR,CIRCUIT COURT CLERK,,Under Votes,,24,14,8,46
Ripley,ADAMS 1 - SUN DEAR,CIRCUIT COURT CLERK,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,CIRCUIT COURT CLERK,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY RECORDER,,MONICA L HANSEN,REP,208,141,16,365
Ripley,ADAMS 1 - SUN DEAR,COUNTY RECORDER,,Under Votes,,22,13,10,45
Ripley,ADAMS 1 - SUN DEAR,COUNTY RECORDER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY RECORDER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY TREASURER,,LISA VESTAL,REP,208,141,18,367
Ripley,ADAMS 1 - SUN DEAR,COUNTY TREASURER,,Under Votes,,22,13,8,43
Ripley,ADAMS 1 - SUN DEAR,COUNTY TREASURER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY TREASURER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY CORONER,,JASON BAILEY,REP,205,140,18,363
Ripley,ADAMS 1 - SUN DEAR,COUNTY CORONER,,Under Votes,,25,14,8,47
Ripley,ADAMS 1 - SUN DEAR,COUNTY CORONER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY CORONER,,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 2",,JEFFREY J VOLZ,REP,207,138,18,363
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 2",,Under Votes,,23,16,8,47
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 2",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 2",,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 3",,ROGER GULLION,REP,203,137,18,358
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 3",,Under Votes,,27,17,8,52
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 3",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"COUNTY COMMISSIONER, DISTRICT 3",,Invalid Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,STEPHANIE M. BACK,REP,127,97,15,239
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,ANDREW DECKER,REP,146,93,15,254
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,PEGGY ANN EHLERS,REP,97,78,15,190
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,PHILLIP G MORGAN,DEM,45,34,9,88
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,Under Votes,,275,160,24,459
Ripley,ADAMS 1 - SUN DEAR,COUNTY COUNCIL MEMBER AT LARGE,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 2",,ROBERT S DAVIS,NON,155,97,15,267
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 2",,Under Votes,,75,57,11,143
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 2",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 7",,JAMES D. (JAMIE) GRAF,NON,150,96,14,260
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 7",,Under Votes,,80,58,12,150
Ripley,ADAMS 1 - SUN DEAR,"SCHOOL BOARD MEMBER SUNMAN DEARBORN COMMUNITY SCHOOL BOARD, DISTRICT 7",,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,119,98,13,230
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,51,28,4,83
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,60,28,9,97
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,113,96,14,223
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,48,28,3,79
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,69,30,9,108
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,117,97,14,228
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,47,27,3,77
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,66,30,9,105
Ripley,ADAMS 1 - SUN DEAR,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,120,91,14,225
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,40,30,3,73
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,70,33,9,112
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,117,90,14,221
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,42,27,2,71
Ripley,ADAMS 1 - SUN DEAR,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,71,37,10,118
