county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional
Floyd,Greenville - 4,Attorney General,,DEM,Destiny WELLS,302,186,95,21,0
Floyd,Greenville - 4,U.S. House,9,REP,Erin HOUCHIN,577,346,209,22,0
Floyd,Greenville - 4,U.S. House,9,DEM,Timothy (Tim) PECK,283,180,85,18,0
Floyd,Greenville - 4,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,19,9,9,1,0
Floyd,Greenville - 4,State House,70,REP,Karen ENGLEMAN,574,345,207,22,0
Floyd,Greenville - 4,State House,70,DEM,Sarah BLESSING,304,188,98,18,0
Floyd,Greenville - 4,County Recorder,,REP,Lois NAVILLE ENDRIS,681,399,251,31,0
Floyd,Greenville - 4,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 4,County Treasurer,,REP,Steve BURKS,563,330,210,23,0
Floyd,Greenville - 4,County Treasurer,,DEM,Vickie TENCER,308,199,91,18,0
Floyd,Greenville - 4,County Coroner,,REP,Matthew TOMLIN,506,293,192,21,0
Floyd,Greenville - 4,County Coroner,,DEM,Amy M CULWELL,362,236,106,20,0
Floyd,Greenville - 4,County Surveyor,,REP,John G BRINKWORTH III,679,402,246,31,0
Floyd,Greenville - 4,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 4,County Commissioner,2,REP,Frank A LOOP,587,350,215,22,0
Floyd,Greenville - 4,County Commissioner,2,DEM,Veronica M COMBS,293,183,91,19,0
Floyd,Greenville - 4,County Commissioner,3,REP,Jason SHARP,519,310,190,19,0
Floyd,Greenville - 4,County Commissioner,3,DEM,Tim HARBISON,348,217,109,22,0
Floyd,Greenville - 4,County Council Member,At Large,REP,D M BAGSHAW,469,285,173,11,0
Floyd,Greenville - 4,County Council Member,At Large,REP,Matt MILLIES,451,274,163,14,0
Floyd,Greenville - 4,County Council Member,At Large,REP,Sam SARKISIAN,461,287,162,12,0
Floyd,Greenville - 4,County Council Member,At Large,DEM,Daniel T HARRIS,228,145,69,14,0
Floyd,Greenville - 4,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,260,159,84,17,0
Floyd,Greenville - 4,County Council Member,At Large,DEM,Brad STRIEGEL,328,218,89,21,0
Floyd,Greenville - 4,County Council Member,At Large,LBT,Morgan BEATTY,104,53,51,0,0
Floyd,Greenville - 4,Floyd County School Board,At Large,,Ann CURRUTHER,307,200,99,8,0
Floyd,Greenville - 4,Floyd County School Board,At Large,,Jennie HIGBIE,192,108,70,14,0
Floyd,Greenville - 4,Floyd County School Board,At Large,,Matt MAYFIELD,227,127,91,9,0
Floyd,Greenville - 4,Floyd County School Board,3,,Elizabeth A GALLIGAN,592,350,218,24,0
Floyd,Greenville - 4,Floyd County School Board,4,,Rebecca Jo GARDENOUR,552,331,197,24,0
Floyd,Greenville - 4,IN Supreme Court-Rush,,,Yes,523,314,183,26,0
Floyd,Greenville - 4,IN Supreme Court-Rush,,,No,207,126,75,6,0
Floyd,Greenville - 4,IN Supreme Court-Massa,,,Yes,511,301,189,21,0
Floyd,Greenville - 4,IN Supreme Court-Massa,,,No,208,130,67,11,0
Floyd,Greenville - 4,IN Supreme Court-Molter,,,Yes,501,293,189,19,0
Floyd,Greenville - 4,IN Supreme Court-Molter,,,No,211,133,65,13,0
Floyd,Greenville - 4,Court of Appeals Dist 1-Foley,,,Yes,507,297,188,22,0
Floyd,Greenville - 4,Court of Appeals Dist 1-Foley,,,No,203,129,65,9,0
Floyd,Greenville - 4,Court of Appeals Dist 4-Pyle III,,,Yes,492,293,176,23,0
Floyd,Greenville - 4,Court of Appeals Dist 4-Pyle III,,,No,216,135,73,8,0
Floyd,Greenville - 5,Registered Voters,,,,1067,,,,
Floyd,Greenville - 5,Ballots Cast,,,,716,450,241,25,0
Floyd,Greenville - 5,Public Question-Const Amendment,,,Yes,331,208,107,16,0
Floyd,Greenville - 5,Public Question-Const Amendment,,,No,385,242,134,9,0
Floyd,Greenville - 5,Straight Ticket,,REP,Republican,335,210,117,8,0
Floyd,Greenville - 5,Straight Ticket,,DEM,Democratic,119,84,27,8,0
Floyd,Greenville - 5,Straight Ticket,,LBT,Libertarian,1,1,0,0,0
Floyd,Greenville - 5,Straight Ticket,,WTP,We The People,6,0,6,0,0
Floyd,Greenville - 5,President,,REP,Donald J TRUMP / JD VANCE,537,320,204,13,0
Floyd,Greenville - 5,President,,DEM,Kamala D HARRIS / Tim WALZ,238,161,60,17,0
Floyd,Greenville - 5,President,,LBT,Chase OLIVER / Mike ter MAAT,4,2,2,0,0
Floyd,Greenville - 5,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,7,5,2,0,0
Floyd,Greenville - 5,President,,,Write-In,1,0,1,0,0
Floyd,Greenville - 5,U.S. Senate,,REP,Jim BANKS,515,318,184,13,0
Floyd,Greenville - 5,U.S. Senate,,DEM,Valerie McCRAY,231,149,65,17,0
Floyd,Greenville - 5,U.S. Senate,,LBT,Andrew HORNING,19,8,11,0,0
Floyd,Greenville - 5,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,Greenville - 5,Governor,,REP,Mike BRAUN / Micah BECKWITH,504,309,183,12,0
Floyd,Greenville - 5,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,255,165,72,18,0
Floyd,Greenville - 5,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,24,14,10,0,0
Floyd,Greenville - 5,Governor,,,Write-In,0,0,0,0,0
Floyd,Greenville - 5,Attorney General,,REP,Todd ROKITA,532,326,191,15,0
Floyd,Greenville - 5,Attorney General,,DEM,Destiny WELLS,240,155,70,15,0
Floyd,Greenville - 5,U.S. House,9,REP,Erin HOUCHIN,533,324,195,14,0
Floyd,Greenville - 5,U.S. House,9,DEM,Timothy (Tim) PECK,219,147,55,17,0
Floyd,Greenville - 5,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,23,10,13,0,0
Floyd,Greenville - 5,State House,70,REP,Karen ENGLEMAN,526,322,189,15,0
Floyd,Greenville - 5,State House,70,DEM,Sarah BLESSING,247,159,72,16,0
Floyd,Greenville - 5,County Recorder,,REP,Lois NAVILLE ENDRIS,623,379,225,19,0
Floyd,Greenville - 5,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 5,County Treasurer,,REP,Steve BURKS,530,318,197,15,0
Floyd,Greenville - 5,County Treasurer,,DEM,Vickie TENCER,241,162,63,16,0
Floyd,Greenville - 5,County Coroner,,REP,Matthew TOMLIN,477,287,176,14,0
Floyd,Greenville - 5,County Coroner,,DEM,Amy M CULWELL,293,192,84,17,0
Floyd,Greenville - 5,County Surveyor,,REP,John G BRINKWORTH III,616,375,223,18,0
Floyd,Greenville - 5,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 5,County Commissioner,2,REP,Frank A LOOP,529,322,191,16,0
Floyd,Greenville - 5,County Commissioner,2,DEM,Veronica M COMBS,245,159,71,15,0
Floyd,Greenville - 5,County Commissioner,3,REP,Jason SHARP,488,300,175,13,0
Floyd,Greenville - 5,County Commissioner,3,DEM,Tim HARBISON,287,182,87,18,0
Floyd,Greenville - 5,County Council Member,At Large,REP,D M BAGSHAW,410,257,141,12,0
Floyd,Greenville - 5,County Council Member,At Large,REP,Matt MILLIES,407,248,148,11,0
Floyd,Greenville - 5,County Council Member,At Large,REP,Sam SARKISIAN,418,265,142,11,0
Floyd,Greenville - 5,County Council Member,At Large,DEM,Daniel T HARRIS,175,121,44,10,0
Floyd,Greenville - 5,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,212,140,59,13,0
Floyd,Greenville - 5,County Council Member,At Large,DEM,Brad STRIEGEL,293,194,83,16,0
Floyd,Greenville - 5,County Council Member,At Large,LBT,Morgan BEATTY,95,45,49,1,0
Floyd,Greenville - 5,Floyd County School Board,At Large,,Ann CURRUTHER,247,166,73,8,0
Floyd,Greenville - 5,Floyd County School Board,At Large,,Jennie HIGBIE,161,104,46,11,0
Floyd,Greenville - 5,Floyd County School Board,At Large,,Matt MAYFIELD,206,111,92,3,0
Floyd,Greenville - 5,Floyd County School Board,3,,Elizabeth A GALLIGAN,497,298,180,19,0
Floyd,Greenville - 5,Floyd County School Board,4,,Rebecca Jo GARDENOUR,441,270,152,19,0
Floyd,Greenville - 5,IN Supreme Court-Rush,,,Yes,451,281,151,19,0
Floyd,Greenville - 5,IN Supreme Court-Rush,,,No,190,113,69,8,0
Floyd,Greenville - 5,IN Supreme Court-Massa,,,Yes,451,275,157,19,0
Floyd,Greenville - 5,IN Supreme Court-Massa,,,No,185,112,66,7,0
Floyd,Greenville - 5,IN Supreme Court-Molter,,,Yes,448,273,157,18,0
Floyd,Greenville - 5,IN Supreme Court-Molter,,,No,192,118,65,9,0
Floyd,Greenville - 5,Court of Appeals Dist 1-Foley,,,Yes,455,271,165,19,0
Floyd,Greenville - 5,Court of Appeals Dist 1-Foley,,,No,182,118,57,7,0
Floyd,Greenville - 5,Court of Appeals Dist 4-Pyle III,,,Yes,436,261,157,18,0
Floyd,Greenville - 5,Court of Appeals Dist 4-Pyle III,,,No,193,120,65,8,0
Floyd,Greenville - 6,Registered Voters,,,,484,,,,
Floyd,Greenville - 6,Ballots Cast,,,,339,211,116,12,0
Floyd,Greenville - 6,Public Question-Const Amendment,,,Yes,189,129,53,7,0
Floyd,Greenville - 6,Public Question-Const Amendment,,,No,150,82,63,5,0
Floyd,Greenville - 6,Straight Ticket,,REP,Republican,146,94,49,3,0
Floyd,Greenville - 6,Straight Ticket,,DEM,Democratic,57,29,25,3,0
Floyd,Greenville - 6,Straight Ticket,,LBT,Libertarian,2,2,0,0,0
Floyd,Greenville - 6,Straight Ticket,,WTP,We The People,1,1,0,0,0
Floyd,Greenville - 6,President,,REP,Donald J TRUMP / JD VANCE,254,165,84,5,0
Floyd,Greenville - 6,President,,DEM,Kamala D HARRIS / Tim WALZ,109,57,43,9,0
Floyd,Greenville - 6,President,,LBT,Chase OLIVER / Mike ter MAAT,1,1,0,0,0
Floyd,Greenville - 6,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,6,3,3,0,0
Floyd,Greenville - 6,President,,,Write-In,0,0,0,0,0
Floyd,Greenville - 6,U.S. Senate,,REP,Jim BANKS,257,172,80,5,0
Floyd,Greenville - 6,U.S. Senate,,DEM,Valerie McCRAY,99,51,39,9,0
Floyd,Greenville - 6,U.S. Senate,,LBT,Andrew HORNING,10,2,8,0,0
Floyd,Greenville - 6,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,Greenville - 6,Governor,,REP,Mike BRAUN / Micah BECKWITH,251,161,85,5,0
Floyd,Greenville - 6,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,111,62,40,9,0
Floyd,Greenville - 6,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,8,3,5,0,0
Floyd,Greenville - 6,Governor,,,Write-In,0,0,0,0,0
Floyd,Greenville - 6,Attorney General,,REP,Todd ROKITA,264,173,86,5,0
Floyd,Greenville - 6,Attorney General,,DEM,Destiny WELLS,104,53,42,9,0
Floyd,Greenville - 6,U.S. House,9,REP,Erin HOUCHIN,257,172,80,5,0
Floyd,Greenville - 6,U.S. House,9,DEM,Timothy (Tim) PECK,96,49,38,9,0
Floyd,Greenville - 6,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,17,6,11,0,0
Floyd,Greenville - 6,State House,70,REP,Karen ENGLEMAN,263,172,86,5,0
Floyd,Greenville - 6,State House,70,DEM,Sarah BLESSING,104,53,42,9,0
Floyd,Greenville - 6,County Recorder,,REP,Lois NAVILLE ENDRIS,308,198,103,7,0
Floyd,Greenville - 6,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 6,County Treasurer,,REP,Steve BURKS,262,167,90,5,0
Floyd,Greenville - 6,County Treasurer,,DEM,Vickie TENCER,103,56,38,9,0
Floyd,Greenville - 6,County Coroner,,REP,Matthew TOMLIN,229,149,76,4,0
Floyd,Greenville - 6,County Coroner,,DEM,Amy M CULWELL,139,76,53,10,0
Floyd,Greenville - 6,County Surveyor,,REP,John G BRINKWORTH III,305,197,101,7,0
Floyd,Greenville - 6,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Greenville - 6,County Commissioner,2,REP,Frank A LOOP,257,166,86,5,0
Floyd,Greenville - 6,County Commissioner,2,DEM,Veronica M COMBS,108,56,43,9,0
Floyd,Greenville - 6,County Commissioner,3,REP,Jason SHARP,237,153,80,4,0
Floyd,Greenville - 6,County Commissioner,3,DEM,Tim HARBISON,128,71,47,10,0
Floyd,Greenville - 6,County Council Member,At Large,REP,D M BAGSHAW,209,135,74,0,0
Floyd,Greenville - 6,County Council Member,At Large,REP,Matt MILLIES,197,135,60,2,0
Floyd,Greenville - 6,County Council Member,At Large,REP,Sam SARKISIAN,201,140,60,1,0
Floyd,Greenville - 6,County Council Member,At Large,DEM,Daniel T HARRIS,80,47,28,5,0
Floyd,Greenville - 6,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,94,53,33,8,0
Floyd,Greenville - 6,County Council Member,At Large,DEM,Brad STRIEGEL,137,80,48,9,0
Floyd,Greenville - 6,County Council Member,At Large,LBT,Morgan BEATTY,40,16,22,2,0
Floyd,Greenville - 6,Floyd County School Board,At Large,,Ann CURRUTHER,128,89,32,7,0
Floyd,Greenville - 6,Floyd County School Board,At Large,,Jennie HIGBIE,80,47,30,3,0
Floyd,Greenville - 6,Floyd County School Board,At Large,,Matt MAYFIELD,82,46,36,0,0
Floyd,Greenville - 6,Floyd County School Board,3,,Elizabeth A GALLIGAN,234,140,88,6,0
Floyd,Greenville - 6,Floyd County School Board,4,,Rebecca Jo GARDENOUR,216,132,76,8,0
Floyd,Greenville - 6,IN Supreme Court-Rush,,,Yes,230,140,82,8,0
Floyd,Greenville - 6,IN Supreme Court-Rush,,,No,85,54,28,3,0
Floyd,Greenville - 6,IN Supreme Court-Massa,,,Yes,231,145,82,4,0
Floyd,Greenville - 6,IN Supreme Court-Massa,,,No,80,46,27,7,0
Floyd,Greenville - 6,IN Supreme Court-Molter,,,Yes,234,146,81,7,0
Floyd,Greenville - 6,IN Supreme Court-Molter,,,No,74,44,26,4,0
Floyd,Greenville - 6,Court of Appeals Dist 1-Foley,,,Yes,227,143,78,6,0
Floyd,Greenville - 6,Court of Appeals Dist 1-Foley,,,No,76,44,27,5,0
Floyd,Greenville - 6,Court of Appeals Dist 4-Pyle III,,,Yes,227,140,80,7,0
Floyd,Greenville - 6,Court of Appeals Dist 4-Pyle III,,,No,75,46,25,4,0
Floyd,Lafayette - 1,Registered Voters,,,,1501,,,,
Floyd,Lafayette - 1,Ballots Cast,,,,962,700,209,53,0
Floyd,Lafayette - 1,Public Question-Const Amendment,,,Yes,479,353,103,23,0
Floyd,Lafayette - 1,Public Question-Const Amendment,,,No,483,347,106,30,0
Floyd,Lafayette - 1,Straight Ticket,,REP,Republican,411,289,100,22,0
Floyd,Lafayette - 1,Straight Ticket,,DEM,Democratic,179,132,34,13,0
Floyd,Lafayette - 1,Straight Ticket,,LBT,Libertarian,2,2,0,0,0
Floyd,Lafayette - 1,Straight Ticket,,WTP,We The People,5,4,1,0,0
Floyd,Lafayette - 1,President,,REP,Donald J TRUMP / JD VANCE,707,507,160,40,0
Floyd,Lafayette - 1,President,,DEM,Kamala D HARRIS / Tim WALZ,356,248,72,36,0
Floyd,Lafayette - 1,President,,LBT,Chase OLIVER / Mike ter MAAT,6,4,2,0,0
Floyd,Lafayette - 1,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,6,2,2,2,0
Floyd,Lafayette - 1,President,,,Write-In,1,1,0,0,0
Floyd,Lafayette - 1,U.S. Senate,,REP,Jim BANKS,700,503,159,38,0
Floyd,Lafayette - 1,U.S. Senate,,DEM,Valerie McCRAY,342,235,69,38,0
Floyd,Lafayette - 1,U.S. Senate,,LBT,Andrew HORNING,17,14,3,0,0
Floyd,Lafayette - 1,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 1,Governor,,REP,Mike BRAUN / Micah BECKWITH,694,499,156,39,0
Floyd,Lafayette - 1,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,364,251,75,38,0
Floyd,Lafayette - 1,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,12,6,5,1,0
Floyd,Lafayette - 1,Governor,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 1,Attorney General,,REP,Todd ROKITA,712,514,159,39,0
Floyd,Lafayette - 1,Attorney General,,DEM,Destiny WELLS,344,236,71,37,0
Floyd,Lafayette - 1,U.S. House,9,REP,Erin HOUCHIN,714,512,163,39,0
Floyd,Lafayette - 1,U.S. House,9,DEM,Timothy (Tim) PECK,330,228,64,38,0
Floyd,Lafayette - 1,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,18,12,5,1,0
Floyd,Lafayette - 1,State House,72,REP,Edward D (Ed) CLERE,684,484,155,45,0
Floyd,Lafayette - 1,State House,72,DEM,Jason APPLEGATE,377,266,78,33,0
Floyd,Lafayette - 1,County Recorder,,REP,Lois NAVILLE ENDRIS,848,602,190,56,0
Floyd,Lafayette - 1,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Lafayette - 1,County Treasurer,,REP,Steve BURKS,709,507,161,41,0
Floyd,Lafayette - 1,County Treasurer,,DEM,Vickie TENCER,344,239,68,37,0
Floyd,Lafayette - 1,County Coroner,,REP,Matthew TOMLIN,615,429,149,37,0
Floyd,Lafayette - 1,County Coroner,,DEM,Amy M CULWELL,440,321,79,40,0
Floyd,Lafayette - 1,County Surveyor,,REP,John G BRINKWORTH III,840,593,192,55,0
Floyd,Lafayette - 1,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Lafayette - 1,County Commissioner,2,REP,Frank A LOOP,713,500,171,42,0
Floyd,Lafayette - 1,County Commissioner,2,DEM,Veronica M COMBS,341,245,60,36,0
Floyd,Lafayette - 1,County Commissioner,3,REP,Jason SHARP,639,453,147,39,0
Floyd,Lafayette - 1,County Commissioner,3,DEM,Tim HARBISON,409,288,82,39,0
Floyd,Lafayette - 1,County Council Member,At Large,REP,D M BAGSHAW,571,411,135,25,0
Floyd,Lafayette - 1,County Council Member,At Large,REP,Matt MILLIES,543,396,120,27,0
Floyd,Lafayette - 1,County Council Member,At Large,REP,Sam SARKISIAN,569,412,133,24,0
Floyd,Lafayette - 1,County Council Member,At Large,DEM,Daniel T HARRIS,261,191,45,25,0
Floyd,Lafayette - 1,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,298,214,53,31,0
Floyd,Lafayette - 1,County Council Member,At Large,DEM,Brad STRIEGEL,441,328,79,34,0
Floyd,Lafayette - 1,County Council Member,At Large,LBT,Morgan BEATTY,107,68,32,7,0
Floyd,Lafayette - 1,Floyd County School Board,At Large,,Ann CURRUTHER,370,266,78,26,0
Floyd,Lafayette - 1,Floyd County School Board,At Large,,Jennie HIGBIE,222,153,55,14,0
Floyd,Lafayette - 1,Floyd County School Board,At Large,,Matt MAYFIELD,231,172,49,10,0
Floyd,Lafayette - 1,Floyd County School Board,3,,Elizabeth A GALLIGAN,656,456,158,42,0
Floyd,Lafayette - 1,Floyd County School Board,4,,Rebecca Jo GARDENOUR,583,408,137,38,0
Floyd,Lafayette - 1,IN Supreme Court-Rush,,,Yes,632,443,146,43,0
Floyd,Lafayette - 1,IN Supreme Court-Rush,,,No,227,175,40,12,0
Floyd,Lafayette - 1,IN Supreme Court-Massa,,,Yes,602,435,132,35,0
Floyd,Lafayette - 1,IN Supreme Court-Massa,,,No,243,173,50,20,0
Floyd,Lafayette - 1,IN Supreme Court-Molter,,,Yes,610,433,140,37,0
Floyd,Lafayette - 1,IN Supreme Court-Molter,,,No,234,173,43,18,0
Floyd,Lafayette - 1,Court of Appeals Dist 1-Foley,,,Yes,624,446,142,36,0
Floyd,Lafayette - 1,Court of Appeals Dist 1-Foley,,,No,212,154,41,17,0
Floyd,Lafayette - 1,Court of Appeals Dist 4-Pyle III,,,Yes,621,442,141,38,0
Floyd,Lafayette - 1,Court of Appeals Dist 4-Pyle III,,,No,216,160,41,15,0
Floyd,Lafayette - 2,Registered Voters,,,,772,,,,
Floyd,Lafayette - 2,Ballots Cast,,,,528,393,120,15,0
Floyd,Lafayette - 2,Public Question-Const Amendment,,,Yes,244,177,57,10,0
Floyd,Lafayette - 2,Public Question-Const Amendment,,,No,284,216,63,5,0
Floyd,Lafayette - 2,Straight Ticket,,REP,Republican,213,159,49,5,0
Floyd,Lafayette - 2,Straight Ticket,,DEM,Democratic,93,72,17,4,0
Floyd,Lafayette - 2,Straight Ticket,,LBT,Libertarian,0,0,0,0,0
Floyd,Lafayette - 2,Straight Ticket,,WTP,We The People,2,1,1,0,0
Floyd,Lafayette - 2,President,,REP,Donald J TRUMP / JD VANCE,380,286,82,12,0
Floyd,Lafayette - 2,President,,DEM,Kamala D HARRIS / Tim WALZ,187,139,39,9,0
Floyd,Lafayette - 2,President,,LBT,Chase OLIVER / Mike ter MAAT,1,1,0,0,0
Floyd,Lafayette - 2,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,4,1,3,0,0
Floyd,Lafayette - 2,President,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 2,U.S. Senate,,REP,Jim BANKS,365,275,78,12,0
Floyd,Lafayette - 2,U.S. Senate,,DEM,Valerie McCRAY,185,139,37,9,0
Floyd,Lafayette - 2,U.S. Senate,,LBT,Andrew HORNING,14,4,10,0,0
Floyd,Lafayette - 2,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 2,Governor,,REP,Mike BRAUN / Micah BECKWITH,365,277,77,11,0
Floyd,Lafayette - 2,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,190,142,39,9,0
Floyd,Lafayette - 2,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,13,4,8,1,0
Floyd,Lafayette - 2,Governor,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 2,Attorney General,,REP,Todd ROKITA,383,288,84,11,0
Floyd,Lafayette - 2,Attorney General,,DEM,Destiny WELLS,179,133,38,8,0
Floyd,Lafayette - 2,U.S. House,9,REP,Erin HOUCHIN,378,288,80,10,0
Floyd,Lafayette - 2,U.S. House,9,DEM,Timothy (Tim) PECK,173,130,34,9,0
Floyd,Lafayette - 2,U.S. House,9,LBT,Russell (Russ) BROOKSBANK,15,4,10,1,0
Floyd,Lafayette - 2,State House,70,REP,Karen ENGLEMAN,381,286,83,12,0
Floyd,Lafayette - 2,State House,70,DEM,Sarah BLESSING,182,134,39,9,0
Floyd,Lafayette - 2,County Recorder,,REP,Lois NAVILLE ENDRIS,462,344,104,14,0
Floyd,Lafayette - 2,County Recorder,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Lafayette - 2,County Treasurer,,REP,Steve BURKS,378,279,87,12,0
Floyd,Lafayette - 2,County Treasurer,,DEM,Vickie TENCER,178,135,34,9,0
Floyd,Lafayette - 2,County Coroner,,REP,Matthew TOMLIN,325,238,76,11,0
Floyd,Lafayette - 2,County Coroner,,DEM,Amy M CULWELL,236,181,47,8,0
Floyd,Lafayette - 2,County Surveyor,,REP,John G BRINKWORTH III,460,344,103,13,0
Floyd,Lafayette - 2,County Surveyor,,DEM,No Candidate Filed,0,0,0,0,0
Floyd,Lafayette - 2,County Commissioner,2,REP,Frank A LOOP,387,290,88,9,0
Floyd,Lafayette - 2,County Commissioner,2,DEM,Veronica M COMBS,176,131,34,11,0
Floyd,Lafayette - 2,County Commissioner,3,REP,Jason SHARP,340,252,76,12,0
Floyd,Lafayette - 2,County Commissioner,3,DEM,Tim HARBISON,224,172,43,9,0
Floyd,Lafayette - 2,County Council Member,At Large,REP,D M BAGSHAW,307,226,73,8,0
Floyd,Lafayette - 2,County Council Member,At Large,REP,Matt MILLIES,266,194,66,6,0
Floyd,Lafayette - 2,County Council Member,At Large,REP,Sam SARKISIAN,305,232,66,7,0
Floyd,Lafayette - 2,County Council Member,At Large,DEM,Daniel T HARRIS,137,106,27,4,0
Floyd,Lafayette - 2,County Council Member,At Large,DEM,Ellen MORRISON KELLEY,152,117,31,4,0
Floyd,Lafayette - 2,County Council Member,At Large,DEM,Brad STRIEGEL,259,199,55,5,0
Floyd,Lafayette - 2,County Council Member,At Large,LBT,Morgan BEATTY,53,29,22,2,0
Floyd,Lafayette - 2,Floyd County School Board,At Large,,Ann CURRUTHER,187,149,34,4,0
Floyd,Lafayette - 2,Floyd County School Board,At Large,,Jennie HIGBIE,101,69,28,4,0
Floyd,Lafayette - 2,Floyd County School Board,At Large,,Matt MAYFIELD,169,116,46,7,0
Floyd,Lafayette - 2,Floyd County School Board,3,,Elizabeth A GALLIGAN,391,281,97,13,0
Floyd,Lafayette - 2,Floyd County School Board,4,,Rebecca Jo GARDENOUR,348,253,82,13,0
Floyd,Lafayette - 2,IN Supreme Court-Rush,,,Yes,347,253,86,8,0
Floyd,Lafayette - 2,IN Supreme Court-Rush,,,No,135,102,26,7,0
Floyd,Lafayette - 2,IN Supreme Court-Massa,,,Yes,346,252,89,5,0
Floyd,Lafayette - 2,IN Supreme Court-Massa,,,No,128,94,24,10,0
Floyd,Lafayette - 2,IN Supreme Court-Molter,,,Yes,348,256,86,6,0
Floyd,Lafayette - 2,IN Supreme Court-Molter,,,No,128,93,26,9,0
Floyd,Lafayette - 2,Court of Appeals Dist 1-Foley,,,Yes,345,256,82,7,0
Floyd,Lafayette - 2,Court of Appeals Dist 1-Foley,,,No,132,94,30,8,0
Floyd,Lafayette - 2,Court of Appeals Dist 4-Pyle III,,,Yes,338,247,84,7,0
Floyd,Lafayette - 2,Court of Appeals Dist 4-Pyle III,,,No,131,96,27,8,0
Floyd,Lafayette - 3,Registered Voters,,,,687,,,,
Floyd,Lafayette - 3,Ballots Cast,,,,494,342,123,29,0
Floyd,Lafayette - 3,Public Question-Const Amendment,,,Yes,250,162,71,17,0
Floyd,Lafayette - 3,Public Question-Const Amendment,,,No,244,180,52,12,0
Floyd,Lafayette - 3,Straight Ticket,,REP,Republican,213,149,57,7,0
Floyd,Lafayette - 3,Straight Ticket,,DEM,Democratic,85,59,18,8,0
Floyd,Lafayette - 3,Straight Ticket,,LBT,Libertarian,0,0,0,0,0
Floyd,Lafayette - 3,Straight Ticket,,WTP,We The People,2,1,1,0,0
Floyd,Lafayette - 3,President,,REP,Donald J TRUMP / JD VANCE,342,239,90,13,0
Floyd,Lafayette - 3,President,,DEM,Kamala D HARRIS / Tim WALZ,193,130,42,21,0
Floyd,Lafayette - 3,President,,LBT,Chase OLIVER / Mike ter MAAT,3,3,0,0,0
Floyd,Lafayette - 3,President,,WTP,Robert F KENNEDY JR / Nichole SHANAHAN,1,1,0,0,0
Floyd,Lafayette - 3,President,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 3,U.S. Senate,,REP,Jim BANKS,340,239,87,14,0
Floyd,Lafayette - 3,U.S. Senate,,DEM,Valerie McCRAY,184,121,43,20,0
Floyd,Lafayette - 3,U.S. Senate,,LBT,Andrew HORNING,6,4,2,0,0
Floyd,Lafayette - 3,U.S. Senate,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 3,Governor,,REP,Mike BRAUN / Micah BECKWITH,340,243,84,13,0
Floyd,Lafayette - 3,Governor,,DEM,Jennifer G McCORMICK / Terry GOODIN,189,124,43,22,0
Floyd,Lafayette - 3,Governor,,LBT,Donald RAINWATER / Tonya HUDSON,10,4,6,0,0
Floyd,Lafayette - 3,Governor,,,Write-In,0,0,0,0,0
Floyd,Lafayette - 3,Attorney General,,REP,Todd ROKITA,354,244,95,15,0
