candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Decatur,10-Clay Township,,,,766
,Ballots Cast,,,Decatur,10-Clay Township,,,,305
Mike Braun,U.S. Senate,,R,Decatur,10-Clay Township,219,90,0,309
Joe Donnelly,U.S. Senate,,D,Decatur,10-Clay Township,65,36,0,101
Lucy M Brenton,U.S. Senate,,L,Decatur,10-Clay Township,19,9,0,28
Write in,U.S. Senate,,,Decatur,10-Clay Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,10-Clay Township,232,103,0,335
Jim Harper,Secretary of State,,D,Decatur,10-Clay Township,44,25,0,69
Mark W. Rutherford,Secretary of State,,L,Decatur,10-Clay Township,19,5,0,24
Write in,Secretary of State,,,Decatur,10-Clay Township,0,0,0,0
Tera Klutz,Auditor of State,,R,Decatur,10-Clay Township,223,96,0,319
Joselyn Whitticker,Auditor of State,,D,Decatur,10-Clay Township,49,26,0,75
John Schick,Auditor of State,,L,Decatur,10-Clay Township,15,3,0,18
Kelly Mitchell,Treasurer of State,,R,Decatur,10-Clay Township,246,101,0,347
John C. Aguilera,Treasurer of State,,D,Decatur,10-Clay Township,40,25,0,65
Greg Pence,U.S. House,6,R,Decatur,10-Clay Township,236,102,0,338
Jeannine Lee Lake,U.S. House,6,D,Decatur,10-Clay Township,50,29,0,79
Tom Ferkinhoff ,U.S. House,6,L,Decatur,10-Clay Township,16,3,0,19
Write in,U.S. House,6,R,Decatur,10-Clay Township,0,0,0,0
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,10-Clay Township,243,96,0,339
Cindy Meyer Ziemke,State Representative,55,R,Decatur,10-Clay Township,228,99,0,327
Corinne Westerfield,State Representative,55,D,Decatur,10-Clay Township,63,31,0,94
,Registered Voters,,,Decatur,11-Clinton Township,,,,330
,Ballots Cast,,,Decatur,11-Clinton Township,,,,142
Mike Braun,U.S. Senate,,R,Decatur,11-Clinton Township,117,42,0,159
Joe Donnelly,U.S. Senate,,D,Decatur,11-Clinton Township,23,13,0,36
Lucy M Brenton,U.S. Senate,,L,Decatur,11-Clinton Township,2,5,0,7
Write in,U.S. Senate,,,Decatur,11-Clinton Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,11-Clinton Township,127,49,0,176
Jim Harper,Secretary of State,,D,Decatur,11-Clinton Township,8,9,0,17
Mark W. Rutherford,Secretary of State,,L,Decatur,11-Clinton Township,3,1,0,4
Write in,Secretary of State,,,Decatur,11-Clinton Township,0,0,0,0
Tera Klutz,Auditor of State,,R,Decatur,11-Clinton Township,112,46,0,158
Joselyn Whitticker,Auditor of State,,D,Decatur,11-Clinton Township,14,10,0,24
John Schick,Auditor of State,,L,Decatur,11-Clinton Township,4,1,0,5
Kelly Mitchell,Treasurer of State,,R,Decatur,11-Clinton Township,118,49,0,167
John C. Aguilera,Treasurer of State,,D,Decatur,11-Clinton Township,11,8,0,19
Greg Pence,U.S. House,6,R,Decatur,11-Clinton Township,122,44,0,166
Jeannine Lee Lake,U.S. House,6,D,Decatur,11-Clinton Township,15,12,0,27
Tom Ferkinhoff ,U.S. House,6,L,Decatur,11-Clinton Township,4,2,0,6
Write in,U.S. House,6,R,Decatur,11-Clinton Township,0,1,0,1
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,11-Clinton Township,124,49,0,173
Cindy Meyer Ziemke,State Representative,55,R,Decatur,11-Clinton Township,121,47,0,168
Corinne Westerfield,State Representative,55,D,Decatur,11-Clinton Township,18,7,0,25
,Registered Voters,,,Decatur,12-Fugit Township,,,,1332
,Ballots Cast,,,Decatur,12-Fugit Township,,,,613
Mike Braun,U.S. Senate,,R,Decatur,12-Fugit Township,471,149,0,620
Joe Donnelly,U.S. Senate,,D,Decatur,12-Fugit Township,110,52,0,162
Lucy M Brenton,U.S. Senate,,L,Decatur,12-Fugit Township,23,6,0,29
Write in,U.S. Senate,,,Decatur,12-Fugit Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,12-Fugit Township,502,161,0,663
Jim Harper,Secretary of State,,D,Decatur,12-Fugit Township,77,43,0,120
Mark W. Rutherford,Secretary of State,,L,Decatur,12-Fugit Township,20,2,0,22
Write in,Secretary of State,,,Decatur,12-Fugit Township,1,0,0,1
Tera Klutz,Auditor of State,,R,Decatur,12-Fugit Township,478,156,0,634
Joselyn Whitticker,Auditor of State,,D,Decatur,12-Fugit Township,91,44,0,135
John Schick,Auditor of State,,L,Decatur,12-Fugit Township,17,2,0,19
Kelly Mitchell,Treasurer of State,,R,Decatur,12-Fugit Township,503,162,0,665
John C. Aguilera,Treasurer of State,,D,Decatur,12-Fugit Township,81,43,0,124
Greg Pence,U.S. House,6,R,Decatur,12-Fugit Township,491,154,0,645
Jeannine Lee Lake,U.S. House,6,D,Decatur,12-Fugit Township,97,44,0,141
Tom Ferkinhoff ,U.S. House,6,L,Decatur,12-Fugit Township,20,7,0,27
Write in,U.S. House,6,R,Decatur,12-Fugit Township,1,0,0,1
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,12-Fugit Township,,,,
Cindy Meyer Ziemke,State Representative,55,R,Decatur,12-Fugit Township,477,154,0,631
Corinne Westerfield,State Representative,55,D,Decatur,12-Fugit Township,122,50,0,172
,Registered Voters,,,Decatur,13-Jackson Township,,,,684
,Ballots Cast,,,Decatur,13-Jackson Township,,,,319
Mike Braun,U.S. Senate,,R,Decatur,13-Jackson Township,232,63,0,295
Joe Donnelly,U.S. Senate,,D,Decatur,13-Jackson Township,62,23,0,85
Lucy M Brenton,U.S. Senate,,L,Decatur,13-Jackson Township,22,5,0,27
Write in,U.S. Senate,,,Decatur,13-Jackson Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,13-Jackson Township,247,67,0,314
Jim Harper,Secretary of State,,D,Decatur,13-Jackson Township,49,20,0,69
Mark W. Rutherford,Secretary of State,,L,Decatur,13-Jackson Township,12,3,0,15
Write in,Secretary of State,,,Decatur,13-Jackson Township,1,0,0,1
Tera Klutz,Auditor of State,,R,Decatur,13-Jackson Township,243,65,0,308
Joselyn Whitticker,Auditor of State,,D,Decatur,13-Jackson Township,47,23,0,70
John Schick,Auditor of State,,L,Decatur,13-Jackson Township,13,1,0,14
Kelly Mitchell,Treasurer of State,,R,Decatur,13-Jackson Township,259,73,0,332
John C. Aguilera,Treasurer of State,,D,Decatur,13-Jackson Township,44,16,0,60
Greg Pence,U.S. House,6,R,Decatur,13-Jackson Township,250,68,0,318
Jeannine Lee Lake,U.S. House,6,D,Decatur,13-Jackson Township,52,21,0,73
Tom Ferkinhoff ,U.S. House,6,L,Decatur,13-Jackson Township,13,1,0,14
Write in,U.S. House,6,R,Decatur,13-Jackson Township,0,0,0,0
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,13-Jackson Township,270,74,0,344
Randy Frye,State Representative,67,R,Decatur,13-Jackson Township,267,70,0,337
Cordelle Feuston,State Representative,67,D,Decatur,13-Jackson Township,43,19,0,62
,Registered Voters,,,Decatur,14-Marion Township,,,,1128
,Ballots Cast,,,Decatur,14-Marion Township,,,,445
Mike Braun,U.S. Senate,,R,Decatur,14-Marion Township,343,138,0,481
Joe Donnelly,U.S. Senate,,D,Decatur,14-Marion Township,82,43,0,125
Lucy M Brenton,U.S. Senate,,L,Decatur,14-Marion Township,18,14,0,32
Write in,U.S. Senate,,,Decatur,14-Marion Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,14-Marion Township,367,149,0,516
Jim Harper,Secretary of State,,D,Decatur,14-Marion Township,59,31,0,90
Mark W. Rutherford,Secretary of State,,L,Decatur,14-Marion Township,12,7,0,19
Write in,Secretary of State,,,Decatur,14-Marion Township,0,0,0,0
Tera Klutz,Auditor of State,,R,Decatur,14-Marion Township,351,133,0,484
Joselyn Whitticker,Auditor of State,,D,Decatur,14-Marion Township,63,44,0,107
John Schick,Auditor of State,,L,Decatur,14-Marion Township,12,5,0,17
Kelly Mitchell,Treasurer of State,,R,Decatur,14-Marion Township,371,144,0,515
John C. Aguilera,Treasurer of State,,D,Decatur,14-Marion Township,56,40,0,96
Greg Pence,U.S. House,6,R,Decatur,14-Marion Township,365,146,0,511
Jeannine Lee Lake,U.S. House,6,D,Decatur,14-Marion Township,60,40,0,100
Tom Ferkinhoff ,U.S. House,6,L,Decatur,14-Marion Township,12,5,0,17
Write in,U.S. House,6,R,Decatur,14-Marion Township,0,0,0,0
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,14-Marion Township,379,155,0,534
Randy Frye,State Representative,67,R,Decatur,14-Marion Township,384,166,0,550
Cordelle Feuston,State Representative,67,D,Decatur,14-Marion Township,54,26,0,80
,Registered Voters,,,Decatur,15-Saltcreek Township,,,,825
,Ballots Cast,,,Decatur,15-Saltcreek Township,,,,410
Mike Braun,U.S. Senate,,R,Decatur,15-Saltcreek Township,307,85,0,392
Joe Donnelly,U.S. Senate,,D,Decatur,15-Saltcreek Township,83,15,0,98
Lucy M Brenton,U.S. Senate,,L,Decatur,15-Saltcreek Township,15,3,0,18
Write in,U.S. Senate,,,Decatur,15-Saltcreek Township,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,15-Saltcreek Township,340,89,0,429
Jim Harper,Secretary of State,,D,Decatur,15-Saltcreek Township,46,10,0,56
Mark W. Rutherford,Secretary of State,,L,Decatur,15-Saltcreek Township,17,2,0,19
Write in,Secretary of State,,,Decatur,15-Saltcreek Township,0,0,0,0
Tera Klutz,Auditor of State,,R,Decatur,15-Saltcreek Township,315,79,0,394
Joselyn Whitticker,Auditor of State,,D,Decatur,15-Saltcreek Township,62,18,0,80
John Schick,Auditor of State,,L,Decatur,15-Saltcreek Township,13,1,0,14
Kelly Mitchell,Treasurer of State,,R,Decatur,15-Saltcreek Township,330,85,0,415
John C. Aguilera,Treasurer of State,,D,Decatur,15-Saltcreek Township,54,13,0,67
Greg Pence,U.S. House,6,R,Decatur,15-Saltcreek Township,325,88,0,413
Jeannine Lee Lake,U.S. House,6,D,Decatur,15-Saltcreek Township,63,11,0,74
Tom Ferkinhoff ,U.S. House,6,L,Decatur,15-Saltcreek Township,17,4,0,21
Write in,U.S. House,6,R,Decatur,15-Saltcreek Township,0,0,0,0
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,15-Saltcreek Township,353,89,0,442
Randy Frye,State Representative,67,R,Decatur,15-Saltcreek Township,338,88,0,426
Cordelle Feuston,State Representative,67,D,Decatur,15-Saltcreek Township,65,15,0,80
,Registered Voters,,,Decatur,16-Westport Town,,,,845
,Ballots Cast,,,Decatur,16-Westport Town,,,,332
Mike Braun,U.S. Senate,,R,Decatur,16-Westport Town,213,56,0,269
Joe Donnelly,U.S. Senate,,D,Decatur,16-Westport Town,90,21,0,111
Lucy M Brenton,U.S. Senate,,L,Decatur,16-Westport Town,26,2,0,28
Write in,U.S. Senate,,,Decatur,16-Westport Town,0,0,0,0
Connie Lawson,Secretary of State,,R,Decatur,16-Westport Town,236,64,0,300
Jim Harper,Secretary of State,,D,Decatur,16-Westport Town,75,16,0,91
Mark W. Rutherford,Secretary of State,,L,Decatur,16-Westport Town,17,0,0,17
Write in,Secretary of State,,,Decatur,16-Westport Town,0,0,0,0
Tera Klutz,Auditor of State,,R,Decatur,16-Westport Town,227,60,0,287
Joselyn Whitticker,Auditor of State,,D,Decatur,16-Westport Town,76,18,0,94
John Schick,Auditor of State,,L,Decatur,16-Westport Town,14,1,0,15
Kelly Mitchell,Treasurer of State,,R,Decatur,16-Westport Town,234,65,0,299
John C. Aguilera,Treasurer of State,,D,Decatur,16-Westport Town,81,14,0,95
Greg Pence,U.S. House,6,R,Decatur,16-Westport Town,238,63,0,301
Jeannine Lee Lake,U.S. House,6,D,Decatur,16-Westport Town,74,16,0,90
Tom Ferkinhoff ,U.S. House,6,L,Decatur,16-Westport Town,15,1,0,16
Write in,U.S. House,6,R,Decatur,16-Westport Town,0,0,0,0
"Clyde A ""Chip"" Perfect Jr. ",State Senate,43,R,Decatur,16-Westport Town,241,66,0,307
Randy Frye,State Representative,67,R,Decatur,16-Westport Town,262,67,0,329
Cordelle Feuston,State Representative,67,D,Decatur,16-Westport Town,66,13,0,79
