candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mark W. Rutherford,Secretary of State,,L,Pike,02-Jeff 1,10,5,0,15
Write in,Secretary of State,,,Pike,02-Jeff 1,1,0,0,1
Tera Klutz,Auditor of State,,R,Pike,02-Jeff 1,217,90,0,307
Joselyn Whitticker,Auditor of State,,D,Pike,02-Jeff 1,78,80,0,158
John Schick,Auditor of State,,L,Pike,02-Jeff 1,11,4,0,15
Kelly Mitchell,Treasurer of State,,R,Pike,02-Jeff 1,235,98,0,333
John C. Aguilera,Treasurer of State,,D,Pike,02-Jeff 1,70,75,0,145
Larry D Bucshon,U S House,8,R,Pike,02-Jeff 1,239,98,0,337
William Tanoos,U S House,8,D,Pike,02-Jeff 1,74,77,0,151
Write in,U S House,8,,Pike,02-Jeff 1,1,1,0,2
Mark Messmer,State Senate,48,R,Pike,02-Jeff 1,273,125,0,398
No Candidate Filed,State Senate,48,D,Pike,02-Jeff 1,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,02-Jeff 1,229,90,0,319
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,02-Jeff 1,81,86,0,167
,Registered Voters,,,Pike,03-Jeff 2,,,,579
,Ballots Cast,,,Pike,03-Jeff 2,,,,287
Mike Braun,U.S. Senate,,R,Pike,03-Jeff 2,186,31,0,217
Joe Donnelly,U.S. Senate,,D,Pike,03-Jeff 2,81,24,0,105
Lucy M Brenton,U.S. Senate,,L,Pike,03-Jeff 2,16,6,0,22
Write in,U.S. Senate,,,Pike,03-Jeff 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,03-Jeff 2,177,30,0,207
Jim Harper,Secretary of State,,D,Pike,03-Jeff 2,81,27,0,108
Mark W. Rutherford,Secretary of State,,L,Pike,03-Jeff 2,9,2,0,11
Write in,Secretary of State,,,Pike,03-Jeff 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,03-Jeff 2,177,31,0,208
Joselyn Whitticker,Auditor of State,,D,Pike,03-Jeff 2,84,24,0,108
John Schick,Auditor of State,,L,Pike,03-Jeff 2,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,Pike,03-Jeff 2,185,30,0,215
John C. Aguilera,Treasurer of State,,D,Pike,03-Jeff 2,83,28,0,111
Larry D Bucshon,U S House,8,R,Pike,03-Jeff 2,188,31,0,219
William Tanoos,U S House,8,D,Pike,03-Jeff 2,87,27,0,114
Write in,U S House,8,,Pike,03-Jeff 2,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,03-Jeff 2,237,44,0,281
No Candidate Filed,State Senate,48,D,Pike,03-Jeff 2,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,03-Jeff 2,186,32,0,218
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,03-Jeff 2,85,28,0,113
,Registered Voters,,,Pike,04-Lockhart,,,,623
,Ballots Cast,,,Pike,04-Lockhart,,,,304
Mike Braun,U.S. Senate,,R,Pike,04-Lockhart,189,38,1,228
Joe Donnelly,U.S. Senate,,D,Pike,04-Lockhart,102,28,0,130
Lucy M Brenton,U.S. Senate,,L,Pike,04-Lockhart,8,3,0,11
Write in,U.S. Senate,,,Pike,04-Lockhart,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,04-Lockhart,198,40,1,239
Jim Harper,Secretary of State,,D,Pike,04-Lockhart,90,26,0,116
Mark W. Rutherford,Secretary of State,,L,Pike,04-Lockhart,10,3,0,13
Write in,Secretary of State,,,Pike,04-Lockhart,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,04-Lockhart,194,38,1,233
Joselyn Whitticker,Auditor of State,,D,Pike,04-Lockhart,93,27,0,120
John Schick,Auditor of State,,L,Pike,04-Lockhart,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Pike,04-Lockhart,200,40,1,241
John C. Aguilera,Treasurer of State,,D,Pike,04-Lockhart,94,29,0,123
Larry D Bucshon,U S House,8,R,Pike,04-Lockhart,209,41,1,251
William Tanoos,U S House,8,D,Pike,04-Lockhart,88,26,0,114
Write in,U S House,8,,Pike,04-Lockhart,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,04-Lockhart,244,47,1,292
No Candidate Filed,State Senate,48,D,Pike,04-Lockhart,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,04-Lockhart,195,40,1,236
John Hurley,State Representative ,75,D,Pike,04-Lockhart,100,27,0,127
,Registered Voters,,,Pike,05-Logan,,,,311
,Ballots Cast,,,Pike,05-Logan,,,,132
Mike Braun,U.S. Senate,,R,Pike,05-Logan,90,44,0,134
Joe Donnelly,U.S. Senate,,D,Pike,05-Logan,37,9,0,46
Lucy M Brenton,U.S. Senate,,L,Pike,05-Logan,3,1,0,4
Write in,U.S. Senate,,,Pike,05-Logan,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,05-Logan,86,39,0,125
Jim Harper,Secretary of State,,D,Pike,05-Logan,38,11,0,49
Mark W. Rutherford,Secretary of State,,L,Pike,05-Logan,5,1,0,6
Write in,Secretary of State,,,Pike,05-Logan,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,05-Logan,86,40,0,126
Joselyn Whitticker,Auditor of State,,D,Pike,05-Logan,38,9,0,47
John Schick,Auditor of State,,L,Pike,05-Logan,3,3,0,6
Kelly Mitchell,Treasurer of State,,R,Pike,05-Logan,95,43,0,138
John C. Aguilera,Treasurer of State,,D,Pike,05-Logan,32,8,0,40
Larry D Bucshon,U S House,8,R,Pike,05-Logan,100,45,0,145
William Tanoos,U S House,8,D,Pike,05-Logan,30,7,0,37
Write in,U S House,8,,Pike,05-Logan,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,05-Logan,112,42,0,154
No Candidate Filed,State Senate,48,D,Pike,05-Logan,0,0,0,0
Matt Hostettler,State Representative ,64,R,Pike,05-Logan,113,43,0,156
No Candidate Filed,State Representative ,64,D,Pike,05-Logan,0,0,0,0
,Registered Voters,,,Pike,06-Madison,,,,291
,Ballots Cast,,,Pike,06-Madison,,,,117
Mike Braun,U.S. Senate,,R,Pike,06-Madison,67,31,0,98
Joe Donnelly,U.S. Senate,,D,Pike,06-Madison,36,34,0,70
Lucy M Brenton,U.S. Senate,,L,Pike,06-Madison,11,7,0,18
Write in,U.S. Senate,,,Pike,06-Madison,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,06-Madison,65,38,0,103
Jim Harper,Secretary of State,,D,Pike,06-Madison,33,26,0,59
Mark W. Rutherford,Secretary of State,,L,Pike,06-Madison,6,3,0,9
Write in,Secretary of State,,,Pike,06-Madison,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,06-Madison,67,35,0,102
Joselyn Whitticker,Auditor of State,,D,Pike,06-Madison,32,30,0,62
John Schick,Auditor of State,,L,Pike,06-Madison,4,3,0,7
Kelly Mitchell,Treasurer of State,,R,Pike,06-Madison,71,40,0,111
John C. Aguilera,Treasurer of State,,D,Pike,06-Madison,32,30,0,62
Larry D Bucshon,U S House,8,R,Pike,06-Madison,73,43,0,116
William Tanoos,U S House,8,D,Pike,06-Madison,37,27,0,64
Write in,U S House,8,,Pike,06-Madison,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,06-Madison,92,43,0,135
No Candidate Filed,State Senate,48,D,Pike,06-Madison,0,0,0,0
Matt Hostettler,State Representative ,64,R,Pike,06-Madison,91,44,0,135
No Candidate Filed,State Representative ,64,D,Pike,06-Madison,0,0,0,0
,Registered Voters,,,Pike,07-Marion,,,,508
,Ballots Cast,,,Pike,07-Marion,,,,154
Mike Braun,U.S. Senate,,R,Pike,07-Marion,110,52,0,162
Joe Donnelly,U.S. Senate,,D,Pike,07-Marion,31,43,0,74
Lucy M Brenton,U.S. Senate,,L,Pike,07-Marion,10,20,0,12
Write in,U.S. Senate,,,Pike,07-Marion,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,07-Marion,112,52,0,164
Jim Harper,Secretary of State,,D,Pike,07-Marion,25,45,0,70
Mark W. Rutherford,Secretary of State,,L,Pike,07-Marion,8,2,0,10
Write in,Secretary of State,,,Pike,07-Marion,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,07-Marion,111,52,0,163
Joselyn Whitticker,Auditor of State,,D,Pike,07-Marion,29,43,0,72
John Schick,Auditor of State,,L,Pike,07-Marion,5,2,0,7
Kelly Mitchell,Treasurer of State,,R,Pike,07-Marion,121,54,0,175
John C. Aguilera,Treasurer of State,,D,Pike,07-Marion,22,43,0,65
Larry D Bucshon,U S House,8,R,Pike,07-Marion,119,54,0,173
William Tanoos,U S House,8,D,Pike,07-Marion,26,43,0,69
Write in,U S House,8,,Pike,07-Marion,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,07-Marion,136,63,0,199
No Candidate Filed,State Senate,48,D,Pike,07-Marion,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,07-Marion,106,52,0,158
John Hurley,State Representative ,75,D,Pike,07-Marion,37,47,0,84
,Registered Voters,,,Pike,08-Monroe,,,,478
,Ballots Cast,,,Pike,08-Monroe,,,,214
Mike Braun,U.S. Senate,,R,Pike,08-Monroe,121,29,0,150
Joe Donnelly,U.S. Senate,,D,Pike,08-Monroe,84,37,0,121
Lucy M Brenton,U.S. Senate,,L,Pike,08-Monroe,7,2,0,9
Write in,U.S. Senate,,,Pike,08-Monroe,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,08-Monroe,126,31,0,157
Jim Harper,Secretary of State,,D,Pike,08-Monroe,73,34,0,107
Mark W. Rutherford,Secretary of State,,L,Pike,08-Monroe,8,2,0,10
Write in,Secretary of State,,,Pike,08-Monroe,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,08-Monroe,122,29,0,151
Joselyn Whitticker,Auditor of State,,D,Pike,08-Monroe,74,33,0,107
John Schick,Auditor of State,,L,Pike,08-Monroe,10,4,0,14
Kelly Mitchell,Treasurer of State,,R,Pike,08-Monroe,126,32,0,158
John C. Aguilera,Treasurer of State,,D,Pike,08-Monroe,77,34,0,111
Larry D Bucshon,U S House,8,R,Pike,08-Monroe,132,37,0,169
William Tanoos,U S House,8,D,Pike,08-Monroe,78,29,0,107
Write in,U S House,8,,Pike,08-Monroe,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,08-Monroe,164,55,0,219
No Candidate Filed,State Senate,48,D,Pike,08-Monroe,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,08-Monroe,124,38,0,162
John Hurley,State Representative ,75,D,Pike,08-Monroe,83,29,0,112
,Registered Voters,,,Pike,09-Patoka 1,,,,652
,Ballots Cast,,,Pike,09-Patoka 1,,,,230
Mike Braun,U.S. Senate,,R,Pike,09-Patoka 1,154,85,0,239
Joe Donnelly,U.S. Senate,,D,Pike,09-Patoka 1,55,40,0,95
Lucy M Brenton,U.S. Senate,,L,Pike,09-Patoka 1,15,5,0,20
Write in,U.S. Senate,,,Pike,09-Patoka 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,09-Patoka 1,154,87,0,241
Jim Harper,Secretary of State,,D,Pike,09-Patoka 1,55,37,0,92
Mark W. Rutherford,Secretary of State,,L,Pike,09-Patoka 1,9,3,0,12
Write in,Secretary of State,,,Pike,09-Patoka 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,09-Patoka 1,156,84,0,240
Joselyn Whitticker,Auditor of State,,D,Pike,09-Patoka 1,55,43,0,98
John Schick,Auditor of State,,L,Pike,09-Patoka 1,8,1,0,9
Kelly Mitchell,Treasurer of State,,R,Pike,09-Patoka 1,166,89,0,255
John C. Aguilera,Treasurer of State,,D,Pike,09-Patoka 1,51,39,0,90
Larry D Bucshon,U S House,8,R,Pike,09-Patoka 1,170,92,0,262
William Tanoos,U S House,8,D,Pike,09-Patoka 1,53,35,0,88
Write in,U S House,8,,Pike,09-Patoka 1,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,09-Patoka 1,200,110,0,310
No Candidate Filed,State Senate,48,D,Pike,09-Patoka 1,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,09-Patoka 1,164,90,0,254
John Hurley,State Representative ,75,D,Pike,09-Patoka 1,55,38,0,93
,Registered Voters,,,Pike,10-Patoka 2,,,,828
,Ballots Cast,,,Pike,10-Patoka 2,,,,316
Mike Braun,U.S. Senate,,R,Pike,10-Patoka 2,194,87,0,281
Joe Donnelly,U.S. Senate,,D,Pike,10-Patoka 2,91,80,0,171
Lucy M Brenton,U.S. Senate,,L,Pike,10-Patoka 2,21,7,0,28
Write in,U.S. Senate,,,Pike,10-Patoka 2,1,0,0,1
Connie Lawson,Secretary of State,,R,Pike,10-Patoka 2,207,86,0,293
Jim Harper,Secretary of State,,D,Pike,10-Patoka 2,76,81,0,157
Mark W. Rutherford,Secretary of State,,L,Pike,10-Patoka 2,14,4,0,18
Write in,Secretary of State,,,Pike,10-Patoka 2,0,1,0,1
Tera Klutz,Auditor of State,,R,Pike,10-Patoka 2,207,90,0,297
Joselyn Whitticker,Auditor of State,,D,Pike,10-Patoka 2,78,76,0,154
John Schick,Auditor of State,,L,Pike,10-Patoka 2,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,Pike,10-Patoka 2,226,94,0,320
John C. Aguilera,Treasurer of State,,D,Pike,10-Patoka 2,73,75,0,148
Larry D Bucshon,U S House,8,R,Pike,10-Patoka 2,223,101,0,324
William Tanoos,U S House,8,D,Pike,10-Patoka 2,75,72,0,147
Write in,U S House,8,,Pike,10-Patoka 2,0,1,0,1
Mark Messmer,State Senate,48,R,Pike,10-Patoka 2,269,114,0,383
No Candidate Filed,State Senate,48,D,Pike,10-Patoka 2,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,10-Patoka 2,206,87,0,293
John Hurley,State Representative ,75,D,Pike,10-Patoka 2,92,86,0,178
,Registered Voters,,,Pike,11-Petersburg 1,,,,394
,Ballots Cast,,,Pike,11-Petersburg 1,,,,121
Mike Braun,U.S. Senate,,R,Pike,11-Petersburg 1,81,43,0,124
Joe Donnelly,U.S. Senate,,D,Pike,11-Petersburg 1,29,34,0,63
Lucy M Brenton,U.S. Senate,,L,Pike,11-Petersburg 1,7,6,0,13
Write in,U.S. Senate,,,Pike,11-Petersburg 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,11-Petersburg 1,80,41,0,121
Jim Harper,Secretary of State,,D,Pike,11-Petersburg 1,25,37,0,62
Mark W. Rutherford,Secretary of State,,L,Pike,11-Petersburg 1,7,3,0,10
Write in,Secretary of State,,,Pike,11-Petersburg 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,11-Petersburg 1,83,40,0,123
Joselyn Whitticker,Auditor of State,,D,Pike,11-Petersburg 1,28,40,0,68
John Schick,Auditor of State,,L,Pike,11-Petersburg 1,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Pike,11-Petersburg 1,89,46,0,135
John C. Aguilera,Treasurer of State,,D,Pike,11-Petersburg 1,26,35,0,61
Larry D Bucshon,U S House,8,R,Pike,11-Petersburg 1,88,48,0,136
William Tanoos,U S House,8,D,Pike,11-Petersburg 1,28,37,0,65
Write in,U S House,8,,Pike,11-Petersburg 1,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,11-Petersburg 1,101,61,0,162
No Candidate Filed,State Senate,48,D,Pike,11-Petersburg 1,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,11-Petersburg 1,83,46,0,129
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,11-Petersburg 1,32,40,0,72
,Registered Voters,,,Pike,12-Petersburg 2,,,,327
,Ballots Cast,,,Pike,12-Petersburg 2,,,,90
Mike Braun,U.S. Senate,,R,Pike,12-Petersburg 2,60,40,0,100
Joe Donnelly,U.S. Senate,,D,Pike,12-Petersburg 2,25,18,0,43
Lucy M Brenton,U.S. Senate,,L,Pike,12-Petersburg 2,4,1,0,5
Write in,U.S. Senate,,,Pike,12-Petersburg 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,12-Petersburg 2,58,39,0,97
Jim Harper,Secretary of State,,D,Pike,12-Petersburg 2,20,15,0,35
Mark W. Rutherford,Secretary of State,,L,Pike,12-Petersburg 2,7,3,0,10
Write in,Secretary of State,,,Pike,12-Petersburg 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,12-Petersburg 2,60,38,0,98
Joselyn Whitticker,Auditor of State,,D,Pike,12-Petersburg 2,22,17,0,39
John Schick,Auditor of State,,L,Pike,12-Petersburg 2,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Pike,12-Petersburg 2,66,40,0,106
John C. Aguilera,Treasurer of State,,D,Pike,12-Petersburg 2,19,16,0,35
Larry D Bucshon,U S House,8,R,Pike,12-Petersburg 2,70,44,0,114
William Tanoos,U S House,8,D,Pike,12-Petersburg 2,18,13,0,31
Write in,U S House,8,,Pike,12-Petersburg 2,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,12-Petersburg 2,73,50,0,123
No Candidate Filed,State Senate,48,D,Pike,12-Petersburg 2,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,12-Petersburg 2,59,41,0,100
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,12-Petersburg 2,26,15,0,41
,Registered Voters,,,Pike,13-Petersburg 3,,,,491
,Ballots Cast,,,Pike,13-Petersburg 3,,,,150
Mike Braun,U.S. Senate,,R,Pike,13-Petersburg 3,87,74,0,161
Joe Donnelly,U.S. Senate,,D,Pike,13-Petersburg 3,51,39,0,90
Lucy M Brenton,U.S. Senate,,L,Pike,13-Petersburg 3,3,4,0,7
Write in,U.S. Senate,,,Pike,13-Petersburg 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,13-Petersburg 3,82,70,0,152
Jim Harper,Secretary of State,,D,Pike,13-Petersburg 3,46,40,0,86
Mark W. Rutherford,Secretary of State,,L,Pike,13-Petersburg 3,8,2,0,10
Write in,Secretary of State,,,Pike,13-Petersburg 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,13-Petersburg 3,83,71,0,154
Joselyn Whitticker,Auditor of State,,D,Pike,13-Petersburg 3,48,38,0,86
John Schick,Auditor of State,,L,Pike,13-Petersburg 3,9,4,0,13
Kelly Mitchell,Treasurer of State,,R,Pike,13-Petersburg 3,88,73,0,161
John C. Aguilera,Treasurer of State,,D,Pike,13-Petersburg 3,49,40,0,89
Larry D Bucshon,U S House,8,R,Pike,13-Petersburg 3,91,76,0,167
William Tanoos,U S House,8,D,Pike,13-Petersburg 3,48,39,0,87
Write in,U S House,8,,Pike,13-Petersburg 3,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,13-Petersburg 3,107,89,0,196
No Candidate Filed,State Senate,48,D,Pike,13-Petersburg 3,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,13-Petersburg 3,78,70,0,148
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,13-Petersburg 3,61,43,0,104
,Registered Voters,,,Pike,14-Petersburg 4,,,,420
,Ballots Cast,,,Pike,14-Petersburg 4,,,,144
Mike Braun,U.S. Senate,,R,Pike,14-Petersburg 4,91,36,0,127
Joe Donnelly,U.S. Senate,,D,Pike,14-Petersburg 4,41,25,0,66
Lucy M Brenton,U.S. Senate,,L,Pike,14-Petersburg 4,8,3,0,11
Write in,U.S. Senate,,,Pike,14-Petersburg 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,14-Petersburg 4,96,38,0,134
Jim Harper,Secretary of State,,D,Pike,14-Petersburg 4,38,21,0,59
Mark W. Rutherford,Secretary of State,,L,Pike,14-Petersburg 4,6,1,0,7
Write in,Secretary of State,,,Pike,14-Petersburg 4,1,0,0,1
Tera Klutz,Auditor of State,,R,Pike,14-Petersburg 4,97,35,0,132
Joselyn Whitticker,Auditor of State,,D,Pike,14-Petersburg 4,39,21,0,60
John Schick,Auditor of State,,L,Pike,14-Petersburg 4,5,2,0,7
Kelly Mitchell,Treasurer of State,,R,Pike,14-Petersburg 4,102,37,0,139
John C. Aguilera,Treasurer of State,,D,Pike,14-Petersburg 4,39,21,0,60
Larry D Bucshon,U S House,8,R,Pike,14-Petersburg 4,106,37,0,143
William Tanoos,U S House,8,D,Pike,14-Petersburg 4,34,23,0,57
Write in,U S House,8,,Pike,14-Petersburg 4,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,14-Petersburg 4,125,50,0,175
No Candidate Filed,State Senate,48,D,Pike,14-Petersburg 4,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,14-Petersburg 4,93,39,0,132
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,14-Petersburg 4,48,23,0,71
,Registered Voters,,,Pike,15-Washington 1,,,,625
,Ballots Cast,,,Pike,15-Washington 1,,,,212
Mike Braun,U.S. Senate,,R,Pike,15-Washington 1,140,97,0,237
Joe Donnelly,U.S. Senate,,D,Pike,15-Washington 1,61,64,0,125
Lucy M Brenton,U.S. Senate,,L,Pike,15-Washington 1,8,9,0,17
Write in,U.S. Senate,,,Pike,15-Washington 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,15-Washington 1,146,97,0,243
Jim Harper,Secretary of State,,D,Pike,15-Washington 1,52,63,0,115
Mark W. Rutherford,Secretary of State,,L,Pike,15-Washington 1,7,4,0,11
Write in,Secretary of State,,,Pike,15-Washington 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,15-Washington 1,136,97,0,233
Joselyn Whitticker,Auditor of State,,D,Pike,15-Washington 1,60,64,0,124
John Schick,Auditor of State,,L,Pike,15-Washington 1,6,1,0,7
Kelly Mitchell,Treasurer of State,,R,Pike,15-Washington 1,154,100,0,254
John C. Aguilera,Treasurer of State,,D,Pike,15-Washington 1,48,61,0,109
Larry D Bucshon,U S House,8,R,Pike,15-Washington 1,157,106,0,263
William Tanoos,U S House,8,D,Pike,15-Washington 1,50,61,0,111
Write in,U S House,8,,Pike,15-Washington 1,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,15-Washington 1,183,123,0,306
No Candidate Filed,State Senate,48,D,Pike,15-Washington 1,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,15-Washington 1,131,100,0,231
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,15-Washington 1,72,67,0,139
,Registered Voters,,,Pike,16-Washington 2,,,,430
,Ballots Cast,,,Pike,16-Washington 2,,,,162
Mike Braun,U.S. Senate,,R,Pike,16-Washington 2,110,65,0,175
Joe Donnelly,U.S. Senate,,D,Pike,16-Washington 2,44,42,0,86
Lucy M Brenton,U.S. Senate,,L,Pike,16-Washington 2,5,3,0,8
Write in,U.S. Senate,,,Pike,16-Washington 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,16-Washington 2,106,67,0,173
Jim Harper,Secretary of State,,D,Pike,16-Washington 2,48,37,0,85
Mark W. Rutherford,Secretary of State,,L,Pike,16-Washington 2,1,3,0,4
Write in,Secretary of State,,,Pike,16-Washington 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,16-Washington 2,109,71,0,180
Joselyn Whitticker,Auditor of State,,D,Pike,16-Washington 2,45,33,0,78
John Schick,Auditor of State,,L,Pike,16-Washington 2,1,2,0,3
Kelly Mitchell,Treasurer of State,,R,Pike,16-Washington 2,115,70,0,185
John C. Aguilera,Treasurer of State,,D,Pike,16-Washington 2,39,38,0,77
Larry D Bucshon,U S House,8,R,Pike,16-Washington 2,118,73,0,191
William Tanoos,U S House,8,D,Pike,16-Washington 2,39,36,0,75
Write in,U S House,8,,Pike,16-Washington 2,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,16-Washington 2,131,78,0,209
No Candidate Filed,State Senate,48,D,Pike,16-Washington 2,0,0,0,0
Ron Bacon,State Representative ,75,R,Pike,16-Washington 2,107,69,0,176
John Hurley,State Representative ,75,D,Pike,16-Washington 2,50,37,0,87
,Registered Voters,,,Pike,17-Washington 3,,,,456
,Ballots Cast,,,Pike,17-Washington 3,,,,165
Mike Braun,U.S. Senate,,R,Pike,17-Washington 3,113,83,0,196
Joe Donnelly,U.S. Senate,,D,Pike,17-Washington 3,39,54,0,93
Lucy M Brenton,U.S. Senate,,L,Pike,17-Washington 3,9,6,0,15
Write in,U.S. Senate,,,Pike,17-Washington 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Pike,17-Washington 3,110,92,0,202
Jim Harper,Secretary of State,,D,Pike,17-Washington 3,43,43,0,86
Mark W. Rutherford,Secretary of State,,L,Pike,17-Washington 3,7,7,0,14
Write in,Secretary of State,,,Pike,17-Washington 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Pike,17-Washington 3,110,87,0,197
Joselyn Whitticker,Auditor of State,,D,Pike,17-Washington 3,43,47,0,90
John Schick,Auditor of State,,L,Pike,17-Washington 3,8,4,0,12
Kelly Mitchell,Treasurer of State,,R,Pike,17-Washington 3,118,92,0,210
John C. Aguilera,Treasurer of State,,D,Pike,17-Washington 3,39,46,0,85
Larry D Bucshon,U S House,8,R,Pike,17-Washington 3,121,98,0,219
William Tanoos,U S House,8,D,Pike,17-Washington 3,40,45,0,85
Write in,U S House,8,,Pike,17-Washington 3,0,0,0,0
Mark Messmer,State Senate,48,R,Pike,17-Washington 3,136,115,0,251
No Candidate Filed,State Senate,48,D,Pike,17-Washington 3,0,0,0,0
Shane M Lindauer,State Representative ,63,R,Pike,17-Washington 3,107,86,0,193
"Joseph ""Joe"" Lannan",State Representative ,63,D,Pike,17-Washington 3,51,49,0,100
,Registered Voters,,,Pike,18-Winslow,,,,583
,Ballots Cast,,,Pike,18-Winslow,,,,251
