candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
Kelly Mitchell,Treasurer of State,,R,Monroe,Clear Creek 01,177,0,344,521
Liz Watson,U.S. House,9,D,Monroe,Clear Creek 01,157,0,237,394
Trey Hollingsworth,U.S. House,9,R,Monroe,Clear Creek 01,162,0,309,471
George William Wolfe ,US House,9,W,Monroe,Clear Creek 01,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Clear Creek 01,0,0,0,0
Jared Stancombe,State Representative,65,D,Monroe,Clear Creek 01,141,0,208,349
Chris D May,State Representative,65,R,Monroe,Clear Creek 01,173,0,330,503
,Ballots Cast,,,Monroe,Clear Creek 02,,,,576
,Straight Party,,D,Monroe,Clear Creek 02,59,0,43,102
,Straight Party,,R,Monroe,Clear Creek 02,51,0,97,148
,Straight Party,,L,Monroe,Clear Creek 02,0,0,3,3
Joe Donnelly,U.S. Senate,,D,Monroe,Clear Creek 02,115,0,138,253
Mike Braun,U.S. Senate,,R,Monroe,Clear Creek 02,87,0,210,297
Lucy M Brenton,U.S. Senate,,L,Monroe,Clear Creek 02,4,0,16,20
Christopher Fischer,U.S. Senate,,W,Monroe,Clear Creek 02,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Clear Creek 02,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Clear Creek 02,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Clear Creek 02,109,0,123,232
Connie Lawson,Secretary of State,,R,Monroe,Clear Creek 02,92,0,215,307
Mark W. Rutherford,Secretary of State,,L,Monroe,Clear Creek 02,4,0,21,25
George William Wolfe ,Secretary of State,,W,Monroe,Clear Creek 02,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Clear Creek 02,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Clear Creek 02,108,0,120,228
Tera Klutz,Auditor of State,,R,Monroe,Clear Creek 02,93,0,210,303
John Schick,Auditor of State,,L,Monroe,Clear Creek 02,4,0,25,29
John C. Aguilera,Treasurer of State,,D,Monroe,Clear Creek 02,112,0,117,229
Kelly Mitchell,Treasurer of State,,R,Monroe,Clear Creek 02,93,0,232,325
Liz Watson,U.S. House,9,D,Monroe,Clear Creek 02,114,0,157,271
Trey Hollingsworth,U.S. House,9,R,Monroe,Clear Creek 02,91,0,206,297
George William Wolfe ,US House,9,W,Monroe,Clear Creek 02,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Clear Creek 02,0,0,0,0
Jared Stancombe,State Representative,65,D,Monroe,Clear Creek 02,111,0,131,242
Chris D May,State Representative,65,R,Monroe,Clear Creek 02,93,0,219,312
,Ballots Cast,,,Monroe,Clear Creek 03,,,,841
,Straight Party,,D,Monroe,Clear Creek 03,93,0,78,171
,Straight Party,,R,Monroe,Clear Creek 03,70,0,140,210
,Straight Party,,L,Monroe,Clear Creek 03,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Clear Creek 03,204,0,220,424
Mike Braun,U.S. Senate,,R,Monroe,Clear Creek 03,104,0,287,391
Lucy M Brenton,U.S. Senate,,L,Monroe,Clear Creek 03,7,0,17,24
Christopher Fischer,U.S. Senate,,W,Monroe,Clear Creek 03,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Clear Creek 03,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Clear Creek 03,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Clear Creek 03,178,0,181,359
Connie Lawson,Secretary of State,,R,Monroe,Clear Creek 03,126,0,315,441
Mark W. Rutherford,Secretary of State,,L,Monroe,Clear Creek 03,5,0,23,28
George William Wolfe ,Secretary of State,,W,Monroe,Clear Creek 03,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Clear Creek 03,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Clear Creek 03,181,0,176,357
Tera Klutz,Auditor of State,,R,Monroe,Clear Creek 03,121,0,308,429
John Schick,Auditor of State,,L,Monroe,Clear Creek 03,5,0,30,35
John C. Aguilera,Treasurer of State,,D,Monroe,Clear Creek 03,177,0,181,358
Kelly Mitchell,Treasurer of State,,R,Monroe,Clear Creek 03,128,0,329,457
Liz Watson,U.S. House,9,D,Monroe,Clear Creek 03,203,0,220,423
Trey Hollingsworth,U.S. House,9,R,Monroe,Clear Creek 03,108,0,300,408
George William Wolfe ,US House,9,W,Monroe,Clear Creek 03,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Clear Creek 03,0,0,0,0
Jared Stancombe,State Representative,65,D,Monroe,Clear Creek 03,189,0,192,381
Chris D May,State Representative,65,R,Monroe,Clear Creek 03,121,0,322,443
,Ballots Cast,,,Monroe,Indian Creek,,,,621
,Straight Party,,D,Monroe,Indian Creek,57,0,61,118
,Straight Party,,R,Monroe,Indian Creek,40,0,122,162
,Straight Party,,L,Monroe,Indian Creek,2,0,0,2
Joe Donnelly,U.S. Senate,,D,Monroe,Indian Creek,119,0,159,278
Mike Braun,U.S. Senate,,R,Monroe,Indian Creek,77,0,240,317
Lucy M Brenton,U.S. Senate,,L,Monroe,Indian Creek,8,0,11,19
Christopher Fischer,U.S. Senate,,W,Monroe,Indian Creek,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Indian Creek,0,0,1,1
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Indian Creek,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Indian Creek,116,0,141,257
Connie Lawson,Secretary of State,,R,Monroe,Indian Creek,85,0,250,335
Mark W. Rutherford,Secretary of State,,L,Monroe,Indian Creek,4,0,15,19
George William Wolfe ,Secretary of State,,W,Monroe,Indian Creek,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Indian Creek,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Indian Creek,118,0,139,257
Tera Klutz,Auditor of State,,R,Monroe,Indian Creek,81,0,255,336
John Schick,Auditor of State,,L,Monroe,Indian Creek,5,0,8,13
John C. Aguilera,Treasurer of State,,D,Monroe,Indian Creek,120,0,140,260
Kelly Mitchell,Treasurer of State,,R,Monroe,Indian Creek,82,0,261,343
Liz Watson,U.S. House,9,D,Monroe,Indian Creek,122,0,163,285
Trey Hollingsworth,U.S. House,9,R,Monroe,Indian Creek,82,0,246,328
George William Wolfe ,US House,9,W,Monroe,Indian Creek,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Indian Creek,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Indian Creek,123,0,175,298
Jeff Ellington,State Representative,62,R,Monroe,Indian Creek,80,0,234,314
,Ballots Cast,,,Monroe,Perry 01,,,,567
,Straight Party,,D,Monroe,Perry 01,108,0,60,168
,Straight Party,,R,Monroe,Perry 01,14,0,19,33
,Straight Party,,L,Monroe,Perry 01,1,0,6,7
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 01,263,0,200,463
Mike Braun,U.S. Senate,,R,Monroe,Perry 01,29,0,43,72
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 01,6,0,22,28
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 01,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 01,1,0,0,1
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 01,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 01,256,0,195,451
Connie Lawson,Secretary of State,,R,Monroe,Perry 01,37,0,48,85
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 01,5,0,21,26
George William Wolfe ,Secretary of State,,W,Monroe,Perry 01,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 01,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 01,250,0,193,443
Tera Klutz,Auditor of State,,R,Monroe,Perry 01,39,0,47,86
John Schick,Auditor of State,,L,Monroe,Perry 01,8,0,24,32
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 01,250,0,203,453
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 01,42,0,60,102
Liz Watson,U.S. House,9,D,Monroe,Perry 01,270,0,221,491
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 01,28,0,43,71
George William Wolfe ,US House,9,W,Monroe,Perry 01,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 01,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 01,263,0,213,476
,Ballots Cast,,,Monroe,Perry 02,,,,565
,Straight Party,,D,Monroe,Perry 02,73,0,73,146
,Straight Party,,R,Monroe,Perry 02,49,0,35,84
,Straight Party,,L,Monroe,Perry 02,2,0,4,6
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 02,185,0,198,383
Mike Braun,U.S. Senate,,R,Monroe,Perry 02,75,0,69,144
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 02,14,0,23,37
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 02,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 02,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 02,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 02,179,0,186,365
Connie Lawson,Secretary of State,,R,Monroe,Perry 02,86,0,80,166
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 02,6,0,18,24
George William Wolfe ,Secretary of State,,W,Monroe,Perry 02,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 02,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 02,174,0,182,356
Tera Klutz,Auditor of State,,R,Monroe,Perry 02,84,0,82,166
John Schick,Auditor of State,,L,Monroe,Perry 02,13,0,18,31
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 02,180,0,197,377
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 02,90,0,85,175
Liz Watson,U.S. House,9,D,Monroe,Perry 02,198,0,209,407
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 02,75,0,77,152
George William Wolfe ,US House,9,W,Monroe,Perry 02,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 02,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 02,205,0,236,441
,Ballots Cast,,,Monroe,Perry 03,,,,672
,Straight Party,,D,Monroe,Perry 03,108,0,91,199
,Straight Party,,R,Monroe,Perry 03,28,0,35,63
,Straight Party,,L,Monroe,Perry 03,1,0,0,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 03,245,0,256,501
Mike Braun,U.S. Senate,,R,Monroe,Perry 03,53,0,76,129
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 03,15,0,25,40
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 03,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 03,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 03,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 03,235,0,250,485
Connie Lawson,Secretary of State,,R,Monroe,Perry 03,64,0,77,141
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 03,11,0,25,36
George William Wolfe ,Secretary of State,,W,Monroe,Perry 03,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 03,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 03,242,0,238,480
Tera Klutz,Auditor of State,,R,Monroe,Perry 03,59,0,88,147
John Schick,Auditor of State,,L,Monroe,Perry 03,9,0,23,32
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 03,237,0,250,487
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 03,71,0,97,168
Liz Watson,U.S. House,9,D,Monroe,Perry 03,256,0,271,527
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 03,55,0,85,140
George William Wolfe ,US House,9,W,Monroe,Perry 03,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 03,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 03,266,0,297,563
,Ballots Cast,,,Monroe,Perry 04,,,,784
,Straight Party,,D,Monroe,Perry 04,103,0,72,175
,Straight Party,,R,Monroe,Perry 04,69,0,53,122
,Straight Party,,L,Monroe,Perry 04,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 04,294,0,211,505
Mike Braun,U.S. Senate,,R,Monroe,Perry 04,113,0,128,241
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 04,13,0,19,32
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 04,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 04,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 04,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 04,264,0,185,449
Connie Lawson,Secretary of State,,R,Monroe,Perry 04,132,0,149,281
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 04,18,0,15,33
George William Wolfe ,Secretary of State,,W,Monroe,Perry 04,0,0,2,2
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 04,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 04,266,0,177,443
Tera Klutz,Auditor of State,,R,Monroe,Perry 04,133,0,147,280
John Schick,Auditor of State,,L,Monroe,Perry 04,15,0,27,42
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 04,270,0,193,463
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 04,141,0,158,299
Liz Watson,U.S. House,9,D,Monroe,Perry 04,297,0,224,521
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 04,121,0,136,257
George William Wolfe ,US House,9,W,Monroe,Perry 04,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 04,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 04,276,0,200,476
Jeff Ellington,State Representative,62,R,Monroe,Perry 04,143,0,153,296
,Ballots Cast,,,Monroe,Perry 05,,,,918
,Straight Party,,D,Monroe,Perry 05,152,0,91,243
,Straight Party,,R,Monroe,Perry 05,61,0,66,127
,Straight Party,,L,Monroe,Perry 05,1,0,5,6
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 05,321,0,290,611
Mike Braun,U.S. Senate,,R,Monroe,Perry 05,106,0,145,251
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 05,19,0,35,54
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 05,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 05,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 05,0,0,,0
Jim Harper,Secretary of State,,D,Monroe,Perry 05,304,0,278,582
Connie Lawson,Secretary of State,,R,Monroe,Perry 05,119,0,158,277
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 05,14,0,28,42
George William Wolfe ,Secretary of State,,W,Monroe,Perry 05,2,0,0,2
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 05,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 05,299,0,271,570
Tera Klutz,Auditor of State,,R,Monroe,Perry 05,119,0,157,276
John Schick,Auditor of State,,L,Monroe,Perry 05,16,0,27,43
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 05,314,0,271,585
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 05,119,0,177,296
Liz Watson,U.S. House,9,D,Monroe,Perry 05,331,0,315,646
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 05,114,0,154,268
George William Wolfe ,US House,9,W,Monroe,Perry 05,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 05,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 05,324,0,298,622
Jeff Ellington,State Representative,62,R,Monroe,Perry 05,118,0,166,284
,Ballots Cast,,,Monroe,Perry 06,,,,462
,Straight Party,,D,Monroe,Perry 06,101,0,51,152
,Straight Party,,R,Monroe,Perry 06,13,0,11,24
,Straight Party,,L,Monroe,Perry 06,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 06,214,0,177,391
Mike Braun,U.S. Senate,,R,Monroe,Perry 06,20,0,25,45
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 06,6,0,13,19
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 06,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 06,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 06,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 06,212,0,175,387
Connie Lawson,Secretary of State,,R,Monroe,Perry 06,24,0,30,54
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 06,4,0,9,13
George William Wolfe ,Secretary of State,,W,Monroe,Perry 06,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 06,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 06,207,0,175,382
Tera Klutz,Auditor of State,,R,Monroe,Perry 06,30,0,27,57
John Schick,Auditor of State,,L,Monroe,Perry 06,3,0,10,13
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 06,209,0,176,385
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 06,27,0,34,61
Liz Watson,U.S. House,9,D,Monroe,Perry 06,220,0,190,410
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 06,21,0,27,48
George William Wolfe ,US House,9,W,Monroe,Perry 06,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 06,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 06,216,0,189,405
,Ballots Cast,,,Monroe,Perry 07,,,,320
,Straight Party,,D,Monroe,Perry 07,47,0,55,102
,Straight Party,,R,Monroe,Perry 07,1,0,3,4
,Straight Party,,L,Monroe,Perry 07,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 07,130,0,149,279
Mike Braun,U.S. Senate,,R,Monroe,Perry 07,8,0,22,30
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 07,2,0,6,8
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 07,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 07,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 07,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 07,130,0,141,271
Connie Lawson,Secretary of State,,R,Monroe,Perry 07,7,0,26,33
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 07,2,0,8,10
George William Wolfe ,Secretary of State,,W,Monroe,Perry 07,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 07,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 07,122,0,130,252
Tera Klutz,Auditor of State,,R,Monroe,Perry 07,9,0,23,32
John Schick,Auditor of State,,L,Monroe,Perry 07,4,0,15,19
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 07,125,0,135,260
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 07,9,0,33,42
Liz Watson,U.S. House,9,D,Monroe,Perry 07,133,0,149,282
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 07,7,0,28,35
George William Wolfe ,US House,9,W,Monroe,Perry 07,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 07,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 07,132,0,156,288
,Ballots Cast,,,Monroe,Perry 08,,,,744
,Straight Party,,D,Monroe,Perry 08,137,0,81,218
,Straight Party,,R,Monroe,Perry 08,6,0,7,13
,Straight Party,,L,Monroe,Perry 08,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 08,360,0,286,646
Mike Braun,U.S. Senate,,R,Monroe,Perry 08,10,0,43,53
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 08,11,0,24,35
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 08,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 08,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 08,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 08,357,0,281,638
Connie Lawson,Secretary of State,,R,Monroe,Perry 08,17,0,49,66
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 08,7,0,17,24
George William Wolfe ,Secretary of State,,W,Monroe,Perry 08,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 08,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 08,351,0,276,627
Tera Klutz,Auditor of State,,R,Monroe,Perry 08,19,0,45,64
John Schick,Auditor of State,,L,Monroe,Perry 08,9,0,23,32
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 08,358,0,286,644
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 08,18,0,52,70
Liz Watson,U.S. House,9,D,Monroe,Perry 08,372,0,311,683
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 08,11,0,42,53
George William Wolfe ,US House,9,W,Monroe,Perry 08,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 08,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 08,359,0,304,663
,Ballots Cast,,,Monroe,Perry 09,,,,674
,Straight Party,,D,Monroe,Perry 09,134,0,88,222
,Straight Party,,R,Monroe,Perry 09,41,0,33,74
,Straight Party,,L,Monroe,Perry 09,2,0,1,3
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 09,298,0,207,505
Mike Braun,U.S. Senate,,R,Monroe,Perry 09,72,0,73,145
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 09,6,0,14,20
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 09,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 09,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 09,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 09,287,0,186,473
Connie Lawson,Secretary of State,,R,Monroe,Perry 09,77,0,91,168
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 09,8,0,14,22
George William Wolfe ,Secretary of State,,W,Monroe,Perry 09,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 09,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 09,283,0,182,465
Tera Klutz,Auditor of State,,R,Monroe,Perry 09,74,0,85,159
John Schick,Auditor of State,,L,Monroe,Perry 09,11,0,20,31
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 09,285,0,185,470
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 09,81,0,99,180
Liz Watson,U.S. House,9,D,Monroe,Perry 09,303,0,217,520
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 09,72,0,76,148
George William Wolfe ,US House,9,W,Monroe,Perry 09,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 09,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 09,307,0,228,535
,Ballots Cast,,,Monroe,Perry 010,,,,654
,Straight Party,,D,Monroe,Perry 010,115,0,53,168
,Straight Party,,R,Monroe,Perry 010,68,0,37,105
,Straight Party,,L,Monroe,Perry 010,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 010,280,0,164,444
Mike Braun,U.S. Senate,,R,Monroe,Perry 010,100,0,80,180
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 010,8,0,18,26
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 010,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 010,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 010,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 010,260,0,151,411
Connie Lawson,Secretary of State,,R,Monroe,Perry 010,119,0,96,215
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 010,7,0,13,20
George William Wolfe ,Secretary of State,,W,Monroe,Perry 010,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 010,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 010,263,0,148,411
Tera Klutz,Auditor of State,,R,Monroe,Perry 010,117,0,96,213
John Schick,Auditor of State,,L,Monroe,Perry 010,5,0,13,18
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 010,260,0,155,415
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 010,121,0,104,225
Liz Watson,U.S. House,9,D,Monroe,Perry 010,289,0,179,468
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 010,97,0,83,180
George William Wolfe ,US House,9,W,Monroe,Perry 010,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 010,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 010,277,0,170,447
Jeff Ellington,State Representative,62,R,Monroe,Perry 010,103,0,90,193
,Ballots Cast,,,Monroe,Perry 011,,,,749
,Straight Party,,D,Monroe,Perry 011,120,0,70,190
,Straight Party,,R,Monroe,Perry 011,29,0,63,92
,Straight Party,,L,Monroe,Perry 011,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 011,292,0,227,519
Mike Braun,U.S. Senate,,R,Monroe,Perry 011,74,0,131,205
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 011,4,0,14,18
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 011,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 011,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 011,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 011,272,0,188,460
Connie Lawson,Secretary of State,,R,Monroe,Perry 011,90,0,165,255
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 011,5,0,10,15
George William Wolfe ,Secretary of State,,W,Monroe,Perry 011,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 011,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 011,263,0,190,453
Tera Klutz,Auditor of State,,R,Monroe,Perry 011,92,0,157,249
John Schick,Auditor of State,,L,Monroe,Perry 011,8,0,12,20
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 011,269,0,190,459
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 011,92,0,166,258
Liz Watson,U.S. House,9,D,Monroe,Perry 011,295,0,232,527
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 011,76,0,141,217
George William Wolfe ,US House,9,W,Monroe,Perry 011,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 011,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 011,277,0,209,486
Jeff Ellington,State Representative,62,R,Monroe,Perry 011,91,0,156,247
,Ballots Cast,,,Monroe,Perry 012,,,,722
,Straight Party,,D,Monroe,Perry 012,119,0,63,182
,Straight Party,,R,Monroe,Perry 012,43,0,31,74
,Straight Party,,L,Monroe,Perry 012,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 012,301,0,217,518
Mike Braun,U.S. Senate,,R,Monroe,Perry 012,97,0,90,187
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 012,5,0,8,13
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 012,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 012,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 012,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 012,282,0,192,474
Connie Lawson,Secretary of State,,R,Monroe,Perry 012,112,0,105,217
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 012,4,0,13,17
