candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,LaGrange,Bloomfield 3,,,,615
,Ballots Cast,,,LaGrange,Bloomfield 3,,,,228
Mike Braun,U.S. Senate,,R,LaGrange,Bloomfield 3,133,38,0,171
Joe Donnelly,U.S. Senate,,D,LaGrange,Bloomfield 3,85,20,0,105
Lucy M Brenton,U.S. Senate,,L,LaGrange,Bloomfield 3,8,3,0,11
Write in,U.S. Senate,,,LaGrange,Bloomfield 3,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Bloomfield 3,156,42,0,198
Jim Harper,Secretary of State,,D,LaGrange,Bloomfield 3,65,17,0,82
Mark W. Rutherford,Secretary of State,,L,LaGrange,Bloomfield 3,3,3,0,6
Write in,Secretary of State,,,LaGrange,Bloomfield 3,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Bloomfield 3,147,40,0,187
Joselyn Whitticker,Auditor of State,,D,LaGrange,Bloomfield 3,70,18,0,88
John Schick,Auditor of State,,L,LaGrange,Bloomfield 3,5,1,0,6
Kelly Mitchell,Treasurer of State,,R,LaGrange,Bloomfield 3,156,43,0,199
John C. Aguilera,Treasurer of State,,D,LaGrange,Bloomfield 3,67,18,0,85
Jim Banks,U.S. House,3,R,LaGrange,Bloomfield 3,147,41,0,188
Courtney Tritch,U.S. House,3,D,LaGrange,Bloomfield 3,78,21,0,99
Write in,U.S. House,3,,LaGrange,Bloomfield 3,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Bloomfield 3,147,44,0,191
Michael M Stephenson,State Representative,51,D,LaGrange,Bloomfield 3,75,15,0,90
,Registered Voters,,,LaGrange,Bloomfield 4,,,,765
,Ballots Cast,,,LaGrange,Bloomfield 4,,,,339
Mike Braun,U.S. Senate,,R,LaGrange,Bloomfield 4,230,44,0,274
Joe Donnelly,U.S. Senate,,D,LaGrange,Bloomfield 4,92,27,0,119
Lucy M Brenton,U.S. Senate,,L,LaGrange,Bloomfield 4,14,1,0,15
Write in,U.S. Senate,,,LaGrange,Bloomfield 4,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Bloomfield 4,252,49,0,301
Jim Harper,Secretary of State,,D,LaGrange,Bloomfield 4,68,19,0,87
Mark W. Rutherford,Secretary of State,,L,LaGrange,Bloomfield 4,13,2,0,15
Write in,Secretary of State,,,LaGrange,Bloomfield 4,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Bloomfield 4,247,48,0,295
Joselyn Whitticker,Auditor of State,,D,LaGrange,Bloomfield 4,75,21,0,96
John Schick,Auditor of State,,L,LaGrange,Bloomfield 4,10,0,0,10
Kelly Mitchell,Treasurer of State,,R,LaGrange,Bloomfield 4,255,47,0,302
John C. Aguilera,Treasurer of State,,D,LaGrange,Bloomfield 4,73,22,0,95
Jim Banks,U.S. House,3,R,LaGrange,Bloomfield 4,253,46,0,299
Courtney Tritch,U.S. House,3,D,LaGrange,Bloomfield 4,80,26,0,106
Write in,U.S. House,3,,LaGrange,Bloomfield 4,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Bloomfield 4,255,51,0,306
Michael M Stephenson,State Representative,51,D,LaGrange,Bloomfield 4,77,19,0,96
,Registered Voters,,,LaGrange,Clay,,,,877
,Ballots Cast,,,LaGrange,Clay,,,,338
Mike Braun,U.S. Senate,,R,LaGrange,Clay,243,57,0,300
Joe Donnelly,U.S. Senate,,D,LaGrange,Clay,74,32,0,106
Lucy M Brenton,U.S. Senate,,L,LaGrange,Clay,19,2,0,21
Write in,U.S. Senate,,,LaGrange,Clay,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Clay,259,69,0,328
Jim Harper,Secretary of State,,D,LaGrange,Clay,63,22,0,85
Mark W. Rutherford,Secretary of State,,L,LaGrange,Clay,12,0,0,12
Write in,Secretary of State,,,LaGrange,Clay,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Clay,259,62,0,321
Joselyn Whitticker,Auditor of State,,D,LaGrange,Clay,60,22,0,82
John Schick,Auditor of State,,L,LaGrange,Clay,15,1,0,16
Kelly Mitchell,Treasurer of State,,R,LaGrange,Clay,273,65,0,338
John C. Aguilera,Treasurer of State,,D,LaGrange,Clay,61,20,0,81
Jim Banks,U.S. House,3,R,LaGrange,Clay,258,65,0,323
Courtney Tritch,U.S. House,3,D,LaGrange,Clay,77,26,0,103
Write in,U.S. House,3,,LaGrange,Clay,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Clay,271,66,0,337
Michael M Stephenson,State Representative,51,D,LaGrange,Clay,62,18,0,81
,Registered Voters,,,LaGrange,Clearspring,,,,1011
,Ballots Cast,,,LaGrange,Clearspring,,,,382
Mike Braun,U.S. Senate,,R,LaGrange,Clearspring,273,55,0,328
Joe Donnelly,U.S. Senate,,D,LaGrange,Clearspring,91,28,0,119
Lucy M Brenton,U.S. Senate,,L,LaGrange,Clearspring,14,0,0,14
Write in,U.S. Senate,,,LaGrange,Clearspring,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Clearspring,300,55,0,355
Jim Harper,Secretary of State,,D,LaGrange,Clearspring,60,27,0,87
Mark W. Rutherford,Secretary of State,,L,LaGrange,Clearspring,14,1,0,15
Write in,Secretary of State,,,LaGrange,Clearspring,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Clearspring,296,56,0,352
Joselyn Whitticker,Auditor of State,,D,LaGrange,Clearspring,58,25,0,83
John Schick,Auditor of State,,L,LaGrange,Clearspring,15,3,0,18
Kelly Mitchell,Treasurer of State,,R,LaGrange,Clearspring,311,56,0,367
John C. Aguilera,Treasurer of State,,D,LaGrange,Clearspring,63,28,0,91
Jim Banks,U.S. House,3,R,LaGrange,Clearspring,301,55,0,356
Courtney Tritch,U.S. House,3,D,LaGrange,Clearspring,76,29,0,105
Write in,U.S. House,3,,LaGrange,Clearspring,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Clearspring,305,52,0,357
Michael M Stephenson,State Representative,51,D,LaGrange,Clearspring,70,31,0,101
,Registered Voters,,,LaGrange,Eden,,,,599
,Ballots Cast,,,LaGrange,Eden,,,,255
Mike Braun,U.S. Senate,,R,LaGrange,Eden,186,11,0,197
Joe Donnelly,U.S. Senate,,D,LaGrange,Eden,56,3,0,59
Lucy M Brenton,U.S. Senate,,L,LaGrange,Eden,12,0,0,12
Write in,U.S. Senate,,,LaGrange,Eden,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Eden,199,12,0,211
Jim Harper,Secretary of State,,D,LaGrange,Eden,45,1,0,46
Mark W. Rutherford,Secretary of State,,L,LaGrange,Eden,7,0,0,7
Write in,Secretary of State,,,LaGrange,Eden,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Eden,197,11,0,208
Joselyn Whitticker,Auditor of State,,D,LaGrange,Eden,46,2,0,48
John Schick,Auditor of State,,L,LaGrange,Eden,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,LaGrange,Eden,205,11,0,216
John C. Aguilera,Treasurer of State,,D,LaGrange,Eden,46,2,0,48
Jim Banks,U.S. House,3,R,LaGrange,Eden,205,12,0,217
Courtney Tritch,U.S. House,3,D,LaGrange,Eden,49,2,0,51
Write in,U.S. House,3,,LaGrange,Eden,1,0,0,1
Dennis J Zent,State Representative,51,R,LaGrange,Eden,205,12,0,217
Michael M Stephenson,State Representative,51,D,LaGrange,Eden,48,2,0,50
,Registered Voters,,,LaGrange,Greenfield ,,,,866
,Ballots Cast,,,LaGrange,Greenfield ,,,,374
Mike Braun,U.S. Senate,,R,LaGrange,Greenfield ,253,26,0,279
Joe Donnelly,U.S. Senate,,D,LaGrange,Greenfield ,103,22,0,125
Lucy M Brenton,U.S. Senate,,L,LaGrange,Greenfield ,14,1,0,15
Write in,U.S. Senate,,,LaGrange,Greenfield ,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Greenfield ,270,28,0,298
Jim Harper,Secretary of State,,D,LaGrange,Greenfield ,87,19,0,106
Mark W. Rutherford,Secretary of State,,L,LaGrange,Greenfield ,10,2,0,12
Write in,Secretary of State,,,LaGrange,Greenfield ,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Greenfield ,262,28,0,290
Joselyn Whitticker,Auditor of State,,D,LaGrange,Greenfield ,94,19,0,113
John Schick,Auditor of State,,L,LaGrange,Greenfield ,9,2,0,11
Kelly Mitchell,Treasurer of State,,R,LaGrange,Greenfield ,277,29,0,306
John C. Aguilera,Treasurer of State,,D,LaGrange,Greenfield ,90,20,0,110
Jim Banks,U.S. House,3,R,LaGrange,Greenfield ,275,29,0,304
Courtney Tritch,U.S. House,3,D,LaGrange,Greenfield ,93,20,0,113
Write in,U.S. House,3,,LaGrange,Greenfield ,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Greenfield ,275,29,0,304
Michael M Stephenson,State Representative,51,D,LaGrange,Greenfield ,94,21,0,115
,Registered Voters,,,LaGrange,Johnson North,,,,1052
,Ballots Cast,,,LaGrange,Johnson North,,,,482
Mike Braun,U.S. Senate,,R,LaGrange,Johnson North,327,63,0,390
Joe Donnelly,U.S. Senate,,D,LaGrange,Johnson North,140,54,0,194
Lucy M Brenton,U.S. Senate,,L,LaGrange,Johnson North,13,0,0,13
Write in,U.S. Senate,,,LaGrange,Johnson North,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Johnson North,375,75,0,450
Jim Harper,Secretary of State,,D,LaGrange,Johnson North,92,40,0,132
Mark W. Rutherford,Secretary of State,,L,LaGrange,Johnson North,10,1,0,11
Write in,Secretary of State,,,LaGrange,Johnson North,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Johnson North,357,72,0,429
Joselyn Whitticker,Auditor of State,,D,LaGrange,Johnson North,110,41,0,151
John Schick,Auditor of State,,L,LaGrange,Johnson North,11,1,0,12
Kelly Mitchell,Treasurer of State,,R,LaGrange,Johnson North,376,75,0,451
John C. Aguilera,Treasurer of State,,D,LaGrange,Johnson North,105,39,0,144
Jim Banks,U.S. House,3,R,LaGrange,Johnson North,355,69,0,424
Courtney Tritch,U.S. House,3,D,LaGrange,Johnson North,123,47,0,170
Write in,U.S. House,3,,LaGrange,Johnson North,0,0,0,0
David H Abbott,State Representative,82,R,LaGrange,Johnson North,379,72,0,45
Mike Wilber,State Representative,82,D,LaGrange,Johnson North,96,43,0,139
,Registered Voters,,,LaGrange,Johnson South,,,,1092
,Ballots Cast,,,LaGrange,Johnson South,,,,489
Mike Braun,U.S. Senate,,R,LaGrange,Johnson South,319,58,0,377
Joe Donnelly,U.S. Senate,,D,LaGrange,Johnson South,131,40,2,173
Lucy M Brenton,U.S. Senate,,L,LaGrange,Johnson South,18,2,0,20
Write in,U.S. Senate,,,LaGrange,Johnson South,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Johnson South,352,67,0,419
Jim Harper,Secretary of State,,D,LaGrange,Johnson South,106,32,2,140
Mark W. Rutherford,Secretary of State,,L,LaGrange,Johnson South,11,2,0,13
Write in,Secretary of State,,,LaGrange,Johnson South,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Johnson South,348,66,0,414
Joselyn Whitticker,Auditor of State,,D,LaGrange,Johnson South,104,32,2,138
John Schick,Auditor of State,,L,LaGrange,Johnson South,13,2,0,15
Kelly Mitchell,Treasurer of State,,R,LaGrange,Johnson South,365,72,0,437
John C. Aguilera,Treasurer of State,,D,LaGrange,Johnson South,100,29,2,131
Jim Banks,U.S. House,3,R,LaGrange,Johnson South,355,65,0,420
Courtney Tritch,U.S. House,3,D,LaGrange,Johnson South,111,36,2,149
Write in,U.S. House,3,,LaGrange,Johnson South,0,0,0,0
David H Abbott,State Representative,82,R,LaGrange,Johnson South,356,63,0,419
Mike Wilber,State Representative,82,D,LaGrange,Johnson South,108,37,2,147
,Registered Voters,,,LaGrange,Lima,,,,1453
,Ballots Cast,,,LaGrange,Lima,,,,613
Mike Braun,U.S. Senate,,R,LaGrange,Lima,393,48,1,442
Joe Donnelly,U.S. Senate,,D,LaGrange,Lima,182,55,0,237
Lucy M Brenton,U.S. Senate,,L,LaGrange,Lima,31,5,0,36
Write in,U.S. Senate,,,LaGrange,Lima,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Lima,458,58,1,517
Jim Harper,Secretary of State,,D,LaGrange,Lima,125,46,0,171
Mark W. Rutherford,Secretary of State,,L,LaGrange,Lima,20,3,0,23
Write in,Secretary of State,,,LaGrange,Lima,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Lima,429,56,1,486
Joselyn Whitticker,Auditor of State,,D,LaGrange,Lima,134,44,0,178
John Schick,Auditor of State,,L,LaGrange,Lima,31,4,0,35
Kelly Mitchell,Treasurer of State,,R,LaGrange,Lima,471,59,1,531
John C. Aguilera,Treasurer of State,,D,LaGrange,Lima,129,48,0,177
Jim Banks,U.S. House,3,R,LaGrange,Lima,450,53,1,504
Courtney Tritch,U.S. House,3,D,LaGrange,Lima,153,52,0,205
Write in,U.S. House,3,,LaGrange,Lima,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Lima,471,58,1,530
Michael M Stephenson,State Representative,51,D,LaGrange,Lima,133,46,0,179
,Registered Voters,,,LaGrange,Milford East ,,,,1196
,Ballots Cast,,,LaGrange,Milford East ,,,,568
Mike Braun,U.S. Senate,,R,LaGrange,Milford East ,372,81,0,453
Joe Donnelly,U.S. Senate,,D,LaGrange,Milford East ,169,47,0,216
Lucy M Brenton,U.S. Senate,,L,LaGrange,Milford East ,21,4,0,25
Write in,U.S. Senate,,,LaGrange,Milford East ,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Milford East ,418,91,0,509
Jim Harper,Secretary of State,,D,LaGrange,Milford East ,128,38,0,166
Mark W. Rutherford,Secretary of State,,L,LaGrange,Milford East ,13,1,0,14
Write in,Secretary of State,,,LaGrange,Milford East ,1,0,0,1
Tera Klutz,Auditor of State,,R,LaGrange,Milford East ,413,87,0,500
Joselyn Whitticker,Auditor of State,,D,LaGrange,Milford East ,126,37,0,163
John Schick,Auditor of State,,L,LaGrange,Milford East ,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,LaGrange,Milford East ,419,85,0,504
John C. Aguilera,Treasurer of State,,D,LaGrange,Milford East ,130,41,0,171
Jim Banks,U.S. House,3,R,LaGrange,Milford East ,411,88,0,499
Courtney Tritch,U.S. House,3,D,LaGrange,Milford East ,148,41,0,189
Write in,U.S. House,3,,LaGrange,Milford East ,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Milford East ,432,88,0,520
Michael M Stephenson,State Representative,51,D,LaGrange,Milford East ,123,42,0,165
,Registered Voters,,,LaGrange,Milford West,,,,737
,Ballots Cast,,,LaGrange,Milford West,,,,348
Mike Braun,U.S. Senate,,R,LaGrange,Milford West,247,33,0,280
Joe Donnelly,U.S. Senate,,D,LaGrange,Milford West,87,20,0,107
Lucy M Brenton,U.S. Senate,,L,LaGrange,Milford West,8,3,0,11
Write in,U.S. Senate,,,LaGrange,Milford West,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Milford West,268,35,0,303
Jim Harper,Secretary of State,,D,LaGrange,Milford West,65,18,0,83
Mark W. Rutherford,Secretary of State,,L,LaGrange,Milford West,11,1,0,12
Write in,Secretary of State,,,LaGrange,Milford West,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Milford West,256,33,0,289
Joselyn Whitticker,Auditor of State,,D,LaGrange,Milford West,73,20,0,93
John Schick,Auditor of State,,L,LaGrange,Milford West,6,1,0,7
Kelly Mitchell,Treasurer of State,,R,LaGrange,Milford West,261,35,0,296
John C. Aguilera,Treasurer of State,,D,LaGrange,Milford West,73,17,0,90
Jim Banks,U.S. House,3,R,LaGrange,Milford West,265,36,0,301
Courtney Tritch,U.S. House,3,D,LaGrange,Milford West,78,20,0,98
Write in,U.S. House,3,,LaGrange,Milford West,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Milford West,276,36,0,312
Michael M Stephenson,State Representative,51,D,LaGrange,Milford West,66,18,0,84
,Registered Voters,,,LaGrange,Newbury,,,,1418
,Ballots Cast,,,LaGrange,Newbury,,,,650
Mike Braun,U.S. Senate,,R,LaGrange,Newbury,505,46,0,551
Joe Donnelly,U.S. Senate,,D,LaGrange,Newbury,129,19,0,148
Lucy M Brenton,U.S. Senate,,L,LaGrange,Newbury,8,1,0,9
Write in,U.S. Senate,,,LaGrange,Newbury,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Newbury,522,47,0,569
Jim Harper,Secretary of State,,D,LaGrange,Newbury,97,17,0,114
Mark W. Rutherford,Secretary of State,,L,LaGrange,Newbury,16,0,0,16
Write in,Secretary of State,,,LaGrange,Newbury,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Newbury,535,49,0,584
Joselyn Whitticker,Auditor of State,,D,LaGrange,Newbury,92,15,0,107
John Schick,Auditor of State,,L,LaGrange,Newbury,10,1,0,11
Kelly Mitchell,Treasurer of State,,R,LaGrange,Newbury,534,48,0,582
John C. Aguilera,Treasurer of State,,D,LaGrange,Newbury,104,18,0,122
Jim Banks,U.S. House,3,R,LaGrange,Newbury,537,48,0,585
Courtney Tritch,U.S. House,3,D,LaGrange,Newbury,105,18,0,123
Write in,U.S. House,3,,LaGrange,Newbury,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Newbury,538,49,0,587
Michael M Stephenson,State Representative,51,D,LaGrange,Newbury,101,16,0,117
,Registered Voters,,,LaGrange,Springfield,,,,707
,Ballots Cast,,,LaGrange,Springfield,,,,359
Mike Braun,U.S. Senate,,R,LaGrange,Springfield,231,17,0,248
Joe Donnelly,U.S. Senate,,D,LaGrange,Springfield,89,11,0,100
Lucy M Brenton,U.S. Senate,,L,LaGrange,Springfield,31,4,0,35
Write in,U.S. Senate,,,LaGrange,Springfield,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Springfield,268,23,0,291
Jim Harper,Secretary of State,,D,LaGrange,Springfield,57,7,0,64
Mark W. Rutherford,Secretary of State,,L,LaGrange,Springfield,22,1,0,23
Write in,Secretary of State,,,LaGrange,Springfield,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Springfield,262,22,0,284
Joselyn Whitticker,Auditor of State,,D,LaGrange,Springfield,62,6,0,68
John Schick,Auditor of State,,L,LaGrange,Springfield,19,3,0,22
Kelly Mitchell,Treasurer of State,,R,LaGrange,Springfield,269,24,0,293
John C. Aguilera,Treasurer of State,,D,LaGrange,Springfield,70,7,0,77
Jim Banks,U.S. House,3,R,LaGrange,Springfield,269,25,0,294
Courtney Tritch,U.S. House,3,D,LaGrange,Springfield,78,8,0,86
Write in,U.S. House,3,,LaGrange,Springfield,0,0,0,0
Dennis J Zent,State Representative,51,R,LaGrange,Springfield,277,22,0,299
Michael M Stephenson,State Representative,51,D,LaGrange,Springfield,67,9,0,76
,Registered Voters,,,LaGrange,Van Buren,,,,1429
,Ballots Cast,,,LaGrange,Van Buren,,,,572
Mike Braun,U.S. Senate,,R,LaGrange,Van Buren,445,45,0,490
Joe Donnelly,U.S. Senate,,D,LaGrange,Van Buren,106,30,0,136
Lucy M Brenton,U.S. Senate,,L,LaGrange,Van Buren,13,3,0,16
Write in,U.S. Senate,,,LaGrange,Van Buren,0,0,0,0
Connie Lawson,Secretary of State,,R,LaGrange,Van Buren,463,48,0,511
Jim Harper,Secretary of State,,D,LaGrange,Van Buren,81,27,0,108
Mark W. Rutherford,Secretary of State,,L,LaGrange,Van Buren,19,3,0,22
Write in,Secretary of State,,,LaGrange,Van Buren,0,0,0,0
Tera Klutz,Auditor of State,,R,LaGrange,Van Buren,451,43,0,494
Joselyn Whitticker,Auditor of State,,D,LaGrange,Van Buren,88,28,0,116
John Schick,Auditor of State,,L,LaGrange,Van Buren,19,2,0,21
Kelly Mitchell,Treasurer of State,,R,LaGrange,Van Buren,468,46,0,514
John C. Aguilera,Treasurer of State,,D,LaGrange,Van Buren,90,27,0,117
Jim Banks,U.S. House,3,R,LaGrange,Van Buren,464,45,0,509
Courtney Tritch,U.S. House,3,D,LaGrange,Van Buren,95,31,0,126
Write in,U.S. House,3,,LaGrange,Van Buren,1,0,0,1
Dennis J Zent,State Representative,51,R,LaGrange,Van Buren,464,50,0,514
Michael M Stephenson,State Representative,51,D,LaGrange,Van Buren,93,27,0,120
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Michael M Stephenson,State Representative,51,D,LaGrange,,,,,
