county,office,district,candidate,party,votes
Allen,State House,50,Daniel Joseph Leonard,Republican,0
Allen,State House,52,Dennis L Rorick,Democratic,0
Allen,State House,52,Marlin A Stutzman,Republican,0
Allen,State House,79,Michael Ripley,Republican,5008
Allen,State House,80,Philip K Giaquinta,Democratic,6060
Allen,State House,80,Robert M Enders,Libertarian,342
Allen,State House,80,Kevin Howell,Republican,2969
Allen,State House,81,"Winfield C Moses, Jr.",Democratic,7842
Allen,State House,82,Jeffrey Keller Espich,Republican,9640
Allen,State House,83,Matthew P Bell,Republican,7705
Allen,State House,84,Mark J Wehrle,Democratic,6502
Allen,State House,84,Randy L Borror,Republican,11720
Allen,State House,85,Phyllis J Pond,Republican,15251
Allen,Prosecuting Attorney,Allen 38Th Circuit,Karen E Richards,Republican,64650
Bartholomew,U.S. Senator,,Steve Osborn,Libertarian,1834
Bartholomew,U.S. Senator,,Richard G Lugar,Republican,16544
Bartholomew,U.S. Senator,,Jack H Baldwin,Democratic,1
Bartholomew,U.S. Senator,,Mark Pool,Independent,8
Bartholomew,Secretary Of State,,Joe Pearson,Democratic,7803
Bartholomew,Secretary Of State,,Mike Kole,Libertarian,683
Bartholomew,Secretary Of State,,Todd Rokita,Republican,12197
Bartholomew,Secretary Of State,,Bill Stant,Green,3
Bartholomew,Auditor Of State,,Judy Anderson,Democratic,8437
Bartholomew,Auditor Of State,,Tim Berry,Republican,11499
Bartholomew,Treasurer Of State,,Michael W Griffin,Democratic,8133
Bartholomew,Treasurer Of State,,Richard E Mourdock,Republican,11688
Bartholomew,U.S. House,6,Barry A Welsh,Democratic,3246
Bartholomew,U.S. House,6,Mike Pence,Republican,8723
Bartholomew,State Senator,41,George Terrence Coriden,Democratic,9984
Bartholomew,State Senator,41,Kenn Gividen,Libertarian,979
Bartholomew,State Senator,41,Greg Walker,Republican,10068
Bartholomew,State Senator,43,Lane A Siekman,Democratic,0
Bartholomew,State Senator,43,Johnny Nugent,Republican,0
Bartholomew,State House,57,Jd Lux,Democratic,2612
Bartholomew,State House,57,Sean R Eberhart,Republican,3632
Bartholomew,State House,59,Gary J Bell,Democratic,4215
Bartholomew,State House,59,Milo Smith,Republican,6540
Bartholomew,State House,69,David Cheatham,Democratic,0
Bartholomew,State House,69,Billy Bright,Republican,0
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 1",Eric Hayes,Democratic,8649
Bartholomew,Judge Of The Superior Court,"Bartholomew County, No. 1",Chris D Monroe,Republican,12402
Bartholomew,Prosecuting Attorney,Bartholomew 9Th Circuit,William M Nash,Republican,15771
Benton,U.S. Senator,,Steve Osborn,Libertarian,310
Benton,U.S. Senator,,Richard G Lugar,Republican,2086
Benton,U.S. Senator,,Jack H Baldwin,Democratic,0
Benton,U.S. Senator,,Mark Pool,Independent,0
Benton,Secretary Of State,,Joe Pearson,Democratic,930
Benton,Secretary Of State,,Mike Kole,Libertarian,108
Benton,Secretary Of State,,Todd Rokita,Republican,1480
Benton,Secretary Of State,,Bill Stant,Green,2
Benton,Auditor Of State,,Judy Anderson,Democratic,982
Benton,Auditor Of State,,Tim Berry,Republican,1523
Benton,Treasurer Of State,,Michael W Griffin,Democratic,931
Benton,Treasurer Of State,,Richard E Mourdock,Republican,1522
Benton,U.S. House,4,David Avram Sanders,Democratic,0
Benton,U.S. House,4,Steve Buyer,Republican,0
Benton,State Senator,6,John B Greaves,Democratic,835
Benton,State Senator,6,Sue Landske,Republican,1691
Benton,State House,13,Chester F Dobis,Democratic,0
Benton,Prosecuting Attorney,Benton 76Th Circuit,William B Weist,Republican,2089
Blackford,U.S. Senator,,Steve Osborn,Libertarian,483
Blackford,U.S. Senator,,Richard G Lugar,Republican,2902
Blackford,U.S. Senator,,Jack H Baldwin,Democratic,0
Blackford,U.S. Senator,,Mark Pool,Independent,0
Blackford,Secretary Of State,,Joe Pearson,Democratic,2466
Blackford,Secretary Of State,,Mike Kole,Libertarian,110
Blackford,Secretary Of State,,Todd Rokita,Republican,1406
Blackford,Secretary Of State,,Bill Stant,Green,0
Blackford,Auditor Of State,,Judy Anderson,Democratic,1970
Blackford,Auditor Of State,,Tim Berry,Republican,1855
Blackford,Treasurer Of State,,Michael W Griffin,Democratic,1920
Blackford,Treasurer Of State,,Richard E Mourdock,Republican,1734
Blackford,U.S. House,3,Thomas E Hayhurst,Democratic,0
Blackford,U.S. House,3,Mark E Souder,Republican,0
Blackford,U.S. House,5,Katherine Fox Carr,Democratic,0
Blackford,U.S. House,5,Sheri Conover Sharlow,Libertarian,0
Blackford,U.S. House,5,Dan Burton,Republican,0
Blackford,U.S. House,5,John Miller,Independent,0
Blackford,State Senator,19,David C Ford,Republican,2959
Blackford,State House,31,Larry R Hile,Democratic,2281
Blackford,State House,31,Timothy W Harris,Republican,1750
Blackford,State House,33,Ronald David Liggett,Democratic,0
Blackford,State House,33,Bill J Davis,Republican,0
Blackford,Judge Of The Circuit Court,Blackford 71St Circuit,Dean A Young,Republican,2914
Blackford,Prosecuting Attorney,Blackford 71St Circuit,Kevin N Basey,Republican,2917
Boone,U.S. Senator,,Steve Osborn,Libertarian,1058
Boone,U.S. Senator,,Richard G Lugar,Republican,11428
Boone,U.S. Senator,,Jack H Baldwin,Democratic,0
Boone,U.S. Senator,,Mark Pool,Independent,0
Boone,Secretary Of State,,Joe Pearson,Democratic,3732
Boone,Secretary Of State,,Mike Kole,Libertarian,476
Boone,Secretary Of State,,Todd Rokita,Republican,9845
Boone,Secretary Of State,,Bill Stant,Green,6
Boone,Auditor Of State,,Judy Anderson,Democratic,4039
Boone,Auditor Of State,,Tim Berry,Republican,9905
Boone,Treasurer Of State,,Michael W Griffin,Democratic,4044
Boone,Treasurer Of State,,Richard E Mourdock,Republican,9862
Boone,U.S. House,4,David Avram Sanders,Democratic,4124
Boone,U.S. House,4,Steve Buyer,Republican,9928
Boone,U.S. House,5,Katherine Fox Carr,Democratic,0
Boone,U.S. House,5,Sheri Conover Sharlow,Libertarian,0
Boone,U.S. House,5,Dan Burton,Republican,0
Boone,U.S. House,5,John Miller,Independent,0
Boone,State Senator,23,Phil Boots,Republican,5926
Boone,State Senator,29,Michael A Delph,Republican,0
Boone,State House,24,Richard W Rich Mcclain,Republican,0
Boone,State House,28,Jeffrey A Thompson,Republican,5158
Boone,State House,41,James Stytle,Democratic,0
Boone,State House,41,Tim Brown,Republican,0
Boone,Judge Of The Circuit Court,Boone 20Th Circuit,Steve David,Republican,11368
Boone,Prosecuting Attorney,Boone 20Th Circuit,Todd J Meyer,Republican,11200
Brown,U.S. Senator,,Steve Osborn,Libertarian,743
Brown,U.S. Senator,,Richard G Lugar,Republican,4181
Brown,U.S. Senator,,Jack H Baldwin,Democratic,0
Brown,U.S. Senator,,Mark Pool,Independent,1
Brown,Secretary Of State,,Joe Pearson,Democratic,2656
Brown,Secretary Of State,,Mike Kole,Libertarian,293
Brown,Secretary Of State,,Todd Rokita,Republican,2976
Brown,Secretary Of State,,Bill Stant,Green,18
Brown,Auditor Of State,,Judy Anderson,Democratic,3040
Brown,Auditor Of State,,Tim Berry,Republican,2835
Brown,Treasurer Of State,,Michael W Griffin,Democratic,2892
Brown,Treasurer Of State,,Richard E Mourdock,Republican,2934
Brown,U.S. House,9,Baron Hill,Democratic,2845
Brown,U.S. House,9,D Eric Schansberg,Libertarian,438
Brown,U.S. House,9,Michael E Sodrel,Republican,2818
Brown,U.S. House,9,Donald W Mantooth,Republican,0
Brown,State House,65,Eric A Koch,Republican,3949
Brown,Judge Of The Circuit Court,Brown 88Th Circuit,Judith A Stewart,Democratic,4633
Brown,Prosecuting Attorney,Brown 88Th Circuit,James R Oliver,Democratic,3769
Brown,Prosecuting Attorney,Brown 88Th Circuit,Andrew Szakaly,Republican,2310
Carroll,U.S. Senator,,Steve Osborn,Libertarian,768
Carroll,U.S. Senator,,Richard G Lugar,Republican,4859
Carroll,U.S. Senator,,Jack H Baldwin,Democratic,3
Carroll,U.S. Senator,,Mark Pool,Independent,0
Carroll,Secretary Of State,,Joe Pearson,Democratic,2577
Carroll,Secretary Of State,,Mike Kole,Libertarian,188
Carroll,Secretary Of State,,Todd Rokita,Republican,3475
Carroll,Secretary Of State,,Bill Stant,Green,1
Carroll,Auditor Of State,,Judy Anderson,Democratic,2746
Carroll,Auditor Of State,,Tim Berry,Republican,3475
Carroll,Treasurer Of State,,Michael W Griffin,Democratic,2664
Carroll,Treasurer Of State,,Richard E Mourdock,Republican,3536
Carroll,U.S. House,4,David Avram Sanders,Democratic,0
Carroll,U.S. House,4,Steve Buyer,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,State House,25,Josephine R Coleman,Libertarian,0
Carroll,State House,38,James R Buck,Republican,0
Carroll,Judge Of The Circuit Court,Carroll 74Th Circuit,Donald E Currie,Republican,4855
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,James R Huffer,Democratic,2516
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Tricia L Thompson,Republican,3841
Cass,U.S. Senator,,Steve Osborn,Libertarian,1094
Cass,U.S. Senator,,Richard G Lugar,Republican,8066
Cass,U.S. Senator,,Jack H Baldwin,Democratic,0
Cass,U.S. Senator,,Mark Pool,Independent,1
Cass,Secretary Of State,,Joe Pearson,Democratic,4662
Cass,Secretary Of State,,Mike Kole,Libertarian,365
Cass,Secretary Of State,,Todd Rokita,Republican,5991
Cass,Secretary Of State,,Bill Stant,Green,0
Cass,Auditor Of State,,Judy Anderson,Democratic,4879
Cass,Auditor Of State,,Tim Berry,Republican,6068
Cass,Treasurer Of State,,Michael W Griffin,Democratic,4708
Cass,Treasurer Of State,,Richard E Mourdock,Republican,6176
Cass,U.S. House,4,David Avram Sanders,Democratic,0
Cass,U.S. House,4,Steve Buyer,Republican,0
Cass,State House,23,John Christopher Rahe,Democratic,0
Cass,State House,23,William C Friend,Republican,0
Cass,State House,25,Jeb Bardon,Democratic,0
Cass,State House,25,Josephine R Coleman,Libertarian,0
Cass,State House,38,James R Buck,Republican,0
Cass,Judge Of The Circuit Court,Cass 29Th Circuit,Leo T Burns,Democratic,5982
Cass,Judge Of The Circuit Court,Cass 29Th Circuit,Sheryl M Pherson,Republican,5140
Cass,Judge Of The Superior Court,"Cass County, Court 2",Richard A Maughmer,Republican,8090
Cass,Prosecuting Attorney,Cass 29Th Circuit,Kevin S Enyeart,Republican,7999
Clar,U.S. Senator,,Steve Osborn,Libertarian,3358
Clar,U.S. Senator,,Richard G Lugar,Republican,21690
Clar,U.S. Senator,,Jack H Baldwin,Democratic,0
Clar,U.S. Senator,,Mark Pool,Independent,0
Clar,Secretary Of State,,Joe Pearson,Democratic,16736
Clar,Secretary Of State,,Mike Kole,Libertarian,1009
Clar,Secretary Of State,,Todd Rokita,Republican,13736
Clar,Secretary Of State,,Bill Stant,Green,0
Clar,Auditor Of State,,Judy Anderson,Democratic,17327
Clar,Auditor Of State,,Tim Berry,Republican,14023
Clar,Treasurer Of State,,Michael W Griffin,Democratic,16968
Clar,Treasurer Of State,,Richard E Mourdock,Republican,14213
Clar,U.S. House,9,Baron Hill,Democratic,16411
Clar,U.S. House,9,D Eric Schansberg,Libertarian,1095
Clar,U.S. House,9,Michael E Sodrel,Republican,15891
Clar,U.S. House,9,Donald W Mantooth,Republican,0
Clar,State Senator,45,James Lewis,Democratic,10076
Clar,State Senator,45,Floyd E Coates,Republican,7634
Clar,State Senator,46,Connie Weigleb Sipes,Democratic,10018
Clar,State Senator,46,Ryan J Bergman,Republican,4843
Clar,State House,66,Terry Goodin,Democratic,3738
Clar,State House,70,Paul J Robertson,Democratic,3554
Clar,State House,70,Christopher L Byrd,Republican,3030
Clar,State House,71,Steven R Stemler,Democratic,12621
Clar,State House,71,Joseph L Theobald,Republican,7036
Clar,State House,73,Dennie Oxley,Democratic,693
Clar,Judge Of The Superior Court,"Clark County, No. 1",Vicki L Carmichael,Democratic,19887
Clar,Judge Of The Superior Court,"Clark County, No. 1",Steven P Langdon,Republican,12806
Clar,Prosecuting Attorney,Clark 4Th Circuit,Steven D Stewart,Democratic,22632
Clay,U.S. Senator,,Steve Osborn,Libertarian,987
Clay,U.S. Senator,,Richard G Lugar,Republican,6597
Clay,U.S. Senator,,Jack H Baldwin,Democratic,0
Clay,U.S. Senator,,Mark Pool,Independent,4
Clay,Secretary Of State,,Joe Pearson,Democratic,3789
Clay,Secretary Of State,,Mike Kole,Libertarian,282
Clay,Secretary Of State,,Todd Rokita,Republican,4240
Clay,Secretary Of State,,Bill Stant,Green,1
Clay,Auditor Of State,,Judy Anderson,Democratic,4399
Clay,Auditor Of State,,Tim Berry,Republican,3996
Clay,Treasurer Of State,,Michael W Griffin,Democratic,3773
Clay,Treasurer Of State,,Richard E Mourdock,Republican,4066
Clay,U.S. House,8,Brad Ellsworth,Democratic,5088
Clay,U.S. House,8,John N Hostettler,Republican,3126
Clay,State Senator,38,Timothy D Skinner,Democratic,0
Clay,State Senator,39,Steven M Thais,Democratic,844
Clay,State Senator,39,John M Waterman,Republican,1409
Clay,State House,42,F Dale Grubb,Democratic,0
Clay,State House,42,Jeffrey Mccoy,Republican,0
Clay,State House,44,Richard Thompson,Democratic,2554
Clay,State House,44,Amos P Thomas,Republican,2890
Clay,State House,46,Vern Tincher,Democratic,1276
Clay,State House,46,Reid Dallas,Republican,1087
Clay,Judge Of The Circuit Court,Clay 13Th Circuit,Joseph Dom Trout,Democratic,4593
Clay,Judge Of The Circuit Court,Clay 13Th Circuit,Robert Alex Pell,Republican,4053
Clay,Judge Of The Superior Court,Clay County,J Blaine Akers,Democratic,6836
Clay,Prosecuting Attorney,Clay 13Th Circuit,"B Lee Reberger, Jr.",Republican,6310
Clinton,U.S. Senator,,Steve Osborn,Libertarian,856
Clinton,U.S. Senator,,Richard G Lugar,Republican,6076
Clinton,U.S. Senator,,Jack H Baldwin,Democratic,2
Clinton,U.S. Senator,,Mark Pool,Independent,5
Clinton,Secretary Of State,,Joe Pearson,Democratic,2893
Clinton,Secretary Of State,,Mike Kole,Libertarian,245
Clinton,Secretary Of State,,Todd Rokita,Republican,4715
Clinton,Secretary Of State,,Bill Stant,Green,4
Clinton,Auditor Of State,,Judy Anderson,Democratic,2964
Clinton,Auditor Of State,,Tim Berry,Republican,4790
Clinton,Treasurer Of State,,Michael W Griffin,Democratic,2922
Clinton,Treasurer Of State,,Richard E Mourdock,Republican,4572
Clinton,U.S. House,4,David Avram Sanders,Democratic,3036
Clinton,U.S. House,4,Steve Buyer,Republican,4650
Clinton,State Senator,21,Janelda Ellis,Democratic,0
Clinton,State Senator,21,Jeff Drozda,Republican,0
Clinton,State House,25,Jeb Bardon,Democratic,0
Clinton,State House,25,Josephine R Coleman,Libertarian,0
Clinton,State House,38,James R Buck,Republican,5778
Clinton,Judge Of The Circuit Court,Clinton 45Th Circuit,Linley E Pearson,Republican,6064
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Louis D Evans,Democratic,3629
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Anthony J Sommer,Republican,4351
Crawford,U.S. Senator,,Steve Osborn,Libertarian,488
Crawford,U.S. Senator,,Richard G Lugar,Republican,2318
Crawford,U.S. Senator,,Jack H Baldwin,Democratic,0
Crawford,U.S. Senator,,Mark Pool,Independent,0
Crawford,Secretary Of State,,Joe Pearson,Democratic,2039
Crawford,Secretary Of State,,Mike Kole,Libertarian,171
Crawford,Secretary Of State,,Todd Rokita,Republican,1405
Crawford,Secretary Of State,,Bill Stant,Green,0
Crawford,Auditor Of State,,Judy Anderson,Democratic,2136
Crawford,Auditor Of State,,Tim Berry,Republican,1448
Crawford,Treasurer Of State,,Michael W Griffin,Democratic,2061
Crawford,Treasurer Of State,,Richard E Mourdock,Republican,1500
Crawford,U.S. House,8,Brad Ellsworth,Democratic,0
Crawford,U.S. House,8,John N Hostettler,Republican,0
Crawford,U.S. House,9,Baron Hill,Democratic,2093
Crawford,U.S. House,9,D Eric Schansberg,Libertarian,182
Crawford,U.S. House,9,Michael E Sodrel,Republican,1695
Crawford,U.S. House,9,Donald W Mantooth,Republican,0
Crawford,State Senator,47,"Richard D Young, Jr.",Democratic,2816
Crawford,State Senator,47,Brian C Thomas,Republican,1080
Crawford,State House,74,Russell Stilwell,Democratic,0
Crawford,State House,74,Steven G Mcbrian,Republican,0
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Cheryl Joan Hillenburg,Democratic,2660
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Lester V Shelton,Republican,1319
Daviess,U.S. Senator,,Steve Osborn,Libertarian,586
Daviess,U.S. Senator,,Richard G Lugar,Republican,6193
Daviess,U.S. Senator,,Jack H Baldwin,Democratic,1
Daviess,U.S. Senator,,Mark Pool,Independent,0
Daviess,Secretary Of State,,Joe Pearson,Democratic,2806
Daviess,Secretary Of State,,Mike Kole,Libertarian,219
Daviess,Secretary Of State,,Todd Rokita,Republican,4554
Daviess,Secretary Of State,,Bill Stant,Green,0
Daviess,Auditor Of State,,Judy Anderson,Democratic,2955
Daviess,Auditor Of State,,Tim Berry,Republican,4605
Daviess,Treasurer Of State,,Michael W Griffin,Democratic,2583
Daviess,Treasurer Of State,,Richard E Mourdock,Republican,4712
Daviess,U.S. House,8,Brad Ellsworth,Democratic,3318
Daviess,U.S. House,8,John N Hostettler,Republican,4333
Daviess,State Senator,39,Steven M Thais,Democratic,733
Daviess,State Senator,39,John M Waterman,Republican,1476
Daviess,State House,45,Michael Dudley Bledsoe,Democratic,433
Daviess,State House,45,Bruce Alan Borders,Republican,1224
Daviess,State House,62,Jerry L Denbo,Democratic,0
Daviess,State House,62,Donald O Patton,Republican,0
Daviess,State House,63,Dave Crooks,Democratic,3514
Daviess,State House,63,Ronald Joseph Arnold,Republican,2289
Daviess,Prosecuting Attorney,Daviess 49Th Circuit,G Byron Overton,Republican,5728
Dearborn,U.S. Senator,,Steve Osborn,Libertarian,1759
Dearborn,U.S. Senator,,Richard G Lugar,Republican,9091
Dearborn,U.S. Senator,,Jack H Baldwin,Democratic,2
Dearborn,U.S. Senator,,Mark Pool,Independent,9
Dearborn,Secretary Of State,,Joe Pearson,Democratic,5159
Dearborn,Secretary Of State,,Mike Kole,Libertarian,520
Dearborn,Secretary Of State,,Todd Rokita,Republican,6804
Dearborn,Secretary Of State,,Bill Stant,Green,1
Dearborn,Auditor Of State,,Judy Anderson,Democratic,5460
Dearborn,Auditor Of State,,Tim Berry,Republican,7107
Dearborn,Treasurer Of State,,Michael W Griffin,Democratic,5276
Dearborn,Treasurer Of State,,Richard E Mourdock,Republican,7237
Dearborn,U.S. House,6,Barry A Welsh,Democratic,1239
Dearborn,U.S. House,6,Mike Pence,Republican,2976
Dearborn,State Senator,27,Clayton Phillips,Democratic,0
Dearborn,State Senator,27,Allen E Paul,Republican,0
Dearborn,State Senator,43,Lane A Siekman,Democratic,3804
Dearborn,State Senator,43,Johnny Nugent,Republican,9361
Dearborn,State House,67,Cleo Duncan,Republican,0
Dearborn,State House,67,Martin W Voegele,Independent,0
Dearborn,State House,68,Robert J Bischoff,Democratic,5637
Dearborn,State House,68,Bill Ullrich,Republican,3233
Dearborn,Judge Of The Superior Court,"Dearborn County, No. 2",Sally A Blankenship,Republican,9637
Dearborn,Prosecuting Attorney,Dearborn & Ohio7Th Cir.,Frank Aaron Negangard,Republican,9424
Decatur,U.S. Senator,,Steve Osborn,Libertarian,660
Decatur,U.S. Senator,,Richard G Lugar,Republican,5755
Decatur,U.S. Senator,,Jack H Baldwin,Democratic,0
Decatur,U.S. Senator,,Mark Pool,Independent,0
Decatur,Secretary Of State,,Joe Pearson,Democratic,2409
Decatur,Secretary Of State,,Mike Kole,Libertarian,245
Decatur,Secretary Of State,,Todd Rokita,Republican,4267
Decatur,Secretary Of State,,Bill Stant,Green,0
Decatur,Auditor Of State,,Judy Anderson,Democratic,2654
Decatur,Auditor Of State,,Tim Berry,Republican,4198
Decatur,Treasurer Of State,,Michael W Griffin,Democratic,2398
Decatur,Treasurer Of State,,Richard E Mourdock,Republican,4073
Decatur,U.S. House,6,Barry A Welsh,Democratic,1917
Decatur,U.S. House,6,Mike Pence,Republican,4768
Decatur,State Senator,43,Lane A Siekman,Democratic,0
Decatur,State Senator,43,Johnny Nugent,Republican,0
Decatur,State House,55,Dale Lanning,Democratic,0
Decatur,State House,55,Thomas D Tom Knollman,Republican,0
Decatur,State House,67,Cleo Duncan,Republican,4060
Decatur,State House,67,Martin W Voegele,Independent,1437
Decatur,Judge Of The Circuit Court,Decatur 69Th Circuit,John A Westhafer,Republican,5659
Decatur,Prosecuting Attorney,Decatur 69Th Circuit,William O Smith,Democratic,4918
DeKalb,U.S. Senator,,Steve Osborn,Libertarian,1258
DeKalb,U.S. Senator,,Richard G Lugar,Republican,7967
DeKalb,U.S. Senator,,Jack H Baldwin,Democratic,0
DeKalb,U.S. Senator,,Mark Pool,Independent,0
DeKalb,Secretary Of State,,Joe Pearson,Democratic,4279
DeKalb,Secretary Of State,,Mike Kole,Libertarian,338
DeKalb,Secretary Of State,,Todd Rokita,Republican,5901
DeKalb,Secretary Of State,,Bill Stant,Green,0
DeKalb,Auditor Of State,,Judy Anderson,Democratic,4281
DeKalb,Auditor Of State,,Tim Berry,Republican,6210
DeKalb,Treasurer Of State,,Michael W Griffin,Democratic,4133
DeKalb,Treasurer Of State,,Richard E Mourdock,Republican,6042
DeKalb,U.S. House,3,Thomas E Hayhurst,Democratic,4891
DeKalb,U.S. House,3,Mark E Souder,Republican,5632
DeKalb,State Senator,14,Dennis K Kruse,Republican,7758
DeKalb,State House,52,Dennis L Rorick,Democratic,973
DeKalb,State House,52,Marlin A Stutzman,Republican,980
DeKalb,Judge Of The Superior Court,"Dekalb County, Court 2",Monte L Brown,Republican,8307
DeKalb,Prosecuting Attorney,Dekalb 75Th Circuit,Claramary Winebrenner,Republican,8100
Delaware,U.S. Senator,,Steve Osborn,Libertarian,2740
Delaware,U.S. Senator,,Richard G Lugar,Republican,21571
Delaware,U.S. Senator,,Jack H Baldwin,Democratic,0
Delaware,U.S. Senator,,Mark Pool,Independent,0
Delaware,Secretary Of State,,Joe Pearson,Democratic,16525
Delaware,Secretary Of State,,Mike Kole,Libertarian,899
Delaware,Secretary Of State,,Todd Rokita,Republican,14842
Delaware,Secretary Of State,,Bill Stant,Green,19
Delaware,Auditor Of State,,Judy Anderson,Democratic,17573
Delaware,Auditor Of State,,Tim Berry,Republican,14376
Delaware,Treasurer Of State,,Michael W Griffin,Democratic,17307
Delaware,Treasurer Of State,,Richard E Mourdock,Republican,14511
Delaware,U.S. House,6,Barry A Welsh,Democratic,15815
Delaware,U.S. House,6,Mike Pence,Republican,17626
Delaware,State Senator,25,Tim Lanane,Democratic,0
Delaware,State Senator,25,Daniel William Dykes,Republican,0
Delaware,State Senator,26,Sue Errington,Democratic,17987
Delaware,State Senator,26,Andrew Stillman Phipps,Republican,14303
Delaware,State Senator,26,Pat L Smith,Independent,1345
Delaware,State House,31,Larry R Hile,Democratic,0
Delaware,State House,31,Timothy W Harris,Republican,0
Delaware,State House,32,P Eric Turner,Republican,0
Delaware,State House,33,Ronald David Liggett,Democratic,3024
Delaware,State House,33,Bill J Davis,Republican,2701
Delaware,State House,34,Dennis A Tyler,Democratic,8526
Delaware,State House,34,Carrie Dillard-Trammell,Libertarian,511
Delaware,State House,34,Adrian H Leavell,Republican,4631
Delaware,State House,35,Lee Ann Mengelt,Democratic,6793
Delaware,State House,35,L Jack Lutz,Republican,7081
Delaware,Judge Of The Circuit Court,Delaware Ct. 246Th Cir.,Richard A Dailey,Democratic,23383
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,Mark R Mckinney,Democratic,20409
Delaware,Prosecuting Attorney,Delaware 46Th Circuit,Mark A Delgado,Republican,12474
Dubois,U.S. Senator,,Steve Osborn,Libertarian,1007
Dubois,U.S. Senator,,Richard G Lugar,Republican,9432
Dubois,U.S. Senator,,Jack H Baldwin,Democratic,0
Dubois,U.S. Senator,,Mark Pool,Independent,2
Dubois,Secretary Of State,,Joe Pearson,Democratic,6175
Dubois,Secretary Of State,,Mike Kole,Libertarian,368
Dubois,Secretary Of State,,Todd Rokita,Republican,5743
Dubois,Secretary Of State,,Bill Stant,Green,5
Dubois,Auditor Of State,,Judy Anderson,Democratic,6457
Dubois,Auditor Of State,,Tim Berry,Republican,5730
Dubois,Treasurer Of State,,Michael W Griffin,Democratic,6058
Dubois,Treasurer Of State,,Richard E Mourdock,Republican,5614
Dubois,U.S. House,8,Brad Ellsworth,Democratic,0
Dubois,U.S. House,8,John N Hostettler,Republican,0
Dubois,State Senator,47,"Richard D Young, Jr.",Democratic,3239
Dubois,State Senator,47,Brian C Thomas,Republican,1499
Dubois,State Senator,48,Lindel O Hume,Democratic,5310
Dubois,State House,63,Dave Crooks,Democratic,4773
Dubois,State House,63,Ronald Joseph Arnold,Republican,2812
Dubois,State House,74,Russell Stilwell,Democratic,2427
Dubois,State House,74,Steven G Mcbrian,Republican,1310
Dubois,Prosecuting Attorney,Dubois 57Th Circuit,Michael A Fritch,Democratic,9424
Elkhart,U.S. Senator,,Steve Osborn,Libertarian,3798
Elkhart,U.S. Senator,,Richard G Lugar,Republican,34342
Elkhart,U.S. Senator,,Jack H Baldwin,Democratic,26
Elkhart,U.S. Senator,,Mark Pool,Independent,48
Elkhart,Secretary Of State,,Joe Pearson,Democratic,16033
Elkhart,Secretary Of State,,Mike Kole,Libertarian,1493
Elkhart,Secretary Of State,,Todd Rokita,Republican,25870
Elkhart,Secretary Of State,,Bill Stant,Green,18
Elkhart,Auditor Of State,,Judy Anderson,Democratic,17261
