county,office,district,candidate,party,votes
Bartholomew,U.S. House,6,George Thomas Holland,Democratic,1171
Bartholomew,U.S. House,6,Bruce W. Peavler,Democratic,482
Bartholomew,U.S. House,6,Ralph Spelbring,Democratic,354
Bartholomew,U.S. House,6,Barry Welsh,Democratic,1619
Bartholomew,U.S. House,6,Charles Chuck Johnson Jr.,Republican,1247
Bartholomew,U.S. House,6,Luke Messer,Republican,10727
Bartholomew,U.S. House,6,Jeff Smith,Republican,1967
Bartholomew,State Senator,44,Linda Kay Henderson,Democratic,1492
Bartholomew,State Senator,44,Josh Anderson,Republican,1539
Bartholomew,State Senator,44,Eric A. Koch,Republican,2889
Bartholomew,State House,57,Sean R. Eberhart,Republican,2154
Bartholomew,State House,57,Robert M. (Bob) Pitman,Republican,2472
Bartholomew,State House,57,Ryan Lauer,Republican,4825
Bartholomew,State House,57,Milo Smith,Republican,5883
Bartholomew,State House,57,Lew Wilson,Republican,1746
Bartholomew,State House,57,Jim Lucas,Republican,148
Bartholomew,Judge Of The Circuit Court,Bartholomew 9Th Circuit,Scott Andrews,Republican,6904
Bartholomew,Judge Of The Circuit Court,Bartholomew 9Th Circuit,Kelly S. Benjamin,Republican,8181
Benton,President,,Hillary Clinton,Democratic,190
Benton,President,,Bernie Sanders,Democratic,235
Benton,President,,Jeb Bush,Republican,21
Benton,President,,Ben Carson,Republican,28
Benton,President,,Chris Christie,Republican,7
Benton,President,,Ted Cruz,Republican,720
Benton,President,,Carly Fiorina,Republican,2
Benton,President,,John R. Kasich,Republican,171
Benton,President,,Rand Paul,Republican,10
Benton,President,,Marco Rubio,Republican,16
Benton,President,,Donald J. Trump,Republican,1175
Benton,U.S. Senator,,Baron Hill,Democratic,350
Benton,U.S. Senator,,Marlin A. Stutzman,Republican,459
Benton,U.S. Senator,,Todd Young,Republican,1497
Benton,Governor,,John R. Gregg,Democratic,379
Benton,Governor,,Michael R. Pence,Republican,1559
Benton,U.S. House,4,John Dale,Democratic,351
Benton,U.S. House,4,Kevin J. Grant,Republican,684
Benton,U.S. House,4,Todd Rokita,Republican,1268
Benton,State House,13,Mike Childress,Democratic,297
Benton,State House,13,Sharon Negele,Republican,1773
Blackford,President,,Hillary Clinton,Democratic,493
Blackford,President,,Bernie Sanders,Democratic,514
Blackford,President,,Jeb Bush,Republican,13
Blackford,President,,Ben Carson,Republican,17
Blackford,President,,Chris Christie,Republican,3
Blackford,President,,Ted Cruz,Republican,800
Blackford,President,,Carly Fiorina,Republican,1
Blackford,President,,John R. Kasich,Republican,101
Blackford,President,,Rand Paul,Republican,8
Blackford,President,,Marco Rubio,Republican,6
Blackford,President,,Donald J. Trump,Republican,1019
Blackford,U.S. Senator,,Baron Hill,Democratic,796
Blackford,U.S. Senator,,Marlin A. Stutzman,Republican,542
Blackford,U.S. Senator,,Todd Young,Republican,1220
Blackford,Governor,,John R. Gregg,Democratic,869
Blackford,Governor,,Michael R. Pence,Republican,1470
Blackford,U.S. House,3,Todd Nightenhelser,Democratic,25
Blackford,U.S. House,3,John Forrest Roberson,Democratic,53
Blackford,U.S. House,3,Tommy A. Schrader,Democratic,109
Blackford,U.S. House,3,Jim Banks,Republican,103
Blackford,U.S. House,3,Mark Willard Baringer,Republican,14
Blackford,U.S. House,3,"Elizabeth ""Liz"" Brown",Republican,110
Blackford,U.S. House,3,Pam Galloway,Republican,48
Blackford,U.S. House,3,Kevin Howell,Republican,26
Blackford,U.S. House,3,Kip Tom,Republican,80
Blackford,U.S. House,3,Angela Demaree,Republican,380
Blackford,U.S. House,3,Susan W. Brooks,Republican,769
Blackford,U.S. House,3,Mike Campbell,Republican,264
Blackford,U.S. House,3,Stephen M. Mackenzie,Republican,162
Blackford,State House,31,Kevin A. Mahan,Republican,1598
Blackford,Judge Of The Superior Court,Blackford County,Nick Barry,Republican,1571
Boone,President,,Hillary Clinton,Democratic,2075
Boone,President,,Bernie Sanders,Democratic,2555
Boone,President,,Jeb Bush,Republican,93
Boone,President,,Ben Carson,Republican,101
Boone,President,,Chris Christie,Republican,15
Boone,President,,Ted Cruz,Republican,6223
Boone,President,,Carly Fiorina,Republican,24
Boone,President,,John R. Kasich,Republican,1728
Boone,President,,Rand Paul,Republican,65
Boone,President,,Marco Rubio,Republican,82
Boone,President,,Donald J. Trump,Republican,7023
Boone,U.S. Senator,,Baron Hill,Democratic,3792
Boone,U.S. Senator,,Marlin A. Stutzman,Republican,3681
Boone,U.S. Senator,,Todd Young,Republican,10236
Boone,Governor,,John R. Gregg,Democratic,4029
Boone,Governor,,Michael R. Pence,Republican,11223
Boone,U.S. House,4,John Dale,Democratic,1520
Boone,U.S. House,4,Kevin J. Grant,Republican,1849
Boone,U.S. House,4,Todd Rokita,Republican,4741
Boone,U.S. House,4,Angela Demaree,Republican,1698
Boone,U.S. House,4,Susan W. Brooks,Republican,5204
Boone,U.S. House,4,Mike Campbell,Republican,886
Boone,U.S. House,4,Stephen M. Mackenzie,Republican,655
Boone,State Senator,7,Brandt Hershman,Republican,2187
Boone,State House,24,Greg Fettig,Republican,2835
Boone,State House,24,Donna Schaibley,Republican,3289
Boone,State House,24,Jeffrey A. Thompson,Republican,425
Boone,State House,24,Tim Brown,Republican,5205
Brown,President,,Hillary Clinton,Democratic,806
Brown,President,,Bernie Sanders,Democratic,1270
Brown,President,,Jeb Bush,Republican,29
Brown,President,,Ben Carson,Republican,33
Brown,President,,Chris Christie,Republican,6
Brown,President,,Ted Cruz,Republican,1387
Brown,President,,Carly Fiorina,Republican,9
Brown,President,,John R. Kasich,Republican,189
Brown,President,,Rand Paul,Republican,15
Brown,President,,Marco Rubio,Republican,16
Brown,President,,Donald J. Trump,Republican,2202
Brown,U.S. Senator,,Baron Hill,Democratic,1832
Brown,U.S. Senator,,Marlin A. Stutzman,Republican,792
Brown,U.S. Senator,,Todd Young,Republican,2898
Brown,Governor,,John R. Gregg,Democratic,1798
Brown,Governor,,Michael R. Pence,Republican,3050
Brown,U.S. House,9,Bob Kern,Democratic,212
Brown,U.S. House,9,James R. Mcclure Jr.,Democratic,130
Brown,U.S. House,9,Bill Thomas,Democratic,110
Brown,U.S. House,9,Shelli Yoder,Democratic,1403
Brown,U.S. House,9,Robert Hall,Republican,258
Brown,U.S. House,9,Trey Hollingsworth,Republican,1139
Brown,U.S. House,9,Erin Houchin,Republican,810
Brown,U.S. House,9,Brent Waltz,Republican,468
Brown,U.S. House,9,Greg Zoeller,Republican,909
Brown,State Senator,44,Linda Kay Henderson,Democratic,1767
Brown,State Senator,44,Josh Anderson,Republican,1095
Brown,State Senator,44,Eric A. Koch,Republican,2440
Brown,State House,65,Chris Woods,Democratic,1746
Brown,State House,65,Franklin Andrew,Republican,361
Brown,State House,65,Darren Byrd,Republican,459
Brown,State House,65,Jacob Franklin,Republican,350
Brown,State House,65,Mark Mathis,Republican,541
Brown,State House,65,Chris D. May,Republican,477
Brown,State House,65,Jim Pfaff,Republican,928
Carroll,President,,Hillary Clinton,Democratic,508
Carroll,President,,Bernie Sanders,Democratic,648
Carroll,President,,Jeb Bush,Republican,31
Carroll,President,,Ben Carson,Republican,37
Carroll,President,,Chris Christie,Republican,18
Carroll,President,,Ted Cruz,Republican,1737
Carroll,President,,Carly Fiorina,Republican,9
Carroll,President,,John R. Kasich,Republican,302
Carroll,President,,Rand Paul,Republican,25
Carroll,President,,Marco Rubio,Republican,19
Carroll,President,,Donald J. Trump,Republican,2423
Carroll,U.S. Senator,,Baron Hill,Democratic,943
Carroll,U.S. Senator,,Marlin A. Stutzman,Republican,1081
Carroll,U.S. Senator,,Todd Young,Republican,3206
Carroll,Governor,,John R. Gregg,Democratic,1027
Carroll,Governor,,Michael R. Pence,Republican,3605
Carroll,U.S. House,4,John Dale,Democratic,958
Carroll,U.S. House,4,Kevin J. Grant,Republican,1411
Carroll,U.S. House,4,Todd Rokita,Republican,2817
Carroll,State Senator,7,Brandt Hershman,Republican,2509
Carroll,State House,25,Maurice O. Fuller,Democratic,371
Carroll,State House,25,Justin Notoras,Democratic,238
Carroll,State House,25,Donald J. Lehe,Republican,2117
Cass,President,,Hillary Clinton,Democratic,1137
Cass,President,,Bernie Sanders,Democratic,1656
Cass,President,,Jeb Bush,Republican,59
Cass,President,,Ben Carson,Republican,67
Cass,President,,Chris Christie,Republican,11
Cass,President,,Ted Cruz,Republican,2362
Cass,President,,Carly Fiorina,Republican,9
Cass,President,,John R. Kasich,Republican,411
Cass,President,,Rand Paul,Republican,24
Cass,President,,Marco Rubio,Republican,44
Cass,President,,Donald J. Trump,Republican,3941
Cass,U.S. Senator,,Baron Hill,Democratic,2386
Cass,U.S. Senator,,Marlin A. Stutzman,Republican,1638
Cass,U.S. Senator,,Todd Young,Republican,4817
Cass,Governor,,John R. Gregg,Democratic,2518
Cass,Governor,,Michael R. Pence,Republican,5437
Cass,U.S. House,4,John Dale,Democratic,2405
Cass,U.S. House,4,Kevin J. Grant,Republican,2250
Cass,U.S. House,4,Todd Rokita,Republican,4066
Cass,State Senator,18,Randall Head,Republican,6003
Cass,State House,23,Rose G. Ryan,Democratic,1770
Cass,State House,23,William C. Friend,Republican,3832
Cass,State House,23,Justin Notoras,Republican,135
Cass,State House,23,Donald J. Lehe,Republican,904
Cass,Judge Of The Superior Court,"Cass County, Court 1",James K. (Jim) Muehlhausen,Republican,6051
Clar,President,,Hillary Clinton,Democratic,6195
Clar,President,,Bernie Sanders,Democratic,5308
Clar,President,,Jeb Bush,Republican,96
Clar,President,,Ben Carson,Republican,140
Clar,President,,Chris Christie,Republican,33
Clar,President,,Ted Cruz,Republican,5853
Clar,President,,Carly Fiorina,Republican,18
Clar,President,,John R. Kasich,Republican,901
Clar,President,,Rand Paul,Republican,94
Clar,President,,Marco Rubio,Republican,117
Clar,President,,Donald J. Trump,Republican,10639
Clar,U.S. Senator,,Baron Hill,Democratic,10149
Clar,U.S. Senator,,Marlin A. Stutzman,Republican,3001
Clar,U.S. Senator,,Todd Young,Republican,13555
Clar,Governor,,John R. Gregg,Democratic,9454
Clar,Governor,,Michael R. Pence,Republican,14203
Clar,U.S. House,9,Bob Kern,Democratic,1122
Clar,U.S. House,9,James R. Mcclure Jr.,Democratic,1326
Clar,U.S. House,9,Bill Thomas,Democratic,914
Clar,U.S. House,9,Shelli Yoder,Democratic,6686
Clar,U.S. House,9,Robert Hall,Republican,1014
Clar,U.S. House,9,Trey Hollingsworth,Republican,5969
Clar,U.S. House,9,Erin Houchin,Republican,3726
Clar,U.S. House,9,Brent Waltz,Republican,1463
Clar,U.S. House,9,Greg Zoeller,Republican,3890
Clar,State House,66,Terry Goodin,Democratic,1595
Clar,State House,66,Joe Van Wye,Republican,2390
Clar,State House,66,Karen Engleman,Republican,2763
Clar,State House,66,Steven Davisson,Republican,737
Clar,State House,66,Michael A Harkness,Republican,319
Clay,President,,Hillary Clinton,Democratic,931
Clay,President,,Bernie Sanders,Democratic,1049
Clay,President,,Jeb Bush,Republican,47
Clay,President,,Ben Carson,Republican,38
Clay,President,,Chris Christie,Republican,8
Clay,President,,Ted Cruz,Republican,1788
Clay,President,,Carly Fiorina,Republican,10
Clay,President,,John R. Kasich,Republican,212
Clay,President,,Rand Paul,Republican,17
Clay,President,,Marco Rubio,Republican,21
Clay,President,,Donald J. Trump,Republican,3615
Clay,U.S. Senator,,Baron Hill,Democratic,1725
Clay,U.S. Senator,,Marlin A. Stutzman,Republican,1783
Clay,U.S. Senator,,Todd Young,Republican,3266
Clay,Governor,,John R. Gregg,Democratic,1832
Clay,Governor,,Michael R. Pence,Republican,4161
Clay,U.S. House,8,Ron Drake,Democratic,931
Clay,U.S. House,8,David Orentlicher,Democratic,857
Clay,U.S. House,8,Larry D. Bucshon,Republican,3224
Clay,U.S. House,8,Richard Moss,Republican,1781
Clay,State House,42,Timothy D. (Tim) Skinner,Democratic,1004
Clay,State House,42,Alan Morrison,Republican,2158
Clay,State House,42,James (Jim) Baird,Republican,1155
Clay,State House,42,Bob Heaton,Republican,1344
Clinton,President,,Hillary Clinton,Democratic,724
Clinton,President,,Bernie Sanders,Democratic,1046
Clinton,President,,Jeb Bush,Republican,73
Clinton,President,,Ben Carson,Republican,81
Clinton,President,,Chris Christie,Republican,17
Clinton,President,,Ted Cruz,Republican,2637
Clinton,President,,Carly Fiorina,Republican,13
Clinton,President,,John R. Kasich,Republican,474
Clinton,President,,Rand Paul,Republican,28
Clinton,President,,Marco Rubio,Republican,39
Clinton,President,,Donald J. Trump,Republican,3252
Clinton,U.S. Senator,,Baron Hill,Democratic,1449
Clinton,U.S. Senator,,Marlin A. Stutzman,Republican,1446
Clinton,U.S. Senator,,Todd Young,Republican,4534
Clinton,Governor,,John R. Gregg,Democratic,1518
Clinton,Governor,,Michael R. Pence,Republican,4847
Clinton,U.S. House,4,John Dale,Democratic,1397
Clinton,U.S. House,4,Kevin J. Grant,Republican,1693
Clinton,U.S. House,4,Todd Rokita,Republican,4124
Clinton,State Senator,7,Brandt Hershman,Republican,4716
Clinton,State House,25,Maurice O. Fuller,Democratic,200
Clinton,State House,25,Justin Notoras,Democratic,126
Clinton,State House,25,Donald J. Lehe,Republican,1081
Crawford,President,,Hillary Clinton,Democratic,684
Crawford,President,,Bernie Sanders,Democratic,616
Crawford,President,,Jeb Bush,Republican,22
Crawford,President,,Ben Carson,Republican,17
Crawford,President,,Chris Christie,Republican,9
Crawford,President,,Ted Cruz,Republican,634
Crawford,President,,Carly Fiorina,Republican,3
Crawford,President,,John R. Kasich,Republican,56
Crawford,President,,Rand Paul,Republican,16
Crawford,President,,Marco Rubio,Republican,12
Crawford,President,,Donald J. Trump,Republican,1162
Crawford,U.S. Senator,,Baron Hill,Democratic,1106
Crawford,U.S. Senator,,Marlin A. Stutzman,Republican,414
Crawford,U.S. Senator,,Todd Young,Republican,1395
Crawford,Governor,,John R. Gregg,Democratic,1058
Crawford,Governor,,Michael R. Pence,Republican,1436
Crawford,U.S. House,8,Ron Drake,Democratic,56
Crawford,U.S. House,8,David Orentlicher,Democratic,54
Crawford,U.S. House,8,Larry D. Bucshon,Republican,100
Crawford,U.S. House,8,Richard Moss,Republican,138
Crawford,U.S. House,8,James R. Mcclure Jr.,Republican,111
Crawford,U.S. House,8,Bill Thomas,Republican,85
Crawford,U.S. House,8,Shelli Yoder,Republican,730
Crawford,U.S. House,8,Robert Hall,Republican,62
Crawford,U.S. House,8,Trey Hollingsworth,Republican,443
Crawford,U.S. House,8,Erin Houchin,Republican,724
Crawford,U.S. House,8,Brent Waltz,Republican,76
Crawford,U.S. House,8,Greg Zoeller,Republican,171
Crawford,State House,74,Larry K. Kleeman,Democratic,944
Crawford,State House,74,Lloyd Arnold,Republican,1482
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Stanley O. Faith,Democratic,440
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Stanley V. Pennington,Democratic,913
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Sabrina R. Bell,Republican,949
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Justin B. Mills,Republican,936
Daviess,President,,Hillary Clinton,Democratic,539
Daviess,President,,Bernie Sanders,Democratic,701
Daviess,President,,Jeb Bush,Republican,57
Daviess,President,,Ben Carson,Republican,69
Daviess,President,,Chris Christie,Republican,17
Daviess,President,,Ted Cruz,Republican,1920
Daviess,President,,Carly Fiorina,Republican,9
Daviess,President,,John R. Kasich,Republican,393
Daviess,President,,Rand Paul,Republican,22
Daviess,President,,Marco Rubio,Republican,34
Daviess,President,,Donald J. Trump,Republican,3894
Daviess,U.S. Senator,,Baron Hill,Democratic,965
Daviess,U.S. Senator,,Marlin A. Stutzman,Republican,2264
Daviess,U.S. Senator,,Todd Young,Republican,3137
Daviess,Governor,,John R. Gregg,Democratic,1129
Daviess,Governor,,Michael R. Pence,Republican,4401
Daviess,U.S. House,8,Ron Drake,Democratic,594
Daviess,U.S. House,8,David Orentlicher,Democratic,464
Daviess,U.S. House,8,Larry D. Bucshon,Republican,3286
Daviess,U.S. House,8,Richard Moss,Republican,2486
Daviess,State House,45,Bruce Borders,Republican,225
Daviess,State House,45,Jeff Ellington,Republican,425
Daviess,State House,45,Sawyer Sparks,Republican,307
Dearborn,President,,Hillary Clinton,Democratic,1391
Dearborn,President,,Bernie Sanders,Democratic,1246
Dearborn,President,,Jeb Bush,Republican,29
Dearborn,President,,Ben Carson,Republican,47
Dearborn,President,,Chris Christie,Republican,17
Dearborn,President,,Ted Cruz,Republican,2376
Dearborn,President,,Carly Fiorina,Republican,5
Dearborn,President,,John R. Kasich,Republican,1086
Dearborn,President,,Rand Paul,Republican,54
Dearborn,President,,Marco Rubio,Republican,33
Dearborn,President,,Donald J. Trump,Republican,6618
Dearborn,U.S. Senator,,Baron Hill,Democratic,2207
Dearborn,U.S. Senator,,Marlin A. Stutzman,Republican,2225
Dearborn,U.S. Senator,,Todd Young,Republican,6041
Dearborn,Governor,,John R. Gregg,Democratic,2103
Dearborn,Governor,,Michael R. Pence,Republican,7837
Dearborn,U.S. House,6,Danny Basham,Democratic,551
Dearborn,U.S. House,6,George Thomas Holland,Democratic,494
Dearborn,U.S. House,6,Bruce W. Peavler,Democratic,214
Dearborn,U.S. House,6,Ralph Spelbring,Democratic,209
Dearborn,U.S. House,6,Barry Welsh,Democratic,531
Dearborn,U.S. House,6,Charles Chuck Johnson Jr.,Republican,1421
Dearborn,U.S. House,6,Luke Messer,Republican,6364
Dearborn,U.S. House,6,Jeff Smith,Republican,872
Dearborn,State House,67,Randy Frye,Republican,1482
Dearborn,Judge Of The Circuit Court,Dearborn/Ohio 7Th Cir.,James D. Humphrey,Republican,7956
Decatur,President,,Hillary Clinton,Democratic,631
Decatur,President,,Bernie Sanders,Democratic,733
Decatur,President,,Jeb Bush,Republican,41
Decatur,President,,Ben Carson,Republican,47
Decatur,President,,Chris Christie,Republican,9
Decatur,President,,Ted Cruz,Republican,2078
Decatur,President,,Carly Fiorina,Republican,6
Decatur,President,,John R. Kasich,Republican,345
Decatur,President,,Rand Paul,Republican,7
Decatur,President,,Marco Rubio,Republican,27
Decatur,President,,Donald J. Trump,Republican,3319
Decatur,U.S. Senator,,Baron Hill,Democratic,1171
Decatur,U.S. Senator,,Marlin A. Stutzman,Republican,1138
Decatur,U.S. Senator,,Todd Young,Republican,4282
Decatur,Governor,,John R. Gregg,Democratic,1175
Decatur,Governor,,Michael R. Pence,Republican,4518
Decatur,U.S. House,6,Danny Basham,Democratic,181
Decatur,U.S. House,6,George Thomas Holland,Democratic,266
Decatur,U.S. House,6,Bruce W. Peavler,Democratic,88
Decatur,U.S. House,6,Ralph Spelbring,Democratic,101
Decatur,U.S. House,6,Barry Welsh,Democratic,520
Decatur,U.S. House,6,Charles Chuck Johnson Jr.,Republican,249
Decatur,U.S. House,6,Luke Messer,Republican,4610
Decatur,U.S. House,6,Jeff Smith,Republican,405
Decatur,State Senator,42,Randy Howard,Democratic,72
Decatur,State Senator,42,Jean Leising,Republican,463
Decatur,State House,55,Mimi Pruett,Democratic,879
Decatur,State House,55,Cindy Meyer Ziemke,Republican,3314
DeKalb,President,,Hillary Clinton,Democratic,1140
DeKalb,President,,Bernie Sanders,Democratic,1270
DeKalb,President,,Jeb Bush,Republican,55
DeKalb,President,,Ben Carson,Republican,92
DeKalb,President,,Chris Christie,Republican,17
DeKalb,President,,Ted Cruz,Republican,3748
DeKalb,President,,Carly Fiorina,Republican,18
DeKalb,President,,John R. Kasich,Republican,624
DeKalb,President,,Rand Paul,Republican,27
DeKalb,President,,Marco Rubio,Republican,37
DeKalb,President,,Donald J. Trump,Republican,4204
DeKalb,U.S. Senator,,Baron Hill,Democratic,2000
DeKalb,U.S. Senator,,Marlin A. Stutzman,Republican,5586
DeKalb,U.S. Senator,,Todd Young,Republican,2737
DeKalb,Governor,,John R. Gregg,Democratic,2117
DeKalb,Governor,,Michael R. Pence,Republican,6609
DeKalb,U.S. House,3,Todd Nightenhelser,Democratic,647
DeKalb,U.S. House,3,John Forrest Roberson,Democratic,615
DeKalb,U.S. House,3,Tommy A. Schrader,Democratic,762
DeKalb,U.S. House,3,Jim Banks,Republican,2597
DeKalb,U.S. House,3,Mark Willard Baringer,Republican,80
DeKalb,U.S. House,3,"Elizabeth ""Liz"" Brown",Republican,1688
DeKalb,U.S. House,3,Pam Galloway,Republican,798
DeKalb,U.S. House,3,Kevin Howell,Republican,140
DeKalb,U.S. House,3,Kip Tom,Republican,2946
DeKalb,State Senator,13,Justin Kuhnle,Democratic,648
DeKalb,State Senator,13,C. Susan Glick,Republican,1769
DeKalb,State House,52,Charlie Odier,Democratic,1978
DeKalb,State House,52,Ben Smaltz,Republican,6809
DeKalb,Judge Of The Circuit Court,Dekalb 75Th Circuit,Kurt Grimm,Republican,5293
DeKalb,Judge Of The Circuit Court,Dekalb 75Th Circuit,Kevin L. Likes,Republican,3228
Delaware,President,,Hillary Clinton,Democratic,6137
Delaware,President,,Bernie Sanders,Democratic,7730
Delaware,President,,Jeb Bush,Republican,113
Delaware,President,,Ben Carson,Republican,147
Delaware,President,,Chris Christie,Republican,26
Delaware,President,,Ted Cruz,Republican,6154
Delaware,President,,Carly Fiorina,Republican,28
Delaware,President,,John R. Kasich,Republican,1255
Delaware,President,,Rand Paul,Republican,55
Delaware,President,,Marco Rubio,Republican,75
Delaware,President,,Donald J. Trump,Republican,8795
Delaware,U.S. Senator,,Baron Hill,Democratic,11370
Delaware,U.S. Senator,,Marlin A. Stutzman,Republican,3404
Delaware,U.S. Senator,,Todd Young,Republican,11058
Delaware,Governor,,John R. Gregg,Democratic,11925
Delaware,Governor,,Michael R. Pence,Republican,12174
Delaware,U.S. House,6,Danny Basham,Democratic,3049
Delaware,U.S. House,6,George Thomas Holland,Democratic,1716
Delaware,U.S. House,6,Bruce W. Peavler,Democratic,1557
Delaware,U.S. House,6,Ralph Spelbring,Democratic,753
Delaware,U.S. House,6,Barry Welsh,Democratic,3769
Delaware,U.S. House,6,Charles Chuck Johnson Jr.,Republican,1417
Delaware,U.S. House,6,Luke Messer,Republican,10774
Delaware,U.S. House,6,Jeff Smith,Republican,1663
Delaware,State House,31,Kevin A. Mahan,Republican,1093
Delaware,State House,31,"Anthony J. (""Tony"") Cook",Republican,280
Delaware,State House,31,Joseph (Joe) Shank,Republican,3751
Delaware,Judge Of The Circuit Court,Delaware Ct. 146Th Cir.,Marianne Lafferty Vorhees,Democratic,11870
Dubois,President,,Hillary Clinton,Democratic,2305
Dubois,President,,Bernie Sanders,Democratic,2293
Dubois,President,,Jeb Bush,Republican,45
Dubois,President,,Ben Carson,Republican,72
Dubois,President,,Chris Christie,Republican,11
Dubois,President,,Ted Cruz,Republican,2475
Dubois,President,,Carly Fiorina,Republican,11
Dubois,President,,John R. Kasich,Republican,651
Dubois,President,,Rand Paul,Republican,27
Dubois,President,,Marco Rubio,Republican,37
Dubois,President,,Donald J. Trump,Republican,4692
Dubois,U.S. Senator,,Baron Hill,Democratic,4076
Dubois,U.S. Senator,,Marlin A. Stutzman,Republican,1543
Dubois,U.S. Senator,,Todd Young,Republican,5362
Dubois,Governor,,John R. Gregg,Democratic,4015
Dubois,Governor,,Michael R. Pence,Republican,5967
Dubois,U.S. House,8,Ron Drake,Democratic,1915
Dubois,U.S. House,8,David Orentlicher,Democratic,1997
Dubois,U.S. House,8,Larry D. Bucshon,Republican,3986
Dubois,U.S. House,8,Richard Moss,Republican,3379
Dubois,State House,63,Mike Braun,Republican,4221
Dubois,State House,63,Lloyd Arnold,Republican,2228
Elkhart,President,,Hillary Clinton,Democratic,4791
Elkhart,President,,Bernie Sanders,Democratic,6440
Elkhart,President,,Jeb Bush,Republican,194
Elkhart,President,,Ben Carson,Republican,278
