county,precinct,office,district,party,candidate,election_day,absentee,early_votin,votes
Boone,EAGLE 07,Attorney General,,D,Jonathan Weinzapfel,24,115,265,404
Boone,EAGLE 07,U.S. House,5,R,Victoria Spartz,55,124,412,591
Boone,EAGLE 07,U.S. House,5,D,Christina Hale,23,130,280,433
Boone,EAGLE 07,U.S. House,5,L,Kenneth Tucker,8,5,19,32
Boone,EAGLE 07,U.S. House,5,,Write-In,1,0,1,2
Boone,EAGLE 07,State Representative,24,R,Donna Schaibley,58,146,462,666
Boone,EAGLE 07,State Representative,24,D,Naomo S Bechtold,22,107,247,376
Boone,EAGLE 08,Registered Voters,,,,,,,1245
Boone,EAGLE 08,Ballots Cast,,,,86,264,605,955
Boone,EAGLE 08,President,,R,Trump\Pence,45,114,295,454
Boone,EAGLE 08,President,,D,Biden\Harris,34,142,284,460
Boone,EAGLE 08,President,,L,Jorgense\Cohen,6,5,12,23
Boone,EAGLE 08,President,,,Write-In,1,0,5,6
Boone,EAGLE 08,Governor,,R,Holcomb\Crouch,53,161,399,613
Boone,EAGLE 08,Governor,,D,Myers\Lawson,23,95,162,280
Boone,EAGLE 08,Governor,,L,Rainwater II / Henry,8,7,39,54
Boone,EAGLE 08,Attorney General,,R,Todd Rokita,46,146,356,548
Boone,EAGLE 08,Attorney General,,D,Jonathan Weinzapfel,35,114,229,378
Boone,EAGLE 08,U.S. House,5,R,Victoria Spartz,46,120,338,504
Boone,EAGLE 08,U.S. House,5,D,Christina Hale,34,130,237,401
Boone,EAGLE 08,U.S. House,5,L,Kenneth Tucker,4,11,19,34
Boone,EAGLE 08,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 08,State Representative,24,R,Donna Schaibley,49,145,369,563
Boone,EAGLE 08,State Representative,24,D,Naomo S Bechtold,33,113,214,360
Boone,EAGLE 09,Registered Voters,,,,,,,1385
Boone,EAGLE 09,Ballots Cast,,,,87,214,838,1149
Boone,EAGLE 09,President,,R,Trump\Pence,57,87,429,573
Boone,EAGLE 09,President,,D,Biden\Harris,32,117,369,518
Boone,EAGLE 09,President,,L,Jorgense\Cohen,5,3,27,35
Boone,EAGLE 09,President,,,Write-In,3,3,6,12
Boone,EAGLE 09,Governor,,R,Holcomb\Crouch,67,120,580,767
Boone,EAGLE 09,Governor,,D,Myers\Lawson,13,85,204,302
Boone,EAGLE 09,Governor,,L,Rainwater II / Henry,11,6,46,63
Boone,EAGLE 09,Attorney General,,R,Todd Rokita,65,107,491,663
Boone,EAGLE 09,Attorney General,,D,Jonathan Weinzapfel,24,102,324,450
Boone,EAGLE 09,U.S. House,5,R,Victoria Spartz,64,101,475,640
Boone,EAGLE 09,U.S. House,5,D,Christina Hale,24,103,335,462
Boone,EAGLE 09,U.S. House,5,L,Kenneth Tucker,4,5,18,27
Boone,EAGLE 09,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 09,State Representative,24,R,Donna Schaibley,66,112,514,692
Boone,EAGLE 09,State Representative,24,D,Naomo S Bechtold,25,95,311,431
Boone,EAGLE 10,Registered Voters,,,,,,,1829
Boone,EAGLE 10,Ballots Cast,,,,155,278,946,1379
Boone,EAGLE 10,President,,R,Trump\Pence,99,110,475,684
Boone,EAGLE 10,President,,D,Biden\Harris,48,155,429,632
Boone,EAGLE 10,President,,L,Jorgense\Cohen,5,4,25,34
Boone,EAGLE 10,President,,,Write-In,2,0,4,6
Boone,EAGLE 10,Governor,,R,Holcomb\Crouch,108,170,602,880
Boone,EAGLE 10,Governor,,D,Myers\Lawson,29,94,262,385
Boone,EAGLE 10,Governor,,L,Rainwater II / Henry,18,8,72,98
Boone,EAGLE 10,Attorney General,,R,Todd Rokita,105,132,555,792
Boone,EAGLE 10,Attorney General,,D,Jonathan Weinzapfel,43,129,358,530
Boone,EAGLE 10,U.S. House,5,R,Victoria Spartz,102,122,521,745
Boone,EAGLE 10,U.S. House,5,D,Christina Hale,39,139,392,570
Boone,EAGLE 10,U.S. House,5,L,Kenneth Tucker,12,6,22,40
Boone,EAGLE 10,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 10,State Representative,24,R,Donna Schaibley,117,135,560,812
Boone,EAGLE 10,State Representative,24,D,Naomo S Bechtold,36,119,365,520
Boone,EAGLE 11,Registered Voters,,,,,,,783
Boone,EAGLE 11,Ballots Cast,,,,56,151,406,613
Boone,EAGLE 11,President,,R,Trump\Pence,36,60,216,312
Boone,EAGLE 11,President,,D,Biden\Harris,16,86,178,280
Boone,EAGLE 11,President,,L,Jorgense\Cohen,2,5,7,14
Boone,EAGLE 11,President,,,Write-In,2,0,3,5
Boone,EAGLE 11,Governor,,R,Holcomb\Crouch,39,92,261,392
Boone,EAGLE 11,Governor,,D,Myers\Lawson,8,55,114,177
Boone,EAGLE 11,Governor,,L,Rainwater II / Henry,8,4,29,41
Boone,EAGLE 11,Attorney General,,R,Todd Rokita,38,76,233,347
Boone,EAGLE 11,Attorney General,,D,Jonathan Weinzapfel,14,71,167,252
Boone,EAGLE 11,U.S. House,5,R,Victoria Spartz,33,67,227,327
Boone,EAGLE 11,U.S. House,5,D,Christina Hale,16,76,165,257
Boone,EAGLE 11,U.S. House,5,L,Kenneth Tucker,5,4,10,19
Boone,EAGLE 11,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 11,State Representative,24,R,Donna Schaibley,39,76,248,363
Boone,EAGLE 11,State Representative,24,D,Naomo S Bechtold,13,71,154,238
Boone,EAGLE 12,Registered Voters,,,,,,,997
Boone,EAGLE 12,Ballots Cast,,,,84,152,509,745
Boone,EAGLE 12,President,,R,Trump\Pence,46,51,232,329
Boone,EAGLE 12,President,,D,Biden\Harris,29,97,259,385
Boone,EAGLE 12,President,,L,Jorgense\Cohen,6,2,15,23
Boone,EAGLE 12,President,,,Write-In,1,0,0,1
Boone,EAGLE 12,Governor,,R,Holcomb\Crouch,61,78,299,438
Boone,EAGLE 12,Governor,,D,Myers\Lawson,13,70,161,244
Boone,EAGLE 12,Governor,,L,Rainwater II / Henry,9,3,47,59
Boone,EAGLE 12,Attorney General,,R,Todd Rokita,50,59,260,369
Boone,EAGLE 12,Attorney General,,D,Jonathan Weinzapfel,26,90,231,347
Boone,EAGLE 12,U.S. House,5,R,Victoria Spartz,55,51,253,359
Boone,EAGLE 12,U.S. House,5,D,Christina Hale,21,95,238,354
Boone,EAGLE 12,U.S. House,5,L,Kenneth Tucker,7,3,13,23
Boone,EAGLE 12,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 12,State Representative,24,R,Donna Schaibley,60,63,279,402
Boone,EAGLE 12,State Representative,24,D,Naomo S Bechtold,23,87,222,332
Boone,EAGLE 13,Registered Voters,,,,,,,1894
Boone,EAGLE 13,Ballots Cast,,,,194,216,977,1387
Boone,EAGLE 13,President,,R,Trump\Pence,105,64,448,617
Boone,EAGLE 13,President,,D,Biden\Harris,76,143,503,722
Boone,EAGLE 13,President,,L,Jorgense\Cohen,12,5,19,36
Boone,EAGLE 13,President,,,Write-In,0,1,4,5
Boone,EAGLE 13,Governor,,R,Holcomb\Crouch,110,100,552,762
Boone,EAGLE 13,Governor,,D,Myers\Lawson,48,111,345,504
Boone,EAGLE 13,Governor,,L,Rainwater II / Henry,32,2,74,108
Boone,EAGLE 13,Attorney General,,R,Todd Rokita,101,80,507,688
Boone,EAGLE 13,Attorney General,,D,Jonathan Weinzapfel,70,127,442,639
Boone,EAGLE 13,U.S. House,5,R,Victoria Spartz,97,72,467,636
Boone,EAGLE 13,U.S. House,5,D,Christina Hale,76,130,465,671
Boone,EAGLE 13,U.S. House,5,L,Kenneth Tucker,16,7,35,58
Boone,EAGLE 13,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 13,State Representative,24,R,Donna Schaibley,113,81,524,718
Boone,EAGLE 13,State Representative,24,D,Naomo S Bechtold,70,126,434,630
Boone,EAGLE 14,Registered Voters,,,,,,,1231
Boone,EAGLE 14,Ballots Cast,,,,94,164,712,970
Boone,EAGLE 14,President,,R,Trump\Pence,67,46,319,432
Boone,EAGLE 14,President,,D,Biden\Harris,20,109,374,503
Boone,EAGLE 14,President,,L,Jorgense\Cohen,3,3,11,17
Boone,EAGLE 14,President,,,Write-In,4,1,3,8
Boone,EAGLE 14,Governor,,R,Holcomb\Crouch,75,80,466,621
Boone,EAGLE 14,Governor,,D,Myers\Lawson,7,72,208,287
Boone,EAGLE 14,Governor,,L,Rainwater II / Henry,12,11,34,57
Boone,EAGLE 14,Attorney General,,R,Todd Rokita,73,64,379,516
Boone,EAGLE 14,Attorney General,,D,Jonathan Weinzapfel,15,96,304,415
Boone,EAGLE 14,U.S. House,5,R,Victoria Spartz,73,62,352,487
Boone,EAGLE 14,U.S. House,5,D,Christina Hale,14,99,333,446
Boone,EAGLE 14,U.S. House,5,L,Kenneth Tucker,6,2,22,30
Boone,EAGLE 14,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 14,State Representative,24,R,Donna Schaibley,74,77,399,550
Boone,EAGLE 14,State Representative,24,D,Naomo S Bechtold,14,84,295,393
Boone,EAGLE 15,Registered Voters,,,,,,,682
Boone,EAGLE 15,Ballots Cast,,,,38,112,385,535
Boone,EAGLE 15,President,,R,Trump\Pence,28,38,198,264
Boone,EAGLE 15,President,,D,Biden\Harris,9,68,178,255
Boone,EAGLE 15,President,,L,Jorgense\Cohen,0,2,9,11
Boone,EAGLE 15,President,,,Write-In,1,2,0,3
Boone,EAGLE 15,Governor,,R,Holcomb\Crouch,27,64,244,335
Boone,EAGLE 15,Governor,,D,Myers\Lawson,5,40,110,155
Boone,EAGLE 15,Governor,,L,Rainwater II / Henry,6,1,31,38
Boone,EAGLE 15,Attorney General,,R,Todd Rokita,32,50,225,307
Boone,EAGLE 15,Attorney General,,D,Jonathan Weinzapfel,5,51,152,208
Boone,EAGLE 15,U.S. House,5,R,Victoria Spartz,29,48,218,295
Boone,EAGLE 15,U.S. House,5,D,Christina Hale,6,56,155,217
Boone,EAGLE 15,U.S. House,5,L,Kenneth Tucker,2,1,10,13
Boone,EAGLE 15,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 15,State Representative,24,R,Donna Schaibley,31,52,237,320
Boone,EAGLE 15,State Representative,24,D,Naomo S Bechtold,7,49,142,198
Boone,EAGLE 16,Registered Voters,,,,,,,891
Boone,EAGLE 16,Ballots Cast,,,,31,449,266,746
Boone,EAGLE 16,President,,R,Trump\Pence,24,189,127,340
Boone,EAGLE 16,President,,D,Biden\Harris,6,249,135,390
Boone,EAGLE 16,President,,L,Jorgense\Cohen,1,3,3,7
Boone,EAGLE 16,President,,,Write-In,0,2,1,3
Boone,EAGLE 16,Governor,,R,Holcomb\Crouch,20,293,162,475
Boone,EAGLE 16,Governor,,D,Myers\Lawson,6,145,91,242
Boone,EAGLE 16,Governor,,L,Rainwater II / Henry,5,1,10,16
Boone,EAGLE 16,Attorney General,,R,Todd Rokita,21,233,139,393
Boone,EAGLE 16,Attorney General,,D,Jonathan Weinzapfel,8,200,119,327
Boone,EAGLE 16,U.S. House,5,R,Victoria Spartz,20,204,134,358
Boone,EAGLE 16,U.S. House,5,D,Christina Hale,8,225,127,360
Boone,EAGLE 16,U.S. House,5,L,Kenneth Tucker,3,3,4,10
Boone,EAGLE 16,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 16,State Representative,24,R,Donna Schaibley,24,233,142,399
Boone,EAGLE 16,State Representative,24,D,Naomo S Bechtold,7,192,118,317
Boone,EAGLE 17,Registered Voters,,,,,,,1016
Boone,EAGLE 17,Ballots Cast,,,,85,153,481,719
Boone,EAGLE 17,President,,R,Trump\Pence,46,59,248,353
Boone,EAGLE 17,President,,D,Biden\Harris,31,91,220,342
Boone,EAGLE 17,President,,L,Jorgense\Cohen,8,2,10,20
Boone,EAGLE 17,President,,,Write-In,0,0,3,3
Boone,EAGLE 17,Governor,,R,Holcomb\Crouch,44,77,276,397
Boone,EAGLE 17,Governor,,D,Myers\Lawson,21,65,152,238
Boone,EAGLE 17,Governor,,L,Rainwater II / Henry,18,7,49,74
Boone,EAGLE 17,Attorney General,,R,Todd Rokita,49,59,271,379
Boone,EAGLE 17,Attorney General,,D,Jonathan Weinzapfel,30,87,197,314
Boone,EAGLE 17,U.S. House,5,R,Victoria Spartz,43,60,253,356
Boone,EAGLE 17,U.S. House,5,D,Christina Hale,28,86,203,317
Boone,EAGLE 17,U.S. House,5,L,Kenneth Tucker,11,3,18,32
Boone,EAGLE 17,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 17,State Representative,24,R,Donna Schaibley,48,89,283,400
Boone,EAGLE 17,State Representative,24,D,Naomo S Bechtold,32,78,187,297
Boone,EAGLE 18,Registered Voters,,,,,,,957
Boone,EAGLE 18,Ballots Cast,,,,74,187,479,740
Boone,EAGLE 18,President,,R,Trump\Pence,45,67,231,343
Boone,EAGLE 18,President,,D,Biden\Harris,21,114,226,361
Boone,EAGLE 18,President,,L,Jorgense\Cohen,5,3,13,21
Boone,EAGLE 18,President,,,Write-In,1,0,4,5
Boone,EAGLE 18,Governor,,R,Holcomb\Crouch,51,109,328,488
Boone,EAGLE 18,Governor,,D,Myers\Lawson,18,67,131,216
Boone,EAGLE 18,Governor,,L,Rainwater II / Henry,5,3,18,26
Boone,EAGLE 18,Attorney General,,R,Todd Rokita,52,87,275,414
Boone,EAGLE 18,Attorney General,,D,Jonathan Weinzapfel,21,92,193,306
Boone,EAGLE 18,U.S. House,5,R,Victoria Spartz,54,84,266,404
Boone,EAGLE 18,U.S. House,5,D,Christina Hale,17,91,202,310
Boone,EAGLE 18,U.S. House,5,L,Kenneth Tucker,3,6,8,17
Boone,EAGLE 18,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 18,State Representative,24,R,Donna Schaibley,54,94,289,437
Boone,EAGLE 18,State Representative,24,D,Naomo S Bechtold,19,84,186,289
Boone,EAGLE 19,Registered Voters,,,,,,,1492
Boone,EAGLE 19,Ballots Cast,,,,133,184,854,1171
Boone,EAGLE 19,President,,R,Trump\Pence,83,54,412,549
Boone,EAGLE 19,President,,D,Biden\Harris,45,119,410,574
Boone,EAGLE 19,President,,L,Jorgense\Cohen,4,8,24,36
Boone,EAGLE 19,President,,,Write-In,1,0,3,4
Boone,EAGLE 19,Governor,,R,Holcomb\Crouch,91,103,525,719
Boone,EAGLE 19,Governor,,D,Myers\Lawson,27,74,260,361
Boone,EAGLE 19,Governor,,L,Rainwater II / Henry,14,6,64,84
Boone,EAGLE 19,Attorney General,,R,Todd Rokita,91,76,452,619
Boone,EAGLE 19,Attorney General,,D,Jonathan Weinzapfel,34,106,372,512
Boone,EAGLE 19,U.S. House,5,R,Victoria Spartz,88,63,411,562
Boone,EAGLE 19,U.S. House,5,D,Christina Hale,38,109,396,543
Boone,EAGLE 19,U.S. House,5,L,Kenneth Tucker,5,7,33,45
Boone,EAGLE 19,U.S. House,5,,Write-In,0,0,0,0
Boone,EAGLE 19,State Representative,24,R,Donna Schaibley,90,77,452,619
Boone,EAGLE 19,State Representative,24,D,Naomo S Bechtold,37,100,377,514
Boone,EAGLE 20,Registered Voters,,,,,,,1895
Boone,EAGLE 20,Ballots Cast,,,,181,229,1031,1441
Boone,EAGLE 20,President,,R,Trump\Pence,100,81,465,646
Boone,EAGLE 20,President,,D,Biden\Harris,71,138,541,750
Boone,EAGLE 20,President,,L,Jorgense\Cohen,6,7,14,27
Boone,EAGLE 20,President,,,Write-In,2,0,5,7
Boone,EAGLE 20,Governor,,R,Holcomb\Crouch,106,117,567,790
Boone,EAGLE 20,Governor,,D,Myers\Lawson,38,98,374,510
Boone,EAGLE 20,Governor,,L,Rainwater II / Henry,32,10,79,121
Boone,EAGLE 20,Attorney General,,R,Todd Rokita,105,96,529,730
Boone,EAGLE 20,Attorney General,,D,Jonathan Weinzapfel,64,127,458,649
Boone,EAGLE 20,U.S. House,5,R,Victoria Spartz,110,81,470,661
Boone,EAGLE 20,U.S. House,5,D,Christina Hale,53,133,516,702
Boone,EAGLE 20,U.S. House,5,L,Kenneth Tucker,12,10,33,55
Boone,EAGLE 20,U.S. House,5,,Write-In,0,0,1,1
Boone,EAGLE 20,State Representative,24,R,Donna Schaibley,110,98,531,739
Boone,EAGLE 20,State Representative,24,D,Naomo S Bechtold,58,120,475,653
Boone,HARRISON,Registered Voters,,,,,,,551
Boone,HARRISON,Ballots Cast,,,,89,48,279,416
Boone,HARRISON,President,,R,Trump\Pence,73,28,212,313
Boone,HARRISON,President,,D,Biden\Harris,10,20,60,90
Boone,HARRISON,President,,L,Jorgense\Cohen,4,0,3,7
Boone,HARRISON,President,,,Write-In,0,0,0,0
Boone,HARRISON,Governor,,R,Holcomb\Crouch,47,34,149,230
Boone,HARRISON,Governor,,D,Myers\Lawson,6,10,42,58
Boone,HARRISON,Governor,,L,Rainwater II / Henry,33,4,85,122
Boone,HARRISON,Attorney General,,R,Todd Rokita,68,29,202,299
Boone,HARRISON,Attorney General,,D,Jonathan Weinzapfel,15,18,65,98
Boone,HARRISON,U.S. House,4,R,Jim Baird,75,28,222,325
Boone,HARRISON,U.S. House,4,D,Joe Mackey,11,18,54,83
Boone,HARRISON,U.S. House,4,,Write-In,0,0,0,0
Boone,HARRISON,State Representative,41,R,Tim Brown,80,29,215,324
Boone,HARRISON,State Representative,41,D,Greg A. Woods,6,18,58,82
Boone,JACKSON 1,Registered Voters,,,,,,,727
Boone,JACKSON 1,Ballots Cast,,,,220,51,242,513
Boone,JACKSON 1,President,,R,Trump\Pence,185,34,204,423
Boone,JACKSON 1,President,,D,Biden\Harris,27,16,36,79
Boone,JACKSON 1,President,,L,Jorgense\Cohen,5,0,2,7
Boone,JACKSON 1,President,,,Write-In,1,0,0,1
Boone,JACKSON 1,Governor,,R,Holcomb\Crouch,143,34,143,320
Boone,JACKSON 1,Governor,,D,Myers\Lawson,15,10,24,49
Boone,JACKSON 1,Governor,,L,Rainwater II / Henry,61,6,73,140
Boone,JACKSON 1,Attorney General,,R,Todd Rokita,171,33,200,404
Boone,JACKSON 1,Attorney General,,D,Jonathan Weinzapfel,39,13,31,83
Boone,JACKSON 1,U.S. House,4,R,Jim Baird,180,33,206,419
Boone,JACKSON 1,U.S. House,4,D,Joe Mackey,29,14,33,76
Boone,JACKSON 1,U.S. House,4,,Write-In,1,0,0,1
Boone,JACKSON 1,State Representative,41,R,Tim Brown,179,31,203,413
Boone,JACKSON 1,State Representative,41,D,Greg A. Woods,28,15,32,75
Boone,JACKSON 2,Registered Voters,,,,,,,683
Boone,JACKSON 2,Ballots Cast,,,,166,54,279,499
Boone,JACKSON 2,President,,R,Trump\Pence,134,23,202,359
Boone,JACKSON 2,President,,D,Biden\Harris,25,30,65,120
Boone,JACKSON 2,President,,L,Jorgense\Cohen,4,1,5,10
Boone,JACKSON 2,President,,,Write-In,0,0,0,0
Boone,JACKSON 2,Governor,,R,Holcomb\Crouch,89,27,150,266
Boone,JACKSON 2,Governor,,D,Myers\Lawson,21,21,51,93
Boone,JACKSON 2,Governor,,L,Rainwater II / Henry,54,4,75,133
Boone,JACKSON 2,Attorney General,,R,Todd Rokita,121,27,197,345
Boone,JACKSON 2,Attorney General,,D,Jonathan Weinzapfel,38,25,74,137
Boone,JACKSON 2,U.S. House,4,R,Jim Baird,132,27,200,359
Boone,JACKSON 2,U.S. House,4,D,Joe Mackey,27,26,69,122
Boone,JACKSON 2,U.S. House,4,,Write-In,0,0,0,0
Boone,JACKSON 2,State Representative,41,R,Tim Brown,130,27,202,359
Boone,JACKSON 2,State Representative,41,D,Greg A. Woods,25,25,66,116
Boone,JACKSON 3,Registered Voters,,,,,,,546
Boone,JACKSON 3,Ballots Cast,,,,141,31,225,397
Boone,JACKSON 3,President,,R,Trump\Pence,117,15,187,319
Boone,JACKSON 3,President,,D,Biden\Harris,17,14,34,65
Boone,JACKSON 3,President,,L,Jorgense\Cohen,5,1,3,9
Boone,JACKSON 3,President,,,Write-In,1,0,0,1
Boone,JACKSON 3,Governor,,R,Holcomb\Crouch,78,15,131,224
Boone,JACKSON 3,Governor,,D,Myers\Lawson,14,10,28,52
Boone,JACKSON 3,Governor,,L,Rainwater II / Henry,48,3,62,113
Boone,JACKSON 3,Attorney General,,R,Todd Rokita,110,16,179,305
Boone,JACKSON 3,Attorney General,,D,Jonathan Weinzapfel,25,11,35,71
Boone,JACKSON 3,U.S. House,4,R,Jim Baird,116,16,186,318
Boone,JACKSON 3,U.S. House,4,D,Joe Mackey,20,11,32,63
Boone,JACKSON 3,U.S. House,4,,Write-In,0,0,0,0
Boone,JACKSON 3,State Representative,41,R,Tim Brown,119,17,181,317
Boone,JACKSON 3,State Representative,41,D,Greg A. Woods,17,10,36,63
Boone,JEFFERSON,Registered Voters,,,,,,,1172
Boone,JEFFERSON,Ballots Cast,,,,237,81,582,900
Boone,JEFFERSON,President,,R,Trump\Pence,205,51,461,717
Boone,JEFFERSON,President,,D,Biden\Harris,23,25,106,154
Boone,JEFFERSON,President,,L,Jorgense\Cohen,8,4,11,23
Boone,JEFFERSON,President,,,Write-In,0,0,3,3
Boone,JEFFERSON,Governor,,R,Holcomb\Crouch,125,64,353,542
Boone,JEFFERSON,Governor,,D,Myers\Lawson,12,10,65,87
Boone,JEFFERSON,Governor,,L,Rainwater II / Henry,100,5,155,260
Boone,JEFFERSON,Attorney General,,R,Todd Rokita,197,53,454,704
Boone,JEFFERSON,Attorney General,,D,Jonathan Weinzapfel,31,23,100,154
Boone,JEFFERSON,U.S. House,4,R,Jim Baird,204,56,479,739
Boone,JEFFERSON,U.S. House,4,D,Joe Mackey,23,22,88,133
Boone,JEFFERSON,U.S. House,4,,Write-In,0,0,0,0
Boone,JEFFERSON,State Senate,7,R,Brian W Buchanan,209,52,481,742
Boone,JEFFERSON,State Senate,7,D,Tabitha N. Bartley,19,26,81,126
Boone,JEFFERSON,State Representative,41,R,Tim Brown,198,53,481,732
Boone,JEFFERSON,State Representative,41,D,Greg A. Woods,27,24,84,135
Boone,MARION 1,Registered Voters,,,,,,,454
Boone,MARION 1,Ballots Cast,,,,92,53,195,340
Boone,MARION 1,President,,R,Trump\Pence,73,31,157,261
Boone,MARION 1,President,,D,Biden\Harris,19,18,29,66
Boone,MARION 1,President,,L,Jorgense\Cohen,0,2,8,10
Boone,MARION 1,President,,,Write-In,0,0,0,0
Boone,MARION 1,Governor,,R,Holcomb\Crouch,47,37,116,200
Boone,MARION 1,Governor,,D,Myers\Lawson,8,12,21,41
Boone,MARION 1,Governor,,L,Rainwater II / Henry,37,2,52,91
Boone,MARION 1,Attorney General,,R,Todd Rokita,66,38,146,250
Boone,MARION 1,Attorney General,,D,Jonathan Weinzapfel,20,14,40,74
Boone,MARION 1,U.S. House,5,R,Victoria Spartz,71,33,145,249
Boone,MARION 1,U.S. House,5,D,Christina Hale,18,18,29,65
Boone,MARION 1,U.S. House,5,L,Kenneth Tucker,3,0,19,22
Boone,MARION 1,U.S. House,5,,Write-In,0,0,0,0
Boone,MARION 1,State Senate,7,R,Brian W Buchanan,75,35,164,274
Boone,MARION 1,State Senate,7,D,Tabitha N. Bartley,14,15,25,54
Boone,MARION 1,State Representative,41,R,Tim Brown,73,35,167,275
Boone,MARION 1,State Representative,41,D,Greg A. Woods,16,14,25,55
Boone,MARION 2,Registered Voters,,,,,,,518
Boone,MARION 2,Ballots Cast,,,,79,65,251,395
Boone,MARION 2,President,,R,Trump\Pence,71,32,193,296
Boone,MARION 2,President,,D,Biden\Harris,7,30,54,91
Boone,MARION 2,President,,L,Jorgense\Cohen,1,0,2,3
Boone,MARION 2,President,,,Write-In,0,0,0,0
Boone,MARION 2,Governor,,R,Holcomb\Crouch,44,33,176,253
Boone,MARION 2,Governor,,D,Myers\Lawson,6,24,39,69
Boone,MARION 2,Governor,,L,Rainwater II / Henry,29,6,33,68
Boone,MARION 2,Attorney General,,R,Todd Rokita,67,36,192,295
Boone,MARION 2,Attorney General,,D,Jonathan Weinzapfel,9,24,46,79
Boone,MARION 2,U.S. House,5,R,Victoria Spartz,62,30,180,272
Boone,MARION 2,U.S. House,5,D,Christina Hale,8,25,53,86
Boone,MARION 2,U.S. House,5,L,Kenneth Tucker,9,6,12,27
Boone,MARION 2,U.S. House,5,,Write-In,0,0,0,0
Boone,MARION 2,State Senate,7,R,Brian W Buchanan,69,36,200,305
Boone,MARION 2,State Senate,7,D,Tabitha N. Bartley,10,26,44,80
Boone,MARION 2,State Representative,41,R,Tim Brown,71,32,192,295
Boone,MARION 2,State Representative,41,D,Greg A. Woods,8,30,48,86
Boone,PERRY,Registered Voters,,,,,,,1108
Boone,PERRY,Ballots Cast,,,,136,146,551,833
Boone,PERRY,President,,R,Trump\Pence,109,70,374,553
Boone,PERRY,President,,D,Biden\Harris,20,71,161,252
Boone,PERRY,President,,L,Jorgense\Cohen,6,4,9,19
Boone,PERRY,President,,,Write-In,1,0,2,3
Boone,PERRY,Governor,,R,Holcomb\Crouch,86,94,338,518
Boone,PERRY,Governor,,D,Myers\Lawson,12,41,119,172
Boone,PERRY,Governor,,L,Rainwater II / Henry,37,11,87,135
Boone,PERRY,Attorney General,,R,Todd Rokita,108,80,381,569
Boone,PERRY,Attorney General,,D,Jonathan Weinzapfel,22,63,145,230
Boone,PERRY,U.S. House,4,R,Jim Baird,113,80,390,583
Boone,PERRY,U.S. House,4,D,Joe Mackey,19,61,147,227
Boone,PERRY,U.S. House,4,,Write-In,0,0,0,0
Boone,PERRY,State Representative,28,R,Jeffrey A Thompson,114,86,393,593
Boone,PERRY,State Representative,28,D,Eric C. Shotwell,17,57,142,216
Boone,SUGAR CREEK 1,Registered Voters,,,,,,,721
Boone,SUGAR CREEK 1,Ballots Cast,,,,144,60,293,497
Boone,SUGAR CREEK 1,President,,R,Trump\Pence,115,28,226,369
Boone,SUGAR CREEK 1,President,,D,Biden\Harris,22,30,61,113
Boone,SUGAR CREEK 1,President,,L,Jorgense\Cohen,5,2,4,11
Boone,SUGAR CREEK 1,President,,,Write-In,1,0,0,1
Boone,SUGAR CREEK 1,Governor,,R,Holcomb\Crouch,71,33,176,280
Boone,SUGAR CREEK 1,Governor,,D,Myers\Lawson,13,22,51,86
Boone,SUGAR CREEK 1,Governor,,L,Rainwater II / Henry,58,4,64,126
Boone,SUGAR CREEK 1,Attorney General,,R,Todd Rokita,112,32,219,363
Boone,SUGAR CREEK 1,Attorney General,,D,Jonathan Weinzapfel,28,26,64,118
Boone,SUGAR CREEK 1,U.S. House,4,R,Jim Baird,118,30,222,370
Boone,SUGAR CREEK 1,U.S. House,4,D,Joe Mackey,23,29,64,116
Boone,SUGAR CREEK 1,U.S. House,4,,Write-In,0,0,0,0
Boone,SUGAR CREEK 1,State Senate,7,R,Brian W Buchanan,121,32,225,378
Boone,SUGAR CREEK 1,State Senate,7,D,Tabitha N. Bartley,20,26,61,107
Boone,SUGAR CREEK 1,State Representative,41,R,Tim Brown,117,30,222,369
Boone,SUGAR CREEK 1,State Representative,41,D,Greg A. Woods,24,27,61,112
Boone,SUGAR CREEK 2,Registered Voters,,,,,,,827
Boone,SUGAR CREEK 2,Ballots Cast,,,,187,59,319,565
Boone,SUGAR CREEK 2,President,,R,Trump\Pence,159,26,243,428
Boone,SUGAR CREEK 2,President,,D,Biden\Harris,20,29,64,113
Boone,SUGAR CREEK 2,President,,L,Jorgense\Cohen,5,2,10,17
Boone,SUGAR CREEK 2,President,,,Write-In,0,0,0,0
Boone,SUGAR CREEK 2,Governor,,R,Holcomb\Crouch,107,38,184,329
Boone,SUGAR CREEK 2,Governor,,D,Myers\Lawson,10,15,36,61
Boone,SUGAR CREEK 2,Governor,,L,Rainwater II / Henry,66,6,95,167
Boone,SUGAR CREEK 2,Attorney General,,R,Todd Rokita,148,34,239,421
