county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional
Jennings,NV-3B,U.S. House,6,,Write-In,0,0,0,0
Jennings,NV-3B,State Representative,67,REP,Randy Frye,,,,
Jennings,NV-3B,State Representative,69,REP,Jim Lucas,191,105,86,0
Jennings,NV-3B,State Representative,69,DEM,Jeffrey W Prewitt,62,45,17,0
Jennings,NV-3B,State Representative,69,IND,Katrina (Kat) Hardwick,39,19,20,0
Jennings,NV-4A,Registered Voters,,,,833,,,
Jennings,NV-4A,Ballots Cast,,,,437,256,181,0
Jennings,NV-4A,Straight Party,,REP,,139,82,57,0
Jennings,NV-4A,Straight Party,,DEM,,54,41,13,0
Jennings,NV-4A,Straight Party,,LIB,,2,0,2,0
Jennings,NV-4A,President,,REP,Donald J Trump,305,164,141,0
Jennings,NV-4A,President,,DEM,Joseph R Biden,125,88,37,0
Jennings,NV-4A,President,,LIB,Jo Jorgensen,6,3,3,0
Jennings,NV-4A,President,,,Write-In,0,0,0,0
Jennings,NV-4A,Governor,,REP,Eric Holcomb,274,159,115,0
Jennings,NV-4A,Governor,,DEM,Woodrow (Woody) Myers,105,76,29,0
Jennings,NV-4A,Governor,,LIB,Donald G Rainwater II,56,20,36,0
Jennings,NV-4A,Attorney General,,REP,Todd Rokita,293,159,134,0
Jennings,NV-4A,Attorney General,,DEM,Jonathan Weinzapfel,129,88,41,0
Jennings,NV-4A,U.S. House,6,REP,Greg Pence,297,161,136,0
Jennings,NV-4A,U.S. House,6,DEM,Jeannine Lee Lake,122,86,36,0
Jennings,NV-4A,U.S. House,6,LIB,Tom Ferkinhoff,10,4,6,0
Jennings,NV-4A,U.S. House,6,,Write-In,0,0,0,0
Jennings,NV-4A,State Representative,67,REP,Randy Frye,,,,
Jennings,NV-4A,State Representative,69,REP,Jim Lucas,285,152,133,0
Jennings,NV-4A,State Representative,69,DEM,Jeffrey W Prewitt,104,75,29,0
Jennings,NV-4A,State Representative,69,IND,Katrina (Kat) Hardwick,39,24,15,0
Jennings,NV-4B,Registered Voters,,,,397,,,
Jennings,NV-4B,Ballots Cast,,,,214,98,116,0
Jennings,NV-4B,Straight Party,,REP,,78,35,43,0
Jennings,NV-4B,Straight Party,,DEM,,20,13,7,0
Jennings,NV-4B,Straight Party,,LIB,,0,0,0,0
Jennings,NV-4B,President,,REP,Donald J Trump,159,68,91,0
Jennings,NV-4B,President,,DEM,Joseph R Biden,51,30,21,0
Jennings,NV-4B,President,,LIB,Jo Jorgensen,3,0,3,0
Jennings,NV-4B,President,,,Write-In,1,0,1,0
Jennings,NV-4B,Governor,,REP,Eric Holcomb,136,62,74,0
Jennings,NV-4B,Governor,,DEM,Woodrow (Woody) Myers,43,23,20,0
Jennings,NV-4B,Governor,,LIB,Donald G Rainwater II,31,11,20,0
Jennings,NV-4B,Attorney General,,REP,Todd Rokita,141,63,78,0
Jennings,NV-4B,Attorney General,,DEM,Jonathan Weinzapfel,63,31,32,0
Jennings,NV-4B,U.S. House,6,REP,Greg Pence,152,64,88,0
Jennings,NV-4B,U.S. House,6,DEM,Jeannine Lee Lake,56,31,25,0
Jennings,NV-4B,U.S. House,6,LIB,Tom Ferkinhoff,2,1,1,0
Jennings,NV-4B,U.S. House,6,,Write-In,0,0,0,0
Jennings,NV-4B,State Representative,67,REP,Randy Frye,,,,
Jennings,NV-4B,State Representative,69,REP,Jim Lucas,140,61,79,0
Jennings,NV-4B,State Representative,69,DEM,Jeffrey W Prewitt,50,31,19,0
Jennings,NV-4B,State Representative,69,IND,Katrina (Kat) Hardwick,18,4,14,0
Jennings,Sandcreek,Registered Voters,,,,642,,,
Jennings,Sandcreek,Ballots Cast,,,,480,174,306,0
Jennings,Sandcreek,Straight Party,,REP,,111,55,56,0
Jennings,Sandcreek,Straight Party,,DEM,,24,16,8,0
Jennings,Sandcreek,Straight Party,,LIB,,1,0,1,0
Jennings,Sandcreek,President,,REP,Donald J Trump,391,125,266,0
Jennings,Sandcreek,President,,DEM,Joseph R Biden,82,47,35,0
Jennings,Sandcreek,President,,LIB,Jo Jorgensen,2,1,1,0
Jennings,Sandcreek,President,,,Write-In,1,0,1,0
Jennings,Sandcreek,Governor,,REP,Eric Holcomb,279,103,176,0
Jennings,Sandcreek,Governor,,DEM,Woodrow (Woody) Myers,66,35,31,0
Jennings,Sandcreek,Governor,,LIB,Donald G Rainwater II,131,35,96,0
Jennings,Sandcreek,Attorney General,,REP,Todd Rokita,370,123,247,0
Jennings,Sandcreek,Attorney General,,DEM,Jonathan Weinzapfel,89,46,43,0
Jennings,Sandcreek,U.S. House,6,REP,Greg Pence,383,123,260,0
Jennings,Sandcreek,U.S. House,6,DEM,Jeannine Lee Lake,83,47,36,0
Jennings,Sandcreek,U.S. House,6,LIB,Tom Ferkinhoff,5,2,3,0
Jennings,Sandcreek,U.S. House,6,,Write-In,0,0,0,0
Jennings,Sandcreek,State Representative,67,REP,Randy Frye,406,138,268,0
Jennings,Sandcreek,State Representative,69,REP,Jim Lucas,,,,
Jennings,Sandcreek,State Representative,69,DEM,Jeffrey W Prewitt,,,,
Jennings,Sandcreek,State Representative,69,IND,Katrina (Kat) Hardwick,,,,
Jennings,Spencer North,Registered Voters,,,,913,,,
Jennings,Spencer North,Ballots Cast,,,,665,211,454,0
Jennings,Spencer North,Straight Party,,REP,,147,52,95,0
Jennings,Spencer North,Straight Party,,DEM,,36,23,13,0
Jennings,Spencer North,Straight Party,,LIB,,2,0,2,0
Jennings,Spencer North,President,,REP,Donald J Trump,512,153,359,0
Jennings,Spencer North,President,,DEM,Joseph R Biden,136,56,80,0
Jennings,Spencer North,President,,LIB,Jo Jorgensen,13,2,11,0
Jennings,Spencer North,President,,,Write-In,3,0,3,0
Jennings,Spencer North,Governor,,REP,Eric Holcomb,386,127,259,0
Jennings,Spencer North,Governor,,DEM,Woodrow (Woody) Myers,103,43,60,0
Jennings,Spencer North,Governor,,LIB,Donald G Rainwater II,167,37,130,0
Jennings,Spencer North,Attorney General,,REP,Todd Rokita,473,136,337,0
Jennings,Spencer North,Attorney General,,DEM,Jonathan Weinzapfel,145,58,87,0
Jennings,Spencer North,U.S. House,6,REP,Greg Pence,487,146,341,0
Jennings,Spencer North,U.S. House,6,DEM,Jeannine Lee Lake,137,54,83,0
Jennings,Spencer North,U.S. House,6,LIB,Tom Ferkinhoff,24,6,18,0
Jennings,Spencer North,U.S. House,6,,Write-In,0,0,0,0
Jennings,Spencer North,State Representative,67,REP,Randy Frye,,,,
Jennings,Spencer North,State Representative,69,REP,Jim Lucas,434,129,305,0
Jennings,Spencer North,State Representative,69,DEM,Jeffrey W Prewitt,99,47,52,0
Jennings,Spencer North,State Representative,69,IND,Katrina (Kat) Hardwick,112,28,84,0
Jennings,Spencer South,Registered Voters,,,,720,,,
Jennings,Spencer South,Ballots Cast,,,,545,225,320,0
Jennings,Spencer South,Straight Party,,REP,,142,63,79,0
Jennings,Spencer South,Straight Party,,DEM,,30,22,8,0
Jennings,Spencer South,Straight Party,,LIB,,0,0,0,0
Jennings,Spencer South,President,,REP,Donald J Trump,424,155,269,0
Jennings,Spencer South,President,,DEM,Joseph R Biden,109,67,42,0
Jennings,Spencer South,President,,LIB,Jo Jorgensen,9,2,7,0
Jennings,Spencer South,President,,,Write-In,0,0,0,0
Jennings,Spencer South,Governor,,REP,Eric Holcomb,344,143,201,0
Jennings,Spencer South,Governor,,DEM,Woodrow (Woody) Myers,73,47,26,0
Jennings,Spencer South,Governor,,LIB,Donald G Rainwater II,123,34,89,0
Jennings,Spencer South,Attorney General,,REP,Todd Rokita,398,149,249,0
Jennings,Spencer South,Attorney General,,DEM,Jonathan Weinzapfel,125,68,57,0
Jennings,Spencer South,U.S. House,6,REP,Greg Pence,402,153,249,0
Jennings,Spencer South,U.S. House,6,DEM,Jeannine Lee Lake,116,66,50,0
Jennings,Spencer South,U.S. House,6,LIB,Tom Ferkinhoff,19,4,15,0
Jennings,Spencer South,U.S. House,6,,Write-In,0,0,0,0
Jennings,Spencer South,State Representative,67,REP,Randy Frye,,,,
Jennings,Spencer South,State Representative,69,REP,Jim Lucas,379,143,236,0
Jennings,Spencer South,State Representative,69,DEM,Jeffrey W Prewitt,98,56,42,0
Jennings,Spencer South,State Representative,69,IND,Katrina (Kat) Hardwick,54,22,32,0
Jennings,Vernon East,Registered Voters,,,,1106,,,
Jennings,Vernon East,Ballots Cast,,,,791,449,342,0
Jennings,Vernon East,Straight Party,,REP,,205,130,75,0
Jennings,Vernon East,Straight Party,,DEM,,39,27,12,0
Jennings,Vernon East,Straight Party,,LIB,,5,3,2,0
Jennings,Vernon East,President,,REP,Donald J Trump,616,326,290,0
Jennings,Vernon East,President,,DEM,Joseph R Biden,151,110,41,0
Jennings,Vernon East,President,,LIB,Jo Jorgensen,17,9,8,0
Jennings,Vernon East,President,,,Write-In,0,0,0,0
Jennings,Vernon East,Governor,,REP,Eric Holcomb,471,284,187,0
Jennings,Vernon East,Governor,,DEM,Woodrow (Woody) Myers,109,77,32,0
Jennings,Vernon East,Governor,,LIB,Donald G Rainwater II,189,79,110,0
Jennings,Vernon East,Attorney General,,REP,Todd Rokita,585,321,264,0
Jennings,Vernon East,Attorney General,,DEM,Jonathan Weinzapfel,158,106,52,0
Jennings,Vernon East,U.S. House,6,REP,Greg Pence,588,316,272,0
Jennings,Vernon East,U.S. House,6,DEM,Jeannine Lee Lake,144,110,34,0
Jennings,Vernon East,U.S. House,6,LIB,Tom Ferkinhoff,30,14,16,0
Jennings,Vernon East,U.S. House,6,,Write-In,1,0,1,0
Jennings,Vernon East,State Representative,67,REP,Randy Frye,,,,
Jennings,Vernon East,State Representative,69,REP,Jim Lucas,545,303,242,0
Jennings,Vernon East,State Representative,69,DEM,Jeffrey W Prewitt,111,82,29,0
Jennings,Vernon East,State Representative,69,IND,Katrina (Kat) Hardwick,99,47,52,0
Jennings,Vernon West,Registered Voters,,,,887,,,
Jennings,Vernon West,Ballots Cast,,,,629,340,289,0
Jennings,Vernon West,Straight Party,,REP,,161,98,63,0
Jennings,Vernon West,Straight Party,,DEM,,40,28,12,0
Jennings,Vernon West,Straight Party,,LIB,,1,1,0,0
Jennings,Vernon West,President,,REP,Donald J Trump,475,243,232,0
Jennings,Vernon West,President,,DEM,Joseph R Biden,134,86,48,0
Jennings,Vernon West,President,,LIB,Jo Jorgensen,14,7,7,0
Jennings,Vernon West,President,,,Write-In,0,0,0,0
Jennings,Vernon West,Governor,,REP,Eric Holcomb,392,224,168,0
Jennings,Vernon West,Governor,,DEM,Woodrow (Woody) Myers,98,60,38,0
Jennings,Vernon West,Governor,,LIB,Donald G Rainwater II,130,52,78,0
Jennings,Vernon West,Attorney General,,REP,Todd Rokita,466,245,221,0
Jennings,Vernon West,Attorney General,,DEM,Jonathan Weinzapfel,127,80,47,0
Jennings,Vernon West,U.S. House,6,REP,Greg Pence,463,247,216,0
Jennings,Vernon West,U.S. House,6,DEM,Jeannine Lee Lake,122,79,43,0
Jennings,Vernon West,U.S. House,6,LIB,Tom Ferkinhoff,28,5,23,0
Jennings,Vernon West,U.S. House,6,,Write-In,0,0,0,0
Jennings,Vernon West,State Representative,67,REP,Randy Frye,,,,
Jennings,Vernon West,State Representative,69,REP,Jim Lucas,442,242,200,0
Jennings,Vernon West,State Representative,69,DEM,Jeffrey W Prewitt,106,69,37,0
Jennings,Vernon West,State Representative,69,IND,Katrina (Kat) Hardwick,63,21,42,0
