county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Knox,Bicknell City 4,President,,Write-In,,0,0,0,0
Knox,Bicknell City 4,Governor,,Holcomb / Crouch,REP,75,11,14,100
Knox,Bicknell City 4,Governor,,Myers / Lawson,DEM,16,3,3,22
Knox,Bicknell City 4,Governor,,Rainwater II / Henry,LIB,17,2,0,19
Knox,Bicknell City 4,Attorney General,,Todd Rokita,REP,75,9,12,96
Knox,Bicknell City 4,Attorney General,,Jonathan Weinzapfel,DEM,31,6,5,42
Knox,Bicknell City 4,U.S. House,8,Larry D. Bucshon,REP,84,10,14,108
Knox,Bicknell City 4,U.S. House,8,E. Thomasina Marsili,DEM,22,4,3,29
Knox,Bicknell City 4,U.S. House,8,James D. Rodenberger,LIB,2,1,0,3
Knox,Bicknell City 4,U.S. House,8,Write-In,,0,0,0,0
Knox,Bicknell City 4,State Representative,45,Bruce Borders,REP,88,13,15,116
Knox,Bicknell City 4,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Busseron,Registered Voters,,,,,,,863
Knox,Busseron,Ballots Cast,,,,368,68,150,586
Knox,Busseron,President,,Trump / Pence,REP,309,35,105,449
Knox,Busseron,President,,Biden / Harris,DEM,45,31,39,115
Knox,Busseron,President,,Jorgensen / Cohen,LIB,6,1,3,10
Knox,Busseron,President,,Write-In,,1,0,0,1
Knox,Busseron,Governor,,Holcomb / Crouch,REP,257,40,104,401
Knox,Busseron,Governor,,Myers / Lawson,DEM,44,25,28,97
Knox,Busseron,Governor,,Rainwater II / Henry,LIB,55,1,14,70
Knox,Busseron,Attorney General,,Todd Rokita,REP,264,29,100,393
Knox,Busseron,Attorney General,,Jonathan Weinzapfel,DEM,83,37,45,165
Knox,Busseron,U.S. House,8,Larry D. Bucshon,REP,278,33,104,415
Knox,Busseron,U.S. House,8,E. Thomasina Marsili,DEM,51,31,34,116
Knox,Busseron,U.S. House,8,James D. Rodenberger,LIB,16,0,5,21
Knox,Busseron,U.S. House,8,Write-In,,0,0,0,0
Knox,Busseron,State Representative,45,Bruce Borders,REP,300,33,112,445
Knox,Busseron,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Decker,Registered Voters,,,,,,,154
Knox,Decker,Ballots Cast,,,,69,6,35,110
Knox,Decker,President,,Trump / Pence,REP,58,3,26,87
Knox,Decker,President,,Biden / Harris,DEM,10,3,9,22
Knox,Decker,President,,Jorgensen / Cohen,LIB,0,0,0,0
Knox,Decker,President,,Write-In,,0,0,0,0
Knox,Decker,Governor,,Holcomb / Crouch,REP,54,4,23,81
Knox,Decker,Governor,,Myers / Lawson,DEM,4,2,3,9
Knox,Decker,Governor,,Rainwater II / Henry,LIB,11,0,8,19
Knox,Decker,Attorney General,,Todd Rokita,REP,49,4,23,76
Knox,Decker,Attorney General,,Jonathan Weinzapfel,DEM,16,2,11,29
Knox,Decker,U.S. House,8,Larry D. Bucshon,REP,57,4,25,86
Knox,Decker,U.S. House,8,E. Thomasina Marsili,DEM,6,2,7,15
Knox,Decker,U.S. House,8,James D. Rodenberger,LIB,3,0,3,6
Knox,Decker,U.S. House,8,Write-In,,0,0,0,0
Knox,Decker,State Representative,64,Matt Hostettler,REP,57,3,28,88
Knox,Decker,State Representative,64,Ian R. Gamroth,DEM,9,3,6,18
Knox,Harrison,Registered Voters,,,,,,,1386
Knox,Harrison,Ballots Cast,,,,512,152,386,1050
Knox,Harrison,President,,Trump / Pence,REP,444,83,311,838
Knox,Harrison,President,,Biden / Harris,DEM,54,65,70,189
Knox,Harrison,President,,Jorgensen / Cohen,LIB,7,2,3,12
Knox,Harrison,President,,Write-In,,1,1,0,2
Knox,Harrison,Governor,,Holcomb / Crouch,REP,367,89,283,739
Knox,Harrison,Governor,,Myers / Lawson,DEM,33,51,53,137
Knox,Harrison,Governor,,Rainwater II / Henry,LIB,102,5,42,149
Knox,Harrison,Attorney General,,Todd Rokita,REP,391,70,276,737
Knox,Harrison,Attorney General,,Jonathan Weinzapfel,DEM,90,71,95,256
Knox,Harrison,U.S. House,8,Larry D. Bucshon,REP,418,83,300,801
Knox,Harrison,U.S. House,8,E. Thomasina Marsili,DEM,50,59,66,175
Knox,Harrison,U.S. House,8,James D. Rodenberger,LIB,13,1,6,20
Knox,Harrison,U.S. House,8,Write-In,,1,0,0,1
Knox,Harrison,State Representative,64,Matt Hostettler,REP,439,82,303,824
Knox,Harrison,State Representative,64,Ian R. Gamroth,DEM,50,62,67,179
Knox,Johnson,Registered Voters,,,,,,,998
Knox,Johnson,Ballots Cast,,,,363,88,283,734
Knox,Johnson,President,,Trump / Pence,REP,300,51,226,577
Knox,Johnson,President,,Biden / Harris,DEM,51,33,50,134
Knox,Johnson,President,,Jorgensen / Cohen,LIB,9,1,4,14
Knox,Johnson,President,,Write-In,,0,0,0,0
Knox,Johnson,Governor,,Holcomb / Crouch,REP,270,59,208,537
Knox,Johnson,Governor,,Myers / Lawson,DEM,36,25,38,99
Knox,Johnson,Governor,,Rainwater II / Henry,LIB,46,3,32,81
Knox,Johnson,Attorney General,,Todd Rokita,REP,255,42,188,485
Knox,Johnson,Attorney General,,Jonathan Weinzapfel,DEM,88,45,76,209
Knox,Johnson,U.S. House,8,Larry D. Bucshon,REP,291,51,213,555
Knox,Johnson,U.S. House,8,E. Thomasina Marsili,DEM,37,32,45,114
Knox,Johnson,U.S. House,8,James D. Rodenberger,LIB,15,2,11,28
Knox,Johnson,U.S. House,8,Write-In,,0,0,0,0
Knox,Johnson,State Representative,64,Matt Hostettler,REP,307,56,220,583
Knox,Johnson,State Representative,64,Ian R. Gamroth,DEM,41,27,48,116
Knox,Palmyra,Registered Voters,,,,,,,1156
Knox,Palmyra,Ballots Cast,,,,408,111,367,886
Knox,Palmyra,President,,Trump / Pence,REP,351,54,272,677
Knox,Palmyra,President,,Biden / Harris,DEM,45,56,89,190
Knox,Palmyra,President,,Jorgensen / Cohen,LIB,7,1,5,13
Knox,Palmyra,President,,Write-In,,0,0,0,0
Knox,Palmyra,Governor,,Holcomb / Crouch,REP,311,61,270,642
Knox,Palmyra,Governor,,Myers / Lawson,DEM,39,45,58,142
Knox,Palmyra,Governor,,Rainwater II / Henry,LIB,49,2,36,87
Knox,Palmyra,Attorney General,,Todd Rokita,REP,319,46,247,612
Knox,Palmyra,Attorney General,,Jonathan Weinzapfel,DEM,69,62,106,237
Knox,Palmyra,U.S. House,8,Larry D. Bucshon,REP,347,58,269,674
Knox,Palmyra,U.S. House,8,E. Thomasina Marsili,DEM,38,44,78,160
Knox,Palmyra,U.S. House,8,James D. Rodenberger,LIB,13,4,13,30
Knox,Palmyra,U.S. House,8,Write-In,,0,0,0,0
Knox,Palmyra,State Representative,45,Bruce Borders,REP,363,70,294,727
Knox,Palmyra,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Steen,Registered Voters,,,,,,,576
Knox,Steen,Ballots Cast,,,,283,33,85,401
Knox,Steen,President,,Trump / Pence,REP,239,20,63,322
Knox,Steen,President,,Biden / Harris,DEM,40,12,20,72
Knox,Steen,President,,Jorgensen / Cohen,LIB,3,0,1,4
Knox,Steen,President,,Write-In,,0,0,0,0
Knox,Steen,Governor,,Holcomb / Crouch,REP,203,23,60,286
Knox,Steen,Governor,,Myers / Lawson,DEM,26,8,17,51
Knox,Steen,Governor,,Rainwater II / Henry,LIB,45,1,7,53
Knox,Steen,Attorney General,,Todd Rokita,REP,212,17,55,284
Knox,Steen,Attorney General,,Jonathan Weinzapfel,DEM,54,14,29,97
Knox,Steen,U.S. House,8,Larry D. Bucshon,REP,234,21,56,311
Knox,Steen,U.S. House,8,E. Thomasina Marsili,DEM,29,11,22,62
Knox,Steen,U.S. House,8,James D. Rodenberger,LIB,12,0,2,14
Knox,Steen,U.S. House,8,Write-In,,0,0,1,1
Knox,Steen,State Representative,64,Matt Hostettler,REP,236,21,60,317
Knox,Steen,State Representative,64,Ian R. Gamroth,DEM,35,11,19,65
Knox,Vigo Twp 1,Registered Voters,,,,,,,331
Knox,Vigo Twp 1,Ballots Cast,,,,202,17,24,243
Knox,Vigo Twp 1,President,,Trump / Pence,REP,161,8,18,187
Knox,Vigo Twp 1,President,,Biden / Harris,DEM,35,9,6,50
Knox,Vigo Twp 1,President,,Jorgensen / Cohen,LIB,3,0,0,3
Knox,Vigo Twp 1,President,,Write-In,,0,0,0,0
Knox,Vigo Twp 1,Governor,,Holcomb / Crouch,REP,148,9,14,171
Knox,Vigo Twp 1,Governor,,Myers / Lawson,DEM,20,8,5,33
Knox,Vigo Twp 1,Governor,,Rainwater II / Henry,LIB,31,0,5,36
Knox,Vigo Twp 1,Attorney General,,Todd Rokita,REP,151,7,17,175
Knox,Vigo Twp 1,Attorney General,,Jonathan Weinzapfel,DEM,45,10,6,61
Knox,Vigo Twp 1,U.S. House,8,Larry D. Bucshon,REP,161,7,17,185
Knox,Vigo Twp 1,U.S. House,8,E. Thomasina Marsili,DEM,30,10,6,46
Knox,Vigo Twp 1,U.S. House,8,James D. Rodenberger,LIB,6,0,0,6
Knox,Vigo Twp 1,U.S. House,8,Write-In,,0,0,0,0
Knox,Vigo Twp 1,State Representative,45,Bruce Borders,REP,177,11,20,208
Knox,Vigo Twp 1,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vigo Twp 2,Registered Voters,,,,,,,233
Knox,Vigo Twp 2,Ballots Cast,,,,144,11,24,179
Knox,Vigo Twp 2,President,,Trump / Pence,REP,116,8,15,139
Knox,Vigo Twp 2,President,,Biden / Harris,DEM,22,3,8,33
Knox,Vigo Twp 2,President,,Jorgensen / Cohen,LIB,5,0,1,6
Knox,Vigo Twp 2,President,,Write-In,,0,0,0,0
Knox,Vigo Twp 2,Governor,,Holcomb / Crouch,REP,99,8,19,126
Knox,Vigo Twp 2,Governor,,Myers / Lawson,DEM,16,3,2,21
Knox,Vigo Twp 2,Governor,,Rainwater II / Henry,LIB,28,0,3,31
Knox,Vigo Twp 2,Attorney General,,Todd Rokita,REP,102,8,16,126
Knox,Vigo Twp 2,Attorney General,,Jonathan Weinzapfel,DEM,35,3,7,45
Knox,Vigo Twp 2,U.S. House,8,Larry D. Bucshon,REP,111,8,15,134
Knox,Vigo Twp 2,U.S. House,8,E. Thomasina Marsili,DEM,23,3,7,33
Knox,Vigo Twp 2,U.S. House,8,James D. Rodenberger,LIB,4,0,1,5
Knox,Vigo Twp 2,U.S. House,8,Write-In,,0,0,0,0
Knox,Vigo Twp 2,State Representative,45,Bruce Borders,REP,122,10,22,154
Knox,Vigo Twp 2,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vigo Twp 3,Registered Voters,,,,,,,509
Knox,Vigo Twp 3,Ballots Cast,,,,275,25,61,361
Knox,Vigo Twp 3,President,,Trump / Pence,REP,235,13,48,296
Knox,Vigo Twp 3,President,,Biden / Harris,DEM,35,11,11,57
Knox,Vigo Twp 3,President,,Jorgensen / Cohen,LIB,5,0,1,6
Knox,Vigo Twp 3,President,,Write-In,,0,0,0,0
Knox,Vigo Twp 3,Governor,,Holcomb / Crouch,REP,186,19,38,243
Knox,Vigo Twp 3,Governor,,Myers / Lawson,DEM,24,5,8,37
Knox,Vigo Twp 3,Governor,,Rainwater II / Henry,LIB,63,1,14,78
Knox,Vigo Twp 3,Attorney General,,Todd Rokita,REP,212,13,46,271
Knox,Vigo Twp 3,Attorney General,,Jonathan Weinzapfel,DEM,53,11,13,77
Knox,Vigo Twp 3,U.S. House,8,Larry D. Bucshon,REP,229,16,48,293
Knox,Vigo Twp 3,U.S. House,8,E. Thomasina Marsili,DEM,32,5,8,45
Knox,Vigo Twp 3,U.S. House,8,James D. Rodenberger,LIB,10,2,2,14
Knox,Vigo Twp 3,U.S. House,8,Write-In,,0,0,0,0
Knox,Vigo Twp 3,State Representative,45,Bruce Borders,REP,245,22,51,318
Knox,Vigo Twp 3,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 1,Registered Voters,,,,,,,1025
Knox,Vincennes City 1,Ballots Cast,,,,236,59,210,505
Knox,Vincennes City 1,President,,Trump / Pence,REP,160,18,106,284
Knox,Vincennes City 1,President,,Biden / Harris,DEM,70,39,94,203
Knox,Vincennes City 1,President,,Jorgensen / Cohen,LIB,4,0,7,11
Knox,Vincennes City 1,President,,Write-In,,0,0,2,2
Knox,Vincennes City 1,Governor,,Holcomb / Crouch,REP,156,28,115,299
Knox,Vincennes City 1,Governor,,Myers / Lawson,DEM,48,29,75,152
Knox,Vincennes City 1,Governor,,Rainwater II / Henry,LIB,28,0,18,46
Knox,Vincennes City 1,Attorney General,,Todd Rokita,REP,143,18,105,266
Knox,Vincennes City 1,Attorney General,,Jonathan Weinzapfel,DEM,87,35,97,219
Knox,Vincennes City 1,U.S. House,8,Larry D. Bucshon,REP,163,20,108,291
Knox,Vincennes City 1,U.S. House,8,E. Thomasina Marsili,DEM,61,33,84,178
Knox,Vincennes City 1,U.S. House,8,James D. Rodenberger,LIB,8,0,11,19
Knox,Vincennes City 1,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 1,State Representative,45,Bruce Borders,REP,188,31,139,358
Knox,Vincennes City 1,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 2,Registered Voters,,,,,,,110
Knox,Vincennes City 2,Ballots Cast,,,,21,1,16,38
Knox,Vincennes City 2,President,,Trump / Pence,REP,12,0,11,23
Knox,Vincennes City 2,President,,Biden / Harris,DEM,8,1,5,14
Knox,Vincennes City 2,President,,Jorgensen / Cohen,LIB,1,0,0,1
Knox,Vincennes City 2,President,,Write-In,,0,0,0,0
Knox,Vincennes City 2,Governor,,Holcomb / Crouch,REP,11,1,11,23
Knox,Vincennes City 2,Governor,,Myers / Lawson,DEM,5,0,3,8
Knox,Vincennes City 2,Governor,,Rainwater II / Henry,LIB,5,0,1,6
Knox,Vincennes City 2,Attorney General,,Todd Rokita,REP,13,0,10,23
Knox,Vincennes City 2,Attorney General,,Jonathan Weinzapfel,DEM,8,1,6,15
Knox,Vincennes City 2,U.S. House,8,Larry D. Bucshon,REP,10,0,11,21
Knox,Vincennes City 2,U.S. House,8,E. Thomasina Marsili,DEM,5,1,5,11
Knox,Vincennes City 2,U.S. House,8,James D. Rodenberger,LIB,6,0,0,6
Knox,Vincennes City 2,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 2,State Representative,45,Bruce Borders,REP,18,0,12,30
Knox,Vincennes City 2,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 3,Registered Voters,,,,,,,906
Knox,Vincennes City 3,Ballots Cast,,,,230,50,126,406
Knox,Vincennes City 3,President,,Trump / Pence,REP,163,31,80,274
Knox,Vincennes City 3,President,,Biden / Harris,DEM,57,18,41,116
Knox,Vincennes City 3,President,,Jorgensen / Cohen,LIB,8,0,4,12
Knox,Vincennes City 3,President,,Write-In,,0,0,0,0
Knox,Vincennes City 3,Governor,,Holcomb / Crouch,REP,143,33,82,258
Knox,Vincennes City 3,Governor,,Myers / Lawson,DEM,43,10,31,84
Knox,Vincennes City 3,Governor,,Rainwater II / Henry,LIB,35,2,9,46
Knox,Vincennes City 3,Attorney General,,Todd Rokita,REP,138,29,78,245
Knox,Vincennes City 3,Attorney General,,Jonathan Weinzapfel,DEM,71,17,41,129
Knox,Vincennes City 3,U.S. House,8,Larry D. Bucshon,REP,147,32,79,258
Knox,Vincennes City 3,U.S. House,8,E. Thomasina Marsili,DEM,50,13,34,97
Knox,Vincennes City 3,U.S. House,8,James D. Rodenberger,LIB,16,1,4,21
Knox,Vincennes City 3,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 3,State Representative,45,Bruce Borders,REP,180,38,88,306
Knox,Vincennes City 3,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 4,Registered Voters,,,,,,,1207
Knox,Vincennes City 4,Ballots Cast,,,,314,70,241,625
Knox,Vincennes City 4,President,,Trump / Pence,REP,236,27,161,424
Knox,Vincennes City 4,President,,Biden / Harris,DEM,65,40,72,177
Knox,Vincennes City 4,President,,Jorgensen / Cohen,LIB,9,3,4,16
Knox,Vincennes City 4,President,,Write-In,,1,0,1,2
Knox,Vincennes City 4,Governor,,Holcomb / Crouch,REP,197,37,157,391
Knox,Vincennes City 4,Governor,,Myers / Lawson,DEM,50,29,53,132
Knox,Vincennes City 4,Governor,,Rainwater II / Henry,LIB,59,4,25,88
Knox,Vincennes City 4,Attorney General,,Todd Rokita,REP,216,24,145,385
Knox,Vincennes City 4,Attorney General,,Jonathan Weinzapfel,DEM,86,41,85,212
Knox,Vincennes City 4,U.S. House,8,Larry D. Bucshon,REP,226,30,160,416
Knox,Vincennes City 4,U.S. House,8,E. Thomasina Marsili,DEM,56,35,66,157
Knox,Vincennes City 4,U.S. House,8,James D. Rodenberger,LIB,22,1,5,28
Knox,Vincennes City 4,U.S. House,8,Write-In,,1,0,0,1
Knox,Vincennes City 4,State Representative,45,Bruce Borders,REP,253,37,183,473
Knox,Vincennes City 4,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 5,Registered Voters,,,,,,,1230
Knox,Vincennes City 5,Ballots Cast,,,,262,90,323,675
Knox,Vincennes City 5,President,,Trump / Pence,REP,186,35,186,407
Knox,Vincennes City 5,President,,Biden / Harris,DEM,65,49,123,237
Knox,Vincennes City 5,President,,Jorgensen / Cohen,LIB,8,4,9,21
Knox,Vincennes City 5,President,,Write-In,,2,1,0,3
Knox,Vincennes City 5,Governor,,Holcomb / Crouch,REP,178,44,191,413
Knox,Vincennes City 5,Governor,,Myers / Lawson,DEM,43,35,91,169
Knox,Vincennes City 5,Governor,,Rainwater II / Henry,LIB,36,9,33,78
Knox,Vincennes City 5,Attorney General,,Todd Rokita,REP,170,37,186,393
Knox,Vincennes City 5,Attorney General,,Jonathan Weinzapfel,DEM,78,52,123,253
Knox,Vincennes City 5,U.S. House,8,Larry D. Bucshon,REP,188,43,194,425
Knox,Vincennes City 5,U.S. House,8,E. Thomasina Marsili,DEM,51,42,111,204
Knox,Vincennes City 5,U.S. House,8,James D. Rodenberger,LIB,12,4,11,27
Knox,Vincennes City 5,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 5,State Representative,45,Bruce Borders,REP,218,60,232,510
Knox,Vincennes City 5,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 6,Registered Voters,,,,,,,1036
Knox,Vincennes City 6,Ballots Cast,,,,264,82,238,584
Knox,Vincennes City 6,President,,Trump / Pence,REP,197,34,148,379
Knox,Vincennes City 6,President,,Biden / Harris,DEM,57,45,82,184
Knox,Vincennes City 6,President,,Jorgensen / Cohen,LIB,8,0,5,13
Knox,Vincennes City 6,President,,Write-In,,1,0,1,2
Knox,Vincennes City 6,Governor,,Holcomb / Crouch,REP,177,38,152,367
Knox,Vincennes City 6,Governor,,Myers / Lawson,DEM,39,38,64,141
Knox,Vincennes City 6,Governor,,Rainwater II / Henry,LIB,42,3,18,63
Knox,Vincennes City 6,Attorney General,,Todd Rokita,REP,169,30,139,338
Knox,Vincennes City 6,Attorney General,,Jonathan Weinzapfel,DEM,81,45,90,216
Knox,Vincennes City 6,U.S. House,8,Larry D. Bucshon,REP,195,37,146,378
Knox,Vincennes City 6,U.S. House,8,E. Thomasina Marsili,DEM,45,38,75,158
Knox,Vincennes City 6,U.S. House,8,James D. Rodenberger,LIB,16,2,8,26
Knox,Vincennes City 6,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 6,State Representative,45,Bruce Borders,REP,215,44,178,437
Knox,Vincennes City 6,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 7,Registered Voters,,,,,,,1066
Knox,Vincennes City 7,Ballots Cast,,,,305,107,272,684
Knox,Vincennes City 7,President,,Trump / Pence,REP,241,54,184,479
Knox,Vincennes City 7,President,,Biden / Harris,DEM,56,50,85,191
Knox,Vincennes City 7,President,,Jorgensen / Cohen,LIB,5,1,2,8
Knox,Vincennes City 7,President,,Write-In,,1,0,0,1
Knox,Vincennes City 7,Governor,,Holcomb / Crouch,REP,220,74,186,480
Knox,Vincennes City 7,Governor,,Myers / Lawson,DEM,38,26,61,125
Knox,Vincennes City 7,Governor,,Rainwater II / Henry,LIB,43,3,22,68
Knox,Vincennes City 7,Attorney General,,Todd Rokita,REP,205,46,171,422
Knox,Vincennes City 7,Attorney General,,Jonathan Weinzapfel,DEM,85,57,85,227
Knox,Vincennes City 7,U.S. House,8,Larry D. Bucshon,REP,229,65,178,472
Knox,Vincennes City 7,U.S. House,8,E. Thomasina Marsili,DEM,49,35,75,159
Knox,Vincennes City 7,U.S. House,8,James D. Rodenberger,LIB,18,2,8,28
Knox,Vincennes City 7,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 7,State Representative,45,Bruce Borders,REP,260,73,202,535
Knox,Vincennes City 7,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 8,Registered Voters,,,,,,,898
Knox,Vincennes City 8,Ballots Cast,,,,272,74,193,539
Knox,Vincennes City 8,President,,Trump / Pence,REP,192,30,124,346
Knox,Vincennes City 8,President,,Biden / Harris,DEM,68,42,66,176
Knox,Vincennes City 8,President,,Jorgensen / Cohen,LIB,9,2,1,12
Knox,Vincennes City 8,President,,Write-In,,1,0,0,1
Knox,Vincennes City 8,Governor,,Holcomb / Crouch,REP,180,41,125,346
Knox,Vincennes City 8,Governor,,Myers / Lawson,DEM,42,25,55,122
Knox,Vincennes City 8,Governor,,Rainwater II / Henry,LIB,44,2,9,55
Knox,Vincennes City 8,Attorney General,,Todd Rokita,REP,175,30,111,316
Knox,Vincennes City 8,Attorney General,,Jonathan Weinzapfel,DEM,83,41,74,198
Knox,Vincennes City 8,U.S. House,8,Larry D. Bucshon,REP,188,36,126,350
Knox,Vincennes City 8,U.S. House,8,E. Thomasina Marsili,DEM,60,33,58,151
Knox,Vincennes City 8,U.S. House,8,James D. Rodenberger,LIB,16,1,4,21
Knox,Vincennes City 8,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 8,State Representative,45,Bruce Borders,REP,229,50,151,430
Knox,Vincennes City 8,State Representative,45,No Candidate Filed,,0,0,0,0
Knox,Vincennes City 9,Registered Voters,,,,,,,626
Knox,Vincennes City 9,Ballots Cast,,,,153,87,179,419
Knox,Vincennes City 9,President,,Trump / Pence,REP,123,43,116,282
Knox,Vincennes City 9,President,,Biden / Harris,DEM,27,41,58,126
Knox,Vincennes City 9,President,,Jorgensen / Cohen,LIB,1,0,3,4
Knox,Vincennes City 9,President,,Write-In,,0,0,0,0
Knox,Vincennes City 9,Governor,,Holcomb / Crouch,REP,103,59,131,293
Knox,Vincennes City 9,Governor,,Myers / Lawson,DEM,22,23,32,77
Knox,Vincennes City 9,Governor,,Rainwater II / Henry,LIB,22,2,13,37
Knox,Vincennes City 9,Attorney General,,Todd Rokita,REP,101,43,112,256
Knox,Vincennes City 9,Attorney General,,Jonathan Weinzapfel,DEM,39,40,60,139
Knox,Vincennes City 9,U.S. House,8,Larry D. Bucshon,REP,114,44,129,287
Knox,Vincennes City 9,U.S. House,8,E. Thomasina Marsili,DEM,23,38,41,102
Knox,Vincennes City 9,U.S. House,8,James D. Rodenberger,LIB,6,0,2,8
Knox,Vincennes City 9,U.S. House,8,Write-In,,0,0,0,0
Knox,Vincennes City 9,State Representative,45,Bruce Borders,REP,130,57,131,318
Knox,Vincennes City 9,State Representative,45,No Candidate Filed,,0,0,0,0
