county,office,district,candidate,party,votes
Bartholomew,Secretary Of State,,Vop Osili,Democratic,5841
Bartholomew,Secretary Of State,,Mike Wherry,Libertarian,944
Bartholomew,Secretary Of State,,Charlie White,Republican,12752
Bartholomew,Auditor Of State,,Sam Locke,Democratic,5548
Bartholomew,Auditor Of State,,Eric Knipe,Libertarian,754
Bartholomew,Auditor Of State,,Tim Berry,Republican,12627
Bartholomew,Treasurer Of State,,Pete Buttigieg,Democratic,5675
Bartholomew,Treasurer Of State,,Richard E Mourdock,Republican,13272
Bartholomew,U.S. House,6,Barry A Welsh,Democratic,2886
Bartholomew,U.S. House,6,"Talmage T J Thompson, Jr.",Libertarian,295
Bartholomew,U.S. House,6,Mike Pence,Republican,8476
Bartholomew,State Senator,41,Christopher Alan Roller,Democratic,5703
Bartholomew,State Senator,41,Greg Walker,Republican,13963
Bartholomew,State Senator,43,Johnny Nugent,Republican,0
Bartholomew,State House,57,Sean R Eberhart,Republican,4516
Bartholomew,State House,59,Dan Wilson Fleming,Democratic,3299
Bartholomew,State House,59,Edward A Dilts,Libertarian,269
Bartholomew,State House,59,Milo Smith,Republican,6447
Bartholomew,State House,69,David Cheatham,Democratic,0
Bartholomew,State House,69,Ricky M Warren,Republican,0
Bartholomew,Judge Of The Circuit Court,Bartholomew 9Th Circuit,Stephen R Heimann,Democratic,11972
Bartholomew,Prosecuting Attorney,Bartholomew 9Th Circuit,William M Nash,Republican,15413
Benton,U.S. Senator,,Brad Ellsworth,Democratic,667
Benton,U.S. Senator,,Rebecca Sink-Burris,Libertarian,160
Benton,U.S. Senator,,Dan Coats,Republican,1432
Benton,U.S. Senator,,Jack Rooney,Independent,0
Benton,U.S. Senator,,Jim Miller,Write-In,2
Benton,Secretary Of State,,Vop Osili,Democratic,544
Benton,Secretary Of State,,Mike Wherry,Libertarian,162
Benton,Secretary Of State,,Charlie White,Republican,1486
Benton,Auditor Of State,,Sam Locke,Democratic,536
Benton,Auditor Of State,,Eric Knipe,Libertarian,130
Benton,Auditor Of State,,Tim Berry,Republican,1531
Benton,Treasurer Of State,,Pete Buttigieg,Democratic,569
Benton,Treasurer Of State,,Richard E Mourdock,Republican,1611
Benton,U.S. House,4,David Sanders,Democratic,0
Benton,U.S. House,4,John Duncan,Libertarian,0
Benton,U.S. House,4,Todd Theodore Rokita,Republican,0
Benton,State Senator,6,James E Metro,Democratic,475
Benton,State Senator,6,Charles E Barman,Libertarian,149
Benton,State Senator,6,Sue Landske,Republican,1610
Benton,State House,13,Chester F Dobis,Democratic,0
Benton,State House,13,Craig Menninga,Republican,0
Benton,Prosecuting Attorney,Benton 76Th Circuit,John C Wright,Republican,1846
Blackford,U.S. Senator,,Brad Ellsworth,Democratic,1551
Blackford,U.S. Senator,,Rebecca Sink-Burris,Libertarian,230
Blackford,U.S. Senator,,Dan Coats,Republican,2068
Blackford,U.S. Senator,,Jack Rooney,Independent,0
Blackford,U.S. Senator,,Jim Miller,Write-In,0
Blackford,Secretary Of State,,Vop Osili,Democratic,1294
Blackford,Secretary Of State,,Mike Wherry,Libertarian,265
Blackford,Secretary Of State,,Charlie White,Republican,2132
Blackford,Auditor Of State,,Sam Locke,Democratic,1386
Blackford,Auditor Of State,,Eric Knipe,Libertarian,163
Blackford,Auditor Of State,,Tim Berry,Republican,2128
Blackford,Treasurer Of State,,Pete Buttigieg,Democratic,1448
Blackford,Treasurer Of State,,Richard E Mourdock,Republican,2211
Blackford,U.S. House,3,Thomas Hayhurst,Democratic,0
Blackford,U.S. House,3,Scott Wise,Libertarian,0
Blackford,U.S. House,3,Marlin A Stutzman,Republican,0
Blackford,U.S. House,3,Tom Metzger,Independent,0
Blackford,U.S. House,3,Wes Stephens,Independent,0
Blackford,U.S. House,5,Timothy Clark Crawford,Democratic,0
Blackford,U.S. House,5,Richard Chard Reid,Libertarian,0
Blackford,U.S. House,5,Dan Burton,Republican,0
Blackford,U.S. House,5,Jesse C Trueblood,Independent,0
Blackford,State Senator,19,Robert Couse,Democratic,1362
Blackford,State Senator,19,Travis Holdman,Republican,2427
Blackford,State House,31,Joseph R Pearson,Democratic,1866
Blackford,State House,31,Kevin A Mahan,Republican,2039
Blackford,State House,33,Ron Liggett,Democratic,0
Blackford,State House,33,Bill J Davis,Republican,0
Blackford,Judge Of The Superior Court,Blackford County,David M Payne,Democratic,1441
Blackford,Judge Of The Superior Court,Blackford County,John N Barry,Republican,2426
Blackford,Prosecuting Attorney,Blackford 71St Circuit,Kevin N Basey,Republican,2938
Boone,U.S. Senator,,Brad Ellsworth,Democratic,4944
Boone,U.S. Senator,,Rebecca Sink-Burris,Libertarian,1419
Boone,U.S. Senator,,Dan Coats,Republican,12773
Boone,U.S. Senator,,Jack Rooney,Independent,0
Boone,U.S. Senator,,Jim Miller,Write-In,0
Boone,Secretary Of State,,Vop Osili,Democratic,4392
Boone,Secretary Of State,,Mike Wherry,Libertarian,1388
Boone,Secretary Of State,,Charlie White,Republican,13129
Boone,Auditor Of State,,Sam Locke,Democratic,3868
Boone,Auditor Of State,,Eric Knipe,Libertarian,943
Boone,Auditor Of State,,Tim Berry,Republican,13659
Boone,Treasurer Of State,,Pete Buttigieg,Democratic,3981
Boone,Treasurer Of State,,Richard E Mourdock,Republican,14446
Boone,U.S. House,4,David Sanders,Democratic,3954
Boone,U.S. House,4,John Duncan,Libertarian,922
Boone,U.S. House,4,Todd Theodore Rokita,Republican,13836
Boone,U.S. House,5,Timothy Clark Crawford,Democratic,0
Boone,U.S. House,5,Richard Chard Reid,Libertarian,0
Boone,U.S. House,5,Dan Burton,Republican,0
Boone,U.S. House,5,Jesse C Trueblood,Independent,0
Boone,State Senator,23,Phil Boots,Republican,7264
Boone,State Senator,29,Robin C Shackleford,Democratic,0
Boone,State Senator,29,Michael A Delph,Republican,0
Boone,State House,24,"Timothy J Banter, Jr.",Democratic,0
Boone,State House,24,Richard W Mcclain,Republican,0
Boone,State House,28,"James ""Jim"" Rainwater",Libertarian,1304
Boone,State House,28,Jeffrey A Thompson,Republican,7265
Boone,State House,28,Danny W Shipley,Independent,0
Boone,State House,41,Tim Brown,Republican,0
Boone,Prosecuting Attorney,Boone 20Th Circuit,Todd J Meyer,Republican,16002
Brown,U.S. Senator,,Brad Ellsworth,Democratic,2608
Brown,U.S. Senator,,Rebecca Sink-Burris,Libertarian,439
Brown,U.S. Senator,,Dan Coats,Republican,3201
Brown,U.S. Senator,,Jack Rooney,Independent,0
Brown,U.S. Senator,,Jim Miller,Write-In,0
Brown,Secretary Of State,,Vop Osili,Democratic,2248
Brown,Secretary Of State,,Mike Wherry,Libertarian,416
Brown,Secretary Of State,,Charlie White,Republican,3446
Brown,Auditor Of State,,Sam Locke,Democratic,2309
Brown,Auditor Of State,,Eric Knipe,Libertarian,386
Brown,Auditor Of State,,Tim Berry,Republican,3391
Brown,Treasurer Of State,,Pete Buttigieg,Democratic,2358
Brown,Treasurer Of State,,Richard E Mourdock,Republican,3711
Brown,U.S. House,9,Baron P Hill,Democratic,2519
Brown,U.S. House,9,"Greg ""No Bull"" Knott",Libertarian,390
Brown,U.S. House,9,Todd Christopher Young,Republican,3365
Brown,U.S. House,9,Jerry R Lucas,Independent,0
Brown,State House,65,Al Cox,Libertarian,1105
Brown,State House,65,Eric A Koch,Republican,3921
Brown,Prosecuting Attorney,Brown 88Th Circuit,James R Oliver,Democratic,3224
Brown,Prosecuting Attorney,Brown 88Th Circuit,James T Roberts,Republican,3029
Carroll,U.S. Senator,,Brad Ellsworth,Democratic,1883
Carroll,U.S. Senator,,Rebecca Sink-Burris,Libertarian,512
Carroll,U.S. Senator,,Dan Coats,Republican,3566
Carroll,U.S. Senator,,Jack Rooney,Independent,1
Carroll,U.S. Senator,,Jim Miller,Write-In,1
Carroll,Secretary Of State,,Vop Osili,Democratic,1680
Carroll,Secretary Of State,,Mike Wherry,Libertarian,424
Carroll,Secretary Of State,,Charlie White,Republican,3766
Carroll,Auditor Of State,,Sam Locke,Democratic,1687
Carroll,Auditor Of State,,Eric Knipe,Libertarian,341
Carroll,Auditor Of State,,Tim Berry,Republican,3832
Carroll,Treasurer Of State,,Pete Buttigieg,Democratic,1702
Carroll,Treasurer Of State,,Richard E Mourdock,Republican,4130
Carroll,U.S. House,4,David Sanders,Democratic,0
Carroll,U.S. House,4,John Duncan,Libertarian,0
Carroll,U.S. House,4,Todd Theodore Rokita,Republican,0
Carroll,State House,25,Jeb Bardon,Democratic,0
Carroll,State House,25,Dan Pool,Republican,0
Carroll,State House,38,Heath Vannatter,Republican,0
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Abigail A Huffer,Democratic,2603
Carroll,Prosecuting Attorney,Carroll 74Th Circuit,Robert T Ives,Republican,3368
Cass,U.S. Senator,,Brad Ellsworth,Democratic,3673
Cass,U.S. Senator,,Rebecca Sink-Burris,Libertarian,775
Cass,U.S. Senator,,Dan Coats,Republican,6361
Cass,U.S. Senator,,Jack Rooney,Independent,0
Cass,U.S. Senator,,Jim Miller,Write-In,2
Cass,Secretary Of State,,Vop Osili,Democratic,3189
Cass,Secretary Of State,,Mike Wherry,Libertarian,750
Cass,Secretary Of State,,Charlie White,Republican,6767
Cass,Auditor Of State,,Sam Locke,Democratic,3260
Cass,Auditor Of State,,Eric Knipe,Libertarian,621
Cass,Auditor Of State,,Tim Berry,Republican,6824
Cass,Treasurer Of State,,Pete Buttigieg,Democratic,3484
Cass,Treasurer Of State,,Richard E Mourdock,Republican,7125
Cass,U.S. House,4,David Sanders,Democratic,0
Cass,U.S. House,4,John Duncan,Libertarian,0
Cass,U.S. House,4,Todd Theodore Rokita,Republican,0
Cass,State House,23,William C Friend,Republican,0
Cass,State House,25,Jeb Bardon,Democratic,0
Cass,State House,25,Dan Pool,Republican,0
Cass,State House,38,Heath Vannatter,Republican,0
Cass,Judge Of The Superior Court,"Cass County, Court 1",Thomas C Perrone,Democratic,7244
Cass,Prosecuting Attorney,Cass 29Th Circuit,Kevin Stacy Enyeart,Republican,8421
Clar,U.S. Senator,,Brad Ellsworth,Democratic,13429
Clar,U.S. Senator,,Rebecca Sink-Burris,Libertarian,1409
Clar,U.S. Senator,,Dan Coats,Republican,17773
Clar,U.S. Senator,,Jack Rooney,Independent,1
Clar,U.S. Senator,,Jim Miller,Write-In,1
Clar,Secretary Of State,,Vop Osili,Democratic,12141
Clar,Secretary Of State,,Mike Wherry,Libertarian,1535
Clar,Secretary Of State,,Charlie White,Republican,18124
Clar,Auditor Of State,,Sam Locke,Democratic,13337
Clar,Auditor Of State,,Eric Knipe,Libertarian,1408
Clar,Auditor Of State,,Tim Berry,Republican,16940
Clar,Treasurer Of State,,Pete Buttigieg,Democratic,13154
Clar,Treasurer Of State,,Richard E Mourdock,Republican,18224
Clar,U.S. House,9,Baron P Hill,Democratic,13926
Clar,U.S. House,9,"Greg ""No Bull"" Knott",Libertarian,1544
Clar,U.S. House,9,Todd Christopher Young,Republican,17573
Clar,U.S. House,9,Jerry R Lucas,Independent,10
Clar,State Senator,45,James Lewis,Democratic,8125
Clar,State Senator,45,Jim C Smith,Republican,10332
Clar,State Senator,46,Charles A Freiberger,Democratic,6553
Clar,State Senator,46,Ronald T Grooms,Republican,7636
Clar,State House,66,Terry A Goodin,Democratic,2346
Clar,State House,66,Jim Lucas,Republican,2573
Clar,State House,70,Paul J Robertson,Democratic,2832
Clar,State House,70,Rhonda J Rhoads,Republican,4258
Clar,State House,71,Steven R Stemler,Democratic,13241
Clar,State House,73,Ryan D Bower,Democratic,390
Clar,State House,73,Steven J Davisson,Republican,701
Clar,Prosecuting Attorney,Clark 4Th Circuit,Steven D Stewart,Democratic,20143
Clay,U.S. Senator,,Brad Ellsworth,Democratic,3187
Clay,U.S. Senator,,Rebecca Sink-Burris,Libertarian,465
Clay,U.S. Senator,,Dan Coats,Republican,4543
Clay,U.S. Senator,,Jack Rooney,Independent,0
Clay,U.S. Senator,,Jim Miller,Write-In,1
Clay,Secretary Of State,,Vop Osili,Democratic,2355
Clay,Secretary Of State,,Mike Wherry,Libertarian,472
Clay,Secretary Of State,,Charlie White,Republican,5159
Clay,Auditor Of State,,Sam Locke,Democratic,2523
Clay,Auditor Of State,,Eric Knipe,Libertarian,330
Clay,Auditor Of State,,Tim Berry,Republican,5028
Clay,Treasurer Of State,,Pete Buttigieg,Democratic,2462
Clay,Treasurer Of State,,Richard E Mourdock,Republican,5385
Clay,U.S. House,8,William Trent Vanhaaften,Democratic,2666
Clay,U.S. House,8,John Cunningham,Libertarian,456
Clay,U.S. House,8,Larry D Bucshon,Republican,5024
Clay,State Senator,38,Timothy Dale Skinner,Democratic,0
Clay,State Senator,38,Ed Gluck,Libertarian,0
Clay,State Senator,38,Bill Webster,Republican,0
Clay,State Senator,39,Steven M Thais,Democratic,573
Clay,State Senator,39,John M Waterman,Republican,1704
Clay,State House,42,Floyd Dale Grubb,Democratic,0
Clay,State House,42,Sharon Kaye Negele,Republican,0
Clay,State House,44,Nancy A Michael,Democratic,2146
Clay,State House,44,Dennis Beatty,Libertarian,205
Clay,State House,44,James R Baird,Republican,2753
Clay,State House,46,Bionca D Gambill,Democratic,633
Clay,State House,46,Bob Heaton,Republican,1646
Clay,Prosecuting Attorney,Clay 13Th Circuit,Charles Hear,Democratic,2857
Clay,Prosecuting Attorney,Clay 13Th Circuit,"B Lee Reberger, Jr.",Republican,5224
Clinton,U.S. Senator,,Brad Ellsworth,Democratic,2222
Clinton,U.S. Senator,,Rebecca Sink-Burris,Libertarian,570
Clinton,U.S. Senator,,Dan Coats,Republican,4618
Clinton,U.S. Senator,,Jack Rooney,Independent,0
Clinton,U.S. Senator,,Jim Miller,Write-In,2
Clinton,Secretary Of State,,Vop Osili,Democratic,1931
Clinton,Secretary Of State,,Mike Wherry,Libertarian,599
Clinton,Secretary Of State,,Charlie White,Republican,4762
Clinton,Auditor Of State,,Sam Locke,Democratic,1708
Clinton,Auditor Of State,,Eric Knipe,Libertarian,386
Clinton,Auditor Of State,,Tim Berry,Republican,4955
Clinton,Treasurer Of State,,Pete Buttigieg,Democratic,1862
Clinton,Treasurer Of State,,Richard E Mourdock,Republican,5167
Clinton,U.S. House,4,David Sanders,Democratic,1974
Clinton,U.S. House,4,John Duncan,Libertarian,434
Clinton,U.S. House,4,Todd Theodore Rokita,Republican,4989
Clinton,State Senator,21,"Charles W Sosbe, Jr.",Democratic,0
Clinton,State Senator,21,James R Buck,Republican,0
Clinton,State House,25,Jeb Bardon,Democratic,0
Clinton,State House,25,Dan Pool,Republican,0
Clinton,State House,38,Heath Vannatter,Republican,5979
Clinton,Prosecuting Attorney,Clinton 45Th Circuit,Anthony J Sommer,Republican,5917
Crawford,U.S. Senator,,Brad Ellsworth,Democratic,1755
Crawford,U.S. Senator,,Rebecca Sink-Burris,Libertarian,192
Crawford,U.S. Senator,,Dan Coats,Republican,1803
Crawford,U.S. Senator,,Jack Rooney,Independent,0
Crawford,U.S. Senator,,Jim Miller,Write-In,0
Crawford,Secretary Of State,,Vop Osili,Democratic,1487
Crawford,Secretary Of State,,Mike Wherry,Libertarian,223
Crawford,Secretary Of State,,Charlie White,Republican,1891
Crawford,Auditor Of State,,Sam Locke,Democratic,1668
Crawford,Auditor Of State,,Eric Knipe,Libertarian,181
Crawford,Auditor Of State,,Tim Berry,Republican,1755
Crawford,Treasurer Of State,,Pete Buttigieg,Democratic,1666
Crawford,Treasurer Of State,,Richard E Mourdock,Republican,1884
Crawford,U.S. House,8,William Trent Vanhaaften,Democratic,0
Crawford,U.S. House,8,John Cunningham,Libertarian,0
Crawford,U.S. House,8,Larry D Bucshon,Republican,0
Crawford,U.S. House,9,Baron P Hill,Democratic,1817
Crawford,U.S. House,9,"Greg ""No Bull"" Knott",Libertarian,269
Crawford,U.S. House,9,Todd Christopher Young,Republican,1821
Crawford,U.S. House,9,Jerry R Lucas,Independent,0
Crawford,State Senator,47,"Richard D Young, Jr.",Democratic,2338
Crawford,State Senator,47,Ted Metzger,Republican,1563
Crawford,State House,74,Russell Stilwell,Democratic,0
Crawford,State House,74,Susan Ellspermann,Republican,0
Crawford,Judge Of The Circuit Court,Crawford 77Th Circuit,Kenneth Lynn Lopp,Democratic,2687
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Cheryl Joan Hillenburg,Democratic,2280
Crawford,Prosecuting Attorney,Crawford 77Th Circuit,Lester V Shelton,Republican,1693
Daviess,U.S. Senator,,Brad Ellsworth,Democratic,2061
Daviess,U.S. Senator,,Rebecca Sink-Burris,Libertarian,283
Daviess,U.S. Senator,,Dan Coats,Republican,4690
Daviess,U.S. Senator,,Jack Rooney,Independent,0
Daviess,U.S. Senator,,Jim Miller,Write-In,0
Daviess,Secretary Of State,,Vop Osili,Democratic,1608
Daviess,Secretary Of State,,Mike Wherry,Libertarian,319
Daviess,Secretary Of State,,Charlie White,Republican,4913
Daviess,Auditor Of State,,Sam Locke,Democratic,1496
Daviess,Auditor Of State,,Eric Knipe,Libertarian,231
Daviess,Auditor Of State,,Tim Berry,Republican,4893
Daviess,Treasurer Of State,,Pete Buttigieg,Democratic,1417
Daviess,Treasurer Of State,,Richard E Mourdock,Republican,5225
Daviess,U.S. House,8,William Trent Vanhaaften,Democratic,1700
Daviess,U.S. House,8,John Cunningham,Libertarian,306
Daviess,U.S. House,8,Larry D Bucshon,Republican,5001
Daviess,State Senator,39,Steven M Thais,Democratic,410
Daviess,State Senator,39,John M Waterman,Republican,1671
Daviess,State House,45,Jesse James,Democratic,248
Daviess,State House,45,Bruce Alan Borders,Republican,1140
Daviess,State House,62,Sandra Blanton,Democratic,0
Daviess,State House,62,Matthew A Ubelhor,Republican,0
Daviess,State House,63,Daniel M Steiner,Democratic,1554
Daviess,State House,63,Mark B Messmer,Republican,3703
Daviess,Prosecuting Attorney,Daviess 49Th Circuit,Daniel S Murrie,Republican,5492
Dearborn,U.S. Senator,,Brad Ellsworth,Democratic,3776
Dearborn,U.S. Senator,,Rebecca Sink-Burris,Libertarian,663
Dearborn,U.S. Senator,,Dan Coats,Republican,10589
Dearborn,U.S. Senator,,Jack Rooney,Independent,3
Dearborn,U.S. Senator,,Jim Miller,Write-In,1
Dearborn,Secretary Of State,,Vop Osili,Democratic,3312
Dearborn,Secretary Of State,,Mike Wherry,Libertarian,831
Dearborn,Secretary Of State,,Charlie White,Republican,10616
Dearborn,Auditor Of State,,Sam Locke,Democratic,3899
Dearborn,Auditor Of State,,Eric Knipe,Libertarian,759
Dearborn,Auditor Of State,,Tim Berry,Republican,10043
Dearborn,Treasurer Of State,,Pete Buttigieg,Democratic,3801
Dearborn,Treasurer Of State,,Richard E Mourdock,Republican,10893
Dearborn,U.S. House,6,Barry A Welsh,Democratic,797
Dearborn,U.S. House,6,"Talmage T J Thompson, Jr.",Libertarian,121
Dearborn,U.S. House,6,Mike Pence,Republican,4264
Dearborn,State Senator,27,Donald Crossley,Libertarian,0
Dearborn,State Senator,27,Allen Paul,Republican,0
Dearborn,State Senator,43,Johnny Nugent,Republican,12697
Dearborn,State House,67,Randall L Frye,Republican,0
Dearborn,State House,68,Robert J Bischoff,Democratic,4684
Dearborn,State House,68,Jud Mcmillin,Republican,5408
Dearborn,Judge Of The Circuit Court,Dearborn/Ohio 7Th Cir.,James D Humphrey,Republican,12639
Dearborn,Prosecuting Attorney,Dearborn & Ohio7Th Cir.,F Aaron Negangard,Republican,12081
Decatur,U.S. Senator,,Brad Ellsworth,Democratic,2283
Decatur,U.S. Senator,,Rebecca Sink-Burris,Libertarian,526
Decatur,U.S. Senator,,Dan Coats,Republican,4838
Decatur,U.S. Senator,,Jack Rooney,Independent,0
Decatur,U.S. Senator,,Jim Miller,Write-In,0
Decatur,Secretary Of State,,Vop Osili,Democratic,1797
Decatur,Secretary Of State,,Mike Wherry,Libertarian,515
Decatur,Secretary Of State,,Charlie White,Republican,5159
Decatur,Auditor Of State,,Sam Locke,Democratic,1779
Decatur,Auditor Of State,,Eric Knipe,Libertarian,292
Decatur,Auditor Of State,,Tim Berry,Republican,5016
Decatur,Treasurer Of State,,Pete Buttigieg,Democratic,1884
Decatur,Treasurer Of State,,Richard E Mourdock,Republican,5181
Decatur,U.S. House,6,Barry A Welsh,Democratic,1580
Decatur,U.S. House,6,"Talmage T J Thompson, Jr.",Libertarian,227
Decatur,U.S. House,6,Mike Pence,Republican,5866
Decatur,State Senator,43,Johnny Nugent,Republican,0
Decatur,State House,55,David N Moeller,Democratic,0
Decatur,State House,55,Sarah Jordan,Libertarian,0
Decatur,State House,55,Tom Knollman,Republican,0
Decatur,State House,67,Randall L Frye,Republican,6343
Decatur,Prosecuting Attorney,Decatur 69Th Circuit,James Bryan Rosenberry,Republican,5931
DeKalb,U.S. Senator,,Brad Ellsworth,Democratic,3479
DeKalb,U.S. Senator,,Rebecca Sink-Burris,Libertarian,671
DeKalb,U.S. Senator,,Dan Coats,Republican,7351
DeKalb,U.S. Senator,,Jack Rooney,Independent,0
DeKalb,U.S. Senator,,Jim Miller,Write-In,0
DeKalb,Secretary Of State,,Vop Osili,Democratic,3070
DeKalb,Secretary Of State,,Mike Wherry,Libertarian,836
DeKalb,Secretary Of State,,Charlie White,Republican,7326
DeKalb,Auditor Of State,,Sam Locke,Democratic,2941
DeKalb,Auditor Of State,,Eric Knipe,Libertarian,601
DeKalb,Auditor Of State,,Tim Berry,Republican,7449
DeKalb,Treasurer Of State,,Pete Buttigieg,Democratic,2995
DeKalb,Treasurer Of State,,Richard E Mourdock,Republican,7943
DeKalb,U.S. House,3,Thomas Hayhurst,Democratic,3771
DeKalb,U.S. House,3,Scott Wise,Libertarian,562
DeKalb,U.S. House,3,Marlin A Stutzman,Republican,7215
DeKalb,U.S. House,3,Tom Metzger,Independent,0
DeKalb,U.S. House,3,Wes Stephens,Independent,0
DeKalb,State Senator,14,Dennis K Kruse,Republican,8503
DeKalb,State House,52,Steve Smart,Democratic,415
DeKalb,State House,52,Charles Chuck Hanneman,Libertarian,75
DeKalb,State House,52,David Yarde Ii,Republican,1433
DeKalb,Judge Of The Circuit Court,Dekalb 75Th Circuit,Kirk D Carpenter,Democratic,7144
DeKalb,Prosecuting Attorney,Dekalb 75Th Circuit,Claramary Winebrenner,Republican,8952
Delaware,U.S. Senator,,Brad Ellsworth,Democratic,14414
Delaware,U.S. Senator,,Rebecca Sink-Burris,Libertarian,1547
Delaware,U.S. Senator,,Dan Coats,Republican,14720
Delaware,U.S. Senator,,Jack Rooney,Independent,0
Delaware,U.S. Senator,,Jim Miller,Write-In,0
Delaware,Secretary Of State,,Vop Osili,Democratic,12727
Delaware,Secretary Of State,,Mike Wherry,Libertarian,1724
Delaware,Secretary Of State,,Charlie White,Republican,15456
Delaware,Auditor Of State,,Sam Locke,Democratic,13176
Delaware,Auditor Of State,,Eric Knipe,Libertarian,1300
Delaware,Auditor Of State,,Tim Berry,Republican,15276
Delaware,Treasurer Of State,,Pete Buttigieg,Democratic,13235
Delaware,Treasurer Of State,,Richard E Mourdock,Republican,16483
Delaware,U.S. House,6,Barry A Welsh,Democratic,12439
Delaware,U.S. House,6,"Talmage T J Thompson, Jr.",Libertarian,845
Delaware,U.S. House,6,Mike Pence,Republican,17437
Delaware,State Senator,25,Tim Lanane,Democratic,0
Delaware,State Senator,25,Brian Jacobs,Republican,0
Delaware,State Senator,26,Sue E Errington,Democratic,14656
Delaware,State Senator,26,Gene Douglas Eckerty,Republican,16093
