county,precinct,office,district,party,candidate,election_day,absentee,early_voting,provisional,votes
Floyd,NEW ALBANY 10,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 10,Auditor of State,,R,Tera Klutz,115,9,51,0,175
Floyd,NEW ALBANY 10,Auditor of State,,D,Joselyn Whitticker,135,16,104,0,255
Floyd,NEW ALBANY 10,Auditor of State,,L,John Schick,15,1,2,0,18
Floyd,NEW ALBANY 10,Treasurer of State,,R,Kelly Mitchell,127,8,52,0,187
Floyd,NEW ALBANY 10,Treasurer of State,,D,John C. Aguilera,132,18,105,0,255
Floyd,NEW ALBANY 10,U.S. House,9,R,Trey Hollingsworth,115,10,51,0,176
Floyd,NEW ALBANY 10,U.S. House,9,D,Liz Watson,149,16,109,0,274
Floyd,NEW ALBANY 10,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 10,State Senate,46,R,Ron Grooms,120,10,50,0,180
Floyd,NEW ALBANY 10,State Senate,46,D,Anna Murray,144,17,108,0,269
Floyd,NEW ALBANY 10,State Representative,72,R,Edward D (ED) Clere,123,9,62,0,194
Floyd,NEW ALBANY 10,State Representative,72,D,Sam Charbonne Au,139,18,98,0,255
Floyd,NEW ALBANY 11,Registered Voters,,,,,,,,5248
Floyd,NEW ALBANY 11,Ballots Cast,,,,316,47,237,1,601
Floyd,NEW ALBANY 11,Straight Party,,R,,60,4,28,0,92
Floyd,NEW ALBANY 11,Straight Party,,D,,118,24,83,1,226
Floyd,NEW ALBANY 11,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 11,U.S. Senate,,R,Mike Braun,102,6,57,0,165
Floyd,NEW ALBANY 11,U.S. Senate,,D,Joe Donnelly,193,40,164,1,398
Floyd,NEW ALBANY 11,U.S. Senate,,L,Lucy M Brenton,18,1,12,0,31
Floyd,NEW ALBANY 11,U.S. Senate,,,Write In,1,0,1,0,2
Floyd,NEW ALBANY 11,Secretary of State,,R,Connie Lawson,99,7,68,0,174
Floyd,NEW ALBANY 11,Secretary of State,,D,Jim Harper,186,40,156,1,383
Floyd,NEW ALBANY 11,Secretary of State,,L,Mark W. Rutherford,18,0,10,0,28
Floyd,NEW ALBANY 11,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 11,Auditor of State,,R,Tera Klutz,104,6,68,0,178
Floyd,NEW ALBANY 11,Auditor of State,,D,Joselyn Whitticker,182,41,157,1,381
Floyd,NEW ALBANY 11,Auditor of State,,L,John Schick,16,0,9,0,25
Floyd,NEW ALBANY 11,Treasurer of State,,R,Kelly Mitchell,117,7,69,0,193
Floyd,NEW ALBANY 11,Treasurer of State,,D,John C. Aguilera,185,40,164,1,390
Floyd,NEW ALBANY 11,U.S. House,9,R,Trey Hollingsworth,117,6,65,0,188
Floyd,NEW ALBANY 11,U.S. House,9,D,Liz Watson,196,41,170,1,408
Floyd,NEW ALBANY 11,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 11,State Senate,46,R,Ron Grooms,115,9,72,0,196
Floyd,NEW ALBANY 11,State Senate,46,D,Anna Murray,196,38,164,1,399
Floyd,NEW ALBANY 11,State Representative,72,R,Edward D (ED) Clere,129,9,85,0,223
Floyd,NEW ALBANY 11,State Representative,72,D,Sam Charbonne Au,184,37,152,1,374
Floyd,NEW ALBANY 13,Registered Voters,,,,,,,,2396
Floyd,NEW ALBANY 13,Ballots Cast,,,,175,21,105,2,303
Floyd,NEW ALBANY 13,Straight Party,,R,,55,2,27,0,84
Floyd,NEW ALBANY 13,Straight Party,,D,,52,9,24,0,85
Floyd,NEW ALBANY 13,Straight Party,,L,,2,0,0,0,2
Floyd,NEW ALBANY 13,U.S. Senate,,R,Mike Braun,88,7,46,0,141
Floyd,NEW ALBANY 13,U.S. Senate,,D,Joe Donnelly,76,14,56,2,148
Floyd,NEW ALBANY 13,U.S. Senate,,L,Lucy M Brenton,11,0,0,0,11
Floyd,NEW ALBANY 13,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 13,Secretary of State,,R,Connie Lawson,88,6,51,0,145
Floyd,NEW ALBANY 13,Secretary of State,,D,Jim Harper,78,15,52,2,147
Floyd,NEW ALBANY 13,Secretary of State,,L,Mark W. Rutherford,8,0,1,0,9
Floyd,NEW ALBANY 13,Secretary of State,,,Write In,0,2,0,0,2
Floyd,NEW ALBANY 13,Auditor of State,,R,Tera Klutz,89,8,48,0,145
Floyd,NEW ALBANY 13,Auditor of State,,D,Joselyn Whitticker,72,13,52,2,139
Floyd,NEW ALBANY 13,Auditor of State,,L,John Schick,11,0,2,0,13
Floyd,NEW ALBANY 13,Treasurer of State,,R,Kelly Mitchell,93,7,51,0,151
Floyd,NEW ALBANY 13,Treasurer of State,,D,John C. Aguilera,79,14,53,2,148
Floyd,NEW ALBANY 13,U.S. House,9,R,Trey Hollingsworth,94,6,47,0,147
Floyd,NEW ALBANY 13,U.S. House,9,D,Liz Watson,81,15,57,2,155
Floyd,NEW ALBANY 13,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 13,State Senate,46,R,Ron Grooms,93,4,51,0,148
Floyd,NEW ALBANY 13,State Senate,46,D,Anna Murray,81,15,54,2,152
Floyd,NEW ALBANY 13,State Representative,72,R,Edward D (ED) Clere,93,8,46,0,147
Floyd,NEW ALBANY 13,State Representative,72,D,Sam Charbonne Au,80,13,55,2,150
Floyd,NEW ALBANY 14,Registered Voters,,,,,,,,3820
Floyd,NEW ALBANY 14,Ballots Cast,,,,274,41,215,1,531
Floyd,NEW ALBANY 14,Straight Party,,R,,71,6,39,0,116
Floyd,NEW ALBANY 14,Straight Party,,D,,81,18,68,0,167
Floyd,NEW ALBANY 14,Straight Party,,L,,3,0,1,0,4
Floyd,NEW ALBANY 14,U.S. Senate,,R,Mike Braun,128,9,60,0,197
Floyd,NEW ALBANY 14,U.S. Senate,,D,Joe Donnelly,135,31,146,1,313
Floyd,NEW ALBANY 14,U.S. Senate,,L,Lucy M Brenton,8,1,6,0,15
Floyd,NEW ALBANY 14,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 14,Secretary of State,,R,Connie Lawson,128,8,66,0,202
Floyd,NEW ALBANY 14,Secretary of State,,D,Jim Harper,134,32,136,1,303
Floyd,NEW ALBANY 14,Secretary of State,,L,Mark W. Rutherford,9,0,6,0,15
Floyd,NEW ALBANY 14,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 14,Auditor of State,,R,Tera Klutz,128,8,69,0,205
Floyd,NEW ALBANY 14,Auditor of State,,D,Joselyn Whitticker,129,31,133,1,294
Floyd,NEW ALBANY 14,Auditor of State,,L,John Schick,14,1,4,0,19
Floyd,NEW ALBANY 14,Treasurer of State,,R,Kelly Mitchell,134,10,74,0,218
Floyd,NEW ALBANY 14,Treasurer of State,,D,John C. Aguilera,137,30,132,1,300
Floyd,NEW ALBANY 14,U.S. House,9,R,Trey Hollingsworth,137,10,69,0,216
Floyd,NEW ALBANY 14,U.S. House,9,D,Liz Watson,131,30,143,1,305
Floyd,NEW ALBANY 14,U.S. House,9,,Write In,2,1,2,0,5
Floyd,NEW ALBANY 14,State Senate,46,R,Ron Grooms,135,11,79,0,225
Floyd,NEW ALBANY 14,State Senate,46,D,Anna Murray,136,30,135,1,302
Floyd,NEW ALBANY 14,State Representative,72,R,Edward D (ED) Clere,138,13,80,0,231
Floyd,NEW ALBANY 14,State Representative,72,D,Sam Charbonne Au,133,28,133,1,295
Floyd,NEW ALBANY 16,Registered Voters,,,,,,,,3016
Floyd,NEW ALBANY 16,Ballots Cast,,,,238,40,172,2,452
Floyd,NEW ALBANY 16,Straight Party,,R,,62,14,37,0,113
Floyd,NEW ALBANY 16,Straight Party,,D,,64,6,56,1,127
Floyd,NEW ALBANY 16,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 16,U.S. Senate,,R,Mike Braun,105,25,76,1,207
Floyd,NEW ALBANY 16,U.S. Senate,,D,Joe Donnelly,123,14,87,1,225
Floyd,NEW ALBANY 16,U.S. Senate,,L,Lucy M Brenton,7,1,6,0,14
Floyd,NEW ALBANY 16,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 16,Secretary of State,,R,Connie Lawson,108,23,82,0,213
Floyd,NEW ALBANY 16,Secretary of State,,D,Jim Harper,110,16,84,1,211
Floyd,NEW ALBANY 16,Secretary of State,,L,Mark W. Rutherford,11,1,3,0,15
Floyd,NEW ALBANY 16,Secretary of State,,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 16,Auditor of State,,R,Tera Klutz,110,24,76,1,211
Floyd,NEW ALBANY 16,Auditor of State,,D,Joselyn Whitticker,108,15,88,1,212
Floyd,NEW ALBANY 16,Auditor of State,,L,John Schick,12,1,4,0,17
Floyd,NEW ALBANY 16,Treasurer of State,,R,Kelly Mitchell,115,23,79,0,217
Floyd,NEW ALBANY 16,Treasurer of State,,D,John C. Aguilera,114,17,88,2,221
Floyd,NEW ALBANY 16,U.S. House,9,R,Trey Hollingsworth,109,24,76,1,210
Floyd,NEW ALBANY 16,U.S. House,9,D,Liz Watson,124,16,95,1,236
Floyd,NEW ALBANY 16,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 16,State Senate,46,R,Ron Grooms,114,24,81,1,220
Floyd,NEW ALBANY 16,State Senate,46,D,Anna Murray,119,14,90,1,224
Floyd,NEW ALBANY 16,State Representative,72,R,Edward D (ED) Clere,117,27,77,1,222
Floyd,NEW ALBANY 16,State Representative,72,D,Sam Charbonne Au,117,13,93,1,224
Floyd,NEW ALBANY 18,Registered Voters,,,,,,,,2964
Floyd,NEW ALBANY 18,Ballots Cast,,,,233,30,230,0,493
Floyd,NEW ALBANY 18,Straight Party,,R,,54,4,36,0,94
Floyd,NEW ALBANY 18,Straight Party,,D,,57,5,54,0,116
Floyd,NEW ALBANY 18,Straight Party,,L,,0,0,0,0,0
Floyd,NEW ALBANY 18,U.S. Senate,,R,Mike Braun,103,10,86,0,199
Floyd,NEW ALBANY 18,U.S. Senate,,D,Joe Donnelly,119,18,140,0,277
Floyd,NEW ALBANY 18,U.S. Senate,,L,Lucy M Brenton,9,1,4,0,14
Floyd,NEW ALBANY 18,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 18,Secretary of State,,R,Connie Lawson,107,10,90,0,207
Floyd,NEW ALBANY 18,Secretary of State,,D,Jim Harper,106,17,130,0,253
Floyd,NEW ALBANY 18,Secretary of State,,L,Mark W. Rutherford,11,1,3,0,15
Floyd,NEW ALBANY 18,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 18,Auditor of State,,R,Tera Klutz,108,9,94,0,211
Floyd,NEW ALBANY 18,Auditor of State,,D,Joselyn Whitticker,105,17,124,0,246
Floyd,NEW ALBANY 18,Auditor of State,,L,John Schick,10,1,6,0,17
Floyd,NEW ALBANY 18,Treasurer of State,,R,Kelly Mitchell,117,10,93,0,220
Floyd,NEW ALBANY 18,Treasurer of State,,D,John C. Aguilera,104,18,130,0,252
Floyd,NEW ALBANY 18,U.S. House,9,R,Trey Hollingsworth,105,10,85,0,200
Floyd,NEW ALBANY 18,U.S. House,9,D,Liz Watson,123,19,141,0,283
Floyd,NEW ALBANY 18,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 18,State Senate,46,R,Ron Grooms,121,11,101,0,233
Floyd,NEW ALBANY 18,State Senate,46,D,Anna Murray,109,18,127,0,254
Floyd,NEW ALBANY 18,State Representative,72,R,Edward D (ED) Clere,122,13,110,0,245
Floyd,NEW ALBANY 18,State Representative,72,D,Sam Charbonne Au,106,16,119,0,241
Floyd,NEW ALBANY 19,Registered Voters,,,,,,,,3508
Floyd,NEW ALBANY 19,Ballots Cast,,,,199,41,185,1,426
Floyd,NEW ALBANY 19,Straight Party,,R,,56,14,32,1,103
Floyd,NEW ALBANY 19,Straight Party,,D,,63,10,49,0,122
Floyd,NEW ALBANY 19,Straight Party,,L,,2,0,0,0,2
Floyd,NEW ALBANY 19,U.S. Senate,,R,Mike Braun,88,16,80,1,185
Floyd,NEW ALBANY 19,U.S. Senate,,D,Joe Donnelly,94,23,97,0,214
Floyd,NEW ALBANY 19,U.S. Senate,,L,Lucy M Brenton,12,0,6,0,18
Floyd,NEW ALBANY 19,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 19,Secretary of State,,R,Connie Lawson,93,18,83,0,194
Floyd,NEW ALBANY 19,Secretary of State,,D,Jim Harper,91,21,97,0,209
Floyd,NEW ALBANY 19,Secretary of State,,L,Mark W. Rutherford,13,0,4,0,17
Floyd,NEW ALBANY 19,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 19,Auditor of State,,R,Tera Klutz,91,20,79,1,191
Floyd,NEW ALBANY 19,Auditor of State,,D,Joselyn Whitticker,91,19,98,0,208
Floyd,NEW ALBANY 19,Auditor of State,,L,John Schick,15,0,4,0,19
Floyd,NEW ALBANY 19,Treasurer of State,,R,Kelly Mitchell,95,17,85,1,198
Floyd,NEW ALBANY 19,Treasurer of State,,D,John C. Aguilera,99,22,97,0,218
Floyd,NEW ALBANY 19,U.S. House,9,R,Trey Hollingsworth,94,20,75,1,190
Floyd,NEW ALBANY 19,U.S. House,9,D,Liz Watson,102,19,108,0,229
Floyd,NEW ALBANY 19,U.S. House,9,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 19,State Senate,46,R,Ron Grooms,90,21,85,1,197
Floyd,NEW ALBANY 19,State Senate,46,D,Anna Murray,106,19,97,0,222
Floyd,NEW ALBANY 19,State Representative,72,R,Edward D (ED) Clere,92,22,76,1,191
Floyd,NEW ALBANY 19,State Representative,72,D,Sam Charbonne Au,104,18,107,0,229
Floyd,NEW ALBANY 20,Registered Voters,,,,,,,,4512
Floyd,NEW ALBANY 20,Ballots Cast,,,,327,43,229,0,599
Floyd,NEW ALBANY 20,Straight Party,,R,,96,7,56,0,159
Floyd,NEW ALBANY 20,Straight Party,,D,,83,19,65,0,167
Floyd,NEW ALBANY 20,Straight Party,,L,,2,0,0,0,2
Floyd,NEW ALBANY 20,U.S. Senate,,R,Mike Braun,163,12,95,0,270
Floyd,NEW ALBANY 20,U.S. Senate,,D,Joe Donnelly,149,28,128,0,305
Floyd,NEW ALBANY 20,U.S. Senate,,L,Lucy M Brenton,8,2,3,0,13
Floyd,NEW ALBANY 20,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 20,Secretary of State,,R,Connie Lawson,173,13,100,0,286
Floyd,NEW ALBANY 20,Secretary of State,,D,Jim Harper,130,28,119,0,277
Floyd,NEW ALBANY 20,Secretary of State,,L,Mark W. Rutherford,10,2,1,0,13
Floyd,NEW ALBANY 20,Secretary of State,,,Write In,1,0,1,0,2
Floyd,NEW ALBANY 20,Auditor of State,,R,Tera Klutz,169,14,102,0,285
Floyd,NEW ALBANY 20,Auditor of State,,D,Joselyn Whitticker,131,27,111,0,269
Floyd,NEW ALBANY 20,Auditor of State,,L,John Schick,9,0,6,0,15
Floyd,NEW ALBANY 20,Treasurer of State,,R,Kelly Mitchell,177,12,100,0,289
Floyd,NEW ALBANY 20,Treasurer of State,,D,John C. Aguilera,133,29,119,0,281
Floyd,NEW ALBANY 20,U.S. House,9,R,Trey Hollingsworth,179,15,102,0,296
Floyd,NEW ALBANY 20,U.S. House,9,D,Liz Watson,143,28,124,0,295
Floyd,NEW ALBANY 20,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 20,State Senate,46,R,Ron Grooms,179,17,115,0,311
Floyd,NEW ALBANY 20,State Senate,46,D,Anna Murray,143,25,111,0,279
Floyd,NEW ALBANY 20,State Representative,72,R,Edward D (ED) Clere,180,18,113,0,311
Floyd,NEW ALBANY 20,State Representative,72,D,Sam Charbonne Au,140,25,112,0,277
Floyd,NEW ALBANY 21,Registered Voters,,,,,,,,4040
Floyd,NEW ALBANY 21,Ballots Cast,,,,210,27,70,0,307
Floyd,NEW ALBANY 21,Straight Party,,R,,45,4,20,0,69
Floyd,NEW ALBANY 21,Straight Party,,D,,103,15,19,0,137
Floyd,NEW ALBANY 21,Straight Party,,L,,6,0,0,0,6
Floyd,NEW ALBANY 21,U.S. Senate,,R,Mike Braun,58,6,31,0,95
Floyd,NEW ALBANY 21,U.S. Senate,,D,Joe Donnelly,137,17,33,0,187
Floyd,NEW ALBANY 21,U.S. Senate,,L,Lucy M Brenton,12,3,4,0,19
Floyd,NEW ALBANY 21,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 21,Secretary of State,,R,Connie Lawson,66,6,34,0,106
Floyd,NEW ALBANY 21,Secretary of State,,D,Jim Harper,132,21,34,0,187
Floyd,NEW ALBANY 21,Secretary of State,,L,Mark W. Rutherford,8,0,0,0,8
Floyd,NEW ALBANY 21,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 21,Auditor of State,,R,Tera Klutz,65,6,34,0,105
Floyd,NEW ALBANY 21,Auditor of State,,D,Joselyn Whitticker,133,21,34,0,188
Floyd,NEW ALBANY 21,Auditor of State,,L,John Schick,9,0,0,0,9
Floyd,NEW ALBANY 21,Treasurer of State,,R,Kelly Mitchell,75,5,35,0,115
Floyd,NEW ALBANY 21,Treasurer of State,,D,John C. Aguilera,132,21,33,0,186
Floyd,NEW ALBANY 21,U.S. House,9,R,Trey Hollingsworth,63,8,31,0,102
Floyd,NEW ALBANY 21,U.S. House,9,D,Liz Watson,144,19,38,0,201
Floyd,NEW ALBANY 21,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 21,State Senate,46,R,Ron Grooms,65,8,35,0,108
Floyd,NEW ALBANY 21,State Senate,46,D,Anna Murray,142,19,32,0,193
Floyd,NEW ALBANY 21,State Representative,72,R,Edward D (ED) Clere,69,6,35,0,110
Floyd,NEW ALBANY 21,State Representative,72,D,Sam Charbonne Au,139,21,33,0,193
Floyd,NEW ALBANY 22,Registered Voters,,,,,,,,3972
Floyd,NEW ALBANY 22,Ballots Cast,,,,219,57,166,0,442
Floyd,NEW ALBANY 22,Straight Party,,R,,50,10,38,0,98
Floyd,NEW ALBANY 22,Straight Party,,D,,76,16,50,0,142
Floyd,NEW ALBANY 22,Straight Party,,L,,2,0,1,0,3
Floyd,NEW ALBANY 22,U.S. Senate,,R,Mike Braun,89,20,70,0,179
Floyd,NEW ALBANY 22,U.S. Senate,,D,Joe Donnelly,113,36,90,0,239
Floyd,NEW ALBANY 22,U.S. Senate,,L,Lucy M Brenton,12,1,4,0,17
Floyd,NEW ALBANY 22,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 22,Secretary of State,,R,Connie Lawson,93,17,66,0,176
Floyd,NEW ALBANY 22,Secretary of State,,D,Jim Harper,113,34,90,0,237
Floyd,NEW ALBANY 22,Secretary of State,,L,Mark W. Rutherford,9,3,4,0,16
Floyd,NEW ALBANY 22,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 22,Auditor of State,,R,Tera Klutz,90,14,69,0,173
Floyd,NEW ALBANY 22,Auditor of State,,D,Joselyn Whitticker,116,36,84,0,236
Floyd,NEW ALBANY 22,Auditor of State,,L,John Schick,9,3,6,0,18
Floyd,NEW ALBANY 22,Treasurer of State,,R,Kelly Mitchell,106,18,72,0,196
Floyd,NEW ALBANY 22,Treasurer of State,,D,John C. Aguilera,110,35,87,0,232
Floyd,NEW ALBANY 22,U.S. House,9,R,Trey Hollingsworth,98,19,69,0,186
Floyd,NEW ALBANY 22,U.S. House,9,D,Liz Watson,119,35,95,0,249
Floyd,NEW ALBANY 22,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 22,State Senate,46,R,Ron Grooms,99,22,74,0,195
Floyd,NEW ALBANY 22,State Senate,46,D,Anna Murray,119,32,90,0,241
Floyd,NEW ALBANY 22,State Representative,72,R,Edward D (ED) Clere,98,25,76,0,199
Floyd,NEW ALBANY 22,State Representative,72,D,Sam Charbonne Au,119,29,83,0,231
Floyd,NEW ALBANY 23,Registered Voters,,,,,,,,4404
Floyd,NEW ALBANY 23,Ballots Cast,,,,273,50,148,0,471
Floyd,NEW ALBANY 23,Straight Party,,R,,65,3,31,0,99
Floyd,NEW ALBANY 23,Straight Party,,D,,120,22,42,0,184
Floyd,NEW ALBANY 23,Straight Party,,L,,7,2,0,0,9
Floyd,NEW ALBANY 23,U.S. Senate,,R,Mike Braun,96,9,54,0,159
Floyd,NEW ALBANY 23,U.S. Senate,,D,Joe Donnelly,162,38,85,0,285
Floyd,NEW ALBANY 23,U.S. Senate,,L,Lucy M Brenton,13,1,5,0,19
Floyd,NEW ALBANY 23,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 23,Secretary of State,,R,Connie Lawson,101,9,61,0,171
Floyd,NEW ALBANY 23,Secretary of State,,D,Jim Harper,155,39,79,0,273
Floyd,NEW ALBANY 23,Secretary of State,,L,Mark W. Rutherford,15,0,3,0,18
Floyd,NEW ALBANY 23,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 23,Auditor of State,,R,Tera Klutz,96,11,60,0,167
Floyd,NEW ALBANY 23,Auditor of State,,D,Joselyn Whitticker,157,37,80,0,274
Floyd,NEW ALBANY 23,Auditor of State,,L,John Schick,17,0,1,0,18
Floyd,NEW ALBANY 23,Treasurer of State,,R,Kelly Mitchell,99,12,60,0,171
Floyd,NEW ALBANY 23,Treasurer of State,,D,John C. Aguilera,166,36,80,0,282
Floyd,NEW ALBANY 23,U.S. House,9,R,Trey Hollingsworth,102,8,62,0,172
Floyd,NEW ALBANY 23,U.S. House,9,D,Liz Watson,171,42,84,0,297
Floyd,NEW ALBANY 23,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 23,State Senate,46,R,Ron Grooms,99,9,60,0,168
Floyd,NEW ALBANY 23,State Senate,46,D,Anna Murray,171,39,85,0,295
Floyd,NEW ALBANY 23,State Representative,72,R,Edward D (ED) Clere,100,7,62,0,169
Floyd,NEW ALBANY 23,State Representative,72,D,Sam Charbonne Au,170,42,84,0,296
Floyd,NEW ALBANY 24,Registered Voters,,,,,,,,3180
Floyd,NEW ALBANY 24,Ballots Cast,,,,178,15,87,0,280
Floyd,NEW ALBANY 24,Straight Party,,R,,47,2,23,0,72
Floyd,NEW ALBANY 24,Straight Party,,D,,55,9,31,0,95
Floyd,NEW ALBANY 24,Straight Party,,L,,3,0,0,0,3
Floyd,NEW ALBANY 24,U.S. Senate,,R,Mike Braun,64,2,34,0,100
Floyd,NEW ALBANY 24,U.S. Senate,,D,Joe Donnelly,98,12,52,0,162
Floyd,NEW ALBANY 24,U.S. Senate,,L,Lucy M Brenton,12,1,1,0,14
Floyd,NEW ALBANY 24,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 24,Secretary of State,,R,Connie Lawson,71,3,36,0,110
Floyd,NEW ALBANY 24,Secretary of State,,D,Jim Harper,90,11,49,0,150
Floyd,NEW ALBANY 24,Secretary of State,,L,Mark W. Rutherford,14,1,1,0,16
Floyd,NEW ALBANY 24,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 24,Auditor of State,,R,Tera Klutz,73,3,36,0,112
Floyd,NEW ALBANY 24,Auditor of State,,D,Joselyn Whitticker,87,12,50,0,149
Floyd,NEW ALBANY 24,Auditor of State,,L,John Schick,13,0,0,0,13
Floyd,NEW ALBANY 24,Treasurer of State,,R,Kelly Mitchell,82,2,38,0,122
Floyd,NEW ALBANY 24,Treasurer of State,,D,John C. Aguilera,92,13,48,0,153
Floyd,NEW ALBANY 24,U.S. House,9,R,Trey Hollingsworth,72,2,36,0,110
Floyd,NEW ALBANY 24,U.S. House,9,D,Liz Watson,101,13,51,0,165
Floyd,NEW ALBANY 24,U.S. House,9,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 24,State Senate,46,R,Ron Grooms,77,5,38,0,120
Floyd,NEW ALBANY 24,State Senate,46,D,Anna Murray,99,10,49,0,158
Floyd,NEW ALBANY 24,State Representative,72,R,Edward D (ED) Clere,80,5,38,0,123
Floyd,NEW ALBANY 24,State Representative,72,D,Sam Charbonne Au,96,10,46,0,152
Floyd,NEW ALBANY 25,Registered Voters,,,,,,,,2052
Floyd,NEW ALBANY 25,Ballots Cast,,,,110,25,42,0,177
Floyd,NEW ALBANY 25,Straight Party,,R,,29,8,7,0,44
Floyd,NEW ALBANY 25,Straight Party,,D,,40,9,13,0,62
Floyd,NEW ALBANY 25,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 25,U.S. Senate,,R,Mike Braun,39,12,16,0,67
Floyd,NEW ALBANY 25,U.S. Senate,,D,Joe Donnelly,62,10,24,0,96
Floyd,NEW ALBANY 25,U.S. Senate,,L,Lucy M Brenton,7,3,2,0,12
Floyd,NEW ALBANY 25,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 25,Secretary of State,,R,Connie Lawson,40,12,18,0,70
Floyd,NEW ALBANY 25,Secretary of State,,D,Jim Harper,62,13,23,0,98
Floyd,NEW ALBANY 25,Secretary of State,,L,Mark W. Rutherford,6,0,1,0,7
Floyd,NEW ALBANY 25,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 25,Auditor of State,,R,Tera Klutz,44,11,19,0,74
Floyd,NEW ALBANY 25,Auditor of State,,D,Joselyn Whitticker,61,14,22,0,97
Floyd,NEW ALBANY 25,Auditor of State,,L,John Schick,3,0,1,0,4
Floyd,NEW ALBANY 25,Treasurer of State,,R,Kelly Mitchell,44,12,17,0,73
Floyd,NEW ALBANY 25,Treasurer of State,,D,John C. Aguilera,63,13,25,0,101
Floyd,NEW ALBANY 25,U.S. House,9,R,Trey Hollingsworth,38,12,17,0,67
Floyd,NEW ALBANY 25,U.S. House,9,D,Liz Watson,71,13,25,0,109
Floyd,NEW ALBANY 25,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 25,State Senate,46,R,Ron Grooms,40,12,16,0,68
Floyd,NEW ALBANY 25,State Senate,46,D,Anna Murray,68,13,26,0,107
Floyd,NEW ALBANY 25,State Representative,72,R,Edward D (ED) Clere,43,11,16,0,70
Floyd,NEW ALBANY 25,State Representative,72,D,Sam Charbonne Au,66,14,25,0,105
Floyd,NEW ALBANY 26,Registered Voters,,,,,,,,4216
Floyd,NEW ALBANY 26,Ballots Cast,,,,323,30,160,0,513
Floyd,NEW ALBANY 26,Straight Party,,R,,89,6,37,0,132
Floyd,NEW ALBANY 26,Straight Party,,D,,83,10,38,0,131
Floyd,NEW ALBANY 26,Straight Party,,L,,7,2,1,0,10
Floyd,NEW ALBANY 26,U.S. Senate,,R,Mike Braun,157,16,68,0,241
Floyd,NEW ALBANY 26,U.S. Senate,,D,Joe Donnelly,145,12,85,0,242
Floyd,NEW ALBANY 26,U.S. Senate,,L,Lucy M Brenton,15,2,5,0,22
Floyd,NEW ALBANY 26,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 26,Secretary of State,,R,Connie Lawson,161,13,69,0,243
Floyd,NEW ALBANY 26,Secretary of State,,D,Jim Harper,139,17,83,0,239
Floyd,NEW ALBANY 26,Secretary of State,,L,Mark W. Rutherford,16,0,6,0,22
Floyd,NEW ALBANY 26,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 26,Auditor of State,,R,Tera Klutz,165,12,67,0,244
Floyd,NEW ALBANY 26,Auditor of State,,D,Joselyn Whitticker,137,18,81,0,236
Floyd,NEW ALBANY 26,Auditor of State,,L,John Schick,11,0,9,0,20
