county,precinct,office,district,party,candidate,election_day,absentee,early_voting,provisional,votes
Floyd,GEORGETOWN 3,Secretary of State,,L,Mark W. Rutherford,6,0,5,0,11
Floyd,GEORGETOWN 3,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 3,Auditor of State,,R,Tera Klutz,241,9,184,0,434
Floyd,GEORGETOWN 3,Auditor of State,,D,Joselyn Whitticker,108,20,95,0,223
Floyd,GEORGETOWN 3,Auditor of State,,L,John Schick,12,1,6,0,19
Floyd,GEORGETOWN 3,Treasurer of State,,R,Kelly Mitchell,249,9,191,0,449
Floyd,GEORGETOWN 3,Treasurer of State,,D,John C. Aguilera,111,20,91,0,222
Floyd,GEORGETOWN 3,U.S. House,9,R,Trey Hollingsworth,255,11,192,0,458
Floyd,GEORGETOWN 3,U.S. House,9,D,Liz Watson,117,20,98,0,235
Floyd,GEORGETOWN 3,U.S. House,9,,Write In,0,0,1,0,1
Floyd,GEORGETOWN 3,State Senate,46,R,Ron Grooms,253,11,191,0,455
Floyd,GEORGETOWN 3,State Senate,46,D,Anna Murray,116,20,99,0,235
Floyd,GEORGETOWN 3,State Representative,72,R,Edward D (ED) Clere,249,9,196,0,454
Floyd,GEORGETOWN 3,State Representative,72,D,Sam Charbonne Au,124,22,95,0,241
Floyd,GEORGETOWN 4,Registered Voters,,,,,,,,5812
Floyd,GEORGETOWN 4,Ballots Cast,,,,478,37,409,0,924
Floyd,GEORGETOWN 4,Straight Party,,R,,190,8,137,0,335
Floyd,GEORGETOWN 4,Straight Party,,D,,60,11,58,0,129
Floyd,GEORGETOWN 4,Straight Party,,L,,1,0,1,0,2
Floyd,GEORGETOWN 4,U.S. Senate,,R,Mike Braun,324,15,275,0,614
Floyd,GEORGETOWN 4,U.S. Senate,,D,Joe Donnelly,133,21,124,0,278
Floyd,GEORGETOWN 4,U.S. Senate,,L,Lucy M Brenton,19,1,5,0,25
Floyd,GEORGETOWN 4,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 4,Secretary of State,,R,Connie Lawson,324,17,277,0,618
Floyd,GEORGETOWN 4,Secretary of State,,D,Jim Harper,121,15,121,0,257
Floyd,GEORGETOWN 4,Secretary of State,,L,Mark W. Rutherford,22,2,5,0,29
Floyd,GEORGETOWN 4,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 4,Auditor of State,,R,Tera Klutz,319,15,274,0,608
Floyd,GEORGETOWN 4,Auditor of State,,D,Joselyn Whitticker,121,17,118,0,256
Floyd,GEORGETOWN 4,Auditor of State,,L,John Schick,21,2,9,0,32
Floyd,GEORGETOWN 4,Treasurer of State,,R,Kelly Mitchell,344,18,280,0,642
Floyd,GEORGETOWN 4,Treasurer of State,,D,John C. Aguilera,116,16,119,0,251
Floyd,GEORGETOWN 4,U.S. House,9,R,Trey Hollingsworth,339,15,278,0,632
Floyd,GEORGETOWN 4,U.S. House,9,D,Liz Watson,132,21,125,0,278
Floyd,GEORGETOWN 4,U.S. House,9,,Write In,0,1,0,0,1
Floyd,GEORGETOWN 4,State Senate,46,R,Ron Grooms,339,20,283,0,642
Floyd,GEORGETOWN 4,State Senate,46,D,Anna Murray,132,16,125,0,273
Floyd,GEORGETOWN 4,State Representative,72,R,Edward D (ED) Clere,328,19,281,0,628
Floyd,GEORGETOWN 4,State Representative,72,D,Sam Charbonne Au,142,17,126,0,285
Floyd,GEORGETOWN 5,Registered Voters,,,,,,,,5888
Floyd,GEORGETOWN 5,Ballots Cast,,,,471,69,324,0,864
Floyd,GEORGETOWN 5,Straight Party,,R,,136,11,94,0,241
Floyd,GEORGETOWN 5,Straight Party,,D,,80,19,58,0,157
Floyd,GEORGETOWN 5,Straight Party,,L,,4,0,0,0,4
Floyd,GEORGETOWN 5,U.S. Senate,,R,Mike Braun,262,27,173,0,462
Floyd,GEORGETOWN 5,U.S. Senate,,D,Joe Donnelly,171,39,139,0,349
Floyd,GEORGETOWN 5,U.S. Senate,,L,Lucy M Brenton,36,0,8,0,44
Floyd,GEORGETOWN 5,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,GEORGETOWN 5,Secretary of State,,R,Connie Lawson,275,25,182,0,482
Floyd,GEORGETOWN 5,Secretary of State,,D,Jim Harper,158,39,126,0,323
Floyd,GEORGETOWN 5,Secretary of State,,L,Mark W. Rutherford,26,0,8,0,34
Floyd,GEORGETOWN 5,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 5,Auditor of State,,R,Tera Klutz,277,20,179,0,476
Floyd,GEORGETOWN 5,Auditor of State,,D,Joselyn Whitticker,151,43,128,0,322
Floyd,GEORGETOWN 5,Auditor of State,,L,John Schick,24,1,8,0,33
Floyd,GEORGETOWN 5,Treasurer of State,,R,Kelly Mitchell,288,24,188,0,500
Floyd,GEORGETOWN 5,Treasurer of State,,D,John C. Aguilera,163,38,127,0,328
Floyd,GEORGETOWN 5,U.S. House,9,R,Trey Hollingsworth,279,25,180,0,484
Floyd,GEORGETOWN 5,U.S. House,9,D,Liz Watson,187,40,139,0,366
Floyd,GEORGETOWN 5,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 5,State Senate,46,R,Ron Grooms,280,28,187,0,495
Floyd,GEORGETOWN 5,State Senate,46,D,Anna Murray,179,37,136,0,352
Floyd,GEORGETOWN 5,State Representative,72,R,Edward D (ED) Clere,278,29,185,0,492
Floyd,GEORGETOWN 5,State Representative,72,D,Sam Charbonne Au,183,37,137,0,357
Floyd,GEORGETOWN 6,Registered Voters,,,,,,,,4300
Floyd,GEORGETOWN 6,Ballots Cast,,,,380,20,196,0,596
Floyd,GEORGETOWN 6,Straight Party,,R,,119,4,29,0,152
Floyd,GEORGETOWN 6,Straight Party,,D,,81,4,41,0,126
Floyd,GEORGETOWN 6,Straight Party,,L,,0,0,1,0,1
Floyd,GEORGETOWN 6,U.S. Senate,,R,Mike Braun,214,13,95,0,322
Floyd,GEORGETOWN 6,U.S. Senate,,D,Joe Donnelly,144,4,90,0,238
Floyd,GEORGETOWN 6,U.S. Senate,,L,Lucy M Brenton,19,3,10,0,32
Floyd,GEORGETOWN 6,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,GEORGETOWN 6,Secretary of State,,R,Connie Lawson,221,13,102,0,336
Floyd,GEORGETOWN 6,Secretary of State,,D,Jim Harper,135,6,81,0,222
Floyd,GEORGETOWN 6,Secretary of State,,L,Mark W. Rutherford,18,1,9,0,28
Floyd,GEORGETOWN 6,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 6,Auditor of State,,R,Tera Klutz,224,14,95,0,333
Floyd,GEORGETOWN 6,Auditor of State,,D,Joselyn Whitticker,129,5,90,0,224
Floyd,GEORGETOWN 6,Auditor of State,,L,John Schick,16,1,7,0,24
Floyd,GEORGETOWN 6,Treasurer of State,,R,Kelly Mitchell,236,15,111,0,362
Floyd,GEORGETOWN 6,Treasurer of State,,D,John C. Aguilera,133,4,82,0,219
Floyd,GEORGETOWN 6,U.S. House,9,R,Trey Hollingsworth,224,13,102,0,339
Floyd,GEORGETOWN 6,U.S. House,9,D,Liz Watson,151,7,94,0,252
Floyd,GEORGETOWN 6,U.S. House,9,,Write In,1,0,0,0,1
Floyd,GEORGETOWN 6,State Senate,46,R,Ron Grooms,224,14,98,0,336
Floyd,GEORGETOWN 6,State Senate,46,D,Anna Murray,149,6,96,0,251
Floyd,GEORGETOWN 6,State Representative,70,R,Karen Engleman,222,15,108,0,345
Floyd,GEORGETOWN 6,State Representative,70,D,Sarah Stivers,150,4,85,0,239
Floyd,GEORGETOWN 7,Registered Voters,,,,,,,,2508
Floyd,GEORGETOWN 7,Ballots Cast,,,,209,16,154,0,379
Floyd,GEORGETOWN 7,Straight Party,,R,,90,3,58,0,151
Floyd,GEORGETOWN 7,Straight Party,,D,,22,6,10,0,38
Floyd,GEORGETOWN 7,Straight Party,,L,,4,0,0,0,4
Floyd,GEORGETOWN 7,U.S. Senate,,R,Mike Braun,145,6,108,0,259
Floyd,GEORGETOWN 7,U.S. Senate,,D,Joe Donnelly,56,10,41,0,107
Floyd,GEORGETOWN 7,U.S. Senate,,L,Lucy M Brenton,7,0,3,0,10
Floyd,GEORGETOWN 7,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 7,Secretary of State,,R,Connie Lawson,149,7,107,0,263
Floyd,GEORGETOWN 7,Secretary of State,,D,Jim Harper,46,9,38,0,93
Floyd,GEORGETOWN 7,Secretary of State,,L,Mark W. Rutherford,10,0,3,0,13
Floyd,GEORGETOWN 7,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 7,Auditor of State,,R,Tera Klutz,146,6,109,0,261
Floyd,GEORGETOWN 7,Auditor of State,,D,Joselyn Whitticker,46,10,37,0,93
Floyd,GEORGETOWN 7,Auditor of State,,L,John Schick,11,0,2,0,13
Floyd,GEORGETOWN 7,Treasurer of State,,R,Kelly Mitchell,151,7,110,0,268
Floyd,GEORGETOWN 7,Treasurer of State,,D,John C. Aguilera,50,9,35,0,94
Floyd,GEORGETOWN 7,U.S. House,9,R,Trey Hollingsworth,143,6,107,0,256
Floyd,GEORGETOWN 7,U.S. House,9,D,Liz Watson,63,10,46,0,119
Floyd,GEORGETOWN 7,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GEORGETOWN 7,State Senate,46,R,Ron Grooms,150,6,115,0,271
Floyd,GEORGETOWN 7,State Senate,46,D,Anna Murray,55,10,36,0,101
Floyd,GEORGETOWN 7,State Representative,72,R,Edward D (ED) Clere,151,7,114,0,272
Floyd,GEORGETOWN 7,State Representative,72,D,Sam Charbonne Au,55,9,38,0,102
Floyd,GREENVILLE 1,Registered Voters,,,,,,,,4584
Floyd,GREENVILLE 1,Ballots Cast,,,,342,22,398,0,762
Floyd,GREENVILLE 1,Straight Party,,R,,116,4,128,0,248
Floyd,GREENVILLE 1,Straight Party,,D,,55,9,37,0,101
Floyd,GREENVILLE 1,Straight Party,,L,,2,0,0,0,2
Floyd,GREENVILLE 1,U.S. Senate,,R,Mike Braun,229,12,242,0,483
Floyd,GREENVILLE 1,U.S. Senate,,D,Joe Donnelly,98,9,140,0,247
Floyd,GREENVILLE 1,U.S. Senate,,L,Lucy M Brenton,5,0,9,0,14
Floyd,GREENVILLE 1,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 1,Secretary of State,,R,Connie Lawson,233,10,258,0,501
Floyd,GREENVILLE 1,Secretary of State,,D,Jim Harper,89,11,125,0,225
Floyd,GREENVILLE 1,Secretary of State,,L,Mark W. Rutherford,7,0,4,0,11
Floyd,GREENVILLE 1,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 1,Auditor of State,,R,Tera Klutz,222,11,250,0,483
Floyd,GREENVILLE 1,Auditor of State,,D,Joselyn Whitticker,99,10,121,0,230
Floyd,GREENVILLE 1,Auditor of State,,L,John Schick,5,0,10,0,15
Floyd,GREENVILLE 1,Treasurer of State,,R,Kelly Mitchell,228,10,250,0,488
Floyd,GREENVILLE 1,Treasurer of State,,D,John C. Aguilera,97,11,129,0,237
Floyd,GREENVILLE 1,U.S. House,9,R,Trey Hollingsworth,235,11,253,0,499
Floyd,GREENVILLE 1,U.S. House,9,D,Liz Watson,100,10,136,0,246
Floyd,GREENVILLE 1,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GREENVILLE 1,State Senate,46,R,Ron Grooms,237,11,267,0,515
Floyd,GREENVILLE 1,State Senate,46,D,Anna Murray,94,11,124,0,229
Floyd,GREENVILLE 1,State Representative,70,R,Karen Engleman,236,10,257,0,503
Floyd,GREENVILLE 1,State Representative,70,D,Sarah Stivers,96,11,134,0,241
Floyd,GREENVILLE 2,Registered Voters,,,,,,,,3964
Floyd,GREENVILLE 2,Ballots Cast,,,,311,25,282,0,618
Floyd,GREENVILLE 2,Straight Party,,R,,129,5,91,0,225
Floyd,GREENVILLE 2,Straight Party,,D,,42,10,40,0,92
Floyd,GREENVILLE 2,Straight Party,,L,,3,0,1,0,4
Floyd,GREENVILLE 2,U.S. Senate,,R,Mike Braun,201,12,157,0,370
Floyd,GREENVILLE 2,U.S. Senate,,D,Joe Donnelly,89,13,109,0,211
Floyd,GREENVILLE 2,U.S. Senate,,L,Lucy M Brenton,20,0,11,0,31
Floyd,GREENVILLE 2,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 2,Secretary of State,,R,Connie Lawson,204,9,167,0,380
Floyd,GREENVILLE 2,Secretary of State,,D,Jim Harper,84,13,97,0,194
Floyd,GREENVILLE 2,Secretary of State,,L,Mark W. Rutherford,9,2,10,0,21
Floyd,GREENVILLE 2,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 2,Auditor of State,,R,Tera Klutz,204,9,168,0,381
Floyd,GREENVILLE 2,Auditor of State,,D,Joselyn Whitticker,80,13,99,0,192
Floyd,GREENVILLE 2,Auditor of State,,L,John Schick,11,2,5,0,18
Floyd,GREENVILLE 2,Treasurer of State,,R,Kelly Mitchell,209,11,168,0,388
Floyd,GREENVILLE 2,Treasurer of State,,D,John C. Aguilera,84,13,103,0,200
Floyd,GREENVILLE 2,U.S. House,9,R,Trey Hollingsworth,201,12,156,0,369
Floyd,GREENVILLE 2,U.S. House,9,D,Liz Watson,103,13,122,0,238
Floyd,GREENVILLE 2,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GREENVILLE 2,State Senate,46,R,Ron Grooms,213,10,171,0,394
Floyd,GREENVILLE 2,State Senate,46,D,Anna Murray,90,15,106,0,211
Floyd,GREENVILLE 2,State Representative,70,R,Karen Engleman,205,9,158,0,372
Floyd,GREENVILLE 2,State Representative,70,D,Sarah Stivers,98,15,117,0,230
Floyd,GREENVILLE 3,Registered Voters,,,,,,,,3264
Floyd,GREENVILLE 3,Ballots Cast,,,,262,22,223,0,507
Floyd,GREENVILLE 3,Straight Party,,R,,103,4,79,0,186
Floyd,GREENVILLE 3,Straight Party,,D,,33,4,27,0,64
Floyd,GREENVILLE 3,Straight Party,,L,,2,0,0,0,2
Floyd,GREENVILLE 3,U.S. Senate,,R,Mike Braun,169,9,133,0,311
Floyd,GREENVILLE 3,U.S. Senate,,D,Joe Donnelly,76,9,83,0,168
Floyd,GREENVILLE 3,U.S. Senate,,L,Lucy M Brenton,13,4,5,0,22
Floyd,GREENVILLE 3,U.S. Senate,,,Write In,0,0,1,0,1
Floyd,GREENVILLE 3,Secretary of State,,R,Connie Lawson,180,10,131,0,321
Floyd,GREENVILLE 3,Secretary of State,,D,Jim Harper,71,10,74,0,155
Floyd,GREENVILLE 3,Secretary of State,,L,Mark W. Rutherford,9,2,8,0,19
Floyd,GREENVILLE 3,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 3,Auditor of State,,R,Tera Klutz,175,9,136,0,320
Floyd,GREENVILLE 3,Auditor of State,,D,Joselyn Whitticker,75,9,72,0,156
Floyd,GREENVILLE 3,Auditor of State,,L,John Schick,8,3,4,0,15
Floyd,GREENVILLE 3,Treasurer of State,,R,Kelly Mitchell,183,10,140,0,333
Floyd,GREENVILLE 3,Treasurer of State,,D,John C. Aguilera,75,11,72,0,158
Floyd,GREENVILLE 3,U.S. House,9,R,Trey Hollingsworth,183,9,138,0,330
Floyd,GREENVILLE 3,U.S. House,9,D,Liz Watson,75,11,82,0,168
Floyd,GREENVILLE 3,U.S. House,9,,Write In,2,0,0,0,2
Floyd,GREENVILLE 3,State Senate,46,R,Ron Grooms,183,10,146,0,339
Floyd,GREENVILLE 3,State Senate,46,D,Anna Murray,76,11,75,0,162
Floyd,GREENVILLE 3,State Representative,70,R,Karen Engleman,177,13,135,0,325
Floyd,GREENVILLE 3,State Representative,70,D,Sarah Stivers,83,8,85,0,176
Floyd,GREENVILLE 4,Registered Voters,,,,,,,,4500
Floyd,GREENVILLE 4,Ballots Cast,,,,350,42,295,0,687
Floyd,GREENVILLE 4,Straight Party,,R,,105,12,88,0,205
Floyd,GREENVILLE 4,Straight Party,,D,,52,11,48,0,111
Floyd,GREENVILLE 4,Straight Party,,L,,1,1,1,0,3
Floyd,GREENVILLE 4,U.S. Senate,,R,Mike Braun,202,24,177,0,403
Floyd,GREENVILLE 4,U.S. Senate,,D,Joe Donnelly,126,17,106,0,249
Floyd,GREENVILLE 4,U.S. Senate,,L,Lucy M Brenton,20,1,9,0,30
Floyd,GREENVILLE 4,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 4,Secretary of State,,R,Connie Lawson,218,26,177,0,421
Floyd,GREENVILLE 4,Secretary of State,,D,Jim Harper,111,16,101,0,228
Floyd,GREENVILLE 4,Secretary of State,,L,Mark W. Rutherford,16,0,7,0,23
Floyd,GREENVILLE 4,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 4,Auditor of State,,R,Tera Klutz,216,27,171,0,414
Floyd,GREENVILLE 4,Auditor of State,,D,Joselyn Whitticker,112,15,104,0,231
Floyd,GREENVILLE 4,Auditor of State,,L,John Schick,10,0,7,0,17
Floyd,GREENVILLE 4,Treasurer of State,,R,Kelly Mitchell,223,28,175,0,426
Floyd,GREENVILLE 4,Treasurer of State,,D,John C. Aguilera,112,14,104,0,230
Floyd,GREENVILLE 4,U.S. House,9,R,Trey Hollingsworth,214,27,178,0,419
Floyd,GREENVILLE 4,U.S. House,9,D,Liz Watson,134,15,116,0,265
Floyd,GREENVILLE 4,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GREENVILLE 4,State Senate,46,R,Ron Grooms,226,25,182,0,433
Floyd,GREENVILLE 4,State Senate,46,D,Anna Murray,121,17,109,0,247
Floyd,GREENVILLE 4,State Representative,70,R,Karen Engleman,223,26,172,0,421
Floyd,GREENVILLE 4,State Representative,70,D,Sarah Stivers,125,16,118,0,259
Floyd,GREENVILLE 5,Registered Voters,,,,,,,,4164
Floyd,GREENVILLE 5,Ballots Cast,,,,325,26,301,0,652
Floyd,GREENVILLE 5,Straight Party,,R,,122,3,98,0,223
Floyd,GREENVILLE 5,Straight Party,,D,,44,9,56,0,109
Floyd,GREENVILLE 5,Straight Party,,L,,2,0,2,0,4
Floyd,GREENVILLE 5,U.S. Senate,,R,Mike Braun,209,4,168,0,381
Floyd,GREENVILLE 5,U.S. Senate,,D,Joe Donnelly,94,21,117,0,232
Floyd,GREENVILLE 5,U.S. Senate,,L,Lucy M Brenton,17,1,13,0,31
Floyd,GREENVILLE 5,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 5,Secretary of State,,R,Connie Lawson,224,6,170,0,400
Floyd,GREENVILLE 5,Secretary of State,,D,Jim Harper,77,20,114,0,211
Floyd,GREENVILLE 5,Secretary of State,,L,Mark W. Rutherford,11,0,8,0,19
Floyd,GREENVILLE 5,Secretary of State,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 5,Auditor of State,,R,Tera Klutz,220,5,167,0,392
Floyd,GREENVILLE 5,Auditor of State,,D,Joselyn Whitticker,77,20,113,0,210
Floyd,GREENVILLE 5,Auditor of State,,L,John Schick,10,1,10,0,21
Floyd,GREENVILLE 5,Treasurer of State,,R,Kelly Mitchell,232,7,174,0,413
Floyd,GREENVILLE 5,Treasurer of State,,D,John C. Aguilera,78,19,117,0,214
Floyd,GREENVILLE 5,U.S. House,9,R,Trey Hollingsworth,221,4,176,0,401
Floyd,GREENVILLE 5,U.S. House,9,D,Liz Watson,94,22,121,0,237
Floyd,GREENVILLE 5,U.S. House,9,,Write In,1,0,0,0,1
Floyd,GREENVILLE 5,State Senate,46,R,Ron Grooms,229,7,181,0,417
Floyd,GREENVILLE 5,State Senate,46,D,Anna Murray,87,19,115,0,221
Floyd,GREENVILLE 5,State Representative,70,R,Karen Engleman,223,3,165,0,391
Floyd,GREENVILLE 5,State Representative,70,D,Sarah Stivers,89,22,126,0,237
Floyd,GREENVILLE 6,Registered Voters,,,,,,,,1892
Floyd,GREENVILLE 6,Ballots Cast,,,,138,13,138,0,289
Floyd,GREENVILLE 6,Straight Party,,R,,44,3,52,0,99
Floyd,GREENVILLE 6,Straight Party,,D,,18,6,12,0,36
Floyd,GREENVILLE 6,Straight Party,,L,,2,0,0,0,2
Floyd,GREENVILLE 6,U.S. Senate,,R,Mike Braun,82,3,99,0,184
Floyd,GREENVILLE 6,U.S. Senate,,D,Joe Donnelly,45,10,35,0,90
Floyd,GREENVILLE 6,U.S. Senate,,L,Lucy M Brenton,10,0,2,0,12
