candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,Secretary of State,,,Knox,Palmyra,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Palmyra,320,145,0,465
Joselyn Whitticker,Auditor of State,,D,Knox,Palmyra,105,77,0,182
John Schick,Auditor of State,,L,Knox,Palmyra,19,9,0,28
Kelly Mitchell,Treasurer of State,,R,Knox,Palmyra,346,153,0,499
John C. Aguilera,Treasurer of State,,D,Knox,Palmyra,100,78,0,178
Larry D. Bucshon,U.S. House,8,R,Knox,Palmyra,357,168,0,525
William Tanoos,U.S. House,8,D,Knox,Palmyra,99,75,0,174
Write in,U.S. House,8,,Knox,Palmyra,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Palmyra,392,174,0,566
No Candidate Filed,State Senate,48,D,Knox,Palmyra,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Palmyra,349,154,0,503
Jim Exline,State Representative,45,D,Knox,Palmyra,114,73,0,187
,Registered Voters,,,Knox,Steen,,,,560
,Ballots Cast,,,Knox,Steen,275,55,0,330
Mike Braun,U.S. Senate,,R,Knox,Steen,184,31,0,215
Joe Donnelly,U.S. Senate,,D,Knox,Steen,64,18,0,82
Lucy M Brenton,U.S. Senate,,L,Knox,Steen,23,5,0,28
Write in,U.S. Senate,,,Knox,Steen,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Steen,187,38,0,225
Jim Harper,Secretary of State,,D,Knox,Steen,70,14,0,84
Mark W. Rutherford,Secretary of State,,L,Knox,Steen,14,0,0,14
Write in,Secretary of State,,,Knox,Steen,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Steen,175,34,0,209
Joselyn Whitticker,Auditor of State,,D,Knox,Steen,69,17,0,86
John Schick,Auditor of State,,L,Knox,Steen,14,1,0,15
Kelly Mitchell,Treasurer of State,,R,Knox,Steen,196,37,0,233
John C. Aguilera,Treasurer of State,,D,Knox,Steen,64,15,0,79
Larry D. Bucshon,U.S. House,8,R,Knox,Steen,198,41,0,239
William Tanoos,U.S. House,8,D,Knox,Steen,62,1,0,73
Write in,U.S. House,8,,Knox,Steen,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Steen,226,46,0,272
No Candidate Filed,State Senate,48,D,Knox,Steen,0,0,0,0
Matt Hostettler,State Representative,64,R,Knox,Steen,228,48,0,276
No Candidate Filed,State Representative,64,D,Knox,Steen,0,0,0,0
,Registered Voters,,,Knox,Vigo TWP 1,,,,346
,Ballots Cast,,,Knox,Vigo TWP 1,182,17,0,199
Mike Braun,U.S. Senate,,R,Knox,Vigo TWP 1,114,10,0,124
Joe Donnelly,U.S. Senate,,D,Knox,Vigo TWP 1,50,6,0,56
Lucy M Brenton,U.S. Senate,,L,Knox,Vigo TWP 1,14,0,0,14
Write in,U.S. Senate,,,Knox,Vigo TWP 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vigo TWP 1,122,10,0,132
Jim Harper,Secretary of State,,D,Knox,Vigo TWP 1,46,6,0,52
Mark W. Rutherford,Secretary of State,,L,Knox,Vigo TWP 1,6,0,0,6
Write in,Secretary of State,,,Knox,Vigo TWP 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vigo TWP 1,110,8,0,118
Joselyn Whitticker,Auditor of State,,D,Knox,Vigo TWP 1,43,6,0,49
John Schick,Auditor of State,,L,Knox,Vigo TWP 1,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Knox,Vigo TWP 1,120,10,0,130
John C. Aguilera,Treasurer of State,,D,Knox,Vigo TWP 1,42,5,0,47
Larry D. Bucshon,U.S. House,8,R,Knox,Vigo TWP 1,129,11,0,140
William Tanoos,U.S. House,8,D,Knox,Vigo TWP 1,36,5,0,41
Write in,U.S. House,8,,Knox,Vigo TWP 1,0,0,0,0
Eric S Bassler,State Senate,39,R,Knox,Vigo TWP 1,142,12,0,154
No Candidate Filed,State Senate,39,D,Knox,Vigo TWP 1,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vigo TWP 1,126,10,0,136
Jim Exline,State Representative,45,D,Knox,Vigo TWP 1,50,7,0,57
,Registered Voters,,,Knox,Vigo TWP 2,,,,240
,Ballots Cast,,,Knox,Vigo TWP 2,138,14,0,152
Mike Braun,U.S. Senate,,R,Knox,Vigo TWP 2,93,9,0,102
Joe Donnelly,U.S. Senate,,D,Knox,Vigo TWP 2,32,1,0,33
Lucy M Brenton,U.S. Senate,,L,Knox,Vigo TWP 2,12,4,0,16
Write in,U.S. Senate,,,Knox,Vigo TWP 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vigo TWP 2,98,10,0,108
Jim Harper,Secretary of State,,D,Knox,Vigo TWP 2,32,4,0,36
Mark W. Rutherford,Secretary of State,,L,Knox,Vigo TWP 2,2,0,0,2
Write in,Secretary of State,,,Knox,Vigo TWP 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vigo TWP 2,91,10,0,101
Joselyn Whitticker,Auditor of State,,D,Knox,Vigo TWP 2,25,3,0,28
John Schick,Auditor of State,,L,Knox,Vigo TWP 2,9,1,0,10
Kelly Mitchell,Treasurer of State,,R,Knox,Vigo TWP 2,98,10,0,108
John C. Aguilera,Treasurer of State,,D,Knox,Vigo TWP 2,27,4,0,31
Larry D. Bucshon,U.S. House,8,R,Knox,Vigo TWP 2,108,10,0,118
William Tanoos,U.S. House,8,D,Knox,Vigo TWP 2,22,3,0,25
Write in,U.S. House,8,,Knox,Vigo TWP 2,0,0,0,0
Eric S Bassler,State Senate,39,R,Knox,Vigo TWP 2,111,13,0,124
No Candidate Filed,State Senate,39,D,Knox,Vigo TWP 2,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vigo TWP 2,108,10,0,118
Jim Exline,State Representative,45,D,Knox,Vigo TWP 2,26,4,0,30
,Registered Voters,,,Knox,Vigo TWP 3,,,,507
,Ballots Cast,,,Knox,Vigo TWP 3,254,37,0,291
Mike Braun,U.S. Senate,,R,Knox,Vigo TWP 3,176,22,0,198
Joe Donnelly,U.S. Senate,,D,Knox,Vigo TWP 3,64,13,0,77
Lucy M Brenton,U.S. Senate,,L,Knox,Vigo TWP 3,12,2,0,14
Write in,U.S. Senate,,,Knox,Vigo TWP 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vigo TWP 3,179,24,0,203
Jim Harper,Secretary of State,,D,Knox,Vigo TWP 3,64,13,0,77
Mark W. Rutherford,Secretary of State,,L,Knox,Vigo TWP 3,7,0,0,7
Write in,Secretary of State,,,Knox,Vigo TWP 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vigo TWP 3,170,19,0,189
Joselyn Whitticker,Auditor of State,,D,Knox,Vigo TWP 3,64,11,0,75
John Schick,Auditor of State,,L,Knox,Vigo TWP 3,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Knox,Vigo TWP 3,187,21,0,208
John C. Aguilera,Treasurer of State,,D,Knox,Vigo TWP 3,56,12,0,68
Larry D. Bucshon,U.S. House,8,R,Knox,Vigo TWP 3,190,23,0,213
William Tanoos,U.S. House,8,D,Knox,Vigo TWP 3,52,12,0,64
Write in,U.S. House,8,,Knox,Vigo TWP 3,0,0,0,0
Eric S Bassler,State Senate,39,R,Knox,Vigo TWP 3,208,29,0,237
No Candidate Filed,State Senate,39,D,Knox,Vigo TWP 3,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vigo TWP 3,205,25,0,230
Jim Exline,State Representative,45,D,Knox,Vigo TWP 3,49,12,0,61
,Registered Voters,,,Knox,Vincennes City 1,,,,1011
,Ballots Cast,,,Knox,Vincennes City 1,287,98,0,385
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 1,143,44,0,187
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 1,118,45,0,163
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 1,20,7,0,27
Write in,U.S. Senate,,,Knox,Vincennes City 1,1,0,0,1
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 1,152,45,0,197
Jim Harper,Secretary of State,,D,Knox,Vincennes City 1,111,47,0,158
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 1,16,1,0,17
Write in,Secretary of State,,,Knox,Vincennes City 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 1,151,44,0,195
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 1,116,45,0,161
John Schick,Auditor of State,,L,Knox,Vincennes City 1,11,2,0,13
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 1,166,47,0,213
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 1,113,44,0,157
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 1,163,51,0,214
William Tanoos,U.S. House,8,D,Knox,Vincennes City 1,114,44,0,158
Write in,U.S. House,8,,Knox,Vincennes City 1,0,0,0,0
Eric S Bassler,State Senate,39,R,Knox,Vincennes City 1,198,63,0,261
No Candidate Filed,State Senate,39,D,Knox,Vincennes City 1,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 1,160,50,0,210
Jim Exline,State Representative,45,D,Knox,Vincennes City 1,120,48,0,168
,Registered Voters,,,Knox,Vincennes City 2,,,,145
,Ballots Cast,,,Knox,Vincennes City 2,19,5,0,24
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 2,4,3,0,7
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 2,8,2,0,10
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 2,7,0,0,7
Write in,U.S. Senate,,,Knox,Vincennes City 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 2,4,3,0,7
Jim Harper,Secretary of State,,D,Knox,Vincennes City 2,8,2,0,10
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 2,7,0,0,7
Write in,Secretary of State,,,Knox,Vincennes City 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 2,4,3,0,7
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 2,8,2,0,10
John Schick,Auditor of State,,L,Knox,Vincennes City 2,5,0,0,5
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 2,9,3,0,12
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 2,9,2,0,11
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 2,9,3,0,12
William Tanoos,U.S. House,8,D,Knox,Vincennes City 2,9,2,0,11
Write in,U.S. House,8,,Knox,Vincennes City 2,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 2,13,4,0,17
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 2,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 2,8,3,0,11
Jim Exline,State Representative,45,D,Knox,Vincennes City 2,11,2,0,13
,Registered Voters,,,Knox,Vincennes City 3,,,,893
,Ballots Cast,,,Knox,Vincennes City 3,224,68,0,292
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 3,133,35,0,168
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 3,70,27,0,97
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 3,19,3,0,22
Write in,U.S. Senate,,,Knox,Vincennes City 3,1,0,0,1
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 3,129,33,0,162
Jim Harper,Secretary of State,,D,Knox,Vincennes City 3,72,29,0,101
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 3,15,1,0,16
Write in,Secretary of State,,,Knox,Vincennes City 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 3,122,33,0,155
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 3,65,26,0,91
John Schick,Auditor of State,,L,Knox,Vincennes City 3,18,4,0,22
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 3,142,35,0,177
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 3,63,28,0,91
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 3,140,37,0,177
William Tanoos,U.S. House,8,D,Knox,Vincennes City 3,70,27,0,97
Write in,U.S. House,8,,Knox,Vincennes City 3,1,0,0,1
Mark Messmer,State Senate,48,R,Knox,Vincennes City 3,167,44,0,211
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 3,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 3,145,36,0,181
Jim Exline,State Representative,45,D,Knox,Vincennes City 3,69,27,0,96
,Registered Voters,,,Knox,Vincennes City 4,,,,1171
,Ballots Cast,,,Knox,Vincennes City 4,359,109,0,468
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 4,217,50,0,267
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 4,102,55,0,157
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 4,31,2,0,33
Write in,U.S. Senate,,,Knox,Vincennes City 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 4,226,50,0,276
Jim Harper,Secretary of State,,D,Knox,Vincennes City 4,99,50,0,149
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 4,24,2,0,26
Write in,Secretary of State,,,Knox,Vincennes City 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 4,217,45,0,262
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 4,102,54,0,156
John Schick,Auditor of State,,L,Knox,Vincennes City 4,23,3,0,26
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 4,235,47,0,282
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 4,104,54,0,158
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 4,240,54,0,294
William Tanoos,U.S. House,8,D,Knox,Vincennes City 4,103,50,0,153
Write in,U.S. House,8,,Knox,Vincennes City 4,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 4,281,66,0,347
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 4,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 4,245,58,0,303
Jim Exline,State Representative,45,D,Knox,Vincennes City 4,102,46,0,148
,Registered Voters,,,Knox,Vincennes City 5,,,,1198
,Ballots Cast,,,Knox,Vincennes City 5,343,148,0,491
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 5,166,76,0,242
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 5,141,58,0,199
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 5,31,9,0,40
