candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,U.S. Senate,,,Owen,Franklin,1,0,0,1
Connie Lawson,Secretary of State,,R,Owen,Franklin,196,108,0,304
Jim Harper,Secretary of State,,D,Owen,Franklin,77,58,0,135
Mark W. Rutherford,Secretary of State,,L,Owen,Franklin,11,6,0,17
Write in,Secretary of State,,,Owen,Franklin,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Franklin,190,106,0,296
Joselyn Whitticker,Auditor of State,,D,Owen,Franklin,80,58,0,138
John Schick,Auditor of State,,L,Owen,Franklin,13,5,0,18
Kelly Mitchell,Treasurer of State,,R,Owen,Franklin,201,112,0,313
John C. Aguilera,Treasurer of State,,D,Owen,Franklin,82,57,0,139
Larry D Bucshon,U S House,8,R,Owen,Franklin,195,109,0,304
William Tanoos,U S House,8,D,Owen,Franklin,89,62,0,151
Write in,U S House,8,,Owen,Franklin,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Franklin,235,120,0,355
No Candidate Filed,State Senate ,39,D,Owen,Franklin,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Franklin,201,114,0,315
E Thomasina Marsili,State Representative,46,D,Owen,Franklin,83,58,0,141
,Registered Voters,,,Owen,Harrison,,,,272
,Ballots Cast,,,Owen,Harrison,,,,87
Mike Braun,U.S. Senate,,R,Owen,Harrison,62,33,0,95
Joe Donnelly,U.S. Senate,,D,Owen,Harrison,21,14,0,35
Lucy M Brenton,U.S. Senate,,L,Owen,Harrison,3,0,0,3
Write in,U.S. Senate,,,Owen,Harrison,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Harrison,64,29,0,93
Jim Harper,Secretary of State,,D,Owen,Harrison,16,18,0,34
Mark W. Rutherford,Secretary of State,,L,Owen,Harrison,4,0,0,4
Write in,Secretary of State,,,Owen,Harrison,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Harrison,58,30,0,88
Joselyn Whitticker,Auditor of State,,D,Owen,Harrison,22,16,0,38
John Schick,Auditor of State,,L,Owen,Harrison,4,0,0,4
Kelly Mitchell,Treasurer of State,,R,Owen,Harrison,66,31,0,97
John C. Aguilera,Treasurer of State,,D,Owen,Harrison,18,15,0,33
Larry D Bucshon,U S House,8,R,Owen,Harrison,64,31,0,95
William Tanoos,U S House,8,D,Owen,Harrison,21,16,0,37
Write in,U S House,8,,Owen,Harrison,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Harrison,,,,
No Candidate Filed,State Senate ,39,D,Owen,Harrison,,,,
Beau Baird ,State Representative,44,R,Owen,Harrison,55,31,0,86
Kimberly Anne Fidler ,State Representative,44,D,Owen,Harrison,29,15,0,44
,Registered Voters,,,Owen,Jackson,,,,1021
,Ballots Cast,,,Owen,Jackson,,,,351
Mike Braun,U.S. Senate,,R,Owen,Jackson,256,61,0,317
Joe Donnelly,U.S. Senate,,D,Owen,Jackson,73,24,0,97
Lucy M Brenton,U.S. Senate,,L,Owen,Jackson,16,2,0,18
Write in,U.S. Senate,,,Owen,Jackson,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Jackson,260,62,0,322
Jim Harper,Secretary of State,,D,Owen,Jackson,67,21,0,88
Mark W. Rutherford,Secretary of State,,L,Owen,Jackson,18,4,0,22
Write in,Secretary of State,,,Owen,Jackson,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Jackson,259,62,0,321
Joselyn Whitticker,Auditor of State,,D,Owen,Jackson,69,25,0,94
John Schick,Auditor of State,,L,Owen,Jackson,17,0,0,17
Kelly Mitchell,Treasurer of State,,R,Owen,Jackson,270,61,0,331
John C. Aguilera,Treasurer of State,,D,Owen,Jackson,72,26,0,98
Larry D Bucshon,U S House,8,R,Owen,Jackson,264,62,0,326
William Tanoos,U S House,8,D,Owen,Jackson,78,25,0,103
Write in,U S House,8,,Owen,Jackson,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Jackson,,,,
No Candidate Filed,State Senate ,39,D,Owen,Jackson,,,,
Beau Baird ,State Representative,44,R,Owen,Jackson,246,58,0,304
Kimberly Anne Fidler ,State Representative,44,D,Owen,Jackson,97,29,0,126
,Registered Voters,,,Owen,Jefferson,,,,630
,Ballots Cast,,,Owen,Jefferson,,,,232
Mike Braun,U.S. Senate,,R,Owen,Jefferson,172,61,0,233
Joe Donnelly,U.S. Senate,,D,Owen,Jefferson,52,36,0,88
Lucy M Brenton,U.S. Senate,,L,Owen,Jefferson,6,4,0,10
Write in,U.S. Senate,,,Owen,Jefferson,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Jefferson,175,66,0,241
Jim Harper,Secretary of State,,D,Owen,Jefferson,48,28,0,76
Mark W. Rutherford,Secretary of State,,L,Owen,Jefferson,6,7,0,13
Write in,Secretary of State,,,Owen,Jefferson,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Jefferson,173,65,0,238
Joselyn Whitticker,Auditor of State,,D,Owen,Jefferson,47,32,0,79
John Schick,Auditor of State,,L,Owen,Jefferson,5,5,0,10
Kelly Mitchell,Treasurer of State,,R,Owen,Jefferson,184,73,0,257
John C. Aguilera,Treasurer of State,,D,Owen,Jefferson,43,29,0,72
Larry D Bucshon,U S House,8,R,Owen,Jefferson,173,73,0,246
William Tanoos,U S House,8,D,Owen,Jefferson,56,29,0,85
Write in,U S House,8,,Owen,Jefferson,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Jefferson,195,79,0,274
No Candidate Filed,State Senate ,39,D,Owen,Jefferson,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Jefferson,190,78,0,268
E Thomasina Marsili,State Representative,46,D,Owen,Jefferson,39,24,0,63
,Registered Voters,,,Owen,Jennings,,,,561
,Ballots Cast,,,Owen,Jennings,,,,195
Mike Braun,U.S. Senate,,R,Owen,Jennings,129,50,0,179
Joe Donnelly,U.S. Senate,,D,Owen,Jennings,54,25,0,79
Lucy M Brenton,U.S. Senate,,L,Owen,Jennings,9,4,0,13
Write in,U.S. Senate,,,Owen,Jennings,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Jennings,138,53,0,191
Jim Harper,Secretary of State,,D,Owen,Jennings,46,21,0,67
Mark W. Rutherford,Secretary of State,,L,Owen,Jennings,6,3,0,9
Write in,Secretary of State,,,Owen,Jennings,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Jennings,134,48,0,182
Joselyn Whitticker,Auditor of State,,D,Owen,Jennings,45,25,0,70
John Schick,Auditor of State,,L,Owen,Jennings,6,2,0,8
Kelly Mitchell,Treasurer of State,,R,Owen,Jennings,142,52,0,194
John C. Aguilera,Treasurer of State,,D,Owen,Jennings,45,24,0,69
Larry D Bucshon,U S House,8,R,Owen,Jennings,138,52,0,190
William Tanoos,U S House,8,D,Owen,Jennings,49,26,0,75
Write in,U S House,8,,Owen,Jennings,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Jennings,,,,
No Candidate Filed,State Senate ,39,D,Owen,Jennings,,,,
Beau Baird ,State Representative,44,R,Owen,Jennings,131,50,0,181
Kimberly Anne Fidler ,State Representative,44,D,Owen,Jennings,56,26,0,82
,Registered Voters,,,Owen,Lafayette,,,,804
,Ballots Cast,,,Owen,Lafayette,,,,218
Mike Braun,U.S. Senate,,R,Owen,Lafayette,132,131,0,263
Joe Donnelly,U.S. Senate,,D,Owen,Lafayette,62,62,0,124
Lucy M Brenton,U.S. Senate,,L,Owen,Lafayette,20,8,0,28
Write in,U.S. Senate,,,Owen,Lafayette,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Lafayette,138,138,0,276
Jim Harper,Secretary of State,,D,Owen,Lafayette,54,55,0,109
Mark W. Rutherford,Secretary of State,,L,Owen,Lafayette,16,7,0,23
Write in,Secretary of State,,,Owen,Lafayette,1,0,0,1
Tera Klutz,Auditor of State,,R,Owen,Lafayette,131,141,0,272
Joselyn Whitticker,Auditor of State,,D,Owen,Lafayette,58,53,0,111
John Schick,Auditor of State,,L,Owen,Lafayette,15,5,0,20
Kelly Mitchell,Treasurer of State,,R,Owen,Lafayette,147,140,0,287
John C. Aguilera,Treasurer of State,,D,Owen,Lafayette,56,58,0,114
Larry D Bucshon,U S House,8,R,Owen,Lafayette,139,135,0,274
William Tanoos,U S House,8,D,Owen,Lafayette,67,60,0,127
Write in,U S House,8,,Owen,Lafayette,2,0,0,2
Eric S Bassler,State Senate ,39,R,Owen,Lafayette,169,152,0,321
No Candidate Filed,State Senate ,39,D,Owen,Lafayette,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Lafayette,150,138,0,288
E Thomasina Marsili,State Representative,46,D,Owen,Lafayette,57,60,0,117
,Registered Voters,,,Owen,Marion,,,,577
,Ballots Cast,,,Owen,Marion,,,,199
Mike Braun,U.S. Senate,,R,Owen,Marion,146,75,0,221
Joe Donnelly,U.S. Senate,,D,Owen,Marion,35,31,0,66
Lucy M Brenton,U.S. Senate,,L,Owen,Marion,16,3,0,19
Write in,U.S. Senate,,,Owen,Marion,1,0,0,1
Connie Lawson,Secretary of State,,R,Owen,Marion,157,76,0,233
Jim Harper,Secretary of State,,D,Owen,Marion,29,30,0,59
Mark W. Rutherford,Secretary of State,,L,Owen,Marion,11,1,0,12
Write in,Secretary of State,,,Owen,Marion,1,0,0,1
Tera Klutz,Auditor of State,,R,Owen,Marion,148,69,0,217
Joselyn Whitticker,Auditor of State,,D,Owen,Marion,28,35,0,63
John Schick,Auditor of State,,L,Owen,Marion,16,2,0,18
Kelly Mitchell,Treasurer of State,,R,Owen,Marion,165,74,0,239
John C. Aguilera,Treasurer of State,,D,Owen,Marion,29,32,0,61
Larry D Bucshon,U S House,8,R,Owen,Marion,163,72,0,235
William Tanoos,U S House,8,D,Owen,Marion,32,35,0,67
Write in,U S House,8,,Owen,Marion,1,0,0,1
Eric S Bassler,State Senate ,39,R,Owen,Marion,173,78,0,251
No Candidate Filed,State Senate ,39,D,Owen,Marion,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Marion,162,81,0,243
E Thomasina Marsili,State Representative,46,D,Owen,Marion,33,26,0,59
,Registered Voters,,,Owen,Montgomery,,,,799
,Ballots Cast,,,Owen,Montgomery,,,,238
Mike Braun,U.S. Senate,,R,Owen,Montgomery,151,105,0,256
Joe Donnelly,U.S. Senate,,D,Owen,Montgomery,60,80,0,140
Lucy M Brenton,U.S. Senate,,L,Owen,Montgomery,23,17,0,40
Write in,U.S. Senate,,,Owen,Montgomery,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Montgomery,160,120,0,280
Jim Harper,Secretary of State,,D,Owen,Montgomery,57,68,0,125
Mark W. Rutherford,Secretary of State,,L,Owen,Montgomery,16,10,0,26
Write in,Secretary of State,,,Owen,Montgomery,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Montgomery,153,115,0,268
Joselyn Whitticker,Auditor of State,,D,Owen,Montgomery,64,71,0,135
John Schick,Auditor of State,,L,Owen,Montgomery,13,10,0,23
Kelly Mitchell,Treasurer of State,,R,Owen,Montgomery,171,120,0,291
John C. Aguilera,Treasurer of State,,D,Owen,Montgomery,60,75,0,135
Larry D Bucshon,U S House,8,R,Owen,Montgomery,163,110,0,273
William Tanoos,U S House,8,D,Owen,Montgomery,65,84,0,149
Write in,U S House,8,,Owen,Montgomery,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Montgomery,188,131,0,319
No Candidate Filed,State Senate ,39,D,Owen,Montgomery,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Montgomery,159,107,0,266
E Thomasina Marsili,State Representative,46,D,Owen,Montgomery,72,87,0,159
,Registered Voters,,,Owen,Morgan,,,,769
,Ballots Cast,,,Owen,Morgan,,,,292
Mike Braun,U.S. Senate,,R,Owen,Morgan,204,96,0,300
Joe Donnelly,U.S. Senate,,D,Owen,Morgan,66,41,0,107
Lucy M Brenton,U.S. Senate,,L,Owen,Morgan,14,5,0,19
Write in,U.S. Senate,,,Owen,Morgan,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Morgan,207,102,0,309
Jim Harper,Secretary of State,,D,Owen,Morgan,55,36,0,91
Mark W. Rutherford,Secretary of State,,L,Owen,Morgan,19,1,0,20
Write in,Secretary of State,,,Owen,Morgan,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Morgan,200,97,0,297
Joselyn Whitticker,Auditor of State,,D,Owen,Morgan,57,36,0,93
John Schick,Auditor of State,,L,Owen,Morgan,19,3,0,22
Kelly Mitchell,Treasurer of State,,R,Owen,Morgan,218,102,0,320
John C. Aguilera,Treasurer of State,,D,Owen,Morgan,58,37,0,95
Larry D Bucshon,U S House,8,R,Owen,Morgan,214,102,0,316
William Tanoos,U S House,8,D,Owen,Morgan,64,39,0,103
Write in,U S House,8,,Owen,Morgan,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Morgan,242,113,0,355
No Candidate Filed,State Senate ,39,D,Owen,Morgan,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Morgan,225,104,0,329
E Thomasina Marsili,State Representative,46,D,Owen,Morgan,54,39,0,93
,Registered Voters,,,Owen,Taylor,,,,629
,Ballots Cast,,,Owen,Taylor,,,,256
Mike Braun,U.S. Senate,,R,Owen,Taylor,195,50,0,245
Joe Donnelly,U.S. Senate,,D,Owen,Taylor,52,24,0,76
Lucy M Brenton,U.S. Senate,,L,Owen,Taylor,6,2,0,8
Write in,U.S. Senate,,,Owen,Taylor,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Taylor,208,56,0,264
Jim Harper,Secretary of State,,D,Owen,Taylor,35,16,0,51
Mark W. Rutherford,Secretary of State,,L,Owen,Taylor,7,3,0,10
Write in,Secretary of State,,,Owen,Taylor,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Taylor,200,53,0,253
Joselyn Whitticker,Auditor of State,,D,Owen,Taylor,44,16,0,60
John Schick,Auditor of State,,L,Owen,Taylor,4,3,0,7
Kelly Mitchell,Treasurer of State,,R,Owen,Taylor,213,55,0,268
John C. Aguilera,Treasurer of State,,D,Owen,Taylor,36,17,0,53
Larry D Bucshon,U S House,8,R,Owen,Taylor,207,56,0,263
William Tanoos,U S House,8,D,Owen,Taylor,40,17,0,57
Write in,U S House,8,,Owen,Taylor,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Taylor,,,,
No Candidate Filed,State Senate ,39,D,Owen,Taylor,,,,
Beau Baird ,State Representative,44,R,Owen,Taylor,187,50,0,237
Kimberly Anne Fidler ,State Representative,44,D,Owen,Taylor,65,26,0,91
,Registered Voters,,,Owen,Washington I,,,,1408
,Ballots Cast,,,Owen,Washington I,,,,364
Mike Braun,U.S. Senate,,R,Owen,Washington I,223,259,0,482
Joe Donnelly,U.S. Senate,,D,Owen,Washington I,103,175,0,278
Lucy M Brenton,U.S. Senate,,L,Owen,Washington I,26,13,0,39
Write in,U.S. Senate,,,Owen,Washington I,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Washington I,254,281,0,535
Jim Harper,Secretary of State,,D,Owen,Washington I,89,151,0,240
Mark W. Rutherford,Secretary of State,,L,Owen,Washington I,11,7,0,18
Write in,Secretary of State,,,Owen,Washington I,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Washington I,240,268,0,508
Joselyn Whitticker,Auditor of State,,D,Owen,Washington I,95,163,0,258
John Schick,Auditor of State,,L,Owen,Washington I,11,6,0,17
Kelly Mitchell,Treasurer of State,,R,Owen,Washington I,262,282,0,544
John C. Aguilera,Treasurer of State,,D,Owen,Washington I,86,156,0,242
Larry D Bucshon,U S House,8,R,Owen,Washington I,258,276,0,534
William Tanoos,U S House,8,D,Owen,Washington I,94,167,0,261
Write in,U S House,8,,Owen,Washington I,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Washington I,291,308,0,599
No Candidate Filed,State Senate ,39,D,Owen,Washington I,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Washington I,259,291,0,550
E Thomasina Marsili,State Representative,46,D,Owen,Washington I,96,156,0,252
,Registered Voters,,,Owen,Washington II,,,,788
,Ballots Cast,,,Owen,Washington II,,,,206
Mike Braun,U.S. Senate,,R,Owen,Washington II,120,135,0,255
Joe Donnelly,U.S. Senate,,D,Owen,Washington II,68,97,0,165
Lucy M Brenton,U.S. Senate,,L,Owen,Washington II,17,12,0,29
Write in,U.S. Senate,,,Owen,Washington II,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Washington II,146,138,0,284
Jim Harper,Secretary of State,,D,Owen,Washington II,54,89,0,143
Mark W. Rutherford,Secretary of State,,L,Owen,Washington II,5,11,0,16
Write in,Secretary of State,,,Owen,Washington II,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Washington II,132,132,0,264
Joselyn Whitticker,Auditor of State,,D,Owen,Washington II,60,95,0,155
John Schick,Auditor of State,,L,Owen,Washington II,12,9,0,21
Kelly Mitchell,Treasurer of State,,R,Owen,Washington II,143,142,0,285
John C. Aguilera,Treasurer of State,,D,Owen,Washington II,60,95,0,155
Larry D Bucshon,U S House,8,R,Owen,Washington II,140,138,0,278
William Tanoos,U S House,8,D,Owen,Washington II,62,99,0,161
Write in,U S House,8,,Owen,Washington II,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Washington II,166,156,0,322
No Candidate Filed,State Senate ,39,D,Owen,Washington II,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Washington II,143,143,0,286
E Thomasina Marsili,State Representative,46,D,Owen,Washington II,60,95,0,155
,Registered Voters,,,Owen,Washington III,,,,847
,Ballots Cast,,,Owen,Washington III,,,,205
Mike Braun,U.S. Senate,,R,Owen,Washington III,118,135,0,253
Joe Donnelly,U.S. Senate,,D,Owen,Washington III,74,97,0,171
Lucy M Brenton,U.S. Senate,,L,Owen,Washington III,10,17,0,27
Write in,U.S. Senate,,,Owen,Washington III,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Washington III,131,154,0,285
Jim Harper,Secretary of State,,D,Owen,Washington III,59,86,0,145
Mark W. Rutherford,Secretary of State,,L,Owen,Washington III,7,6,0,13
Write in,Secretary of State,,,Owen,Washington III,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Washington III,128,153,0,281
Joselyn Whitticker,Auditor of State,,D,Owen,Washington III,59,85,0,144
John Schick,Auditor of State,,L,Owen,Washington III,11,10,0,21
Kelly Mitchell,Treasurer of State,,R,Owen,Washington III,135,154,0,289
John C. Aguilera,Treasurer of State,,D,Owen,Washington III,62,91,0,153
Larry D Bucshon,U S House,8,R,Owen,Washington III,138,152,0,290
William Tanoos,U S House,8,D,Owen,Washington III,62,96,0,158
Write in,U S House,8,,Owen,Washington III,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Washington III,153,188,0,341
No Candidate Filed,State Senate ,39,D,Owen,Washington III,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Washington III,140,165,0,305
E Thomasina Marsili,State Representative,46,D,Owen,Washington III,59,86,0,145
,Registered Voters,,,Owen,Washington IV,,,,951
,Ballots Cast,,,Owen,Washington IV,,,,240
Mike Braun,U.S. Senate,,R,Owen,Washington IV,154,128,0,282
Joe Donnelly,U.S. Senate,,D,Owen,Washington IV,61,114,0,175
Lucy M Brenton,U.S. Senate,,L,Owen,Washington IV,20,12,0,32
Write in,U.S. Senate,,,Owen,Washington IV,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Washington IV,171,151,0,322
Jim Harper,Secretary of State,,D,Owen,Washington IV,51,91,0,142
Mark W. Rutherford,Secretary of State,,L,Owen,Washington IV,9,4,0,13
Write in,Secretary of State,,,Owen,Washington IV,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Washington IV,163,137,0,300
Joselyn Whitticker,Auditor of State,,D,Owen,Washington IV,54,100,0,154
John Schick,Auditor of State,,L,Owen,Washington IV,10,2,0,12
Kelly Mitchell,Treasurer of State,,R,Owen,Washington IV,168,143,0,311
John C. Aguilera,Treasurer of State,,D,Owen,Washington IV,59,99,0,158
Larry D Bucshon,U S House,8,R,Owen,Washington IV,168,143,0,311
William Tanoos,U S House,8,D,Owen,Washington IV,63,102,0,165
Write in,U S House,8,,Owen,Washington IV,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Washington IV,188,165,0,353
No Candidate Filed,State Senate ,39,D,Owen,Washington IV,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Washington IV,174,153,0,327
E Thomasina Marsili,State Representative,46,D,Owen,Washington IV,58,98,0,156
,Registered Voters,,,Owen,Wayne I,,,,468
,Ballots Cast,,,Owen,Wayne I,,,,166
Mike Braun,U.S. Senate,,R,Owen,Wayne I,108,43,0,151
Joe Donnelly,U.S. Senate,,D,Owen,Wayne I,48,21,0,69
Lucy M Brenton,U.S. Senate,,L,Owen,Wayne I,8,4,0,12
Write in,U.S. Senate,,,Owen,Wayne I,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Wayne I,109,44,0,153
Jim Harper,Secretary of State,,D,Owen,Wayne I,50,22,0,72
Mark W. Rutherford,Secretary of State,,L,Owen,Wayne I,4,2,0,6
Write in,Secretary of State,,,Owen,Wayne I,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Wayne I,101,46,0,147
Joselyn Whitticker,Auditor of State,,D,Owen,Wayne I,52,20,0,72
John Schick,Auditor of State,,L,Owen,Wayne I,6,2,0,8
Kelly Mitchell,Treasurer of State,,R,Owen,Wayne I,108,46,0,154
John C. Aguilera,Treasurer of State,,D,Owen,Wayne I,52,21,0,73
Larry D Bucshon,U S House,8,R,Owen,Wayne I,112,47,0,159
William Tanoos,U S House,8,D,Owen,Wayne I,47,21,0,68
Write in,U S House,8,,Owen,Wayne I,0,0,0,0
Eric S Bassler,State Senate ,39,R,Owen,Wayne I,,,,
No Candidate Filed,State Senate ,39,D,Owen,Wayne I,,,,
Bob Heaton,State Representative,46,R,Owen,Wayne I,114,47,0,161
E Thomasina Marsili,State Representative,46,D,Owen,Wayne I,47,21,0,68
,Registered Voters,,,Owen,Wayne II,,,,601
,Ballots Cast,,,Owen,Wayne II,,,,209
Mike Braun,U.S. Senate,,R,Owen,Wayne II,129,58,1,188
Joe Donnelly,U.S. Senate,,D,Owen,Wayne II,55,30,0,85
Lucy M Brenton,U.S. Senate,,L,Owen,Wayne II,19,8,0,27
Write in,U.S. Senate,,,Owen,Wayne II,0,0,0,0
Connie Lawson,Secretary of State,,R,Owen,Wayne II,144,64,1,209
Jim Harper,Secretary of State,,D,Owen,Wayne II,51,29,0,80
Mark W. Rutherford,Secretary of State,,L,Owen,Wayne II,4,3,0,7
Write in,Secretary of State,,,Owen,Wayne II,0,0,0,0
Tera Klutz,Auditor of State,,R,Owen,Wayne II,138,58,1,197
Joselyn Whitticker,Auditor of State,,D,Owen,Wayne II,57,32,0,89
John Schick,Auditor of State,,L,Owen,Wayne II,3,7,0,10
Kelly Mitchell,Treasurer of State,,R,Owen,Wayne II,147,68,1,216
John C. Aguilera,Treasurer of State,,D,Owen,Wayne II,51,28,0,79
Larry D Bucshon,U S House,8,R,Owen,Wayne II,147,68,1,216
William Tanoos,U S House,8,D,Owen,Wayne II,51,30,0,81
Write in,U S House,8,,Owen,Wayne II,1,0,0,1
Eric S Bassler,State Senate ,39,R,Owen,Wayne II,158,74,1,233
No Candidate Filed,State Senate ,39,D,Owen,Wayne II,0,0,0,0
Bob Heaton,State Representative,46,R,Owen,Wayne II,146,72,1,219
E Thomasina Marsili,State Representative,46,D,Owen,Wayne II,54,25,0,79
