county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Cass,Bethlehem,U.S. Senate,,Mike Braun,,4,29,49,82
Cass,Bethlehem,U.S. Senate,,Luke Messer,,0,15,16,31
Cass,Bethlehem,U.S. Senate,,Todd Rokita,,6,30,25,61
Cass,Bethlehem,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Bethlehem,U.S. Senate,,Under Votes,,0,3,8,11
Cass,Bethlehem,U.S. Senate,,Joe Donnelly,,0,4,14,18
Cass,Bethlehem,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Bethlehem,U.S. Senate,,Under Votes,,0,0,1,1
Cass,Bethlehem,U.S. House,4,Jim Baird,,2,21,37,60
Cass,Bethlehem,U.S. House,4,Steve Braun,,5,25,33,63
Cass,Bethlehem,U.S. House,4,Kevin J. Grant,,0,5,4,9
Cass,Bethlehem,U.S. House,4,Diego Morales,,0,11,5,16
Cass,Bethlehem,U.S. House,4,James Nease,,0,1,2,3
Cass,Bethlehem,U.S. House,4,Tim Radice,,0,1,1,2
Cass,Bethlehem,U.S. House,4,Jared Guy Thomas,,1,8,6,15
Cass,Bethlehem,U.S. House,4,Over Votes,,0,0,0,0
Cass,Bethlehem,U.S. House,4,Under Votes,,2,5,10,17
Cass,Bethlehem,U.S. House,4,Tobi Beck,,0,0,2,2
Cass,Bethlehem,U.S. House,4,Roger D. Day,,0,2,4,6
Cass,Bethlehem,U.S. House,4,Roland Ellis,,0,0,1,1
Cass,Bethlehem,U.S. House,4,Darin Patrick Griesey,,0,0,1,1
Cass,Bethlehem,U.S. House,4,Joseph W. Mackey,,0,1,3,4
Cass,Bethlehem,U.S. House,4,Veronikka M. Ziol,,0,0,1,1
Cass,Bethlehem,U.S. House,4,Over Votes,,0,0,0,0
Cass,Bethlehem,U.S. House,4,Under Votes,,0,1,3,4
Cass,Bethlehem,State House,23,Ethan Manning,,10,59,77,146
Cass,Bethlehem,State House,23,Over Votes,,0,0,0,0
Cass,Bethlehem,State House,23,Under Votes,,0,18,21,39
Cass,Bethlehem,State House,23,Terry Doran,,0,4,13,17
Cass,Bethlehem,State House,23,Over Votes,,0,0,0,0
Cass,Bethlehem,State House,23,Under Votes,,0,0,2,2
Cass,Boone,Ballots Cast,,,,,,,393
Cass,Boone,U.S. Senate,,Mike Braun,,2,57,79,138
Cass,Boone,U.S. Senate,,Luke Messer,,3,31,21,55
Cass,Boone,U.S. Senate,,Todd Rokita,,1,43,67,111
Cass,Boone,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Boone,U.S. Senate,,Under Votes,,1,18,18,37
Cass,Boone,U.S. Senate,,Joe Donnelly,,4,19,16,39
Cass,Boone,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Boone,U.S. Senate,,Under Votes,,0,2,11,13
Cass,Boone,U.S. House,4,Jim Baird,,0,53,61,114
Cass,Boone,U.S. House,4,Steve Braun,,4,43,62,109
Cass,Boone,U.S. House,4,Kevin J. Grant,,0,4,5,9
Cass,Boone,U.S. House,4,Diego Morales,,1,10,12,23
Cass,Boone,U.S. House,4,James Nease,,1,3,2,6
Cass,Boone,U.S. House,4,Tim Radice,,0,3,6,9
Cass,Boone,U.S. House,4,Jared Guy Thomas,,1,14,13,28
Cass,Boone,U.S. House,4,Over Votes,,0,0,0,0
Cass,Boone,U.S. House,4,Under Votes,,0,19,24,43
Cass,Boone,U.S. House,4,Tobi Beck,,2,2,9,13
Cass,Boone,U.S. House,4,Roger D. Day,,0,5,2,7
Cass,Boone,U.S. House,4,Roland Ellis,,0,1,2,3
Cass,Boone,U.S. House,4,Darin Patrick Griesey,,0,3,2,5
Cass,Boone,U.S. House,4,Joseph W. Mackey,,0,2,2,4
Cass,Boone,U.S. House,4,Veronikka M. Ziol,,0,2,3,5
Cass,Boone,U.S. House,4,Over Votes,,0,0,0,0
Cass,Boone,U.S. House,4,Under Votes,,2,6,7,15
Cass,Boone,State House,25,Donald J. Lehe,,7,116,149,272
Cass,Boone,State House,25,Over Votes,,0,0,0,0
Cass,Boone,State House,25,Under Votes,,0,33,36,69
Cass,Boone,State House,25,Maurice Oakel Fuller,,2,11,13,26
Cass,Boone,State House,25,Justin P. Notoras,,0,4,6,10
Cass,Boone,State House,25,Over Votes,,0,0,0,0
Cass,Boone,State House,25,Under Votes,,2,6,8,16
Cass,Clay 01,Ballots Cast,,,,,,,273
Cass,Clay 01,U.S. Senate,,Mike Braun,,2,39,42,83
Cass,Clay 01,U.S. Senate,,Luke Messer,,1,21,36,58
Cass,Clay 01,U.S. Senate,,Todd Rokita,,1,36,42,79
Cass,Clay 01,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 01,U.S. Senate,,Under Votes,,0,8,10,18
Cass,Clay 01,U.S. Senate,,Joe Donnelly,,8,11,14,33
Cass,Clay 01,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 01,U.S. Senate,,Under Votes,,0,1,1,2
Cass,Clay 01,U.S. House,4,Jim Baird,,1,19,37,57
Cass,Clay 01,U.S. House,4,Steve Braun,,2,43,41,86
Cass,Clay 01,U.S. House,4,Kevin J. Grant,,0,4,6,10
Cass,Clay 01,U.S. House,4,Diego Morales,,0,7,15,22
Cass,Clay 01,U.S. House,4,James Nease,,0,4,2,6
Cass,Clay 01,U.S. House,4,Tim Radice,,0,1,5,6
Cass,Clay 01,U.S. House,4,Jared Guy Thomas,,0,15,9,24
Cass,Clay 01,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 01,U.S. House,4,Under Votes,,1,11,15,27
Cass,Clay 01,U.S. House,4,Tobi Beck,,4,1,2,7
Cass,Clay 01,U.S. House,4,Roger D. Day,,1,3,2,6
Cass,Clay 01,U.S. House,4,Roland Ellis,,0,0,0,0
Cass,Clay 01,U.S. House,4,Darin Patrick Griesey,,0,1,1,2
Cass,Clay 01,U.S. House,4,Joseph W. Mackey,,0,3,4,7
Cass,Clay 01,U.S. House,4,Veronikka M. Ziol,,2,2,2,6
Cass,Clay 01,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 01,U.S. House,4,Under Votes,,1,2,4,7
Cass,Clay 01,State House,23,Ethan Manning,,3,78,95,176
Cass,Clay 01,State House,23,Over Votes,,0,0,0,0
Cass,Clay 01,State House,23,Under Votes,,1,26,35,62
Cass,Clay 01,State House,23,Terry Doran,,8,10,14,32
Cass,Clay 01,State House,23,Over Votes,,0,0,0,0
Cass,Clay 01,State House,23,Under Votes,,0,2,1,3
Cass,Clay 02,Ballots Cast,,,,,,,149
Cass,Clay 02,U.S. Senate,,Mike Braun,,1,24,28,53
Cass,Clay 02,U.S. Senate,,Luke Messer,,0,6,14,20
Cass,Clay 02,U.S. Senate,,Todd Rokita,,2,27,23,52
Cass,Clay 02,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 02,U.S. Senate,,Under Votes,,0,9,0,9
Cass,Clay 02,U.S. Senate,,Joe Donnelly,,0,5,7,12
Cass,Clay 02,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 02,U.S. Senate,,Under Votes,,0,2,1,3
Cass,Clay 02,U.S. House,4,Jim Baird,,1,15,28,44
Cass,Clay 02,U.S. House,4,Steve Braun,,2,29,20,51
Cass,Clay 02,U.S. House,4,Kevin J. Grant,,0,0,3,3
Cass,Clay 02,U.S. House,4,Diego Morales,,0,10,2,12
Cass,Clay 02,U.S. House,4,James Nease,,0,2,1,3
Cass,Clay 02,U.S. House,4,Tim Radice,,0,0,1,1
Cass,Clay 02,U.S. House,4,Jared Guy Thomas,,0,2,8,10
Cass,Clay 02,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 02,U.S. House,4,Under Votes,,0,8,2,10
Cass,Clay 02,U.S. House,4,Tobi Beck,,0,1,1,2
Cass,Clay 02,U.S. House,4,Roger D. Day,,0,1,1,2
Cass,Clay 02,U.S. House,4,Roland Ellis,,0,1,0,1
Cass,Clay 02,U.S. House,4,Darin Patrick Griesey,,0,0,0,0
Cass,Clay 02,U.S. House,4,Joseph W. Mackey,,0,3,2,5
Cass,Clay 02,U.S. House,4,Veronikka M. Ziol,,0,0,2,2
Cass,Clay 02,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 02,U.S. House,4,Under Votes,,0,1,2,3
Cass,Clay 02,State House,23,Ethan Manning,,3,43,55,101
Cass,Clay 02,State House,23,Over Votes,,0,0,0,0
Cass,Clay 02,State House,23,Under Votes,,0,23,10,33
Cass,Clay 02,State House,23,Terry Doran,,0,6,6,12
Cass,Clay 02,State House,23,Over Votes,,0,0,0,0
Cass,Clay 02,State House,23,Under Votes,,0,1,2,3
Cass,Clay 03,Ballots Cast,,,,,,,156
Cass,Clay 03,U.S. Senate,,Mike Braun,,1,32,22,55
Cass,Clay 03,U.S. Senate,,Luke Messer,,0,10,12,22
Cass,Clay 03,U.S. Senate,,Todd Rokita,,2,22,27,51
Cass,Clay 03,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 03,U.S. Senate,,Under Votes,,0,2,2,4
Cass,Clay 03,U.S. Senate,,Joe Donnelly,,0,11,13,24
Cass,Clay 03,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay 03,U.S. Senate,,Under Votes,,0,0,0,0
Cass,Clay 03,U.S. House,4,Jim Baird,,0,11,14,25
Cass,Clay 03,U.S. House,4,Steve Braun,,1,28,17,46
Cass,Clay 03,U.S. House,4,Kevin J. Grant,,1,1,3,5
Cass,Clay 03,U.S. House,4,Diego Morales,,1,11,16,28
Cass,Clay 03,U.S. House,4,James Nease,,0,3,2,5
Cass,Clay 03,U.S. House,4,Tim Radice,,0,2,0,2
Cass,Clay 03,U.S. House,4,Jared Guy Thomas,,0,6,5,11
Cass,Clay 03,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 03,U.S. House,4,Under Votes,,0,4,6,10
Cass,Clay 03,U.S. House,4,Tobi Beck,,0,3,7,10
Cass,Clay 03,U.S. House,4,Roger D. Day,,0,1,1,2
Cass,Clay 03,U.S. House,4,Roland Ellis,,0,0,3,3
Cass,Clay 03,U.S. House,4,Darin Patrick Griesey,,0,0,0,0
Cass,Clay 03,U.S. House,4,Joseph W. Mackey,,0,3,1,4
Cass,Clay 03,U.S. House,4,Veronikka M. Ziol,,0,4,1,5
Cass,Clay 03,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay 03,U.S. House,4,Under Votes,,0,0,0,0
Cass,Clay 03,State House,23,Ethan Manning,,3,49,52,104
Cass,Clay 03,State House,23,Over Votes,,0,0,0,0
Cass,Clay 03,State House,23,Under Votes,,0,17,11,28
Cass,Clay 03,State House,23,Terry Doran,,0,10,13,23
Cass,Clay 03,State House,23,Over Votes,,0,0,0,0
Cass,Clay 03,State House,23,Under Votes,,0,1,0,1
Cass,Clay City,Ballots Cast,,,,,,,33
Cass,Clay City,U.S. Senate,,Mike Braun,,8,2,2,12
Cass,Clay City,U.S. Senate,,Luke Messer,,0,1,0,1
Cass,Clay City,U.S. Senate,,Todd Rokita,,4,2,0,6
Cass,Clay City,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay City,U.S. Senate,,Under Votes,,2,0,0,2
Cass,Clay City,U.S. Senate,,Joe Donnelly,,4,1,6,11
Cass,Clay City,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clay City,U.S. Senate,,Under Votes,,1,0,0,1
Cass,Clay City,U.S. House,4,Jim Baird,,4,1,0,5
Cass,Clay City,U.S. House,4,Steve Braun,,3,2,1,6
Cass,Clay City,U.S. House,4,Kevin J. Grant,,1,1,0,2
Cass,Clay City,U.S. House,4,Diego Morales,,1,1,0,2
Cass,Clay City,U.S. House,4,James Nease,,0,0,0,0
Cass,Clay City,U.S. House,4,Tim Radice,,0,0,0,0
Cass,Clay City,U.S. House,4,Jared Guy Thomas,,3,0,1,4
Cass,Clay City,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay City,U.S. House,4,Under Votes,,2,0,0,2
Cass,Clay City,U.S. House,4,Tobi Beck,,1,0,2,3
Cass,Clay City,U.S. House,4,Roger D. Day,,0,0,0,0
Cass,Clay City,U.S. House,4,Roland Ellis,,1,0,1,2
Cass,Clay City,U.S. House,4,Darin Patrick Griesey,,1,0,0,1
Cass,Clay City,U.S. House,4,Joseph W. Mackey,,1,1,2,4
Cass,Clay City,U.S. House,4,Veronikka M. Ziol,,0,0,0,0
Cass,Clay City,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clay City,U.S. House,4,Under Votes,,1,0,1,2
Cass,Clay City,State House,23,Ethan Manning,,12,4,2,18
Cass,Clay City,State House,23,Over Votes,,0,0,0,0
Cass,Clay City,State House,23,Under Votes,,2,1,0,3
Cass,Clay City,State House,23,Terry Doran,,4,1,3,8
Cass,Clay City,State House,23,Over Votes,,0,0,0,0
Cass,Clay City,State House,23,Under Votes,,1,0,3,4
Cass,Clinton,Ballots Cast,,,,,,,131
Cass,Clinton,U.S. Senate,,Mike Braun,,9,11,16,36
Cass,Clinton,U.S. Senate,,Luke Messer,,3,11,13,27
Cass,Clinton,U.S. Senate,,Todd Rokita,,6,17,12,35
Cass,Clinton,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clinton,U.S. Senate,,Under Votes,,1,0,4,5
Cass,Clinton,U.S. Senate,,Joe Donnelly,,12,4,7,23
Cass,Clinton,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Clinton,U.S. Senate,,Under Votes,,5,0,0,5
Cass,Clinton,U.S. House,4,Jim Baird,,3,12,12,27
Cass,Clinton,U.S. House,4,Steve Braun,,6,13,15,34
Cass,Clinton,U.S. House,4,Kevin J. Grant,,2,2,1,5
Cass,Clinton,U.S. House,4,Diego Morales,,2,4,7,13
Cass,Clinton,U.S. House,4,James Nease,,1,0,1,2
Cass,Clinton,U.S. House,4,Tim Radice,,1,0,2,3
Cass,Clinton,U.S. House,4,Jared Guy Thomas,,1,5,3,9
Cass,Clinton,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clinton,U.S. House,4,Under Votes,,3,3,4,10
Cass,Clinton,U.S. House,4,Tobi Beck,,6,1,1,8
Cass,Clinton,U.S. House,4,Roger D. Day,,3,1,1,5
Cass,Clinton,U.S. House,4,Roland Ellis,,1,1,1,3
Cass,Clinton,U.S. House,4,Darin Patrick Griesey,,1,0,1,2
Cass,Clinton,U.S. House,4,Joseph W. Mackey,,1,0,2,3
Cass,Clinton,U.S. House,4,Veronikka M. Ziol,,1,0,1,2
Cass,Clinton,U.S. House,4,Over Votes,,0,0,0,0
Cass,Clinton,U.S. House,4,Under Votes,,4,1,0,5
Cass,Clinton,State House,38,Heath R. VanNatter,,14,35,36,85
Cass,Clinton,State House,38,Over Votes,,0,0,0,0
Cass,Clinton,State House,38,Under Votes,,5,4,9,18
Cass,Clinton,State House,38,Thomas (Tom) Hedde,,16,3,7,26
Cass,Clinton,State House,38,Over Votes,,0,0,0,0
Cass,Clinton,State House,38,Under Votes,,1,1,0,2
Cass,Deer Creek,Ballots Cast,,,,,,,158
Cass,Deer Creek,U.S. Senate,,Mike Braun,,2,22,31,55
Cass,Deer Creek,U.S. Senate,,Luke Messer,,1,12,18,31
Cass,Deer Creek,U.S. Senate,,Todd Rokita,,0,8,26,34
Cass,Deer Creek,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Deer Creek,U.S. Senate,,Under Votes,,0,1,8,9
Cass,Deer Creek,U.S. Senate,,Joe Donnelly,,0,5,20,25
Cass,Deer Creek,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Deer Creek,U.S. Senate,,Under Votes,,0,0,4,4
Cass,Deer Creek,U.S. House,4,Jim Baird,,1,10,29,40
Cass,Deer Creek,U.S. House,4,Steve Braun,,2,20,29,51
Cass,Deer Creek,U.S. House,4,Kevin J. Grant,,0,3,3,6
Cass,Deer Creek,U.S. House,4,Diego Morales,,0,3,6,9
Cass,Deer Creek,U.S. House,4,James Nease,,0,0,1,1
Cass,Deer Creek,U.S. House,4,Tim Radice,,0,3,1,4
Cass,Deer Creek,U.S. House,4,Jared Guy Thomas,,0,4,4,8
Cass,Deer Creek,U.S. House,4,Over Votes,,0,0,0,0
Cass,Deer Creek,U.S. House,4,Under Votes,,0,0,10,10
Cass,Deer Creek,U.S. House,4,Tobi Beck,,0,3,14,17
Cass,Deer Creek,U.S. House,4,Roger D. Day,,0,1,5,6
Cass,Deer Creek,U.S. House,4,Roland Ellis,,0,0,0,0
Cass,Deer Creek,U.S. House,4,Darin Patrick Griesey,,0,0,0,0
Cass,Deer Creek,U.S. House,4,Joseph W. Mackey,,0,0,2,2
Cass,Deer Creek,U.S. House,4,Veronikka M. Ziol,,0,0,1,1
Cass,Deer Creek,U.S. House,4,Over Votes,,0,0,0,0
Cass,Deer Creek,U.S. House,4,Under Votes,,0,1,2,3
Cass,Deer Creek,State House,38,Heath R. VanNatter,,1,35,66,102
Cass,Deer Creek,State House,38,Over Votes,,0,0,0,0
Cass,Deer Creek,State House,38,Under Votes,,2,8,17,27
Cass,Deer Creek,State House,38,Thomas (Tom) Hedde,,0,4,20,24
Cass,Deer Creek,State House,38,Over Votes,,0,0,0,0
Cass,Deer Creek,State House,38,Under Votes,,0,1,4,5
Cass,Eel East,Ballots Cast,,,,,,,151
Cass,Eel East,U.S. Senate,,Mike Braun,,2,30,29,61
Cass,Eel East,U.S. Senate,,Luke Messer,,0,9,8,17
Cass,Eel East,U.S. Senate,,Todd Rokita,,2,22,18,42
Cass,Eel East,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Eel East,U.S. Senate,,Under Votes,,0,8,3,11
Cass,Eel East,U.S. Senate,,Joe Donnelly,,2,5,10,17
Cass,Eel East,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Eel East,U.S. Senate,,Under Votes,,0,1,2,3
Cass,Eel East,U.S. House,4,Jim Baird,,2,19,17,38
Cass,Eel East,U.S. House,4,Steve Braun,,1,27,17,45
Cass,Eel East,U.S. House,4,Kevin J. Grant,,0,1,2,3
Cass,Eel East,U.S. House,4,Diego Morales,,1,10,11,22
Cass,Eel East,U.S. House,4,James Nease,,0,0,0,0
Cass,Eel East,U.S. House,4,Tim Radice,,0,0,1,1
Cass,Eel East,U.S. House,4,Jared Guy Thomas,,0,2,4,6
Cass,Eel East,U.S. House,4,Over Votes,,0,0,0,0
Cass,Eel East,U.S. House,4,Under Votes,,0,10,6,16
Cass,Eel East,U.S. House,4,Tobi Beck,,1,2,3,6
Cass,Eel East,U.S. House,4,Roger D. Day,,1,1,1,3
Cass,Eel East,U.S. House,4,Roland Ellis,,0,0,1,1
Cass,Eel East,U.S. House,4,Darin Patrick Griesey,,0,0,3,3
Cass,Eel East,U.S. House,4,Joseph W. Mackey,,0,0,3,3
Cass,Eel East,U.S. House,4,Veronikka M. Ziol,,0,1,1,2
Cass,Eel East,U.S. House,4,Over Votes,,0,0,0,0
Cass,Eel East,U.S. House,4,Under Votes,,0,2,0,2
Cass,Eel East,State House,23,Ethan Manning,,4,49,47,100
Cass,Eel East,State House,23,Over Votes,,0,0,0,0
Cass,Eel East,State House,23,Under Votes,,0,20,11,31
Cass,Eel East,State House,23,Terry Doran,,2,6,12,20
Cass,Eel East,State House,23,Over Votes,,0,0,0,0
Cass,Eel East,State House,23,Under Votes,,0,0,0,0
Cass,Eel West,Ballots Cast,,,,,,,45
Cass,Eel West,U.S. Senate,,Mike Braun,,0,11,6,17
Cass,Eel West,U.S. Senate,,Luke Messer,,1,4,2,7
Cass,Eel West,U.S. Senate,,Todd Rokita,,1,9,3,13
Cass,Eel West,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Eel West,U.S. Senate,,Under Votes,,0,2,1,3
Cass,Eel West,U.S. Senate,,Joe Donnelly,,0,1,3,4
Cass,Eel West,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Eel West,U.S. Senate,,Under Votes,,0,0,1,1
Cass,Eel West,U.S. House,4,Jim Baird,,2,4,3,9
Cass,Eel West,U.S. House,4,Steve Braun,,0,13,4,17
Cass,Eel West,U.S. House,4,Kevin J. Grant,,0,1,0,1
Cass,Eel West,U.S. House,4,Diego Morales,,0,2,0,2
Cass,Eel West,U.S. House,4,James Nease,,0,0,1,1
Cass,Eel West,U.S. House,4,Tim Radice,,0,1,1,2
Cass,Eel West,U.S. House,4,Jared Guy Thomas,,0,2,1,3
Cass,Eel West,U.S. House,4,Over Votes,,0,0,0,0
Cass,Eel West,U.S. House,4,Under Votes,,0,3,2,5
Cass,Eel West,U.S. House,4,Tobi Beck,,0,0,1,1
Cass,Eel West,U.S. House,4,Roger D. Day,,0,0,0,0
Cass,Eel West,U.S. House,4,Roland Ellis,,0,0,0,0
Cass,Eel West,U.S. House,4,Darin Patrick Griesey,,0,0,0,0
Cass,Eel West,U.S. House,4,Joseph W. Mackey,,0,1,2,3
Cass,Eel West,U.S. House,4,Veronikka M. Ziol,,0,0,0,0
Cass,Eel West,U.S. House,4,Over Votes,,0,0,0,0
Cass,Eel West,U.S. House,4,Under Votes,,0,0,1,1
Cass,Eel West,State House,23,Ethan Manning,,2,16,9,27
Cass,Eel West,State House,23,Over Votes,,0,0,0,0
Cass,Eel West,State House,23,Under Votes,,0,10,3,13
Cass,Eel West,State House,23,Terry Doran,,0,1,2,3
Cass,Eel West,State House,23,Over Votes,,0,0,0,0
Cass,Eel West,State House,23,Under Votes,,0,0,2,2
Cass,Galveston,Ballots Cast,,,,,,,179
Cass,Galveston,U.S. Senate,,Mike Braun,,0,20,45,65
Cass,Galveston,U.S. Senate,,Luke Messer,,0,2,25,27
Cass,Galveston,U.S. Senate,,Todd Rokita,,1,14,28,43
Cass,Galveston,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Galveston,U.S. Senate,,Under Votes,,2,1,7,10
Cass,Galveston,U.S. Senate,,Joe Donnelly,,1,15,18,34
Cass,Galveston,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Galveston,U.S. Senate,,Under Votes,,0,0,0,0
Cass,Galveston,U.S. House,4,Jim Baird,,0,9,32,41
Cass,Galveston,U.S. House,4,Steve Braun,,1,16,38,55
Cass,Galveston,U.S. House,4,Kevin J. Grant,,0,1,4,5
Cass,Galveston,U.S. House,4,Diego Morales,,0,1,8,9
Cass,Galveston,U.S. House,4,James Nease,,0,1,2,3
Cass,Galveston,U.S. House,4,Tim Radice,,0,1,3,4
Cass,Galveston,U.S. House,4,Jared Guy Thomas,,0,4,6,10
Cass,Galveston,U.S. House,4,Over Votes,,0,0,0,0
Cass,Galveston,U.S. House,4,Under Votes,,2,4,12,18
Cass,Galveston,U.S. House,4,Tobi Beck,,1,3,4,8
Cass,Galveston,U.S. House,4,Roger D. Day,,0,3,5,8
Cass,Galveston,U.S. House,4,Roland Ellis,,0,2,2,4
Cass,Galveston,U.S. House,4,Darin Patrick Griesey,,0,3,1,4
Cass,Galveston,U.S. House,4,Joseph W. Mackey,,0,2,3,5
Cass,Galveston,U.S. House,4,Veronikka M. Ziol,,0,1,2,3
Cass,Galveston,U.S. House,4,Over Votes,,0,0,0,0
Cass,Galveston,U.S. House,4,Under Votes,,0,1,1,2
Cass,Galveston,State House,23,Ethan Manning,,1,28,75,104
Cass,Galveston,State House,23,Over Votes,,0,0,0,0
Cass,Galveston,State House,23,Under Votes,,2,9,30,41
Cass,Galveston,State House,23,Terry Doran,,1,12,17,30
Cass,Galveston,State House,23,Over Votes,,0,0,0,0
Cass,Galveston,State House,23,Under Votes,,0,3,1,4
Cass,Harrison,Ballots Cast,,,,,,,259
Cass,Harrison,U.S. Senate,,Mike Braun,,7,38,48,93
Cass,Harrison,U.S. Senate,,Luke Messer,,0,14,21,35
Cass,Harrison,U.S. Senate,,Todd Rokita,,8,54,31,93
Cass,Harrison,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Harrison,U.S. Senate,,Under Votes,,0,9,10,19
Cass,Harrison,U.S. Senate,,Joe Donnelly,,0,7,9,16
Cass,Harrison,U.S. Senate,,Over Votes,,0,0,0,0
Cass,Harrison,U.S. Senate,,Under Votes,,0,2,1,3
Cass,Harrison,U.S. House,4,Jim Baird,,2,26,30,58
Cass,Harrison,U.S. House,4,Steve Braun,,9,49,43,101
Cass,Harrison,U.S. House,4,Kevin J. Grant,,1,4,2,7
Cass,Harrison,U.S. House,4,Diego Morales,,1,11,10,22
Cass,Harrison,U.S. House,4,James Nease,,1,5,1,7
Cass,Harrison,U.S. House,4,Tim Radice,,1,1,0,2
Cass,Harrison,U.S. House,4,Jared Guy Thomas,,0,6,10,16
Cass,Harrison,U.S. House,4,Over Votes,,0,0,0,0
Cass,Harrison,U.S. House,4,Under Votes,,0,13,14,27
Cass,Harrison,U.S. House,4,Tobi Beck,,0,2,3,5
Cass,Harrison,U.S. House,4,Roger D. Day,,0,1,3,4
Cass,Harrison,U.S. House,4,Roland Ellis,,0,1,0,1
Cass,Harrison,U.S. House,4,Darin Patrick Griesey,,0,0,0,0
Cass,Harrison,U.S. House,4,Joseph W. Mackey,,0,2,1,3
Cass,Harrison,U.S. House,4,Veronikka M. Ziol,,0,0,2,2
Cass,Harrison,U.S. House,4,Over Votes,,0,0,0,0
Cass,Harrison,U.S. House,4,Under Votes,,0,3,1,4
Cass,Harrison,State House,25,Donald J. Lehe,,13,82,87,182
Cass,Harrison,State House,25,Over Votes,,0,0,0,0
Cass,Harrison,State House,25,Under Votes,,2,33,23,58
Cass,Harrison,State House,25,Maurice Oakel Fuller,,0,4,6,10
Cass,Harrison,State House,25,Justin P. Notoras,,0,3,4,7
Cass,Harrison,State House,25,Over Votes,,0,0,0,0
Cass,Harrison,State House,25,Under Votes,,0,2,0,2
