county,precinct,office,district,candidate,party,absentee,election_day,votes
Harrison,17,Straight Party,,Republican Party,REP,38,115,153
Harrison,18,Straight Party,,Republican Party,REP,17,85,102
Harrison,19,Straight Party,,Republican Party,REP,27,110,137
Harrison,20,Straight Party,,Republican Party,REP,20,114,134
Harrison,32,Straight Party,,Republican Party,REP,26,80,106
Harrison,21,Straight Party,,Republican Party,REP,10,126,136
Harrison,22,Straight Party,,Republican Party,REP,24,100,124
Harrison,23,Straight Party,,Republican Party,REP,20,110,130
Harrison,30,Straight Party,,Republican Party,REP,6,33,39
Harrison,24,Straight Party,,Republican Party,REP,15,115,130
Harrison,25,Straight Party,,Republican Party,REP,21,81,102
Harrison,26,Straight Party,,Republican Party,REP,18,101,119
Harrison,27,Straight Party,,Republican Party,REP,18,62,80
Harrison,28,Straight Party,,Republican Party,REP,13,50,63
Harrison,29,Straight Party,,Republican Party,REP,13,73,86
Harrison,31,Straight Party,,Republican Party,REP,9,35,44
Harrison,33,Straight Party,,Republican Party,REP,18,88,106
Harrison,FEDERAL,Straight Party,,Democratic Party,DEM,0,0,0
Harrison,1,Straight Party,,Democratic Party,DEM,15,29,44
Harrison,2,Straight Party,,Democratic Party,DEM,12,37,49
Harrison,3,Straight Party,,Democratic Party,DEM,1,7,8
Harrison,4,Straight Party,,Democratic Party,DEM,2,20,22
Harrison,5,Straight Party,,Democratic Party,DEM,5,36,41
Harrison,6,Straight Party,,Democratic Party,DEM,16,21,37
Harrison,7,Straight Party,,Democratic Party,DEM,20,33,53
Harrison,37,Straight Party,,Democratic Party,DEM,6,42,48
Harrison,8,Straight Party,,Democratic Party,DEM,25,24,49
Harrison,9,Straight Party,,Democratic Party,DEM,13,26,39
Harrison,10,Straight Party,,Democratic Party,DEM,18,23,41
Harrison,36,Straight Party,,Democratic Party,DEM,27,25,52
Harrison,38,Straight Party,,Democratic Party,DEM,11,33,44
Harrison,11,Straight Party,,Democratic Party,DEM,16,14,30
Harrison,35,Straight Party,,Democratic Party,DEM,22,33,55
Harrison,39,Straight Party,,Democratic Party,DEM,14,12,26
Harrison,12,Straight Party,,Democratic Party,DEM,26,20,46
Harrison,13,Straight Party,,Democratic Party,DEM,12,27,39
Harrison,14,Straight Party,,Democratic Party,DEM,27,29,56
Harrison,15,Straight Party,,Democratic Party,DEM,1,10,11
Harrison,16,Straight Party,,Democratic Party,DEM,3,7,10
Harrison,17,Straight Party,,Democratic Party,DEM,25,48,73
Harrison,18,Straight Party,,Democratic Party,DEM,12,21,33
Harrison,19,Straight Party,,Democratic Party,DEM,6,55,61
Harrison,20,Straight Party,,Democratic Party,DEM,16,36,52
Harrison,32,Straight Party,,Democratic Party,DEM,16,26,42
Harrison,21,Straight Party,,Democratic Party,DEM,21,58,79
Harrison,22,Straight Party,,Democratic Party,DEM,9,37,46
Harrison,23,Straight Party,,Democratic Party,DEM,9,32,41
Harrison,30,Straight Party,,Democratic Party,DEM,2,8,10
Harrison,24,Straight Party,,Democratic Party,DEM,10,24,34
Harrison,25,Straight Party,,Democratic Party,DEM,5,14,19
Harrison,26,Straight Party,,Democratic Party,DEM,10,33,43
Harrison,27,Straight Party,,Democratic Party,DEM,7,24,31
Harrison,28,Straight Party,,Democratic Party,DEM,8,28,36
Harrison,29,Straight Party,,Democratic Party,DEM,7,29,36
Harrison,31,Straight Party,,Democratic Party,DEM,1,17,18
Harrison,33,Straight Party,,Democratic Party,DEM,2,17,19
Harrison,FEDERAL,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,1,Straight Party,,Libertarian Party,LIB,0,2,2
Harrison,2,Straight Party,,Libertarian Party,LIB,0,4,4
Harrison,3,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,4,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,5,Straight Party,,Libertarian Party,LIB,1,2,3
Harrison,6,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,7,Straight Party,,Libertarian Party,LIB,1,0,1
Harrison,37,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,8,Straight Party,,Libertarian Party,LIB,1,2,3
Harrison,9,Straight Party,,Libertarian Party,LIB,1,0,1
Harrison,10,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,36,Straight Party,,Libertarian Party,LIB,2,1,3
Harrison,38,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,11,Straight Party,,Libertarian Party,LIB,1,1,2
Harrison,35,Straight Party,,Libertarian Party,LIB,0,4,4
Harrison,39,Straight Party,,Libertarian Party,LIB,1,0,1
Harrison,12,Straight Party,,Libertarian Party,LIB,1,0,1
Harrison,13,Straight Party,,Libertarian Party,LIB,1,1,2
Harrison,14,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,15,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,16,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,17,Straight Party,,Libertarian Party,LIB,1,2,3
Harrison,18,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,19,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,20,Straight Party,,Libertarian Party,LIB,0,4,4
Harrison,32,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,21,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,22,Straight Party,,Libertarian Party,LIB,0,3,3
Harrison,23,Straight Party,,Libertarian Party,LIB,0,3,3
Harrison,30,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,24,Straight Party,,Libertarian Party,LIB,0,5,5
Harrison,25,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,26,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,27,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,28,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,29,Straight Party,,Libertarian Party,LIB,0,1,1
Harrison,31,Straight Party,,Libertarian Party,LIB,0,0,0
Harrison,33,Straight Party,,Libertarian Party,LIB,0,2,2
Harrison,FEDERAL,Straight Party,,Cast Votes,,0,0,0
Harrison,1,Straight Party,,Cast Votes,,35,116,151
Harrison,2,Straight Party,,Cast Votes,,39,114,153
Harrison,3,Straight Party,,Cast Votes,,15,69,84
Harrison,4,Straight Party,,Cast Votes,,12,83,95
Harrison,5,Straight Party,,Cast Votes,,35,118,153
Harrison,6,Straight Party,,Cast Votes,,28,114,142
Harrison,7,Straight Party,,Cast Votes,,42,126,168
Harrison,37,Straight Party,,Cast Votes,,25,149,174
Harrison,8,Straight Party,,Cast Votes,,67,98,165
Harrison,9,Straight Party,,Cast Votes,,40,104,144
Harrison,10,Straight Party,,Cast Votes,,61,117,178
Harrison,36,Straight Party,,Cast Votes,,77,105,182
Harrison,38,Straight Party,,Cast Votes,,46,134,180
Harrison,11,Straight Party,,Cast Votes,,41,47,88
Harrison,35,Straight Party,,Cast Votes,,52,98,150
Harrison,39,Straight Party,,Cast Votes,,36,63,99
Harrison,12,Straight Party,,Cast Votes,,46,97,143
Harrison,13,Straight Party,,Cast Votes,,43,112,155
Harrison,14,Straight Party,,Cast Votes,,60,96,156
Harrison,15,Straight Party,,Cast Votes,,10,61,71
Harrison,16,Straight Party,,Cast Votes,,12,49,61
Harrison,17,Straight Party,,Cast Votes,,64,165,229
Harrison,18,Straight Party,,Cast Votes,,29,107,136
Harrison,19,Straight Party,,Cast Votes,,33,166,199
Harrison,20,Straight Party,,Cast Votes,,36,154,190
Harrison,32,Straight Party,,Cast Votes,,42,107,149
Harrison,21,Straight Party,,Cast Votes,,31,184,215
Harrison,22,Straight Party,,Cast Votes,,33,140,173
Harrison,23,Straight Party,,Cast Votes,,29,145,174
Harrison,30,Straight Party,,Cast Votes,,8,41,49
Harrison,24,Straight Party,,Cast Votes,,25,144,169
Harrison,25,Straight Party,,Cast Votes,,26,96,122
Harrison,26,Straight Party,,Cast Votes,,28,135,163
Harrison,27,Straight Party,,Cast Votes,,25,87,112
Harrison,28,Straight Party,,Cast Votes,,21,79,100
Harrison,29,Straight Party,,Cast Votes,,20,103,123
Harrison,31,Straight Party,,Cast Votes,,10,52,62
Harrison,33,Straight Party,,Cast Votes,,20,107,127
Harrison,FEDERAL,Straight Party,,Over Votes,,0,0,0
Harrison,1,Straight Party,,Over Votes,,0,0,0
Harrison,2,Straight Party,,Over Votes,,0,0,0
Harrison,3,Straight Party,,Over Votes,,0,0,0
Harrison,4,Straight Party,,Over Votes,,0,0,0
Harrison,5,Straight Party,,Over Votes,,0,0,0
Harrison,6,Straight Party,,Over Votes,,0,0,0
Harrison,7,Straight Party,,Over Votes,,0,0,0
Harrison,37,Straight Party,,Over Votes,,0,0,0
Harrison,8,Straight Party,,Over Votes,,0,0,0
Harrison,9,Straight Party,,Over Votes,,0,0,0
Harrison,10,Straight Party,,Over Votes,,0,0,0
Harrison,36,Straight Party,,Over Votes,,0,0,0
Harrison,38,Straight Party,,Over Votes,,0,0,0
Harrison,11,Straight Party,,Over Votes,,0,0,0
Harrison,35,Straight Party,,Over Votes,,0,0,0
Harrison,39,Straight Party,,Over Votes,,1,0,1
Harrison,12,Straight Party,,Over Votes,,0,0,0
Harrison,13,Straight Party,,Over Votes,,0,0,0
Harrison,14,Straight Party,,Over Votes,,0,0,0
Harrison,15,Straight Party,,Over Votes,,0,0,0
Harrison,16,Straight Party,,Over Votes,,0,0,0
Harrison,17,Straight Party,,Over Votes,,0,0,0
Harrison,18,Straight Party,,Over Votes,,0,0,0
Harrison,19,Straight Party,,Over Votes,,0,0,0
Harrison,20,Straight Party,,Over Votes,,0,0,0
Harrison,32,Straight Party,,Over Votes,,0,0,0
Harrison,21,Straight Party,,Over Votes,,0,0,0
Harrison,22,Straight Party,,Over Votes,,0,0,0
Harrison,23,Straight Party,,Over Votes,,0,0,0
Harrison,30,Straight Party,,Over Votes,,0,0,0
Harrison,24,Straight Party,,Over Votes,,0,0,0
Harrison,25,Straight Party,,Over Votes,,0,0,0
Harrison,26,Straight Party,,Over Votes,,0,0,0
Harrison,27,Straight Party,,Over Votes,,0,0,0
Harrison,28,Straight Party,,Over Votes,,0,0,0
Harrison,29,Straight Party,,Over Votes,,0,0,0
Harrison,31,Straight Party,,Over Votes,,0,0,0
Harrison,33,Straight Party,,Over Votes,,0,0,0
Harrison,FEDERAL,Straight Party,,Under Votes,,0,0,0
Harrison,1,Straight Party,,Under Votes,,43,193,236
Harrison,2,Straight Party,,Under Votes,,63,243,306
Harrison,3,Straight Party,,Under Votes,,37,146,183
Harrison,4,Straight Party,,Under Votes,,38,178,216
Harrison,5,Straight Party,,Under Votes,,58,266,324
Harrison,6,Straight Party,,Under Votes,,49,205,254
Harrison,7,Straight Party,,Under Votes,,82,315,397
Harrison,37,Straight Party,,Under Votes,,37,282,319
Harrison,8,Straight Party,,Under Votes,,111,216,327
Harrison,9,Straight Party,,Under Votes,,69,175,244
Harrison,10,Straight Party,,Under Votes,,101,261,362
Harrison,36,Straight Party,,Under Votes,,120,242,362
Harrison,38,Straight Party,,Under Votes,,84,197,281
Harrison,11,Straight Party,,Under Votes,,62,129,191
Harrison,35,Straight Party,,Under Votes,,95,162,257
Harrison,39,Straight Party,,Under Votes,,86,130,216
Harrison,12,Straight Party,,Under Votes,,112,269,381
Harrison,13,Straight Party,,Under Votes,,82,260,342
Harrison,14,Straight Party,,Under Votes,,89,213,302
Harrison,15,Straight Party,,Under Votes,,21,133,154
Harrison,16,Straight Party,,Under Votes,,27,107,134
Harrison,17,Straight Party,,Under Votes,,76,209,285
Harrison,18,Straight Party,,Under Votes,,54,198,252
Harrison,19,Straight Party,,Under Votes,,41,253,294
Harrison,20,Straight Party,,Under Votes,,94,293,387
Harrison,32,Straight Party,,Under Votes,,66,195,261
Harrison,21,Straight Party,,Under Votes,,35,172,207
Harrison,22,Straight Party,,Under Votes,,45,152,197
Harrison,23,Straight Party,,Under Votes,,65,261,326
Harrison,30,Straight Party,,Under Votes,,21,81,102
Harrison,24,Straight Party,,Under Votes,,45,247,292
Harrison,25,Straight Party,,Under Votes,,26,191,217
Harrison,26,Straight Party,,Under Votes,,48,272,320
Harrison,27,Straight Party,,Under Votes,,58,247,305
Harrison,28,Straight Party,,Under Votes,,46,271,317
Harrison,29,Straight Party,,Under Votes,,27,153,180
Harrison,31,Straight Party,,Under Votes,,19,97,116
Harrison,33,Straight Party,,Under Votes,,37,210,247
Harrison,FEDERAL,U.S. Senate,,MIKE BRAUN,REP,0,0,0
Harrison,1,U.S. Senate,,MIKE BRAUN,REP,43,194,237
Harrison,2,U.S. Senate,,MIKE BRAUN,REP,42,220,262
Harrison,3,U.S. Senate,,MIKE BRAUN,REP,33,151,184
Harrison,4,U.S. Senate,,MIKE BRAUN,REP,34,186,220
Harrison,5,U.S. Senate,,MIKE BRAUN,REP,55,233,288
Harrison,6,U.S. Senate,,MIKE BRAUN,REP,33,231,264
Harrison,7,U.S. Senate,,MIKE BRAUN,REP,58,282,340
Harrison,37,U.S. Senate,,MIKE BRAUN,REP,46,284,330
Harrison,8,U.S. Senate,,MIKE BRAUN,REP,101,204,305
Harrison,9,U.S. Senate,,MIKE BRAUN,REP,58,179,237
Harrison,10,U.S. Senate,,MIKE BRAUN,REP,103,246,349
Harrison,36,U.S. Senate,,MIKE BRAUN,REP,117,222,339
Harrison,38,U.S. Senate,,MIKE BRAUN,REP,73,221,294
Harrison,11,U.S. Senate,,MIKE BRAUN,REP,52,101,153
Harrison,35,U.S. Senate,,MIKE BRAUN,REP,77,152,229
Harrison,39,U.S. Senate,,MIKE BRAUN,REP,67,116,183
Harrison,12,U.S. Senate,,MIKE BRAUN,REP,81,236,317
Harrison,13,U.S. Senate,,MIKE BRAUN,REP,63,238,301
Harrison,14,U.S. Senate,,MIKE BRAUN,REP,74,193,267
Harrison,15,U.S. Senate,,MIKE BRAUN,REP,23,127,150
Harrison,16,U.S. Senate,,MIKE BRAUN,REP,22,112,134
Harrison,17,U.S. Senate,,MIKE BRAUN,REP,73,240,313
Harrison,18,U.S. Senate,,MIKE BRAUN,REP,41,204,245
Harrison,19,U.S. Senate,,MIKE BRAUN,REP,48,249,297
Harrison,20,U.S. Senate,,MIKE BRAUN,REP,64,270,334
Harrison,32,U.S. Senate,,MIKE BRAUN,REP,59,195,254
Harrison,21,U.S. Senate,,MIKE BRAUN,REP,27,216,243
Harrison,22,U.S. Senate,,MIKE BRAUN,REP,49,171,220
Harrison,23,U.S. Senate,,MIKE BRAUN,REP,58,263,321
Harrison,30,U.S. Senate,,MIKE BRAUN,REP,16,84,100
Harrison,24,U.S. Senate,,MIKE BRAUN,REP,42,297,339
Harrison,25,U.S. Senate,,MIKE BRAUN,REP,37,202,239
Harrison,26,U.S. Senate,,MIKE BRAUN,REP,44,260,304
Harrison,27,U.S. Senate,,MIKE BRAUN,REP,47,200,247
Harrison,28,U.S. Senate,,MIKE BRAUN,REP,32,200,232
Harrison,29,U.S. Senate,,MIKE BRAUN,REP,23,157,180
Harrison,31,U.S. Senate,,MIKE BRAUN,REP,19,94,113
Harrison,33,U.S. Senate,,MIKE BRAUN,REP,37,225,262
Harrison,FEDERAL,U.S. Senate,,JOE DONNELLY,DEM,0,0,0
Harrison,1,U.S. Senate,,JOE DONNELLY,DEM,32,90,122
Harrison,2,U.S. Senate,,JOE DONNELLY,DEM,57,108,165
Harrison,3,U.S. Senate,,JOE DONNELLY,DEM,15,57,72
Harrison,4,U.S. Senate,,JOE DONNELLY,DEM,10,63,73
Harrison,5,U.S. Senate,,JOE DONNELLY,DEM,35,132,167
Harrison,6,U.S. Senate,,JOE DONNELLY,DEM,43,76,119
Harrison,7,U.S. Senate,,JOE DONNELLY,DEM,60,135,195
Harrison,37,U.S. Senate,,JOE DONNELLY,DEM,15,122,137
Harrison,8,U.S. Senate,,JOE DONNELLY,DEM,75,96,171
Harrison,9,U.S. Senate,,JOE DONNELLY,DEM,41,86,127
Harrison,10,U.S. Senate,,JOE DONNELLY,DEM,53,117,170
Harrison,36,U.S. Senate,,JOE DONNELLY,DEM,74,100,174
Harrison,38,U.S. Senate,,JOE DONNELLY,DEM,50,99,149
Harrison,11,U.S. Senate,,JOE DONNELLY,DEM,47,63,110
Harrison,35,U.S. Senate,,JOE DONNELLY,DEM,58,92,150
Harrison,39,U.S. Senate,,JOE DONNELLY,DEM,51,62,113
Harrison,12,U.S. Senate,,JOE DONNELLY,DEM,69,111,180
Harrison,13,U.S. Senate,,JOE DONNELLY,DEM,53,106,159
Harrison,14,U.S. Senate,,JOE DONNELLY,DEM,65,102,167
Harrison,15,U.S. Senate,,JOE DONNELLY,DEM,7,54,61
Harrison,16,U.S. Senate,,JOE DONNELLY,DEM,15,36,51
Harrison,17,U.S. Senate,,JOE DONNELLY,DEM,60,120,180
Harrison,18,U.S. Senate,,JOE DONNELLY,DEM,38,85,123
Harrison,19,U.S. Senate,,JOE DONNELLY,DEM,23,144,167
Harrison,20,U.S. Senate,,JOE DONNELLY,DEM,60,148,208
Harrison,32,U.S. Senate,,JOE DONNELLY,DEM,44,88,132
Harrison,21,U.S. Senate,,JOE DONNELLY,DEM,38,114,152
Harrison,22,U.S. Senate,,JOE DONNELLY,DEM,26,99,125
Harrison,23,U.S. Senate,,JOE DONNELLY,DEM,30,131,161
Harrison,30,U.S. Senate,,JOE DONNELLY,DEM,11,32,43
Harrison,24,U.S. Senate,,JOE DONNELLY,DEM,23,72,95
Harrison,25,U.S. Senate,,JOE DONNELLY,DEM,13,77,90
Harrison,26,U.S. Senate,,JOE DONNELLY,DEM,26,128,154
Harrison,27,U.S. Senate,,JOE DONNELLY,DEM,33,104,137
Harrison,28,U.S. Senate,,JOE DONNELLY,DEM,33,130,163
Harrison,29,U.S. Senate,,JOE DONNELLY,DEM,24,88,112
Harrison,31,U.S. Senate,,JOE DONNELLY,DEM,9,45,54
Harrison,33,U.S. Senate,,JOE DONNELLY,DEM,18,78,96
Harrison,FEDERAL,U.S. Senate,,LUCY M. BRENTON,LIB,0,0,0
Harrison,1,U.S. Senate,,LUCY M. BRENTON,LIB,2,21,23
Harrison,2,U.S. Senate,,LUCY M. BRENTON,LIB,3,22,25
Harrison,3,U.S. Senate,,LUCY M. BRENTON,LIB,3,5,8
Harrison,4,U.S. Senate,,LUCY M. BRENTON,LIB,1,11,12
Harrison,5,U.S. Senate,,LUCY M. BRENTON,LIB,3,15,18
Harrison,6,U.S. Senate,,LUCY M. BRENTON,LIB,0,11,11
Harrison,7,U.S. Senate,,LUCY M. BRENTON,LIB,4,17,21
Harrison,37,U.S. Senate,,LUCY M. BRENTON,LIB,1,22,23
Harrison,8,U.S. Senate,,LUCY M. BRENTON,LIB,0,13,13
Harrison,9,U.S. Senate,,LUCY M. BRENTON,LIB,5,10,15
Harrison,10,U.S. Senate,,LUCY M. BRENTON,LIB,5,11,16
Harrison,36,U.S. Senate,,LUCY M. BRENTON,LIB,4,16,20
Harrison,38,U.S. Senate,,LUCY M. BRENTON,LIB,5,9,14
Harrison,11,U.S. Senate,,LUCY M. BRENTON,LIB,3,11,14
Harrison,35,U.S. Senate,,LUCY M. BRENTON,LIB,10,11,21
Harrison,39,U.S. Senate,,LUCY M. BRENTON,LIB,3,9,12
Harrison,12,U.S. Senate,,LUCY M. BRENTON,LIB,6,15,21
Harrison,13,U.S. Senate,,LUCY M. BRENTON,LIB,9,22,31
Harrison,14,U.S. Senate,,LUCY M. BRENTON,LIB,10,10,20
Harrison,15,U.S. Senate,,LUCY M. BRENTON,LIB,0,8,8
Harrison,16,U.S. Senate,,LUCY M. BRENTON,LIB,2,5,7
Harrison,17,U.S. Senate,,LUCY M. BRENTON,LIB,7,14,21
Harrison,18,U.S. Senate,,LUCY M. BRENTON,LIB,4,12,16
Harrison,19,U.S. Senate,,LUCY M. BRENTON,LIB,1,20,21
Harrison,20,U.S. Senate,,LUCY M. BRENTON,LIB,6,23,29
Harrison,32,U.S. Senate,,LUCY M. BRENTON,LIB,5,17,22
Harrison,21,U.S. Senate,,LUCY M. BRENTON,LIB,1,19,20
Harrison,22,U.S. Senate,,LUCY M. BRENTON,LIB,2,14,16
Harrison,23,U.S. Senate,,LUCY M. BRENTON,LIB,5,9,14
Harrison,30,U.S. Senate,,LUCY M. BRENTON,LIB,2,5,7
Harrison,24,U.S. Senate,,LUCY M. BRENTON,LIB,3,14,17
Harrison,25,U.S. Senate,,LUCY M. BRENTON,LIB,1,6,7
Harrison,26,U.S. Senate,,LUCY M. BRENTON,LIB,5,16,21
Harrison,27,U.S. Senate,,LUCY M. BRENTON,LIB,3,17,20
Harrison,28,U.S. Senate,,LUCY M. BRENTON,LIB,2,14,16
Harrison,29,U.S. Senate,,LUCY M. BRENTON,LIB,0,6,6
Harrison,31,U.S. Senate,,LUCY M. BRENTON,LIB,1,7,8
Harrison,33,U.S. Senate,,LUCY M. BRENTON,LIB,2,11,13
Harrison,FEDERAL,U.S. Senate,,Cast Votes,,0,0,0
Harrison,1,U.S. Senate,,Cast Votes,,77,305,382
Harrison,2,U.S. Senate,,Cast Votes,,102,350,452
Harrison,3,U.S. Senate,,Cast Votes,,51,213,264
Harrison,4,U.S. Senate,,Cast Votes,,45,260,305
Harrison,5,U.S. Senate,,Cast Votes,,93,380,473
Harrison,6,U.S. Senate,,Cast Votes,,76,318,394
Harrison,7,U.S. Senate,,Cast Votes,,122,434,556
Harrison,37,U.S. Senate,,Cast Votes,,62,428,490
Harrison,8,U.S. Senate,,Cast Votes,,176,313,489
Harrison,9,U.S. Senate,,Cast Votes,,104,275,379
Harrison,10,U.S. Senate,,Cast Votes,,161,374,535
Harrison,36,U.S. Senate,,Cast Votes,,195,338,533
Harrison,38,U.S. Senate,,Cast Votes,,128,329,457
Harrison,11,U.S. Senate,,Cast Votes,,102,175,277
Harrison,35,U.S. Senate,,Cast Votes,,145,255,400
Harrison,39,U.S. Senate,,Cast Votes,,121,187,308
Harrison,12,U.S. Senate,,Cast Votes,,156,362,518
Harrison,13,U.S. Senate,,Cast Votes,,125,366,491
Harrison,14,U.S. Senate,,Cast Votes,,149,305,454
Harrison,15,U.S. Senate,,Cast Votes,,30,189,219
Harrison,16,U.S. Senate,,Cast Votes,,39,153,192
Harrison,17,U.S. Senate,,Cast Votes,,140,374,514
Harrison,18,U.S. Senate,,Cast Votes,,83,301,384
Harrison,19,U.S. Senate,,Cast Votes,,72,413,485
Harrison,20,U.S. Senate,,Cast Votes,,130,441,571
Harrison,32,U.S. Senate,,Cast Votes,,108,300,408
Harrison,21,U.S. Senate,,Cast Votes,,66,349,415
Harrison,22,U.S. Senate,,Cast Votes,,77,284,361
Harrison,23,U.S. Senate,,Cast Votes,,93,403,496
Harrison,30,U.S. Senate,,Cast Votes,,29,121,150
Harrison,24,U.S. Senate,,Cast Votes,,68,383,451
Harrison,25,U.S. Senate,,Cast Votes,,51,285,336
Harrison,26,U.S. Senate,,Cast Votes,,75,404,479
Harrison,27,U.S. Senate,,Cast Votes,,83,321,404
Harrison,28,U.S. Senate,,Cast Votes,,67,344,411
Harrison,29,U.S. Senate,,Cast Votes,,47,251,298
Harrison,31,U.S. Senate,,Cast Votes,,29,146,175
Harrison,33,U.S. Senate,,Cast Votes,,57,314,371
Harrison,FEDERAL,U.S. Senate,,Over Votes,,0,0,0
Harrison,1,U.S. Senate,,Over Votes,,0,0,0
Harrison,2,U.S. Senate,,Over Votes,,0,0,0
Harrison,3,U.S. Senate,,Over Votes,,0,0,0
Harrison,4,U.S. Senate,,Over Votes,,0,0,0
Harrison,5,U.S. Senate,,Over Votes,,0,0,0
Harrison,6,U.S. Senate,,Over Votes,,1,0,1
Harrison,7,U.S. Senate,,Over Votes,,0,0,0
Harrison,37,U.S. Senate,,Over Votes,,0,0,0
Harrison,8,U.S. Senate,,Over Votes,,0,0,0
Harrison,9,U.S. Senate,,Over Votes,,0,0,0
Harrison,10,U.S. Senate,,Over Votes,,0,0,0
Harrison,36,U.S. Senate,,Over Votes,,0,0,0
Harrison,38,U.S. Senate,,Over Votes,,0,0,0
Harrison,11,U.S. Senate,,Over Votes,,0,0,0
Harrison,35,U.S. Senate,,Over Votes,,0,0,0
Harrison,39,U.S. Senate,,Over Votes,,1,0,1
Harrison,12,U.S. Senate,,Over Votes,,0,0,0
Harrison,13,U.S. Senate,,Over Votes,,0,0,0
Harrison,14,U.S. Senate,,Over Votes,,0,0,0
Harrison,15,U.S. Senate,,Over Votes,,0,0,0
Harrison,16,U.S. Senate,,Over Votes,,0,0,0
Harrison,17,U.S. Senate,,Over Votes,,0,0,0
Harrison,18,U.S. Senate,,Over Votes,,0,0,0
Harrison,19,U.S. Senate,,Over Votes,,0,0,0
Harrison,20,U.S. Senate,,Over Votes,,0,0,0
Harrison,32,U.S. Senate,,Over Votes,,0,0,0
