candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Connie Lawson,Secretary of State,,R,Dekalb,Butler 2,223,102,0,325
Jim Harper,Secretary of State,,D,Dekalb,Butler 2,63,53,0,116
Mark W. Rutherford,Secretary of State,,L,Dekalb,Butler 2,10,2,0,12
Write in,Secretary of State,,,Dekalb,Butler 2,1,0,0,1
Tera Klutz,Auditor of State,,R,Dekalb,Butler 2,225,100,0,325
Joselyn Whitticker,Auditor of State,,D,Dekalb,Butler 2,59,54,0,113
John Schick,Auditor of State,,L,Dekalb,Butler 2,13,2,0,15
Kelly Mitchell,Treasurer of State,,R,Dekalb,Butler 2,236,105,0,341
John C. Aguilera,Treasurer of State,,D,Dekalb,Butler 2,61,50,0,111
Jim Banks,U.S. House,3,R,Dekalb,Butler 2,232,103,0,335
Courtney Tritch,U.S. House,3,D,Dekalb,Butler 2,69,57,0,126
Write in,U.S. House,3,,Dekalb,Butler 2,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Butler 2,242,97,0,339
Martha Lemert,State Representative,52,D,Dekalb,Butler 2,57,57,0,114
,Registered Voters,,,Dekalb,Concord,,,,859
,Ballots Cast,,,Dekalb,Concord,350,87,0,437
Mike Braun,U.S. Senate,,R,Dekalb,Concord,276,63,0,339
Joe Donnelly,U.S. Senate,,D,Dekalb,Concord,58,23,0,81
Lucy M Brenton,U.S. Senate,,L,Dekalb,Concord,14,1,0,15
Write in,U.S. Senate,,,Dekalb,Concord,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Concord,287,66,0,353
Jim Harper,Secretary of State,,D,Dekalb,Concord,44,21,0,65
Mark W. Rutherford,Secretary of State,,L,Dekalb,Concord,14,0,0,14
Write in,Secretary of State,,,Dekalb,Concord,1,0,0,1
Tera Klutz,Auditor of State,,R,Dekalb,Concord,271,68,0,339
Joselyn Whitticker,Auditor of State,,D,Dekalb,Concord,51,18,0,69
John Schick,Auditor of State,,L,Dekalb,Concord,21,1,0,22
Kelly Mitchell,Treasurer of State,,R,Dekalb,Concord,287,66,0,353
John C. Aguilera,Treasurer of State,,D,Dekalb,Concord,54,21,0,75
Jim Banks,U.S. House,3,R,Dekalb,Concord,287,65,0,352
Courtney Tritch,U.S. House,3,D,Dekalb,Concord,58,22,0,80
Write in,U.S. House,3,,Dekalb,Concord,1,0,0,1
Dennis K Kruse,State Senate,14,,Dekalb,Concord,294,69,0,363
Ben Smaltz,State Representative,52,R,Dekalb,Concord,282,71,0,353
Martha Lemert,State Representative,52,D,Dekalb,Concord,57,16,0,73
,Registered Voters,,,Dekalb,Fairfield,,,,971
,Ballots Cast,,,Dekalb,Fairfield,410,139,0,549
Mike Braun,U.S. Senate,,R,Dekalb,Fairfield,300,80,0,380
Joe Donnelly,U.S. Senate,,D,Dekalb,Fairfield,90,49,0,139
Lucy M Brenton,U.S. Senate,,L,Dekalb,Fairfield,17,7,0,24
Write in,U.S. Senate,,,Dekalb,Fairfield,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Fairfield,317,88,0,405
Jim Harper,Secretary of State,,D,Dekalb,Fairfield,73,43,0,116
Mark W. Rutherford,Secretary of State,,L,Dekalb,Fairfield,8,4,0,12
Write in,Secretary of State,,,Dekalb,Fairfield,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Fairfield,309,87,0,396
Joselyn Whitticker,Auditor of State,,D,Dekalb,Fairfield,75,46,0,121
John Schick,Auditor of State,,L,Dekalb,Fairfield,13,3,0,16
Kelly Mitchell,Treasurer of State,,R,Dekalb,Fairfield,325,92,0,417
John C. Aguilera,Treasurer of State,,D,Dekalb,Fairfield,72,44,0,116
Jim Banks,U.S. House,3,R,Dekalb,Fairfield,324,92,0,416
Courtney Tritch,U.S. House,3,D,Dekalb,Fairfield,80,45,0,125
Write in,U.S. House,3,,Dekalb,Fairfield,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Fairfield,330,94,0,424
Martha Lemert,State Representative,52,D,Dekalb,Fairfield,72,44,0,116
,Registered Voters,,,Dekalb,Franklin,,,,783
,Ballots Cast,,,Dekalb,Franklin,338,91,0,429
Mike Braun,U.S. Senate,,R,Dekalb,Franklin,241,62,0,303
Joe Donnelly,U.S. Senate,,D,Dekalb,Franklin,89,28,0,117
Lucy M Brenton,U.S. Senate,,L,Dekalb,Franklin,6,0,0,6
Write in,U.S. Senate,,,Dekalb,Franklin,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Franklin,251,62,0,313
Jim Harper,Secretary of State,,D,Dekalb,Franklin,77,25,0,102
Mark W. Rutherford,Secretary of State,,L,Dekalb,Franklin,6,2,0,8
Write in,Secretary of State,,,Dekalb,Franklin,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Franklin,243,58,0,301
Joselyn Whitticker,Auditor of State,,D,Dekalb,Franklin,76,25,0,101
John Schick,Auditor of State,,L,Dekalb,Franklin,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,Dekalb,Franklin,248,63,0,311
John C. Aguilera,Treasurer of State,,D,Dekalb,Franklin,80,24,0,104
Jim Banks,U.S. House,3,R,Dekalb,Franklin,247,65,0,312
Courtney Tritch,U.S. House,3,D,Dekalb,Franklin,90,25,0,115
Write in,U.S. House,3,,Dekalb,Franklin,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Franklin,270,68,0,338
Ben Smaltz,State Representative,52,R,Dekalb,Franklin,249,65,0,314
Martha Lemert,State Representative,52,D,Dekalb,Franklin,82,24,0,106
,Registered Voters,,,Dekalb,Grant 1,,,,395
,Ballots Cast,,,Dekalb,Grant 1,103,23,0,126
Mike Braun,U.S. Senate,,R,Dekalb,Grant 1,61,12,0,73
Joe Donnelly,U.S. Senate,,D,Dekalb,Grant 1,35,9,0,44
Lucy M Brenton,U.S. Senate,,L,Dekalb,Grant 1,6,1,0,7
Write in,U.S. Senate,,,Dekalb,Grant 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Grant 1,63,11,0,74
Jim Harper,Secretary of State,,D,Dekalb,Grant 1,33,10,0,43
Mark W. Rutherford,Secretary of State,,L,Dekalb,Grant 1,6,0,0,6
Write in,Secretary of State,,,Dekalb,Grant 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Grant 1,62,11,0,73
Joselyn Whitticker,Auditor of State,,D,Dekalb,Grant 1,35,9,0,44
John Schick,Auditor of State,,L,Dekalb,Grant 1,6,1,0,7
Kelly Mitchell,Treasurer of State,,R,Dekalb,Grant 1,69,11,0,80
John C. Aguilera,Treasurer of State,,D,Dekalb,Grant 1,33,10,0,43
Jim Banks,U.S. House,3,R,Dekalb,Grant 1,65,12,0,77
Courtney Tritch,U.S. House,3,D,Dekalb,Grant 1,36,10,0,46
Write in,U.S. House,3,,Dekalb,Grant 1,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Grant 1,75,15,0,90
Ben Smaltz,State Representative,52,R,Dekalb,Grant 1,63,11,0,74
Martha Lemert,State Representative,52,D,Dekalb,Grant 1,36,9,0,45
,Registered Voters,,,Dekalb,Grant 2,,,,757
,Ballots Cast,,,Dekalb,Grant 2,298,169,0,467
Mike Braun,U.S. Senate,,R,Dekalb,Grant 2,217,101,0,318
Joe Donnelly,U.S. Senate,,D,Dekalb,Grant 2,63,59,0,122
Lucy M Brenton,U.S. Senate,,L,Dekalb,Grant 2,14,6,0,20
Write in,U.S. Senate,,,Dekalb,Grant 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Grant 2,234,119,0,353
Jim Harper,Secretary of State,,D,Dekalb,Grant 2,50,46,0,96
Mark W. Rutherford,Secretary of State,,L,Dekalb,Grant 2,10,0,0,10
Write in,Secretary of State,,,Dekalb,Grant 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Grant 2,222,117,0,339
Joselyn Whitticker,Auditor of State,,D,Dekalb,Grant 2,50,46,0,96
John Schick,Auditor of State,,L,Dekalb,Grant 2,19,2,0,21
Kelly Mitchell,Treasurer of State,,R,Dekalb,Grant 2,242,120,0,362
John C. Aguilera,Treasurer of State,,D,Dekalb,Grant 2,49,46,0,95
Jim Banks,U.S. House,3,R,Dekalb,Grant 2,240,121,0,361
Courtney Tritch,U.S. House,3,D,Dekalb,Grant 2,56,47,0,103
Write in,U.S. House,3,,Dekalb,Grant 2,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Grant 2,263,135,0,398
Ben Smaltz,State Representative,52,R,Dekalb,Grant 2,252,125,0,377
Martha Lemert,State Representative,52,D,Dekalb,Grant 2,41,41,0,82
,Registered Voters,,,Dekalb,Grant 3,,,,776
,Ballots Cast,,,Dekalb,Grant 3,263,80,0,343
Mike Braun,U.S. Senate,,R,Dekalb,Grant 3,167,44,0,211
Joe Donnelly,U.S. Senate,,D,Dekalb,Grant 3,79,29,0,108
Lucy M Brenton,U.S. Senate,,L,Dekalb,Grant 3,15,5,0,20
Write in,U.S. Senate,,,Dekalb,Grant 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Grant 3,173,50,0,223
Jim Harper,Secretary of State,,D,Dekalb,Grant 3,73,25,0,98
Mark W. Rutherford,Secretary of State,,L,Dekalb,Grant 3,12,2,0,14
Write in,Secretary of State,,,Dekalb,Grant 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Grant 3,174,44,0,218
Joselyn Whitticker,Auditor of State,,D,Dekalb,Grant 3,68,29,0,97
John Schick,Auditor of State,,L,Dekalb,Grant 3,13,4,0,17
Kelly Mitchell,Treasurer of State,,R,Dekalb,Grant 3,181,51,0,232
John C. Aguilera,Treasurer of State,,D,Dekalb,Grant 3,74,26,0,100
Jim Banks,U.S. House,3,R,Dekalb,Grant 3,177,50,0,227
Courtney Tritch,U.S. House,3,D,Dekalb,Grant 3,82,28,0,110
Write in,U.S. House,3,,Dekalb,Grant 3,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Grant 3,198,56,0,254
Ben Smaltz,State Representative,52,R,Dekalb,Grant 3,186,51,0,237
Martha Lemert,State Representative,52,D,Dekalb,Grant 3,72,27,0,99
,Registered Voters,,,Dekalb,Jackson North,,,,1275
,Ballots Cast,,,Dekalb,Jackson North,418,285,0,703
Mike Braun,U.S. Senate,,R,Dekalb,Jackson North,289,190,0,479
Joe Donnelly,U.S. Senate,,D,Dekalb,Jackson North,105,84,0,189
Lucy M Brenton,U.S. Senate,,L,Dekalb,Jackson North,22,9,0,31
Write in,U.S. Senate,,,Dekalb,Jackson North,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Jackson North,310,206,0,516
Jim Harper,Secretary of State,,D,Dekalb,Jackson North,88,71,0,159
Mark W. Rutherford,Secretary of State,,L,Dekalb,Jackson North,14,3,0,17
Write in,Secretary of State,,,Dekalb,Jackson North,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Jackson North,305,210,0,515
Joselyn Whitticker,Auditor of State,,D,Dekalb,Jackson North,86,63,0,149
John Schick,Auditor of State,,L,Dekalb,Jackson North,16,4,0,20
Kelly Mitchell,Treasurer of State,,R,Dekalb,Jackson North,318,211,0,529
John C. Aguilera,Treasurer of State,,D,Dekalb,Jackson North,91,63,0,154
Jim Banks,U.S. House,3,R,Dekalb,Jackson North,307,208,0,515
Courtney Tritch,U.S. House,3,D,Dekalb,Jackson North,108,75,0,183
Write in,U.S. House,3,,Dekalb,Jackson North,1,0,0,1
Dennis K Kruse,State Senate,14,R,Dekalb,Jackson North,353,229,0,582
Ben Smaltz,State Representative,52,R,Dekalb,Jackson North,329,213,0,542
Martha Lemert,State Representative,52,D,Dekalb,Jackson North,82,68,0,150
,Registered Voters,,,Dekalb,Jackson South,,,,1237
,Ballots Cast,,,Dekalb,Jackson South,414,303,0,717
Mike Braun,U.S. Senate,,R,Dekalb,Jackson South,334,197,0,531
Joe Donnelly,U.S. Senate,,D,Dekalb,Jackson South,64,96,0,160
Lucy M Brenton,U.S. Senate,,L,Dekalb,Jackson South,11,8,0,19
Write in,U.S. Senate,,,Dekalb,Jackson South,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Jackson South,343,215,0,558
Jim Harper,Secretary of State,,D,Dekalb,Jackson South,55,73,0,128
Mark W. Rutherford,Secretary of State,,L,Dekalb,Jackson South,9,9,0,18
Write in,Secretary of State,,,Dekalb,Jackson South,0,1,0,1
Tera Klutz,Auditor of State,,R,Dekalb,Jackson South,345,212,0,557
Joselyn Whitticker,Auditor of State,,D,Dekalb,Jackson South,50,76,0,126
John Schick,Auditor of State,,L,Dekalb,Jackson South,8,8,0,16
Kelly Mitchell,Treasurer of State,,R,Dekalb,Jackson South,353,212,0,565
John C. Aguilera,Treasurer of State,,D,Dekalb,Jackson South,51,81,0,132
Jim Banks,U.S. House,3,R,Dekalb,Jackson South,345,214,0,559
Courtney Tritch,U.S. House,3,D,Dekalb,Jackson South,68,86,0,154
Write in,U.S. House,3,,Dekalb,Jackson South,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Jackson South,368,235,0,603
Ben Smaltz,State Representative,52,R,Dekalb,Jackson South,349,217,0,566
Martha Lemert,State Representative,52,D,Dekalb,Jackson South,56,75,0,131
,Registered Voters,,,Dekalb,Keyser 1,,,,953
,Ballots Cast,,,Dekalb,Keyser 1,216,59,0,275
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 1,131,31,0,162
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 1,72,22,0,94
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 1,13,4,0,17
Write in,U.S. Senate,,,Dekalb,Keyser 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 1,137,33,0,170
Jim Harper,Secretary of State,,D,Dekalb,Keyser 1,64,23,0,87
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 1,13,3,0,16
Write in,Secretary of State,,,Dekalb,Keyser 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 1,129,32,0,161
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 1,67,24,0,91
John Schick,Auditor of State,,L,Dekalb,Keyser 1,17,3,0,20
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 1,138,37,0,175
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 1,72,21,0,93
Jim Banks,U.S. House,3,R,Dekalb,Keyser 1,140,35,0,175
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 1,72,23,0,95
Write in,U.S. House,3,,Dekalb,Keyser 1,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 1,148,38,0,186
Martha Lemert,State Representative,52,D,Dekalb,Keyser 1,67,20,0,87
,Registered Voters,,,Dekalb,Keyser 2,,,,889
,Ballots Cast,,,Dekalb,Keyser 2,306,80,0,386
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 2,177,31,0,208
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 2,115,45,0,160
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 2,14,3,0,17
Write in,U.S. Senate,,,Dekalb,Keyser 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 2,186,36,0,222
Jim Harper,Secretary of State,,D,Dekalb,Keyser 2,98,41,0,139
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 2,15,2,0,17
Write in,Secretary of State,,,Dekalb,Keyser 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 2,189,34,0,223
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 2,99,40,0,139
John Schick,Auditor of State,,L,Dekalb,Keyser 2,12,4,0,16
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 2,192,35,0,227
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 2,109,42,0,151
Jim Banks,U.S. House,3,R,Dekalb,Keyser 2,194,34,0,228
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 2,112,44,0,156
Write in,U.S. House,3,,Dekalb,Keyser 2,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 2,193,39,0,232
Martha Lemert,State Representative,52,D,Dekalb,Keyser 2,108,40,0,148
,Registered Voters,,,Dekalb,Keyser 3,,,,1005
,Ballots Cast,,,Dekalb,Keyser 3,314,99,0,413
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 3,187,51,0,238
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 3,115,43,0,158
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 3,7,3,0,10
Write in,U.S. Senate,,,Dekalb,Keyser 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 3,206,54,0,260
Jim Harper,Secretary of State,,D,Dekalb,Keyser 3,87,40,0,127
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 3,12,3,0,15
Write in,Secretary of State,,,Dekalb,Keyser 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 3,205,54,0,259
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 3,81,40,0,121
John Schick,Auditor of State,,L,Dekalb,Keyser 3,14,4,0,18
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 3,214,54,0,268
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 3,90,44,0,134
Jim Banks,U.S. House,3,R,Dekalb,Keyser 3,210,55,0,265
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 3,98,42,0,140
Write in,U.S. House,3,,Dekalb,Keyser 3,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 3,224,57,0,281
Martha Lemert,State Representative,52,D,Dekalb,Keyser 3,85,39,0,124
,Registered Voters,,,Dekalb,Keyser 4,,,,1105
,Ballots Cast,,,Dekalb,Keyser 4,412,123,0,535
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 4,267,58,0,325
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 4,125,62,0,187
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 4,15,3,0,18
Write in,U.S. Senate,,,Dekalb,Keyser 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 4,275,63,0,338
Jim Harper,Secretary of State,,D,Dekalb,Keyser 4,107,55,0,162
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 4,17,3,0,20
Write in,Secretary of State,,,Dekalb,Keyser 4,1,0,0,1
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 4,271,62,0,333
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 4,110,53,0,163
John Schick,Auditor of State,,L,Dekalb,Keyser 4,13,5,0,18
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 4,281,65,0,346
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 4,113,55,0,168
Jim Banks,U.S. House,3,R,Dekalb,Keyser 4,279,65,0,344
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 4,128,57,0,185
Write in,U.S. House,3,,Dekalb,Keyser 4,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 4,293,68,0,361
Martha Lemert,State Representative,52,D,Dekalb,Keyser 4,115,52,0,167
,Registered Voters,,,Dekalb,Keyser 5,,,,771
,Ballots Cast,,,Dekalb,Keyser 5,248,119,0,367
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 5,172,75,0,247
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 5,65,32,0,97
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 5,8,10,0,18
Write in,U.S. Senate,,,Dekalb,Keyser 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 5,177,85,0,262
Jim Harper,Secretary of State,,D,Dekalb,Keyser 5,57,26,0,83
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 5,9,5,0,14
Write in,Secretary of State,,,Dekalb,Keyser 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 5,176,88,0,264
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 5,56,23,0,79
John Schick,Auditor of State,,L,Dekalb,Keyser 5,8,5,0,13
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 5,181,87,0,268
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 5,58,29,0,87
Jim Banks,U.S. House,3,R,Dekalb,Keyser 5,176,85,0,261
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 5,68,32,0,100
Write in,U.S. House,3,,Dekalb,Keyser 5,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 5,177,85,0,262
Martha Lemert,State Representative,52,D,Dekalb,Keyser 5,64,31,0,95
,Registered Voters,,,Dekalb,Keyser 6,,,,91
,Ballots Cast,,,Dekalb,Keyser 6,14,8,0,22
Mike Braun,U.S. Senate,,R,Dekalb,Keyser 6,7,6,0,13
Joe Donnelly,U.S. Senate,,D,Dekalb,Keyser 6,4,2,0,6
Lucy M Brenton,U.S. Senate,,L,Dekalb,Keyser 6,3,0,0,3
Write in,U.S. Senate,,,Dekalb,Keyser 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Keyser 6,10,6,0,16
Jim Harper,Secretary of State,,D,Dekalb,Keyser 6,2,1,0,3
Mark W. Rutherford,Secretary of State,,L,Dekalb,Keyser 6,1,1,0,2
Write in,Secretary of State,,,Dekalb,Keyser 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Keyser 6,9,6,0,15
Joselyn Whitticker,Auditor of State,,D,Dekalb,Keyser 6,2,1,0,3
John Schick,Auditor of State,,L,Dekalb,Keyser 6,2,1,0,3
Kelly Mitchell,Treasurer of State,,R,Dekalb,Keyser 6,10,6,0,16
John C. Aguilera,Treasurer of State,,D,Dekalb,Keyser 6,3,1,0,4
Jim Banks,U.S. House,3,R,Dekalb,Keyser 6,10,6,0,16
Courtney Tritch,U.S. House,3,D,Dekalb,Keyser 6,4,2,0,6
Write in,U.S. House,3,,Dekalb,Keyser 6,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Keyser 6,10,7,0,17
Martha Lemert,State Representative,52,D,Dekalb,Keyser 6,4,1,0,5
,Registered Voters,,,Dekalb,Newville,,,,361
,Ballots Cast,,,Dekalb,Newville,171,28,0,199
Mike Braun,U.S. Senate,,R,Dekalb,Newville,140,13,0,153
Joe Donnelly,U.S. Senate,,D,Dekalb,Newville,24,15,0,39
Lucy M Brenton,U.S. Senate,,L,Dekalb,Newville,6,0,0,6
Write in,U.S. Senate,,,Dekalb,Newville,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Newville,145,13,0,158
Jim Harper,Secretary of State,,D,Dekalb,Newville,17,13,0,30
Mark W. Rutherford,Secretary of State,,L,Dekalb,Newville,6,1,0,7
Write in,Secretary of State,,,Dekalb,Newville,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Newville,140,12,0,152
Joselyn Whitticker,Auditor of State,,D,Dekalb,Newville,20,13,0,33
John Schick,Auditor of State,,L,Dekalb,Newville,8,2,0,10
Kelly Mitchell,Treasurer of State,,R,Dekalb,Newville,147,15,0,162
John C. Aguilera,Treasurer of State,,D,Dekalb,Newville,18,12,0,30
Jim Banks,U.S. House,3,R,Dekalb,Newville,145,15,0,160
Courtney Tritch,U.S. House,3,D,Dekalb,Newville,25,13,0,38
Write in,U.S. House,3,,Dekalb,Newville,0,0,0,0
Dennis K Kruse,State Senate,14,R,Dekalb,Newville,143,15,0,158
Ben Smaltz,State Representative,52,R,Dekalb,Newville,143,16,0,159
Martha Lemert,State Representative,52,D,Dekalb,Newville,23,12,0,35
,Registered Voters,,,Dekalb,Richland,,,,949
,Ballots Cast,,,Dekalb,Richland,363,140,0,503
Mike Braun,U.S. Senate,,R,Dekalb,Richland,242,85,0,327
Joe Donnelly,U.S. Senate,,D,Dekalb,Richland,90,47,0,137
Lucy M Brenton,U.S. Senate,,L,Dekalb,Richland,25,8,0,33
Write in,U.S. Senate,,,Dekalb,Richland,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Richland,274,94,0,368
Jim Harper,Secretary of State,,D,Dekalb,Richland,67,38,0,105
Mark W. Rutherford,Secretary of State,,L,Dekalb,Richland,12,5,0,17
Write in,Secretary of State,,,Dekalb,Richland,0,0,0,0
Tera Klutz,Auditor of State,,R,Dekalb,Richland,261,96,0,357
Joselyn Whitticker,Auditor of State,,D,Dekalb,Richland,68,39,0,107
John Schick,Auditor of State,,L,Dekalb,Richland,16,2,0,18
Kelly Mitchell,Treasurer of State,,R,Dekalb,Richland,278,100,0,378
John C. Aguilera,Treasurer of State,,D,Dekalb,Richland,68,36,0,104
Jim Banks,U.S. House,3,R,Dekalb,Richland,268,94,0,362
Courtney Tritch,U.S. House,3,D,Dekalb,Richland,88,45,0,133
Write in,U.S. House,3,,Dekalb,Richland,0,0,0,0
Ben Smaltz,State Representative,52,R,Dekalb,Richland,284,95,0,379
Martha Lemert,State Representative,52,D,Dekalb,Richland,73,42,0,115
,Registered Voters,,,Dekalb,Smithfield East,,,,522
,Ballots Cast,,,Dekalb,Smithfield East,246,79,0,325
Mike Braun,U.S. Senate,,R,Dekalb,Smithfield East,171,52,0,223
Joe Donnelly,U.S. Senate,,D,Dekalb,Smithfield East,58,26,0,84
Lucy M Brenton,U.S. Senate,,L,Dekalb,Smithfield East,12,0,0,12
Write in,U.S. Senate,,,Dekalb,Smithfield East,0,0,0,0
Connie Lawson,Secretary of State,,R,Dekalb,Smithfield East,185,58,0,243
Jim Harper,Secretary of State,,D,Dekalb,Smithfield East,49,15,0,64
Mark W. Rutherford,Secretary of State,,L,Dekalb,Smithfield East,6,2,0,8
