candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mark W. Rutherford,Secretary of State,,L,Lawrence,Perry,26,4,0,30
Write in,Secretary of State,,,Lawrence,Perry,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Perry,431,231,0,662
Joselyn Whitticker,Auditor of State,,D,Lawrence,Perry,78,62,0,140
John Schick,Auditor of State,,L,Lawrence,Perry,25,6,0,31
Kelly Mitchell,Treasurer of State,,R,Lawrence,Perry,448,233,0,681
John C. Aguilera,Treasurer of State,,D,Lawrence,Perry,84,65,0,149
Trey Hollingsworth,U.S. House,9,R,Lawrence,Perry,441,228,0,669
Liz Watson,U.S. House,9,D,Lawrence,Perry,110,74,0,184
Write in,US House,9,,Lawrence,Perry,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Perry,445,233,0,678
Jared Stancombe,State Representative,65,D,Lawrence,Perry,104,66,0,170
,Registered Voters,,,Lawrence,Pleasant Run,,,,1225
,Ballots Cast,,,Lawrence,Pleasant Run,,,,212
Mike Braun,U.S. Senate,,R,Lawrence,Pleasant Run,151,273,0,424
Joe Donnelly,U.S. Senate,,D,Lawrence,Pleasant Run,48,99,0,147
Lucy M Brenton,U.S. Senate,,L,Lawrence,Pleasant Run,12,15,0,27
Write in,U.S. Senate,,,Lawrence,Pleasant Run,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Pleasant Run,156,276,0,432
Jim Harper,Secretary of State,,D,Lawrence,Pleasant Run,44,84,0,128
Mark W. Rutherford,Secretary of State,,L,Lawrence,Pleasant Run,7,17,0,24
Write in,Secretary of State,,,Lawrence,Pleasant Run,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Pleasant Run,145,263,0,408
Joselyn Whitticker,Auditor of State,,D,Lawrence,Pleasant Run,46,86,0,132
John Schick,Auditor of State,,L,Lawrence,Pleasant Run,5,16,0,21
Kelly Mitchell,Treasurer of State,,R,Lawrence,Pleasant Run,158,279,0,437
John C. Aguilera,Treasurer of State,,D,Lawrence,Pleasant Run,39,86,0,125
Trey Hollingsworth,U.S. House,9,R,Lawrence,Pleasant Run,156,279,0,435
Liz Watson,U.S. House,9,D,Lawrence,Pleasant Run,55,101,0,156
Write in,US House,9,,Lawrence,Pleasant Run,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Pleasant Run,169,298,0,467
Jared Stancombe,State Representative,65,D,Lawrence,Pleasant Run,37,87,0,124
,Registered Voters,,,Lawrence,Spice Valley North,,,,491
,Ballots Cast,,,Lawrence,Spice Valley North,,,,161
Mike Braun,U.S. Senate,,R,Lawrence,Spice Valley North,118,65,0,183
Joe Donnelly,U.S. Senate,,D,Lawrence,Spice Valley North,35,24,0,59
Lucy M Brenton,U.S. Senate,,L,Lawrence,Spice Valley North,6,2,0,8
Write in,U.S. Senate,,,Lawrence,Spice Valley North,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Spice Valley North,128,65,0,193
Jim Harper,Secretary of State,,D,Lawrence,Spice Valley North,25,22,0,47
Mark W. Rutherford,Secretary of State,,L,Lawrence,Spice Valley North,5,4,0,9
Write in,Secretary of State,,,Lawrence,Spice Valley North,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Spice Valley North,126,62,0,188
Joselyn Whitticker,Auditor of State,,D,Lawrence,Spice Valley North,26,22,0,48
John Schick,Auditor of State,,L,Lawrence,Spice Valley North,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Lawrence,Spice Valley North,131,66,0,197
John C. Aguilera,Treasurer of State,,D,Lawrence,Spice Valley North,25,21,0,46
Trey Hollingsworth,U.S. House,9,R,Lawrence,Spice Valley North,124,65,0,189
Liz Watson,U.S. House,9,D,Lawrence,Spice Valley North,34,26,0,60
Write in,US House,9,,Lawrence,Spice Valley North,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Spice Valley North,131,68,0,199
Jared Stancombe,State Representative,65,D,Lawrence,Spice Valley North,27,22,0,49
,Registered Voters,,,Lawrence,Spice Valley South,,,,1067
,Ballots Cast,,,Lawrence,Spice Valley South,,,,351
Mike Braun,U.S. Senate,,R,Lawrence,Spice Valley South,255,142,0,397
Joe Donnelly,U.S. Senate,,D,Lawrence,Spice Valley South,71,52,0,123
Lucy M Brenton,U.S. Senate,,L,Lawrence,Spice Valley South,19,8,0,27
Write in,U.S. Senate,,,Lawrence,Spice Valley South,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Spice Valley South,270,148,0,418
Jim Harper,Secretary of State,,D,Lawrence,Spice Valley South,60,44,0,104
Mark W. Rutherford,Secretary of State,,L,Lawrence,Spice Valley South,12,9,0,21
Write in,Secretary of State,,,Lawrence,Spice Valley South,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Spice Valley South,254,148,0,402
Joselyn Whitticker,Auditor of State,,D,Lawrence,Spice Valley South,67,46,0,113
John Schick,Auditor of State,,L,Lawrence,Spice Valley South,12,6,0,18
Kelly Mitchell,Treasurer of State,,R,Lawrence,Spice Valley South,277,148,0,425
John C. Aguilera,Treasurer of State,,D,Lawrence,Spice Valley South,62,47,0,109
Trey Hollingsworth,U.S. House,9,R,Lawrence,Spice Valley South,259,146,0,405
Liz Watson,U.S. House,9,D,Lawrence,Spice Valley South,83,57,0,140
Write in,US House,9,,Lawrence,Spice Valley South,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Spice Valley South,273,147,0,420
Jared Stancombe,State Representative,65,D,Lawrence,Spice Valley South,70,53,0,123
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
