candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,Secretary of State,,,Lawrence,Shawswick 5A,0,1,0,1
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 5A,122,83,0,185
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 5A,48,42,0,90
John Schick,Auditor of State,,L,Lawrence,Shawswick 5A,9,4,0,13
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 5A,127,66,0,193
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 5A,51,42,0,93
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 5A,119,58,0,177
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 5A,66,52,0,118
Write in,US House,9,,Lawrence,Shawswick 5A,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 5A,131,63,0,194
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 5A,55,47,0,102
,Registered Voters,,,Lawrence,Shawswick 5B,,,,579
,Ballots Cast,,,Lawrence,Shawswick 5B,,,,158
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 5B,112,107,0,219
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 5B,35,43,0,78
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 5B,9,4,0,13
Write in,U.S. Senate,,,Lawrence,Shawswick 5B,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 5B,113,111,0,224
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 5B,32,38,0,70
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 5B,7,2,0,9
Write in,Secretary of State,,,Lawrence,Shawswick 5B,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 5B,110,112,0,222
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 5B,34,37,0,71
John Schick,Auditor of State,,L,Lawrence,Shawswick 5B,5,3,0,8
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 5B,117,116,0,233
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 5B,33,35,0,68
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 5B,114,110,0,224
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 5B,43,43,0,86
Write in,US House,9,,Lawrence,Shawswick 5B,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 5B,117,118,0,235
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 5B,37,35,0,72
,Registered Voters,,,Lawrence,Shawswick 6,,,,507
,Ballots Cast,,,Lawrence,Shawswick 6,,,,163
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 6,103,48,0,151
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 6,44,40,0,84
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 6,13,6,0,19
Write in,U.S. Senate,,,Lawrence,Shawswick 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 6,117,51,0,168
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 6,36,39,0,75
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 6,6,3,0,9
Write in,Secretary of State,,,Lawrence,Shawswick 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 6,109,50,0,159
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 6,39,39,0,78
John Schick,Auditor of State,,L,Lawrence,Shawswick 6,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 6,114,53,0,167
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 6,38,38,0,76
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 6,103,45,0,148
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 6,56,49,0,105
Write in,US House,9,,Lawrence,Shawswick 6,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 6,116,53,0,169
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 6,43,40,0,83
,Registered Voters,,,Lawrence,Shawswick 7A,,,,476
,Ballots Cast,,,Lawrence,Shawswick 7A,,,,135
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 7A,88,43,0,131
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 7A,40,23,0,63
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 7A,5,6,0,11
Write in,U.S. Senate,,,Lawrence,Shawswick 7A,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 7A,93,47,0,140
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 7A,32,21,0,53
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 7A,4,4,0,8
Write in,Secretary of State,,,Lawrence,Shawswick 7A,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 7A,95,45,0,140
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 7A,28,22,0,50
John Schick,Auditor of State,,L,Lawrence,Shawswick 7A,7,4,0,11
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 7A,97,46,0,143
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 7A,32,24,0,56
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 7A,90,46,0,136
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 7A,42,25,0,67
Write in,US House,9,,Lawrence,Shawswick 7A,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 7A,97,48,0,145
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 7A,37,23,0,60
,Registered Voters,,,Lawrence,Shawswick 7B,,,,746
,Ballots Cast,,,Lawrence,Shawswick 7B,,,,188
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 7B,111,121,0,232
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 7B,62,75,0,137
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 7B,14,13,0,27
Write in,U.S. Senate,,,Lawrence,Shawswick 7B,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 7B,123,129,0,252
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 7B,53,73,0,126
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 7B,8,5,0,13
Write in,Secretary of State,,,Lawrence,Shawswick 7B,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 7B,120,129,0,249
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 7B,55,70,0,125
John Schick,Auditor of State,,L,Lawrence,Shawswick 7B,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 7B,126,133,0,259
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 7B,54,71,0,125
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 7B,116,128,0,244
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 7B,71,82,0,153
Write in,US House,9,,Lawrence,Shawswick 7B,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 7B,121,134,0,255
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 7B,63,74,0,137
,Registered Voters,,,Lawrence,Shawswick 8,,,,641
,Ballots Cast,,,Lawrence,Shawswick 8,,,,211
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 8,110,68,0,178
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 8,87,84,0,151
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 8,11,7,0,18
Write in,U.S. Senate,,,Lawrence,Shawswick 8,1,0,0,1
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 8,122,85,0,207
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 8,74,50,0,124
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 8,8,1,0,9
Write in,Secretary of State,,,Lawrence,Shawswick 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 8,114,74,0,188
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 8,74,51,0,125
John Schick,Auditor of State,,L,Lawrence,Shawswick 8,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 8,123,74,0,197
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 8,72,51,0,123
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 8,114,69,0,183
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 8,94,68,0,162
Write in,US House,9,,Lawrence,Shawswick 8,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 8,126,77,0,203
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 8,80,61,0,141
,Registered Voters,,,Lawrence,Shawswick 9,,,,547
,Ballots Cast,,,Lawrence,Shawswick 9,,,,132
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 9,67,55,0,122
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 9,48,28,0,76
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 9,12,5,0,17
Write in,U.S. Senate,,,Lawrence,Shawswick 9,1,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 9,74,56,0,130
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 9,46,26,0,72
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 9,10,5,0,15
Write in,Secretary of State,,,Lawrence,Shawswick 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 9,69,57,0,126
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 9,46,27,0,73
John Schick,Auditor of State,,L,Lawrence,Shawswick 9,7,4,0,11
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 9,72,60,0,132
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 9,48,27,0,75
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 9,73,54,0,127
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 9,56,32,0,88
Write in,US House,9,,Lawrence,Shawswick 9,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 9,78,57,0,135
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 9,51,29,0,80
,Registered Voters,,,Lawrence,Shawswick 10,,,,653
,Ballots Cast,,,Lawrence,Shawswick 10,,,,195
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 10,117,63,1,181
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 10,57,28,0,85
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 10,19,5,0,24
Write in,U.S. Senate,,,Lawrence,Shawswick 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 10,127,64,1,192
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 10,56,28,0,84
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 10,9,3,0,12
Write in,Secretary of State,,,Lawrence,Shawswick 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 10,120,63,1,184
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 10,52,26,0,78
John Schick,Auditor of State,,L,Lawrence,Shawswick 10,14,3,0,17
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 10,131,68,1,200
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 10,58,24,0,82
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 10,116,63,0,180
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 10,76,32,0,108
Write in,US House,9,,Lawrence,Shawswick 10,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 10,131,64,0,196
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 10,60,33,0,93
,Registered Voters,,,Lawrence,Shawswick 11,,,,392
,Ballots Cast,,,Lawrence,Shawswick 11,,,,123
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 11,78,74,0,152
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 11,39,34,0,73
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 11,5,3,0,8
Write in,U.S. Senate,,,Lawrence,Shawswick 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 11,90,77,0,167
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 11,22,27,0,49
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 11,5,4,0,9
Write in,Secretary of State,,,Lawrence,Shawswick 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 11,89,77,0,166
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 11,22,26,0,48
John Schick,Auditor of State,,L,Lawrence,Shawswick 11,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 11,90,79,0,169
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 11,24,26,0,50
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 11,84,78,0,162
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 11,35,31,0,66
Write in,US House,9,,Lawrence,Shawswick 11,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 11,93,83,0,176
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 11,22,26,0,48
,Registered Voters,,,Lawrence,Shawswick 12,,,,882
,Ballots Cast,,,Lawrence,Shawswick 12,,,,224
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 12,146,125,0,271
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 12,56,65,0,121
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 12,18,8,0,26
Write in,U.S. Senate,,,Lawrence,Shawswick 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 12,160,135,0,295
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 12,41,59,0,100
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 12,11,4,0,15
Write in,Secretary of State,,,Lawrence,Shawswick 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 12,160,130,0,290
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 12,45,57,0,102
John Schick,Auditor of State,,L,Lawrence,Shawswick 12,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 12,170,135,0,305
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 12,42,56,0,98
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 12,154,131,0,285
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 12,67,67,0,134
Write in,US House,9,,Lawrence,Shawswick 12,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 12,169,144,0,313
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 12,51,53,0,104
,Registered Voters,,,Lawrence,Shawswick 13,,,,791
,Ballots Cast,,,Lawrence,Shawswick 13,,,,220
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 13,161,112,0,273
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 13,49,56,0,105
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 13,8,5,0,13
Write in,U.S. Senate,,,Lawrence,Shawswick 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 13,171,119,0,290
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 13,37,46,0,83
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 13,6,4,0,10
Write in,Secretary of State,,,Lawrence,Shawswick 13,1,0,0,1
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 13,167,113,0,280
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 13,36,50,0,86
John Schick,Auditor of State,,L,Lawrence,Shawswick 13,7,4,0,11
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 13,170,115,0,285
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 13,38,50,0,88
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 13,160,110,0,270
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 13,54,61,0,115
Write in,US House,9,,Lawrence,Shawswick 13,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 13,164,129,0,293
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 13,51,42,0,93
,Registered Voters,,,Lawrence,Shawswick 14A,,,,917
,Ballots Cast,,,Lawrence,Shawswick 14A,,,,278
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 14A,189,177,0,366
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 14A,68,79,0,147
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 14A,15,11,0,26
Write in,U.S. Senate,,,Lawrence,Shawswick 14A,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 14A,202,188,0,390
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 14A,55,68,0,123
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 14A,10,5,0,15
Write in,Secretary of State,,,Lawrence,Shawswick 14A,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 14A,196,180,0,376
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 14A,53,74,0,127
John Schick,Auditor of State,,L,Lawrence,Shawswick 14A,8,3,0,11
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 14A,205,190,0,395
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 14A,53,67,0,120
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 14A,191,172,0,363
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 14A,83,93,0,176
Write in,US House,9,,Lawrence,Shawswick 14A,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 14A,215,195,0,411
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 14A,51,68,0,119
,Registered Voters,,,Lawrence,Shawswick 14B,,,,1027
,Ballots Cast,,,Lawrence,Shawswick 14B,,,,274
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 14B,187,207,0,394
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 14B,67,89,0,156
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 14B,17,11,0,28
Write in,U.S. Senate,,,Lawrence,Shawswick 14B,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 14B,203,226,0,429
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 14B,48,74,0,122
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 14B,16,4,0,20
Write in,Secretary of State,,,Lawrence,Shawswick 14B,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 14B,200,219,0,419
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 14B,49,74,0,123
John Schick,Auditor of State,,L,Lawrence,Shawswick 14B,16,1,0,17
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 14B,210,223,0,433
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 14B,53,72,0,125
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 14B,207,206,0,413
