county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
Grant,Pleasant 6,Secretary of State,,Dem,Jim Harper,59,27,0,86
Grant,Pleasant 6,Secretary of State,,Lbt,Mark Rutherford,8,2,0,10
Grant,Pleasant 6,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 6,State House,31,Rep,Kevin Mahan,152,98,0,250
Grant,Pleasant 6,State House,31,Dem,Lynn Johnson,64,31,0,95
Grant,Pleasant 6,State Senate,17,Rep,Andy Zay,147,93,0,240
Grant,Pleasant 6,State Senate,17,Dem,Gary Snyder,68,31,0,99
Grant,Pleasant 6,Treasurer,,Rep,Kelly Mitchell,155,99,0,254
Grant,Pleasant 6,Treasurer,,Dem,John Aguilera,59,28,0,87
Grant,Pleasant 6,U.S. House,5,Rep,Susan Brooks,156,103,0,259
Grant,Pleasant 6,U.S. House,5,Dem,Dee Thornton,60,27,0,87
Grant,Pleasant 6,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 6,U.S. Senate,,Rep,Mike Braun,132,92,0,224
Grant,Pleasant 6,U.S. Senate,,Dem,Joe Donnelly,73,34,0,107
Grant,Pleasant 6,U.S. Senate,,Lbt,Lucy Brenton,12,5,0,17
Grant,Pleasant 6,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 7,Auditor,,Rep,Tera Klutz,127,45,0,172
Grant,Pleasant 7,Auditor,,Dem,Joselyn Whitticker,57,37,0,94
Grant,Pleasant 7,Auditor,,Lbt,John Schick,5,1,0,6
Grant,Pleasant 7,Ballots Cast,,,,196,89,0,285
Grant,Pleasant 7,Registered Voters,,,,,,,608
Grant,Pleasant 7,Secretary of State,,Rep,Connie Lawson,138,53,0,191
Grant,Pleasant 7,Secretary of State,,Dem,Jim Harper,45,29,0,74
Grant,Pleasant 7,Secretary of State,,Lbt,Mark Rutherford,5,0,0,5
Grant,Pleasant 7,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 7,State House,31,Rep,Kevin Mahan,136,54,0,190
Grant,Pleasant 7,State House,31,Dem,Lynn Johnson,49,31,0,80
Grant,Pleasant 7,State Senate,17,Rep,Andy Zay,128,51,0,179
Grant,Pleasant 7,State Senate,17,Dem,Gary Snyder,53,37,0,90
Grant,Pleasant 7,Treasurer,,Rep,Kelly Mitchell,139,57,0,196
Grant,Pleasant 7,Treasurer,,Dem,John Aguilera,48,27,0,75
Grant,Pleasant 7,U.S. House,5,Rep,Susan Brooks,137,57,0,194
Grant,Pleasant 7,U.S. House,5,Dem,Dee Thornton,52,29,0,81
Grant,Pleasant 7,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 7,U.S. Senate,,Rep,Mike Braun,123,42,0,165
Grant,Pleasant 7,U.S. Senate,,Dem,Joe Donnelly,60,37,0,97
Grant,Pleasant 7,U.S. Senate,,Lbt,Lucy Brenton,10,5,0,15
Grant,Pleasant 7,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Richland,Auditor,,Rep,Tera Klutz,147,110,0,257
Grant,Richland,Auditor,,Dem,Joselyn Whitticker,39,28,0,67
Grant,Richland,Auditor,,Lbt,John Schick,8,1,0,9
Grant,Richland,Ballots Cast,,,,200,141,0,341
Grant,Richland,Registered Voters,,,,,,,664
Grant,Richland,Secretary of State,,Rep,Connie Lawson,151,114,0,265
Grant,Richland,Secretary of State,,Dem,Jim Harper,33,23,0,56
Grant,Richland,Secretary of State,,Lbt,Mark Rutherford,10,0,0,10
Grant,Richland,Secretary of State,,,Write-ins,0,0,0,0
Grant,Richland,State House,18,Rep,David Wolkins,158,111,0,269
Grant,Richland,State House,18,Dem,Dee Moore,36,27,0,63
Grant,Richland,State Senate,17,Rep,Andy Zay,155,110,0,265
Grant,Richland,State Senate,17,Dem,Gary Snyder,38,29,0,67
Grant,Richland,Treasurer,,Rep,Kelly Mitchell,158,115,0,273
Grant,Richland,Treasurer,,Dem,John Aguilera,35,23,0,58
Grant,Richland,U.S. House,5,Rep,Susan Brooks,164,119,0,283
Grant,Richland,U.S. House,5,Dem,Dee Thornton,31,22,0,53
Grant,Richland,U.S. House,5,,Write-ins,0,0,0,0
Grant,Richland,U.S. Senate,,Rep,Mike Braun,145,110,0,255
Grant,Richland,U.S. Senate,,Dem,Joe Donnelly,36,27,0,63
Grant,Richland,U.S. Senate,,Lbt,Lucy Brenton,15,1,0,16
Grant,Richland,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Sims,Auditor,,Rep,Tera Klutz,383,117,0,500
Grant,Sims,Auditor,,Dem,Joselyn Whitticker,121,48,0,169
Grant,Sims,Auditor,,Lbt,John Schick,17,4,0,21
Grant,Sims,Ballots Cast,,,,533,175,0,708
Grant,Sims,Registered Voters,,,,,,,1316
Grant,Sims,Secretary of State,,Rep,Connie Lawson,396,126,0,522
Grant,Sims,Secretary of State,,Dem,Jim Harper,111,42,0,153
Grant,Sims,Secretary of State,,Lbt,Mark Rutherford,16,5,0,21
Grant,Sims,Secretary of State,,,Write-ins,0,0,0,0
Grant,Sims,State House,30,Rep,Mike Karickhoff,440,138,0,578
Grant,Sims,State Senate,21,Rep,James Buck,393,121,0,514
Grant,Sims,State Senate,21,Dem,Christina Fivecoate,123,47,0,170
Grant,Sims,Treasurer,,Rep,Kelly Mitchell,405,127,0,532
Grant,Sims,Treasurer,,Dem,John Aguilera,114,43,0,157
Grant,Sims,U.S. House,5,Rep,Susan Brooks,416,131,0,547
Grant,Sims,U.S. House,5,Dem,Dee Thornton,112,42,0,154
Grant,Sims,U.S. House,5,,Write-ins,1,0,0,1
Grant,Sims,U.S. Senate,,Rep,Mike Braun,371,116,0,487
Grant,Sims,U.S. Senate,,Dem,Joe Donnelly,133,49,0,182
Grant,Sims,U.S. Senate,,Lbt,Lucy Brenton,21,8,0,29
Grant,Sims,U.S. Senate,,,Write-ins,1,0,0,1
Grant,Van Buren,Auditor,,Rep,Tera Klutz,354,78,0,432
Grant,Van Buren,Auditor,,Dem,Joselyn Whitticker,97,43,0,140
Grant,Van Buren,Auditor,,Lbt,John Schick,20,5,0,25
Grant,Van Buren,Ballots Cast,,,,491,128,0,619
Grant,Van Buren,Registered Voters,,,,,,,1214
Grant,Van Buren,Secretary of State,,Rep,Connie Lawson,385,82,0,467
Grant,Van Buren,Secretary of State,,Dem,Jim Harper,79,42,0,121
Grant,Van Buren,Secretary of State,,Lbt,Mark Rutherford,13,3,0,16
Grant,Van Buren,Secretary of State,,,Write-ins,0,0,0,0
Grant,Van Buren,State House,31,Rep,Kevin Mahan,367,83,0,450
Grant,Van Buren,State House,31,Dem,Lynn Johnson,107,44,0,151
Grant,Van Buren,State Senate,17,Rep,Andy Zay,354,80,0,434
Grant,Van Buren,State Senate,17,Dem,Dave Cravens,111,45,0,156
Grant,Van Buren,Treasurer,,Rep,Kelly Mitchell,382,82,0,464
Grant,Van Buren,Treasurer,,Dem,John Aguilera,90,43,0,133
Grant,Van Buren,U.S. House,5,Rep,Susan Brooks,389,86,0,475
Grant,Van Buren,U.S. House,5,Dem,Dee Thornton,83,41,0,124
Grant,Van Buren,U.S. House,5,,Write-ins,0,0,0,0
Grant,Van Buren,U.S. Senate,,Rep,Mike Braun,354,76,0,430
Grant,Van Buren,U.S. Senate,,Dem,Joe Donnelly,107,43,0,150
Grant,Van Buren,U.S. Senate,,Lbt,Lucy Brenton,20,6,0,26
Grant,Van Buren,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Washington 1,Auditor,,Rep,Tera Klutz,142,45,0,187
Grant,Washington 1,Auditor,,Dem,Joselyn Whitticker,38,9,0,47
Grant,Washington 1,Auditor,,Lbt,John Schick,2,1,0,3
Grant,Washington 1,Ballots Cast,,,,188,55,0,243
Grant,Washington 1,Registered Voters,,,,,,,409
Grant,Washington 1,Secretary of State,,Rep,Connie Lawson,154,46,0,200
Grant,Washington 1,Secretary of State,,Dem,Jim Harper,26,7,0,33
Grant,Washington 1,Secretary of State,,Lbt,Mark Rutherford,1,1,0,2
Grant,Washington 1,Secretary of State,,,Write-ins,0,0,0,0
Grant,Washington 1,State House,31,Rep,Kevin Mahan,148,46,0,194
Grant,Washington 1,State House,31,Dem,Lynn Johnson,35,9,0,44
Grant,Washington 1,State Senate,17,Rep,Andy Zay,146,46,0,192
Grant,Washington 1,State Senate,17,Dem,Dave Cravens,36,9,0,45
Grant,Washington 1,Treasurer,,Rep,Kelly Mitchell,149,48,0,197
Grant,Washington 1,Treasurer,,Dem,John Aguilera,33,7,0,40
Grant,Washington 1,U.S. House,5,Rep,Susan Brooks,153,46,0,199
Grant,Washington 1,U.S. House,5,Dem,Dee Thornton,30,9,0,39
Grant,Washington 1,U.S. House,5,,Write-ins,0,0,0,0
Grant,Washington 1,U.S. Senate,,Rep,Mike Braun,146,42,0,188
Grant,Washington 1,U.S. Senate,,Dem,Joe Donnelly,36,11,0,47
Grant,Washington 1,U.S. Senate,,Lbt,Lucy Brenton,2,1,0,3
Grant,Washington 1,U.S. Senate,,,Write-ins,1,0,0,1
Grant,Washington 2,Auditor,,Rep,Tera Klutz,98,42,0,140
Grant,Washington 2,Auditor,,Dem,Joselyn Whitticker,63,25,0,88
Grant,Washington 2,Auditor,,Lbt,John Schick,9,0,0,9
Grant,Washington 2,Ballots Cast,,,,174,67,0,241
Grant,Washington 2,Registered Voters,,,,,,,765
Grant,Washington 2,Secretary of State,,Rep,Connie Lawson,119,44,0,163
Grant,Washington 2,Secretary of State,,Dem,Jim Harper,42,22,0,64
Grant,Washington 2,Secretary of State,,Lbt,Mark Rutherford,7,1,0,8
Grant,Washington 2,Secretary of State,,,Write-ins,0,0,0,0
Grant,Washington 2,State House,31,Rep,Kevin Mahan,114,42,0,156
Grant,Washington 2,State House,31,Dem,Lynn Johnson,56,25,0,81
Grant,Washington 2,State Senate,17,Rep,Andy Zay,107,43,0,150
Grant,Washington 2,State Senate,17,Dem,Dave Cravens,51,24,0,75
Grant,Washington 2,Treasurer,,Rep,Kelly Mitchell,115,44,0,159
Grant,Washington 2,Treasurer,,Dem,John Aguilera,49,23,0,72
Grant,Washington 2,U.S. House,5,Rep,Susan Brooks,123,47,0,170
Grant,Washington 2,U.S. House,5,Dem,Dee Thornton,42,20,0,62
Grant,Washington 2,U.S. House,5,,Write-ins,0,0,0,0
Grant,Washington 2,U.S. Senate,,Rep,Mike Braun,95,39,0,134
Grant,Washington 2,U.S. Senate,,Dem,Joe Donnelly,63,27,0,90
Grant,Washington 2,U.S. Senate,,Lbt,Lucy Brenton,12,1,0,13
Grant,Washington 2,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Washington 3,Auditor,,Rep,Tera Klutz,232,132,0,364
Grant,Washington 3,Auditor,,Dem,Joselyn Whitticker,93,56,0,149
Grant,Washington 3,Auditor,,Lbt,John Schick,8,4,0,12
Grant,Washington 3,Ballots Cast,,,,338,196,0,534
Grant,Washington 3,Registered Voters,,,,,,,972
Grant,Washington 3,Secretary of State,,Rep,Connie Lawson,248,142,0,390
Grant,Washington 3,Secretary of State,,Dem,Jim Harper,72,49,0,121
Grant,Washington 3,Secretary of State,,Lbt,Mark Rutherford,12,1,0,13
Grant,Washington 3,Secretary of State,,,Write-ins,0,0,0,0
Grant,Washington 3,State House,31,Rep,Kevin Mahan,247,146,0,393
Grant,Washington 3,State House,31,Dem,Lynn Johnson,83,46,0,129
Grant,Washington 3,State Senate,17,Rep,Andy Zay,246,138,0,384
Grant,Washington 3,State Senate,17,Dem,Dave Cravens,80,56,0,136
Grant,Washington 3,Treasurer,,Rep,Kelly Mitchell,259,141,0,400
Grant,Washington 3,Treasurer,,Dem,John Aguilera,74,51,0,125
Grant,Washington 3,U.S. House,5,Rep,Susan Brooks,259,140,0,399
Grant,Washington 3,U.S. House,5,Dem,Dee Thornton,74,51,0,125
Grant,Washington 3,U.S. House,5,,Write-ins,0,0,0,0
Grant,Washington 3,U.S. Senate,,Rep,Mike Braun,226,127,0,353
Grant,Washington 3,U.S. Senate,,Dem,Joe Donnelly,87,60,0,147
Grant,Washington 3,U.S. Senate,,Lbt,Lucy Brenton,22,6,0,28
Grant,Washington 3,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Washington 4,Auditor,,Rep,Tera Klutz,158,45,0,203
Grant,Washington 4,Auditor,,Dem,Joselyn Whitticker,58,12,0,70
Grant,Washington 4,Auditor,,Lbt,John Schick,10,1,0,11
Grant,Washington 4,Ballots Cast,,,,233,59,0,292
Grant,Washington 4,Registered Voters,,,,,,,503
Grant,Washington 4,Secretary of State,,Rep,Connie Lawson,167,47,0,214
Grant,Washington 4,Secretary of State,,Dem,Jim Harper,47,12,0,59
Grant,Washington 4,Secretary of State,,Lbt,Mark Rutherford,11,0,0,11
Grant,Washington 4,Secretary of State,,,Write-ins,0,0,0,0
Grant,Washington 4,State House,31,Rep,Kevin Mahan,174,45,0,219
Grant,Washington 4,State House,31,Dem,Lynn Johnson,54,13,0,67
Grant,Washington 4,State Senate,17,Rep,Andy Zay,164,44,0,208
Grant,Washington 4,State Senate,17,Dem,Dave Cravens,64,14,0,78
Grant,Washington 4,Treasurer,,Rep,Kelly Mitchell,170,46,0,216
Grant,Washington 4,Treasurer,,Dem,John Aguilera,53,13,0,66
Grant,Washington 4,U.S. House,5,Rep,Susan Brooks,174,43,0,217
Grant,Washington 4,U.S. House,5,Dem,Dee Thornton,53,15,0,68
Grant,Washington 4,U.S. House,5,,Write-ins,0,0,0,0
Grant,Washington 4,U.S. Senate,,Rep,Mike Braun,157,44,0,201
Grant,Washington 4,U.S. Senate,,Dem,Joe Donnelly,54,14,0,68
Grant,Washington 4,U.S. Senate,,Lbt,Lucy Brenton,16,1,0,17
Grant,Washington 4,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Fairmount 1,Auditor,,Rep,Tera Klutz,219,58,0,277
Grant,Fairmount 1,Auditor,,Dem,Joselyn Whitticker,78,48,0,126
Grant,Fairmount 1,Auditor,,Lbt,John Schick,11,3,0,14
Grant,Fairmount 1,Ballots Cast,,,,312,111,0,423
Grant,Fairmount 1,Registered Voters,,,,,,,956
Grant,Fairmount 1,Secretary of State,,Rep,Connie Lawson,224,62,0,286
Grant,Fairmount 1,Secretary of State,,Dem,Jim Harper,69,42,0,111
Grant,Fairmount 1,Secretary of State,,Lbt,Mark Rutherford,14,4,0,18
Grant,Fairmount 1,Secretary of State,,,Write-ins,0,0,0,0
Grant,Fairmount 1,State House,32,Rep,Anthony J. (Tony) Cook,221,58,0,279
Grant,Fairmount 1,State House,32,Dem,Amie Neiling,87,48,0,135
Grant,Fairmount 1,State Senate,19,Rep,Travis Holdman,245,66,0,311
Grant,Fairmount 1,Treasurer,,Rep,Kelly Mitchell,222,64,0,286
Grant,Fairmount 1,Treasurer,,Dem,John Aguilera,84,43,0,127
Grant,Fairmount 1,U.S. House,5,Rep,Susan Brooks,227,66,0,293
Grant,Fairmount 1,U.S. House,5,Dem,Dee Thornton,79,43,0,122
Grant,Fairmount 1,U.S. House,5,,Write-ins,0,0,0,0
Grant,Fairmount 1,U.S. Senate,,Rep,Mike Braun,209,59,0,268
Grant,Fairmount 1,U.S. Senate,,Dem,Joe Donnelly,83,47,0,130
Grant,Fairmount 1,U.S. Senate,,Lbt,Lucy Brenton,13,4,0,17
Grant,Fairmount 1,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Fairmount 2,Auditor,,Rep,Tera Klutz,229,47,0,276
Grant,Fairmount 2,Auditor,,Dem,Joselyn Whitticker,95,10,0,105
Grant,Fairmount 2,Auditor,,Lbt,John Schick,12,0,0,12
Grant,Fairmount 2,Ballots Cast,,,,343,61,0,404
Grant,Fairmount 2,Registered Voters,,,,,,,818
Grant,Fairmount 2,Secretary of State,,Rep,Connie Lawson,247,47,0,294
Grant,Fairmount 2,Secretary of State,,Dem,Jim Harper,83,10,0,93
Grant,Fairmount 2,Secretary of State,,Lbt,Mark Rutherford,9,0,0,9
Grant,Fairmount 2,Secretary of State,,,Write-ins,1,0,0,1
Grant,Fairmount 2,State House,32,Rep,Anthony J. (Tony) Cook,232,44,0,276
Grant,Fairmount 2,State House,32,Dem,Amie Neiling,103,13,0,116
Grant,Fairmount 2,State Senate,19,Rep,Travis Holdman,270,51,0,321
Grant,Fairmount 2,Treasurer,,Rep,Kelly Mitchell,247,46,0,293
Grant,Fairmount 2,Treasurer,,Dem,John Aguilera,91,11,0,102
Grant,Fairmount 2,U.S. House,5,Rep,Susan Brooks,251,48,0,299
Grant,Fairmount 2,U.S. House,5,Dem,Dee Thornton,88,11,0,99
Grant,Fairmount 2,U.S. House,5,,Write-ins,0,0,0,0
Grant,Fairmount 2,U.S. Senate,,Rep,Mike Braun,205,43,0,248
Grant,Fairmount 2,U.S. Senate,,Dem,Joe Donnelly,110,14,0,124
Grant,Fairmount 2,U.S. Senate,,Lbt,Lucy Brenton,20,1,0,21
Grant,Fairmount 2,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Fairmount 3,Auditor,,Rep,Tera Klutz,153,20,0,173
Grant,Fairmount 3,Auditor,,Dem,Joselyn Whitticker,42,11,0,53
Grant,Fairmount 3,Auditor,,Lbt,John Schick,12,0,0,12
Grant,Fairmount 3,Ballots Cast,,,,211,32,0,243
Grant,Fairmount 3,Registered Voters,,,,,,,484
Grant,Fairmount 3,Secretary of State,,Rep,Connie Lawson,158,20,0,178
Grant,Fairmount 3,Secretary of State,,Dem,Jim Harper,40,11,0,51
Grant,Fairmount 3,Secretary of State,,Lbt,Mark Rutherford,10,0,0,10
Grant,Fairmount 3,Secretary of State,,,Write-ins,0,0,0,0
Grant,Fairmount 3,State House,32,Rep,Anthony J. (Tony) Cook,155,20,0,175
Grant,Fairmount 3,State House,32,Dem,Amie Neiling,48,10,0,58
Grant,Fairmount 3,State Senate,19,Rep,Travis Holdman,174,20,0,194
Grant,Fairmount 3,Treasurer,,Rep,Kelly Mitchell,161,20,0,181
Grant,Fairmount 3,Treasurer,,Dem,John Aguilera,46,11,0,57
Grant,Fairmount 3,U.S. House,5,Rep,Susan Brooks,163,19,0,182
Grant,Fairmount 3,U.S. House,5,Dem,Dee Thornton,43,10,0,53
Grant,Fairmount 3,U.S. House,5,,Write-ins,0,0,0,0
Grant,Fairmount 3,U.S. Senate,,Rep,Mike Braun,144,19,0,163
Grant,Fairmount 3,U.S. Senate,,Dem,Joe Donnelly,52,13,0,65
Grant,Fairmount 3,U.S. Senate,,Lbt,Lucy Brenton,14,0,0,14
Grant,Fairmount 3,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Fairmount 4,Auditor,,Rep,Tera Klutz,113,45,0,158
Grant,Fairmount 4,Auditor,,Dem,Joselyn Whitticker,42,13,0,55
Grant,Fairmount 4,Auditor,,Lbt,John Schick,5,1,0,6
Grant,Fairmount 4,Ballots Cast,,,,162,61,0,223
Grant,Fairmount 4,Registered Voters,,,,,,,393
Grant,Fairmount 4,Secretary of State,,Rep,Connie Lawson,122,46,0,168
Grant,Fairmount 4,Secretary of State,,Dem,Jim Harper,37,9,0,46
Grant,Fairmount 4,Secretary of State,,Lbt,Mark Rutherford,3,3,0,6
Grant,Fairmount 4,Secretary of State,,,Write-ins,0,0,0,0
Grant,Fairmount 4,State House,32,Rep,Anthony J. (Tony) Cook,115,46,0,161
Grant,Fairmount 4,State House,32,Dem,Amie Neiling,42,11,0,53
Grant,Fairmount 4,State Senate,19,Rep,Travis Holdman,124,48,0,172
Grant,Fairmount 4,Treasurer,,Rep,Kelly Mitchell,119,48,0,167
Grant,Fairmount 4,Treasurer,,Dem,John Aguilera,40,11,0,51
Grant,Fairmount 4,U.S. House,5,Rep,Susan Brooks,123,46,0,169
Grant,Fairmount 4,U.S. House,5,Dem,Dee Thornton,38,10,0,48
Grant,Fairmount 4,U.S. House,5,,Write-ins,0,0,0,0
Grant,Fairmount 4,U.S. Senate,,Rep,Mike Braun,112,45,0,157
Grant,Fairmount 4,U.S. Senate,,Dem,Joe Donnelly,44,13,0,57
Grant,Fairmount 4,U.S. Senate,,Lbt,Lucy Brenton,6,2,0,8
Grant,Fairmount 4,U.S. Senate,,,Write-ins,0,0,0,0
